DOI,Country Code,Institutions
10.1038/s41534-020-00357-z,"FI,GB","Aalto Univ,IQM,Loughborough Univ"
10.1103/PhysRevA.81.022305,"CA,DE,NL,US","Univ Waterloo,Univ Munich,Leiden Univ,Michigan State Univ"
10.1103/PhysRevA.87.030301,US,"IBM TJ Watson Res Ctr,Syracuse Univ"
10.1103/PhysRevApplied.19.054050,CN,"Beijing Acad Quantum Informat Sci,Nanjing Univ Posts & Telecommun"
10.1007/s10773-014-2274-7,CN,Fuzhou Univ
10.1063/1.3700964,US,Univ Calif Berkeley
10.1038/srep16934,"DE,JP,RU,US,GB","Univ Loughborough,RIKEN,Moscow Inst Steel & Alloys,Tech Univ Darmstadt,Leibniz Inst Photon Technol,Univ Michigan"
10.1103/PhysRevB.81.144510,"DE,ES","Univ Augsburg,Bayer Akad Wissensch,Tech Univ Munich,CSIC,Univ Pais Vasco Euskal Herriko Unibertsitatea,Basque Fdn Sci"
10.1038/s41534-022-00644-x,"RU,CH","Nanonal Univ Sci & Technol MISIS,Russian Quantum Ctr,Moscow Inst Phys & Technol,Dukhov Res Inst Automat VNIIA,Bauman Moscow State Tech Univ,Swiss Fed Inst Technol"
10.1103/PhysRevB.87.220505,"CA,US","Syracuse Univ,McGill Univ,Raytheon BBN Technol,Univ Sherbrooke"
10.1103/PhysRevApplied.16.014024,"AT,CN","Peking Univ,Shanxi Univ,TU Wien"
10.1038/s41467-018-04372-9,FR,"Univ Claude Bernard Lyon 1,UPMC Univ Paris 06,PSL Res Univ,INRIA Paris"
10.1103/PhysRevApplied.22.044063,DE,"Univ Cologne,Technol Innovat Inst,Forschungszentrum Julich"
10.1126/science.aaw1611,"CN,JP,US","Univ Sci & Technol China,Beijing Computat Sci Res Ctr,RIKEN,Chinese Acad Sci,Nanjing Univ,Zhejiang Univ,Univ Michigan,Univ Chinese Acad Sci"
10.1140/epjqt/s40507-024-00278-2,CN,Henan Key Lab Network Cryptog Technol
10.1103/PhysRevLett.117.210505,US,IBM TJ Watson Res Ctr
10.1103/PhysRevB.110.024519,"DE,US","Syracuse Univ,Forschungszentrum Julich,Technol Innovat Inst,Brookhaven Natl Lab,Univ Wisconsin Madison,Kavli Inst Particle Astrophys & Cosmol,SLAC Natl Accelerator Lab"
10.1007/s10909-022-02672-5,US,"Michigan State Univ,Washington Univ"
10.1103/PhysRevA.83.062302,CN,"Hangzhou Normal Univ,E China Normal Univ"
10.1103/PhysRevApplied.18.064046,CN,"Tsinghua Univ,Beijing Natl Res Ctr Informat Sci & Technol"
10.1038/s41467-023-40097-0,"CN,IT,JP,US","Beijing Computat Sci Res Ctr,Zhejiang Univ,Univ Catania,Tsinghua Univ,Beijing Acad Quantum Informat Sci,Univ Messina,RIKEN,Univ Michigan,RIKEN Ctr Quantum Comp RQC,Univ Tokyo"
10.1103/PhysRevA.81.062323,"CN,JP,US","RIKEN,Univ Michigan,Tsinghua Univ"
10.1038/s41534-023-00721-9,"CN,NL","Chinese Acad Sci,Univ Chinese Acad Sci,Hefei Natl Lab,Beijing Univ Technol,Eindhoven Univ Technol,Songshan Lake Mat Lab"
10.1063/1.4930201,"CN,US","Nanjing Univ,Univ Kansas,Univ Sci & Technol China"
10.1103/PhysRevLett.132.090602,US,"IBM TJ Watson Res Ctr,Univ Massachusetts,IBM Almaden Res Ctr"
10.1103/PhysRevLett.113.220502,US,"Univ Calif Santa Barbara,Univ Georgia"
10.1007/s10946-016-9582-8,"CA,EG,SA,US","Prince Sattam Bin Abdulaziz Univ,Assiut Univ,McGill Univ,Texas A&M Univ"
10.1103/PhysRevApplied.20.034056,US,"MIT,Lab Phys Sci"
10.1103/PhysRevA.92.052306,US,Univ Calif Riverside
10.1038/s41534-021-00385-3,"CN,JP","Chinese Acad Sci,Univ Chinese Acad Sci,RIKEN,Beijing Acad Quantum Informat Sci,UCAS,Songshan Lake Mat Lab"
10.1103/PhysRevB.101.134509,US,"Princeton Univ,Rigetti Comp"
10.1016/j.physleta.2014.11.022,AR,"FCEyN UBA,Univ Buenos Aires"
10.1103/PhysRevLett.132.017001,US,"Univ Wisconsin Madison,Syracuse Univ"
10.1103/PhysRevApplied.16.044045,FI,Aalto Univ
10.1103/PhysRevLett.110.173603,US,Princeton Univ
10.1088/1367-2630/ab2e26,CN,"Zhejiang Univ,Shandong Univ,Univ Sci & Technol China"
10.1088/1674-1056/21/4/044209,CN,"Wenzhou Univ,Zhejiang Normal Univ"
10.1108/03321641111101203,"AZ,TR","Atilim Univ,Gazi Univ,Ankara Univ,Inst Phys Azerbaijan NAS"
10.1103/PhysRevB.86.184514,US,Yale Univ
10.1002/qute.202000088,CN,Xuchang Univ
10.1103/PhysRevApplied.7.054022,CN,"South China Normal Univ,Huazhong Univ Sci & Technol,Beijing Computat Sci Res Ctr"
10.1103/PhysRevA.105.022605,DE,"Ludwig Maximilians Univ Munchen,IQM Germany GmbH"
10.1007/s10909-013-0873-y,UA,"Natl Sci Ctr Kharkov Inst Phys & Technol,Natl Acad Sci Ukraine"
10.1103/PhysRevLett.125.056801,"DK,CH,US","Univ Copenhagen,Rutgers State Univ,Swiss Fed Inst Technol,Microsoft Quantum Mat Lab Copenhagen"
10.1103/PhysRevLett.122.080502,US,Yale Univ
10.1038/s41534-019-0168-5,"SE,GB","Chalmers Univ Technol,Natl Phys Lab"
10.1103/PRXQuantum.2.040341,"AT,GB","IST Austria,Kings Coll London"
10.1103/PhysRevLett.116.150505,DK,Univ Copenhagen
10.1103/PhysRevLett.116.150501,US,"Tulane Univ,CUNY"
10.1088/0953-4075/44/13/135503,BR,Univ Estadual Campinas
10.1142/S0217979215502367,CN,"Jiangxi Normal Univ,Univ Macau"
10.1088/1674-1056/23/4/040307,CN,"Jiangxi Normal Univ,Key Lab Photoelect & Telecommun Jiangxi Prov"
10.1038/s41467-021-22030-5,US,Princeton Univ
10.1038/s41467-024-48791-3,"CN,US","Zhejiang Univ,Univ Calif Davis,Beijing Computat Sci Res Ctr,Univ Houston"
10.1007/s10909-017-1787-x,"FI,GB","Univ Lancaster,Aalto Univ,Natl Phys Lab"
10.1103/PhysRevLett.109.060501,"TD,US",IBM Corp
10.1070/QEL16795,RU,"Natl Univ Sci & Technol MISIS,Moscow Inst Phys & Technol,RQC,Russian Acad Sci,Dukhov All Russia Res Inst Automat"
10.1088/1367-2630/13/9/093022,"DE,ES","Univ Augsburg,CSIC Univ Zaragoza,Fdn ARAID,CSIC"
10.1140/epjd/e2010-00015-x,CN,"Natl Univ Def Technol,Tsinghua Univ,Tsinghua Natl Lab Informat Sci & Technol"
10.1038/s41534-023-00722-8,"AU,DE","Univ Queensland,Rhein Westfal TH Aachen"
10.1103/PhysRevA.91.042312,RU,"Bauman Moscow State Tech Univ,Russian Acad Sci,Russian Quantum Ctr"
10.1103/PRXQuantum.4.010314,"FI,FR,DE,GB","IQM Quantum Comp,Aalto Univ,VTT"
10.1103/PhysRevB.82.184515,"JP,US","Univ Calif Santa Barbara,NEC Corp Ltd"
10.1140/epjb/e2017-80563-y,AR,"Ctr Atom Bariloche,Inst Balseiro"
10.1007/s11141-024-10341-8,RU,"Russian Quantum Ctr,Natl Univ Sci & Technol,Moscow Inst Phys & Technol"
10.1103/PhysRevB.92.224511,"DE,SE","Rhein Westfal TH Aachen,Chalmers,Forschungszentrum Julich"
10.1103/PhysRevB.82.100507,"IT,CH,US","ETH,Univ Pavia,Princeton Univ"
10.1134/S0021364017010143,"DE,RU","Natl Res Technol Univ MISiS,Russian Acad Sci,Karlsruhe Inst Technol,Ruhr Univ Bochum,Russian Quantum Ctr,State Univ"
10.1103/PhysRevX.8.021052,"AU,GB","Univ Queensland,Imperial Coll London,Univ Oxford,Univ Lancaster"
10.1002/pssb.202100500,CN,"Nanjing Univ,Shandong Inspur Sci Res Inst Co Ltd"
10.1103/PhysRevB.104.144502,"RU,US","Univ Wisconsin Madison,Natl Res Univ HSE,Google Inc"
10.1103/PhysRevB.81.100511,DE,"Karlsruhe Inst Technol,DFG CFN"
10.1016/j.cjph.2024.09.024,CN,"Yangtze Univ,Nanjing Agr Univ"
10.1103/PhysRevB.82.060512,CA,D Wave Syst Inc
10.1103/PRXQuantum.1.010307,"CA,US","Rutgers State Univ,Univ Massachusetts,Univ Sherbrooke,Canadian Inst Adv Res"
10.1103/PhysRevA.86.022305,"CA,US","Univ Sherbrooke,Raytheon BBN Technol,McGill Univ"
10.1103/PRXQuantum.3.020337,US,"Rigetti Comp,Yale Univ"
10.1103/PhysRevX.6.011002,FR,"Univ Paris Diderot,INRIA Paris Rocquencourt,PSL Res Univ"
10.7566/JPSJ.82.074710,JP,Yokohama Natl Univ
10.1103/PhysRevA.89.022309,CA,Univ Calgary
10.1063/5.0224271,CN,"Tsinghua Univ,Frontier Sci Ctr Quantum Informat"
10.1007/s11128-015-0947-7,PK,Pakistan Inst Engn & Appl Sci
10.1088/1674-1056/abea96,CN,Xuchang Univ
10.1088/1361-6455/ab91e4,"CN,US","Harvard Smithsonian Ctr Astrophys,Nanjing Univ,Purple Mt Labs,Univ Kansas"
10.1088/1674-1056/acdc10,"CN,GB","Chinese Acad Sci,Univ Chinese Acad Sci UCAS,Beijing Acad Quantum Informat Sci,Hefei Natl Lab,UCAS,Songshan Lake Mat Lab"
10.1038/s41467-023-41230-9,"CN,JP,US","Chinese Acad Sci,Beijing Acad Quantum Informat Sci,Nankai Univ,South China Univ Technol,RIKEN,UCAS,Songshan Lake Mat Lab,Univ Michigan"
10.1088/2058-9565/ab9aca,CN,Xuchang Univ
10.1103/PhysRevApplied.22.064068,"DE,ES","Kipu Quantum,Univ Basque Country UPV EHU,BASF Digital Solut GmbH,BASF SE"
10.1103/PhysRevLett.121.130501,CN,"Zhejiang Univ,Fuzhou Univ,Univ Sci & Technol China,Chinese Acad Sci,Univ Chinese Acad Sci"
10.1007/s11433-020-1641-1,CN,"Shandong Univ,Zhejiang Univ,Univ Sci & Technol China,Origin Quantum Comp"
10.1098/rsta.2021.0407,US,Univ Southern Calif
10.1103/PhysRevB.86.140508,JP,"RIKEN,NEC Smart Energy Res Labs,Univ Tokyo"
10.1103/PhysRevA.88.024303,CN,"Univ Hong Kong,S China Normal Univ,Nanjing Univ,Huazhong Univ Sci & Technol"
10.1103/PhysRevLett.105.100502,US,IBM Watson Res Ctr
10.1038/srep06237,CN,"S China Normal Univ,Anhui Xinhua Univ,Univ Hong Kong,Huazhong Univ Sci & Technol,Tsinghua Univ,Nanjing Univ"
10.1063/1.4802893,"CN,JP,US","Zhejiang Univ,Univ Calif Santa Barbara,Toyota Technol Inst"
10.1088/2058-9565/aaa645,US,"IBM TJ Watson Res Ctr,NIST"
10.1103/PhysRevA.96.012327,CN,Xi An Jiao Tong Univ
10.1109/TASC.2015.2399272,CN,"Chinese Acad Sci,Collaborat Innovat Ctr Quantum Matter"
10.1103/PhysRevApplied.18.034038,JP,Toshiba Co Ltd
10.1103/PhysRevApplied.20.014045,"FR,IT,US,GB","Univ Trento,Natl Inst Nucl Phys INFN,Rutherford Appleton Lab,Lawrence Livermore Natl Lab"
10.1038/s41534-020-00294-x,"CN,IT,JP,US","RIKEN,Univ Messina,China Acad Engn Phys,Univ Michigan"
10.1088/0256-307X/30/5/050304,CN,"Hunan Normal Univ,Jishou Univ,Huaihua Univ"
10.1007/s11128-017-1644-5,KR,Korea Inst Adv Study
10.1088/2058-9565/aa66e7,"FR,DE","Bayer Akad Wissensch,Tech Univ Munich,NIM,Univ Grenoble Alpes,CNRS"
10.1103/PhysRevLett.119.180511,"CN,US","Zhejiang Univ,Univ Sci & Technol China,Hangzhou Normal Univ,Fuzhou Univ,Chinese Acad Sci,Univ Kansas,Univ Chinese Acad Sci"
10.1103/PhysRevB.110.214423,CH,Terra Quantum AG
10.1103/PhysRevA.88.013837,CN,Xi An Jiao Tong Univ
10.3390/app13116672,CN,"Univ Sci & Technol China,Origin Quantum Comp Co Ltd"
10.1103/PhysRevD.103.046001,PL,Jagiellonian Univ
10.1103/PhysRevLett.108.057002,FR,CEA Saclay
10.1103/PhysRevA.106.L041701,"RU,GB","Skolkovo Inst Sci & Technol,Moscow Inst Phys & Technol,Univ London"
10.1103/PhysRevApplied.16.044036,"DE,IL","Karlsruhe Inst Technol,Ben Gurion Univ Negev"
10.1016/j.physb.2012.05.033,CN,Huaihua Univ
10.1088/0953-8984/22/35/355301,KR,"Univ Sci & Technol,Korea Univ,Asia Pacific Ctr Theoret Phys"
10.1103/PhysRevB.83.134504,"JP,CH","Univ Basel,NTT Corp"
10.1016/j.optlastec.2020.106699,CN,Xuchang Univ
10.1103/PhysRevA.94.062301,"IT,SG","Natl Univ Singapore,Nanyang Technol Univ,UMI 3654,Univ Catania,Ist Nazl Fis Nucl"
10.1103/PhysRevApplied.19.044031,CN,"Chinese Acad Sci,CAS Ctr Excellence Superconducting Elect,ShanghaiTech Univ,Univ Chinese Acad Sci"
10.1038/s42005-019-0195-8,US,"Duke Univ,CALTECH,NIST,IonQ Inc"
10.1103/PhysRevB.84.054538,"NL,SE","Leiden Univ,Univ Gothenburg"
10.1103/PhysRevLett.104.100504,CH,ETH
10.1103/PhysRevA.108.022403,"DK,NL,CH,US","Aarhus Univ,MIT,Swiss Fed Inst Technol,Univ Copenhagen,Delft Univ Technol"
10.1103/PhysRevApplied.19.064043,US,"Air Force Res Lab,Univ Massachusetts,Raytheon BBN Technol,Syracuse Univ"
10.1063/1.5136262,"JP,GB",NTT Corp
10.1142/S0219887817501006,MA,"Univ Hassan 2,Fac Sci Rabat"
10.1088/0256-307X/38/11/110303,"CN,GB",Tsinghua Univ
10.1007/s11128-020-02759-6,RU,Russian Acad Sci
10.22331/q-2021-11-17-583,US,"Univ Chicago,Northwestern Univ"
10.1103/PhysRevLett.127.080505,US,"IBM TJ Watson Res Ctr,IBM Almaden Res Ctr"
10.1103/PhysRevApplied.16.024050,US,Rigetti Comp
10.1088/1361-6455/ac86b1,CN,Dalian Univ Technol
10.1038/s41534-017-0044-0,US,MIT
10.1103/PhysRevLett.117.250502,US,"IIBM TJ Watson Res Ctr,Syracuse Univ"
10.1038/ncomms7983,NL,"Delft Univ Technol,Leiden Univ"
10.1126/science.aaz9236,JP,"Univ Tokyo,RIKEN"
10.1103/PhysRevApplied.18.044014,CN,Nanjing Univ
10.1063/5.0169902,CN,"Shangrao Normal Univ,Nanjing Univ,Hangzhou Normal Univ"
10.1088/0256-307X/40/7/070304,CN,"Chinese Acad Sci,Univ Chinese Acad Sci,Beijing Acad Quantum Informat Sci,Hefei Natl Lab,Songshan Lake Mat Lab"
10.1007/s11128-018-1986-7,"EG,SA","Prince Sattam Bin Abdulaziz Univ,Assiut Univ"
10.1103/PhysRevA.86.012333,US,Univ Calif Riverside
10.1063/1.5120299,CN,Univ Sci & Technol China
10.1103/PRXQuantum.1.010305,"CA,CH,US","MIT,Dartmouth Coll,Nanoacad Technol Inc,Swiss Fed Inst Technol"
10.1063/1.4993577,US,"Univ Calif Santa Barbara,Google"
10.1088/0256-307X/36/12/124204,CN,"Harbin Inst Technol,Southern Univ Sci & Technol,Ctr Quantum Comp"
10.1063/1.5052414,DE,"Bayer Akad Wissensch,Tech Univ Munich,Nanosyst Initiat Munich"
10.1364/OE.509250,CN,"Hunan Normal Univ,Chinese Acad Sci,Univ Chinese Acad Sci,Tianjin Univ,Tsinghua Univ,Inst Quantum Informat"
10.1007/s10773-014-2110-0,CN,Wenzhou Univ
10.1038/s41534-023-00689-6,"FI,DE,SE,US","Chalmers Univ Technol,Univ Stuttgart,Princeton Univ,VTT Tech Res Ctr Finland"
10.1103/PhysRevA.109.012616,"JP,US","Univ Tokyo,RIKEN,IBM Thomas J Watson Res Ctr"
10.1103/PhysRevA.86.022326,"CA,US","Univ Sherbrooke,IBM Corp"
10.1103/PhysRevB.102.075448,"IN,JP,TW,US,UA","Natl Tsing Hua Univ,B Verkin Inst Low Temp Phys & Engn,RIKEN,Indian Inst Sci,Natl Taiwan Univ,Kharkov Natl Univ,Univ Michigan"
10.1103/PhysRevA.93.012120,US,Princeton Univ
10.1063/5.0049637,CN,Nanjing Univ
10.1002/qute.202300400,"FR,IT,NL","Univ Napoli Federico II,UOS Napoli,QuantWare,Ist Nazl Ott CNR INO"
10.1103/PhysRevB.92.115303,"JP,US","RIKEN,Univ Michigan"
10.1007/s11128-014-0829-4,CN,Hangzhou Normal Univ
10.1103/PhysRevApplied.10.054062,US,MIT
10.1103/PhysRevA.91.033834,"DE,US","Univ Saarland,Tech Univ Kaiserslautern,Texas A&M Univ"
10.1103/PhysRevApplied.10.024019,CN,"Nanjing Univ,Univ Sci & Technol China"
10.1007/s10773-018-3775-6,MA,"Univ Hassan 2,Fac Sci Rabat"
10.1103/PhysRevB.95.224515,"IN,NL,ES","Delft Univ Technol,Indian Inst Sci,CSIC"
10.1088/0953-8984/25/3/035701,PL,Univ Gdansk
10.1038/s41565-018-0207-y,"DK,CH,US","Univ Copenhagen,Swiss Fed Inst Technol,Purdue Univ,MIT"
10.1103/PhysRevLett.109.240502,"NL,US","Delft Univ Technol,Univ Colorado"
10.1063/5.0119932,US,"Northwestern Univ,Rigetti Comp"
10.1063/5.0050173,"CN,FR,US","Univ Chicago,Argonne Natl Lab,Univ Calif Santa Barbara,Univ Claude Bernard,Univ Grenoble Alpes,Southern Univ Sci & Technol"
10.1103/PhysRevLett.110.210501,US,"Univ Calif Riverside,Univ Georgia,Univ Calif Santa Barbara"
10.1103/PhysRevLett.111.050502,US,"NIST,Harvard Univ"
10.1016/j.physe.2009.06.043,"DE,IT","Univ Karlsruhe,Univ Roma La Sapienza"
10.1038/s41567-024-02630-w,"DK,DE,CH,US","Univ Basel,Univ Copenhagen,Karlsruhe Inst Technol,Yale Univ"
10.1103/PhysRevA.90.043810,CN,Xi An Jiao Tong Univ
10.1103/PRXQuantum.3.040338,"DE,IT,SG","Technol Innovat Inst,Natl Univ Singapore,Ist Nazl Fis Nucl INFN,NUS,Forschungszentrum Julich"
10.1007/s11467-024-1405-8,CN,"Harbin Inst Technol,Southern Univ Sci & Technol,Shenzhen Int Quantum Acad SIQA"
10.3938/jkps.58.1599,KR,Yonsei Univ
10.1038/ncomms2936,"NL,US","Delft Univ Technol,NIST,Univ Colorado"
10.1088/1674-1056/21/4/040307,CN,Chinese Acad Sci
10.1103/PhysRevApplied.12.014044,US,Univ Wisconsin
10.1103/PhysRevLett.107.080502,"TD,US","IBM TJ Watson Res Ctr,Raytheon BBN Technol"
10.1088/0256-307X/28/5/050308,CN,"Shanghai Univ,Shanghai Key Lab Astrophys,NE Normal Univ"
10.1063/1.3533805,DE,"Karlsruhe Inst Technol,DFG Ctr Funct Nanostruct CFN"
10.1103/PhysRevB.93.214501,"CL,DE,ES,SE","Bayer Akad Wissensch,Tech Univ Munich,Nanosyst Initiat Munich,Chalmers,Univ Zaragoza,Fdn ARAID,IFF CSIC,Univ Basque Country,Univ Santiago Chile USACH,IKERBASQUE"
10.1109/MM.2018.032271060,NL,"Delft Univ Technol,Top Embedded Syst,Netherlands Org Appl Sci Res"
10.1088/1674-1056/ac01c3,CN,"Nanjing Univ,Southern Univ Sci & Technol"
10.1103/PhysRevLett.118.040402,GB,"UCL,Univ Oxford,Univ Surrey"
10.1103/PhysRevB.96.214511,DE,"Rhein Westfal TH Aachen,Fundamentals Future Informat Technol,Forschungszentrum Julich"
10.1140/epjd/e2010-00258-5,CN,"S China Normal Univ,Hefei Normal Univ,Univ Hong Kong,Nanjing Univ"
10.1103/PhysRevA.92.012325,US,"Univ Calif Riverside,Univ Calif Santa Barbara,Google Inc"
10.1088/2058-9565/ac8cad,US,IBM TJ Watson Res Ctr
10.1364/JOSAB.30.001178,EG,"Al Azhar Univ,Assiut Univ"
10.1142/S0217732323501511,"CN,EG,SA","Prince Sattam Bin Abdulaziz Univ,Univ Chinese Acad Sci,Assiut Univ"
10.1103/PhysRevLett.125.200504,"DE,US","Syracuse Univ,Forschungszentrum Julich,Julich Aachen Res Alliance JARA,IBM TJ Watson Res Ctr"
10.1103/PhysRevA.99.012333,GB,Heriot Watt Univ
10.1063/1.5029514,DE,"Bayer Akad Wissensch,Tech Univ Munich,NIM"
10.1126/science.aao1511,"US,GB",Yale Univ
10.1103/PhysRevB.84.134519,"CA,CH","Univ Basel,McGill Univ"
10.1103/PhysRevApplied.21.024008,US,"US Army Res Lab,Louisiana State Univ,Univ Colorado,Associate Natl Inst Stand & Technol,Univ Massachusetts Boston,Natl Inst Stand & Technol"
10.1088/1674-1056/ac8926,CN,Xuchang Univ
10.1038/NPHYS1700,"DE,RU","Karlsruhe Inst Technol,Russian Acad Sci,Phys Tech Bundesanstalt"
10.1103/PhysRevB.84.064517,US,Yale Univ
10.1103/PhysRevX.14.041007,DE,"Tech Univ Munich,Bayer Akad Wissensch,Ludwig Maximilians Univ Munchen,Saarland Univ,BMW Grp"
10.1103/PhysRevA.86.045801,CN,"Hunan Normal Univ,Chinese Acad Sci"
10.1038/s41534-019-0224-1,"DE,RU,US","Karlsruhe Inst Technol,Google,Natl Univ Sci & Technol MISIS"
10.1103/PRXQuantum.5.020306,"FR,US","Sorbonne Univ,Google Quantum AI"
10.1038/s41586-022-04500-y,US,"Stanford Univ,AWS Ctr Quantum Comp"
10.1007/s10773-014-2362-8,CN,"Jiangxi Normal Univ,Anqing Teachers Coll,Jinggangshan Univ,Wuhan Univ"
10.1103/PhysRevA.102.062408,"CA,JP","Univ Tokyo,Japan Sci & Technol Agcy,Tokyo Med & Dent Univ,RIKEN,Okinawa Inst Sci & Technol OIST Grad Univ,Nord Quant"
10.1103/PhysRevA.93.063827,"CN,JP,US","Tsinghua Univ,RIKEN,Univ Michigan,TNList"
10.1088/1367-2630/ab09b0,"AU,CA,US","Univ Sherbrooke,Univ Sydney,Northwestern Univ,Canadian Inst Adv Res,Univ Chicago"
10.1103/PhysRevA.90.012318,TW,Natl Taiwan Univ
10.1103/PhysRevApplied.15.054001,"DK,NL","Univ Copenhagen,Delft Univ Technol,Microsoft Quantum Mat Lab Copenhagen"
10.1016/j.optcom.2013.05.026,CN,Fuzhou Univ
10.1007/s11433-012-4863-x,CN,"S China Normal Univ,Hefei Normal Univ,Renmin Univ China,Univ Hong Kong"
10.1140/epjb/s10051-023-00629-5,RU,Novosibirsk State Tech Univ
10.1134/S1054660X11150175,RU,"Tatarstan Acad Sci,Russian Acad Sci,Kazan VI Lenin State Univ"
10.1088/1367-2630/18/5/053031,"AU,CA,IN,US","Univ Calif Berkeley,Univ Queensland,Univ Sherbrooke,Canadian Inst Adv Res,NIST,Tata Inst Fundamental Res,MIT"
10.1088/2058-9565/ad3d7e,GB,Natl Phys Lab
10.1103/PhysRevLett.110.120501,"FR,US","Yale Univ,INRIA Paris Rocquencourt"
10.1021/acs.nanolett.8b03921,"FR,DE,IT","Univ Stuttgart,Max Planck Inst Struct & Dynam Matter,Max Planck Inst Solid State Res,Univ Firenze,Synchrotron SOLEIL"
10.1103/PhysRevA.89.012110,AR,"FCEyN UBA,IFIBA CONICET UBA"
10.1103/PhysRevA.101.062312,CN,Zhejiang Univ
10.3390/app14041478,"DE,IT,CH","INFN,Technol Innovat Inst,Univ Firenze,Sez Firenze,Univ Milan,CERN,CNR,Univ Milano Bicocca,Bicocca Quantum Technol BiQuTe Ctr,Heidelberg Univ,Univ Pisa"
10.1088/0253-6102/67/6/674,CN,"Chinese Acad Sci,Huazhong Univ Sci & Technol"
10.1088/1367-2630/13/9/095004,NL,Leiden Univ
10.1103/PhysRevApplied.21.014015,US,"Univ Chicago,Argonne Natl Lab"
10.1038/NPHYS1639,US,Univ Calif Santa Barbara
10.1103/PhysRevLett.122.110501,CN,"Univ Sci & Technol China,10 Univ Sci & Technol China,Zhejiang Univ"
10.1016/j.jmmm.2012.02.067,"FR,JP,NL","Natl Inst Adv Ind Sci & Technol,Japan Sci & Technol Corp JST,Nagoya Univ,Univ Twente,Inst Max Von Laue Paul Langevin,Hokkaido Univ"
10.1103/PhysRevB.108.224416,"DE,NL","Delft Univ Technol,Rhein Westfal TH Aachen,Max Planck Inst Sci Light"
10.1103/PhysRevApplied.20.044077,JP,"Tokyo Univ Sci,RIKEN Ctr Quantum Comp RQC,Natl Inst Adv Ind Sci & Technol"
10.1103/PhysRevA.102.013710,CN,"Univ Macau,Shanghai Maritime Univ"
10.1103/PhysRevA.97.042342,JP,Akita Prefectural Univ
10.1103/PhysRevB.91.174504,DE,Karlsruhe Inst Technol
10.1038/s41467-023-39656-2,AT,IST Austria
10.1109/TASC.2024.3350582,IT,"Univ Milano Bicocca,Univ Pisa,Ist Nazl Fis Nucl,Fdn Bruno Kessler,Univ Salerno,Univ Firenze,CNR,CNR IFN,Univ Sannio,NEST Ist Nanosci CNR,Scuola Normale Super Pisa,Univ Ferrara"
10.1103/PhysRevApplied.20.054047,CN,"Nanjing Univ,South China Normal Univ,Hefei Natl Lab"
10.1063/1.3515520,"DE,JP,RU,UA","Natl Acad Sci Ukraine,Inst Photon Technol,Novosibirsk State Tech Univ,NEC Nano Elect Res Labs"
10.1038/s41534-020-00359-x,"DE,RU","Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr"
10.1088/1612-202X/aaf328,CN,South China Normal Univ
10.1103/PhysRevApplied.18.034027,US,"Univ Wisconsin,Univ Maryland,Bleximo Corp"
10.1038/s41467-023-39785-8,CN,"Tsinghua Univ,Univ Sci & Technol China,Hefei Natl Lab,Shanghai Qi Zhi Inst"
10.1088/1361-6455/aac736,IR,"Univ Isfahan,Int Univ Imam Khomeini Qazvin"
10.1103/PhysRevApplied.14.064004,CL,"Univ Concepcion,Univ Bio Bio"
10.1103/PhysRevLett.130.040202,US,"Boston Univ Acad,Boston Univ,Johns Hopkins Univ"
10.1088/1674-1056/22/9/090312,CN,Chinese Acad Sci
10.1088/1674-1056/27/2/024203,CN,Dalian Maritime Univ
10.1063/1.5125224,"RU,ZA","Univ Witwatersrand,Natl Univ Sci & Technol MISIS"
10.1038/s41598-019-49805-7,AU,Univ Melbourne
10.1038/s41598-021-92555-8,KR,Kyonggi Univ
10.1103/PhysRevA.101.053802,"CN,US","Nanjing Univ,Shaanxi Normal Univ,Nanjing Univ Sci & Technol,Univ Arkansas"
10.1088/0031-8949/89/02/025001,BR,Univ Fed Goias
10.1103/PhysRevA.98.030302,DK,Aarhus Univ
10.1103/PhysRevA.91.022122,"BR,GB","Univ Fed ABC,Queens Univ Belfast"
10.1103/PhysRevLett.119.150502,US,"Univ Chicago,Northwestern Univ,Tulane Univ"
10.1103/PhysRevLett.124.070401,"AU,CH","ARC Ctr Excellence Engineered Quantum Syst,Univ Queensland,IBM Res Zurich"
10.1364/OE.23.009844,CN,Huazhong Univ Sci & Technol
10.1088/2058-9565/aa94fc,US,"Univ Calif Santa Barbara,Google"
10.1209/0295-5075/ac2b5c,CN,"Xi An Jiao Tong Univ,Chinese Acad Sci Xian"
10.1143/APEX.3.103101,"JP,GB","NTT Corp,Tokyo Univ Sci"
10.1103/PhysRevApplied.17.044016,JP,"Univ Tokyo,RIKEN"
10.1103/PhysRevB.92.035442,"AU,CA,DE,RU,US","Univ Queensland,Univ Sherbrooke,Karlsruhe Inst Technol,LD Landau Inst Theoret Phys RAS,IBM TJ Watson Res Ctr"
10.1103/PhysRevA.97.022306,"CL,CN,ES","Univ Santiago Chile USACH,Univ Basque Country,Basque Fdn Sci,Shanghai Univ,Ctr Dev Nanosci & Nanotechnol"
10.1063/1.5111060,CN,Nanjing Univ
10.1038/s41534-023-00711-x,SE,Chalmers Univ Technol
10.1103/PRXQuantum.3.040304,US,"Yale Univ,Cornell Univ,MIT"
10.1038/s41467-024-48230-3,CH,"Swiss Fed Inst Technol Lausanne EPFL,Ecole Polytech Fed Lausanne"
