DOI,Article Title,Abstract,Country Code,Institutions,Publication Year,isSuperconducting,isTrappedIon,isPhotonic,isSpin
10.1103/PhysRevB.99.115317,Simple model for electrical hole spin manipulation in semiconductor quantum dots: Impact of dot material and orientation,"We analyze a prototypical particle-in-a-box model for a hole spin qubit. This quantum dot is subjected to static magnetic and electric fields, and to a radio-frequency electric field that drives Rabi oscillations owing to spin-orbit coupling. We derive the equations for the Rabi frequency in a regime where the Rabi oscillations mostly result from the coupling between the qubit states and a single nearby excited state. This regime has been shown to prevail in, e.g., hole spin qubits in thin silicon-on-insulator nanowires. The equations for the Rabi frequency highlight the parameters that control the Rabi oscillations. We show, in particular, that [110]-oriented dots on (001) substrates perform much better than [001]-oriented dots because they take best advantage of the anisotropy of the valence band of the host material. We also conclude that silicon provides the best opportunities for fast Rabi oscillations in this regime despite small spin-orbit coupling.",FR,Univ Grenoble Alpes,2019,0,0,0,1
10.1103/PhysRevLett.133.146902,Isolation of Single Donors in ZnO,"The shallow donor in zinc oxide (ZnO) is a promising semiconductor spin qubit with optical access. Single indium donors are isolated in a commercial ZnO substrate using plasma focused ion beam (PFIB) milling. Quantum emitters are identified optically by spatial and frequency filtering. The indium donor assignment is based on the optical bound exciton transition energy and magnetic dependence. The emission stability of these single donors in terms of both intensity and frequency, alongside their transition linewidths less than twice the lifetime limit, highlight the promise of single In donors as optically accessible spin qubits. The optical stability of single donors after FIB fabrication is promising for optical device integration required for scalable quantum technologies based on single donors in direct band gap semiconductors.","NO,US","Univ Washington,Pacific Northwest Natl Lab,Univ Oslo",2024,0,0,0,1
10.1038/NNANO.2013.7,Bipolar spin blockade and coherent state superpositions in a triple quantum dot,"Spin qubits based on interacting spins in double quantum dots have been demonstrated successfully(1,2). Readout of the qubit state involves a conversion of spin to charge information, which is universally achieved by taking advantage of a spin blockade phenomenon resulting from Pauli's exclusion principle. The archetypal spin blockade transport signature in double quantum dots takes the form of a rectified current(3). At present, more complex spin qubit circuits including triple quantum dots are being developed(4). Here we show, both experimentally and theoretically, that in a linear triple quantum dot circuit the spin blockade becomes bipolar(5) with current strongly suppressed in both bias directions and also that a new quantum coherent mechanism becomes relevant. In this mechanism, charge is transferred non-intuitively via coherent states from one end of the linear triple dot circuit to the other, without involving the centre site. Our results have implications for future complex nano-spintronic circuits.","CA,ES","CSIC,Natl Res Council Canada,Univ Sherbrooke",2013,0,0,0,1
10.1103/PRXQuantum.4.020305,Blueprint of a Scalable Spin Qubit Shuttle Device for Coherent Mid-Range Qubit Transfer in Disordered Si/SiGe/SiO2,"Silicon spin qubits stand out due to their very long coherence times, compatibility with industrial fabrication, and prospect to integrate classical control electronics. To achieve a truly scalable architecture, a coherent mid-range link that moves the electrons between qubit registers has been suggested to solve the signal fan-out problem. Here, we present a blueprint of such a link of 10 mu m length, called a spin qubit shuttle, which is based on connecting an array of gates into a small number of sets. To control these sets, only a few voltage control lines are needed and the number of these sets and thus the number of required control signals is independent of the length of this link. We discuss two different operation modes for the spin qubit shuttle: a qubit conveyor, i.e., a potential minimum that smoothly moves laterally, and a bucket brigade, in which the electron is transported through a series of tunnel-coupled quantum dots by adiabatic passage. We find the former approach more promising considering a realistic Si/SiGe device, including potential disorder from the charged defects at the Si/SiO2 layer, as well as typical charge noise. Focusing on the qubit transfer fidelity in the conveyor shuttling mode, we discuss in detail motional narrowing, the interplay between orbital and valley excitation and relaxation in the presence of g factors that depend on orbital and valley state of the electron, and effects from spin hotspots. We find that a transfer fidelity of 99.9% is feasible in Si/SiGe at a speed of approximately 10 m/s, if the average valley splitting and its inhomogeneity stay within realistic bounds. Operation at low global magnetic field approximately equal to 20 mT and material engineering towards high valley splitting is favorable for reaching high fidelities of transfer.","DE,PL","Forschungszentrum Julich,Rhein Westfal TH Aachen,Polish Acad Sci",2023,0,0,0,1
10.1038/s41467-022-32236-w,Parametric longitudinal coupling between a high-impedance superconducting resonator and a semiconductor quantum dot singlet-triplet spin qubit,"Coupling qubits to a superconducting resonator provides a mechanism to enable long-distance entangling operations in a quantum computer based on spins in semiconducting materials. Here, we demonstrate a controllable spin-photon coupling based on a longitudinal interaction between a spin qubit and a resonator. We show that coupling a singlet-triplet qubit to a high-impedance superconducting resonator can produce the desired longitudinal coupling when the qubit is driven near the resonator's frequency. We measure the energy splitting of the qubit as a function of the drive amplitude and frequency of a microwave signal applied near the resonator antinode, revealing pronounced effects close to the resonator frequency due to longitudinal coupling. By tuning the amplitude of the drive, we reach a regime with longitudinal coupling exceeding 1 MHz. This mechanism for qubit-resonator coupling represents a stepping stone towards producing high-fidelity two-qubit gates mediated by a superconducting resonator. It has been predicted that longitudinal coupling between a qubit and a superconducting resonator can mediate efficient interactions among distant qubits. Here the authors implement such a coupling between a singlet-triplet qubit in a semiconductor double quantum dot and a high-impedance superconducting resonator.","AU,US","Harvard Univ,Purdue Univ,Univ Sydney,Stanford Univ",2022,1,0,0,1
10.1103/PhysRevB.97.245412,Impact of valley phase and splitting on readout of silicon spin qubits,"We investigate the effect of the valley degree of freedom on Pauli-spin blockade readout of spin qubits in silicon. The valley splitting energy sets the singlet-triplet splitting and thereby constrains the detuning range. The valley phase difference controls the relative strength of the intra-and intervalley tunnel couplings, which, in the proposed Pauli-spin blockade readout scheme, couple singlets and polarized triplets, respectively. We find that high conversion fidelity is possible for awide range of phase differences, while taking into account experimentally observed valley splittings and tunnel couplings. We also show that the control of the valley splitting together with the optimization of the readout detuning can compensate the effect of the valley phase difference. To increase the measurement fidelity and extend the relaxation time we propose a latching protocol that requires a triple quantum dot and exploits weak long-range tunnel coupling. These opportunities are promising for scaling spin qubit systems and improving qubit readout fidelity.","AU,NL","Delft Univ Technol,Kavli Inst Nanosci,Univ New South Wales,UNSW Node",2018,0,0,0,1
10.1038/s41467-023-36951-w,Reducing charge noise in quantum dots by using thin silicon quantum wells,"Charge noise in the host semiconductor degrades the performance of spin-qubits and poses an obstacle to control large quantum processors. However, it is challenging to engineer the heterogeneous material stack of gate-defined quantum dots to improve charge noise systematically. Here, we address the semiconductor-dielectric interface and the buried quantum well of a Si-28/SiGe heterostructure and show the connection between charge noise, measured locally in quantum dots, and global disorder in the host semiconductor, measured with macroscopic Hall bars. In 5 nmthick Si-28 quantumwells, we find that improvements in the scattering properties and uniformity of the two-dimensional electron gas over a 100 mm wafer correspond to a significant reduction in charge noise, with a minimum value of 0.29 +/- 0.02 mu eV/Hz(1/2) at 1Hz averaged over several quantum dots. Weextrapolate the measured charge noise to simulated dephasing times to CZ-gate fidelities that improve nearly one order of magnitude. These results point to a clean and quiet crystalline environment for integrating long-lived and high-fidelity spin qubits into a larger system.","NL,ES","QuTech,Delft Univ Technol,Netherlands Org Appl Sci Res TNO,CSIC,BIST,ICREA",2023,0,0,0,1
10.1103/PhysRevB.93.075301,Long-distance entanglement of spin qubits via quantum Hall edge states,"The implementation of a functional quantum computer involves entangling and coherent manipulation of a large number of qubits. For qubits based on electron spins confined in quantum dots, which are among the most investigated solid-state qubits at present, architectural challenges are often encountered in the design of quantum circuits attempting to assemble the qubits within the very limited space available. Here, we provide a solution to such challenges based on an approach to realizing entanglement of spin qubits over long distances. We show that long-range Ruderman-Kittel-Kasuya-Yosida interaction of confined electron spins can be established by quantum Hall edge states, leading to an exchange coupling of spin qubits. The coupling is anisotropic and can be either Ising type or XY type, depending on the spin polarization of the edge state. Such a property, combined with the dependence of the electron spin susceptibility on the chirality of the edge state, can be utilized to gain valuable insights into the topological nature of various quantum Hall states.","JP,CH","RIKEN,Univ Basel",2016,0,0,0,1
10.1103/PhysRevApplied.21.064039,Real-time millikelvin thermometry in a semiconductor-qubit architecture,"We report local time-resolved thermometry in a silicon-nanowire quantum dot device designed to host a linear array of spin qubits. Using two alternative measurement schemes based on rf reflectometry, we are able to probe either local electron or bosonic bath temperatures with microsecond time scale resolution and a noise-equivalent temperature of 3 mK/root Hz. Following the application of short microwave pulses, causing local periodic heating, time-dependent thermometry can track the dynamics of thermal excitation and relaxation, revealing clearly different characteristic time scales. This work opens important prospects to investigate the out-of-equilibrium thermal properties of semiconductor quantum electronic devices operating at very low temperature. In particular, it may provide a powerful handle to understand heating effects recently observed in semiconductor spin-qubit systems.",FR,Univ Grenoble Alpes,2024,0,0,0,1
10.1103/PhysRevB.93.121306,Addressing spin transitions on 209Bi donors in silicon using circularly polarized microwaves,"Over the past decade, donor spin qubits in isotopically enriched Si-28 have been intensely studied due to their exceptionally long coherence times. More recently, bismuth donor electron spins have become popular because Bi has a large nuclear spin which gives rise to clock transitions (first-order insensitive to magnetic field noise). At every clock transition there are two nearly degenerate transitions between four distinct states which can be used as a pair of qubits. Here it is experimentally demonstrated that these transitions are excited by microwaves of opposite helicity such that they can be selectively driven by varying microwave polarization. This work uses a combination of a superconducting coplanar waveguide (CPW) microresonator and a dielectric resonator to flexibly generate arbitrary elliptical polarizations while retaining the high sensitivity of the CPW.",US,Princeton Univ,2016,1,0,0,1
10.1063/5.0088155,Complete Bell state measurement of diamond nuclear spins under a complete spatial symmetry at zero magnetic field,"The symmetry of the space where a spin qubit resides plays an essential role in the manipulation of quantum entanglement, which governs the performance of quantum information systems. Application of a magnetic field, which is usually necessary for spin manipulation and readout, inevitably breaks the spatial symmetry to induce competition among quantization axes between internal and external fields, thus limiting the purity of the entanglement. If we could manipulate and readout entanglement under a zero magnetic field, we would be able to avoid the competition among quantization axes to achieve ideally high fidelity. We here demonstrate the complete Bell state measurement, which is a core element of quantum processing, of two carbon nuclear spins in the vicinity of a diamond nitrogen-vacancy center. The demonstration was made possible by holonomic entanglement manipulations based on the geometric phase with a polarized microwave under a zero magnetic field, where the quantization axis is uniquely defined by the hyperfine field. The demonstrated scheme allows high-fidelity entanglement processing even when magnetic fields cannot be applied to the integration of superconducting and spin qubits, thereby paving the way for building fault-tolerant distributed quantum computers and quantum repeater networks.& nbsp;(C) 2022 Author(s).",JP,Yokohama Natl Univ,2022,1,0,0,1
10.1103/PhysRevB.96.241410,Deterministic entanglement between a propagating photon and a singlet-triplet qubit in an optically active quantum dot molecule,"Two-electron charged self-assembled quantum dot molecules exhibit a decoherence-avoiding singlet-triplet qubit subspace and an efficient spin-photon interface. We demonstrate quantum entanglement between emitted photons and the spin qubit after the emission event. We measure the overlap with a fully entangled state to be 69.5 +/- 2.7%, exceeding the threshold of 50% required to prove the nonseparability of the density matrix of the system. The photonic qubit is encoded in two photon states with an energy difference larger than the timing resolution of existing detectors. We devise a heterodyne detection method, enabling the projective measurements of such photonic color qubits along any direction on the Bloch sphere.",CH,Swiss Fed Inst Technol,2017,0,0,1,1
10.1088/0957-4484/24/1/015202,Nanoscale broadband transmission lines for spin qubit control,"The intense interest in spin-based quantum information processing has caused an increasing overlap between the two traditionally distinct disciplines of magnetic resonance and nanotechnology. In this work we discuss rigorous design guidelines to integrate microwave circuits with charge-sensitive nanostructures, and describe how to simulate such structures accurately and efficiently. We present a new design for an on-chip, broadband, nanoscale microwave line that optimizes the magnetic field used to drive a spin-based quantum bit (or qubit) while minimizing the disturbance to a nearby charge sensor. This new structure was successfully employed in a single-spin qubit experiment, and shows that the simulations accurately predict the magnetic field values even at frequencies as high as 30 GHz.",AU,Univ New S Wales,2013,0,0,0,1
10.1103/PhysRevA.87.022305,Universal quantum gates for hybrid systems assisted by quantum dots inside double-sided optical microcavities,"We present some deterministic schemes to construct universal quantum gates, that is, controlled-NOT, three-qubit Toffoli, and Fredkin gates, between flying photon qubits and stationary electron-spin qubits assisted by quantum dots inside double-sided optical microcavities. The control qubit of our gates is encoded on the polarization of the moving single photon and the target qubits are encoded on the confined electron spins in quantum dots inside optical microcavities. Our schemes for these universal quantum gates on a hybrid system have some advantages. First, all the gates are accomplished with a success probability of 100% in principle. Second, our schemes require no additional qubits. Third, the control qubits of the gates are easily manipulated and the target qubits are perfect for storage and processing. Fourth, the gates do not require that the transmission for the uncoupled cavity is balanceable with the reflectance for the coupled cavity, in order to get a high fidelity. Fifth, the devices for the three universal gates work in both the weak coupling and the strong coupling regimes, and they are feasible in experiment. DOI: 10.1103/PhysRevA.87.022305",CN,Beijing Normal Univ,2013,0,0,0,1
10.1038/s41467-021-22416-5,Adiabatic quantum state transfer in a semiconductor quantum-dot spin chain,"Semiconductor quantum-dot spin qubits are a promising platform for quantum computation, because they are scalable and possess long coherence times. In order to realize this full potential, however, high-fidelity information transfer mechanisms are required for quantum error correction and efficient algorithms. Here, we present evidence of adiabatic quantum-state transfer in a chain of semiconductor quantum-dot electron spins. By adiabatically modifying exchange couplings, we transfer single- and two-spin states between distant electrons in less than 127ns. We also show that this method can be cascaded for spin-state transfer in long spin chains. Based on simulations, we estimate that the probability to correctly transfer single-spin eigenstates and two-spin singlet states can exceed 0.95 for the experimental parameters studied here. In the future, state and process tomography will be required to verify the transfer of arbitrary single qubit states with a fidelity exceeding the classical bound. Adiabatic quantum-state transfer is robust to noise and pulse-timing errors. This method will be useful for initialization, state distribution, and readout in large spin-qubit arrays for gate-based quantum computing. It also opens up the possibility of universal adiabatic quantum computing in semiconductor quantum-dot spin qubits. Previous demonstrations of spin state transfer in quantum dot chains relied on physical motion of electrons or sequences of SWAP operations. Here, the authors implement an alternative method based on adiabatic evolution, offering advantages in terms of implementation and robustness to noise and errors.",US,"Univ Rochester,Purdue Univ",2021,0,0,0,1
10.1103/PhysRevB.83.235316,Phenomenological study of decoherence in solid-state spin qubits due to nuclear spin diffusion,"We present a study of the prospects for coherence preservation in solid-state spin qubits using dynamical decoupling protocols. Recent experiments have provided the first demonstrations of multipulse dynamical decoupling sequences in this qubit system, but quantitative analyses of potential coherence improvements have been hampered by a lack of concrete knowledge of the relevant noise processes. We present calculations of qubit coherence under the application of arbitrary dynamical decoupling pulse sequences based on an experimentally validated semiclassical model. This phenomenological approach bundles the details of underlying noise processes into a single experimentally relevant noise power spectral density. Our results show that the dominant features of experimental measurements in a two-electron singlet-triplet spin qubit can be replicated using a 1/omega(2) noise power spectrum associated with nuclear spin flips in the host material. Beginning with this validation, we address the effects of nuclear programming, high-frequency nuclear spin dynamics, and other high-frequency classical noise sources, with conjectures supported by physical arguments and microscopic calculations where relevant. Our results provide expected performance bounds and identify diagnostic metrics that can be measured experimentally in order to better elucidate the underlying nuclear spin dynamics.","AU,US","Univ Sydney,Harvard Univ",2011,0,0,0,1
10.1038/s41467-023-39334-3,Simultaneous single-qubit driving of semiconductor spin qubits at the fault-tolerant threshold,"As the size of quantum processors scales up, accurate characterization of errors due to various crosstalks between qubits becomes important. Here the authors use a novel benchmarking protocol to study single-gate fidelities in a 2x2 hole spin qubit array in germanium when qubits are driven simultaneously. Practical Quantum computing hinges on the ability to control large numbers of qubits with high fidelity. Quantum dots define a promising platform due to their compatibility with semiconductor manufacturing. Moreover, high-fidelity operations above 99.9% have been realized with individual qubits, though their performance has been limited to 98.67% when driving two qubits simultaneously. Here we present single-qubit randomized benchmarking in a two-dimensional array of spin qubits, finding native gate fidelities as high as 99.992(1)%. Furthermore, we benchmark single qubit gate performance while simultaneously driving two and four qubits, utilizing a novel benchmarking technique called N-copy randomized benchmarking, designed for simple experimental implementation and accurate simultaneous gate fidelity estimation. We find two- and four-copy randomized benchmarking fidelities of 99.905(8)% and 99.34(4)% respectively, and that next-nearest neighbor pairs are highly robust to cross-talk errors. These characterizations of single-qubit gate quality are crucial for scaling up quantum information technology.",NL,"Delft Univ Technol,QuTech,Netherlands Org Appl Sci Res TNO,QuSoft,CWI",2023,0,0,0,1
10.1038/NPHYS2688,Charge noise and spin noise in a semiconductor quantum device,"Improving the quantum coherence of solid-state systems that mimic two-level atoms, for instance spin qubits or single-photon emitters using semiconductor quantum dots, involves dealing with the noise inherent to the device. Charge noise results in a fluctuating electric field, spin noise in a fluctuating magnetic field at the location of the qubit, and both can lead to dephasing and decoherence of optical and spin states. We investigate noise in an ultrapure semiconductor device using a minimally invasive, ultrasensitive local probe: resonance fluorescence from a single quantum dot. We distinguish between charge noise and spin noise through a crucial difference in their optical signatures. Noise spectra for both electric and magnetic fields are derived from 0.1 Hz to 100 kHz. The charge noise dominates at low frequencies, spin noise at high frequencies. The noise falls rapidly with increasing frequency, allowing us to demonstrate transform-limited quantum-dot optical linewidths by operating the device above 50 kHz.","DE,CH,GB","Univ Basel,Ruhr Univ Bochum,Univ Paderborn",2013,0,0,0,1
10.1103/PhysRevA.110.052408,Using stochastic resonance of two-level systems to increase qubit coherence times,"Two-level systems (TLSs) are the major source of dephasing of spin qubits in numerous quantum computing platforms. In spite of much effort, it has been difficult to substantially mitigate the effects of this noise or, in many cases, to fully understand its physical origin. We propose a method to make progress on both of these issues. When an oscillating field is applied to a TLS, stochastic resonance can occur and the noise spectrum is moved to higher frequencies. This shift in the TLS noise spectrum will increase the dephasing times of the qubits that they influence. Furthermore, the details of this effect depend on the physical properties of the noise sources. Thus one can use qubit spectroscopy to investigate their physical properties, specifically the extent to which the TLSs themselves possess quantum coherence. We find that it should be possible to determine the dephasing rate and the energy-level separation of the TLS themselves in this way.","AU,JP,US","Virginia Tech,Virginia Tech Ctr Quantum Informat Sci & Engn,Univ New South Wales,Univ Wisconsin Madison,Okinawa Inst Sci & Technol Grad Univ",2024,0,0,0,1
10.1103/PhysRevA.97.012318,Measurement-free implementations of small-scale surface codes for quantum-dot qubits,"The performance of quantum-error-correction schemes depends sensitively on the physical realizations of the qubits and the implementations of various operations. For example, in quantum-dot spin qubits, readout is typically much slower than gate operations, and conventional surface-code implementations that rely heavily on syndrome measurements could therefore be challenging. However, fast and accurate reset of quantum-dot qubits, without readout, can be achieved via tunneling to a reservoir. Here we propose small-scale surface-code implementations for which syndrome measurements are replaced by a combination of Toffoli gates and qubit reset. For quantum-dot qubits, this enables much faster error correction than measurement-based schemes, but requires additional ancilla qubits and non-nearest-neighbor interactions. We have performed numerical simulations of two different coding schemes, obtaining error thresholds on the orders of 10(-2) for a one-dimensional architecture that only corrects bit-flip errors and 10(-4) for a two-dimensional architecture that corrects bit-and phase-flip errors.",US,Univ Wisconsin Madison,2018,0,0,0,1
10.1063/1.4901162,"Charge noise, spin-orbit coupling, and dephasing of single-spin qubits","Quantum dot quantum computing architectures rely on systems in which inversion symmetry is broken, and spin-orbit coupling is present, causing even single-spin qubits to be susceptible to charge noise. We derive an effective Hamiltonian for the combined action of noise and spin-orbit coupling on a single-spin qubit, identify the mechanisms behind dephasing, and estimate the free induction decay dephasing times T-2* for common materials such as Si and GaAs. Dephasing is driven by noise matrix elements that cause relative fluctuations between orbital levels, which are dominated by screened whole charge defects and unscreened dipole defects in the substrate. Dephasing times T-2* differ markedly between materials and can be enhanced by increasing gate fields, choosing materials with weak spin-orbit, making dots narrower, or using accumulation dots. (C) 2014 AIP Publishing LLC.",AU,Univ New S Wales,2014,0,0,0,1
10.1103/PhysRevX.14.041062,Hybrid Atom Tweezer Array of Nuclear Spin and Optical Clock Qubits,"While data qubits with a long coherence time are essential for the storage of quantum information, ancilla qubits are pivotal in quantum error correction (QEC) for fault-tolerant quantum computing. The recent development of optical tweezer arrays, such as the preparation of large-scale qubit arrays and high-fidelity gate operations, offers the potential for realizing QEC protocols, and one of the important next challenges is to control and detect ancilla qubits while minimizing atom loss and crosstalk. Here, we present the realization of a hybrid system consisting of a dual-isotope ytterbium (Yb) atom array, in which we can utilize a nuclear spin qubit of fermionic 171 Yb as a data qubit and an optical clock qubit of bosonic 174 Yb as an ancilla qubit with a capacity of nondestructive qubit readout. We evaluate the crosstalk between qubits regarding the impact on the coherence of the nuclear spin qubits from the imaging light for 174 Yb. For the Hahn-echo sequence with a 399 nm probe and 556 nm cooling beams for 174 Yb, we observe 99.1 (1.8)% coherence retained under 20 ms exposure, yielding a discrimination fidelity of 0.9992 and a survival probability of 0.988. The Ramsey sequence with a 556 nm probe beam shows negligible influence on the coherence, suggesting the potential future improvement of low crosstalk measurements. This result highlights the potential of the hybrid-Yb atom array for midcircuit measurements for ancilla-qubit-based QEC protocols.","JP,GB",Kyoto Univ,2024,0,0,0,1
10.1103/PhysRevB.97.155433,All-electrical manipulation of silicon spin qubits with tunable spin-valley mixing,"We show that the mixing between spin and valley degrees of freedom in a silicon quantum bit (qubit) can be controlled by a static electric field acting on the valley splitting Delta. Thanks to spin-orbit coupling, the qubit can be continuously switched between a spin mode (where the quantum information is encoded into the spin) and a valley mode (where the quantum information is encoded into the valley). In the spin mode, the qubit is more robust with respect to inelastic relaxation and decoherence but is hardly addressable electrically. It can, however, be brought into the valley mode for electrical manipulation, then back to the spin mode. This opens new possibilities for the development of robust and scalable, electrically addressable spin qubits on silicon. We illustrate this with tight-binding simulations on a so-called corner dot in a silicon-on-insulator device for which the confinement and valley splitting can be independently tailored by front and back gates.",FR,Univ Grenoble Alpes,2018,0,0,0,1
10.1038/NPHYS3470,Three-stage decoherence dynamics of an electron spin qubit in an optically active quantum dot,"The control of solid-state qubits requires a detailed understanding of the decoherence mechanisms. Despite considerable progress in uncovering the qubit dynamics in strong magnetic fields(1-4), decoherence at very low magnetic fields remains puzzling, and the role of quadrupole coupling of nuclear spins is poorly understood. For spin qubits in semiconductor quantum dots, phenomenological models of decoherence include two basic types of spin relaxation(5-7): fast dephasing due to static but randomly distributed hyperfine fields (similar to 2 ns)(8-11) and a much slower process (>1 mu s) of irreversible monotonic relaxation due either to nuclear spin co-flips or other complex many-body interaction effects(12). Here we show that this is an oversimplification; the spin qubit relaxation is determined by three rather than two distinct stages. The additional stage corresponds to the effect of coherent precession processes that occur in the nuclear spin bath itself, leading to a relatively fast but incomplete non-monotonic relaxation at intermediate timescales (similar to 750 ns).","DE,US","Tech Univ Munich,Los Alamos Natl Lab,Stanford Univ",2015,0,0,0,1
10.1103/PhysRevB.92.201401,Spin-orbit coupling and operation of multivalley spin qubits,"Spin qubits composed of either one or three electrons are realized in a quantum dot formed at a Si/SiO2 interface in isotopically enriched silicon. Using pulsed electron-spin resonance, we perform coherent control of both types of qubits, addressing them via an electric field dependent g factor. We perform randomized benchmarking and find that both qubits can be operated with high fidelity. Surprisingly, we find that the g factors of the one-electron and three-electron qubits have an approximately linear but opposite dependence as a function of the applied dc electric field. We develop a theory to explain this g-factor behavior based on the spin-valley coupling that results from the sharp interface. The outer shell electron in the three-electron qubit exists in the higher of the two available conduction-band valley states, in contrast with the one-electron case, where the electron is in the lower valley. We formulate a modified effective mass theory and propose that intervalley spin-flip tunneling dominates over intravalley spin flips in this system, leading to a direct correlation between the spin-orbit coupling parameters and the g factors in the two valleys. In addition to offering all-electrical tuning for single-qubit gates, the g-factor physics revealed here for one-electron and three-electron qubits offers potential opportunities for different qubit control approaches.","AU,JP,US","Univ New S Wales,Lab Phys Sci,Univ Iowa,Keio Univ",2015,0,0,0,1
10.1103/PhysRevB.106.235309,State initialization of a hot spin qubit in a double quantum dot by measurement-based quantum feedback control,"A measurement-based quantum feedback protocol is developed for spin-state initialization in a gate-defined double quantum dot spin qubit coupled to a superconducting cavity. The protocol improves qubit state initial-ization as it is able to robustly prepare the spin in shorter time and reach a higher fidelity, which can be preset. Being able to preset the fidelity aimed at is a highly desired feature enabling qubit initialization to be more deterministic. The protocol developed herein is also effective at high temperatures, which is critical for the current efforts toward scaling up the number of qubits in quantum computers.",CA,Univ Sherbrooke,2022,1,0,0,1
10.1021/acs.inorgchem.1c01474,Spectroscopic Analysis of Vibronic Relaxation Pathways in Molecular Spin Qubit [Ho(W5O18)2]9-: Sparse Spectra Are Key,"Vibrations play a prominent role in magnetic relaxation processes of molecular spin qubits as they couple to spin states, leading to the loss of quantum information. Direct experimental determination of vibronic coupling is crucial to understand and control the spin dynamics of these nano-objects, which represent the limit of miniaturization for quantum devices. Herein, we measure the magneto-infrared properties of the molecular spin qubit system Na-9[Ho(W5O18)(2)]center dot 35H(2)O. Our results place significant constraints on the pattern of crystal field levels and the vibrational excitations allowing us to unravel vibronic decoherence pathways in this system. We observe field-induced spectral changes near 63 and 370 cm(-1) that are modeled in terms of odd-symmetry vibrations mixed with f-manifold crystal field excitations. The overall extent of vibronic coupling in Na-9[Ho(W5O18)(2)]center dot 35H(2)O is limited by a modest coupling constant (on the order of 0.25) and a transparency window in the phonon density of states that acts to keep the intramolecular vibrations and M-J levels apart. These findings advance the understanding of vibronic coupling in a molecular magnet with atomic clock transitions and suggest strategies for designing molecular spin qubits with improved coherence lifetimes.","ES,US","Univ Tennessee,Univ Valencia,Natl High Magnet Field Lab",2021,0,0,0,1
10.1038/s41534-024-00910-0,Qubit teleportation between a memory-compatible photonic time-bin qubit and a solid-state quantum network node,"We report on a quantum interface linking a diamond NV center quantum network node and 795nm photonic time-bin qubits compatible with Thulium and Rubidium quantum memories. The interface makes use of two-stage low-noise quantum frequency conversion and waveform shaping to match temporal and spectral photon profiles. Two-photon quantum interference shows high indistinguishability between converted 795nm photons and the native NV center photons. We use the interface to demonstrate quantum teleportation including real-time feedforward from an unbiased set of 795nm photonic qubit input states to the NV center spin qubit, achieving a teleportation fidelity well above the classical bound. This proof-of-concept experiment shows the feasibility of interconnecting different quantum network hardware.","DE,NL,CH","Delft Univ Technol,Univ Geneva,Constructor Univ Bremen GmbH",2024,0,0,1,1
10.1038/s41699-022-00336-2,First-principles theory of extending the spin qubit coherence time in hexagonal boron nitride,"Negatively charged boron vacancies (V-B(-)) in hexagonal boron nitride (h-BN) are a rapidly developing qubit platform in two-dimensional materials for solid-state quantum applications. However, their spin coherence time (T-2) is very short, limited to a few microseconds owing to the inherently dense nuclear spin bath of the h-BN host. As the coherence time is one of the most fundamental properties of spin qubits, the short T-2 time of V(B)(- )could significantly limit its potential as a promising spin qubit candidate. In this study, we theoretically proposed two materials engineering methods, which can substantially extend the T-2 time of the V-B(-) spin by four times more than its intrinsic T-2. We performed quantum many-body computations by combining density functional theory and cluster correlation expansion and showed that replacing all the boron atoms in h-BN with the B-10 isotope leads to the coherence enhancement of the V-B(-) spin by a factor of three. In addition, the T-2 time of the V-B(-) can be enhanced by a factor of 1.3 by inducing a curvature around V-B(-) Herein, we elucidate that the curvature-induced inhomogeneous strain creates spatially varying quadrupole nuclear interactions, which effectively suppress the nuclear spin flip-flop dynamics in the bath. Importantly, we find that the combination of isotopic enrichment and strain engineering can maximize the T-2 time of V-B(-) , yielding 207.2 mu s and 161.9 mu s for single- and multi-layer h-(BN)-B-10, respectively. Furthermore, our results can be applied to any spin qubit in h-BN, strengthening their potential as material platforms to realize high-precision quantum sensors, quantum spin registers, and atomically thin quantum magnets.",KR,Ajou Univ,2022,0,0,0,1
10.1126/science.aar4054,Strong spin-photon coupling in silicon,"Long coherence times of single spins in silicon quantum dots make these systems highly attractive for quantum computation, but how to scale up spin qubit systems remains an open question. As a first step to address this issue, we demonstrate the strong coupling of a single electron spin and a single microwave photon. The electron spin is trapped in a silicon double quantum dot, and the microwave photon is stored in an on-chip high-impedance superconducting resonator. The electric field component of the cavity photon couples directly to the charge dipole of the electron in the double dot, and indirectly to the electron spin, through a strong local magnetic field gradient from a nearby micromagnet. Our results provide a route to realizing large networks of quantum dot-based spin qubit registers.","CA,NL","Delft Univ Technol,QuTech,Netherlands Org Appl Sci Res TNO,Univ Sherbrooke,Canadian Inst Adv Res",2018,1,0,0,1
10.1126/science.aat3581,A single-photon switch and transistor enabled by a solid-state quantum memory,"Single-photon switches and transistors generate strong photon-photon interactions that are essential for quantum circuits and networks. However, the deterministic control of an optical signal with a single photon requires strong interactions with a quantum memory, which has been challenging to achieve in a solid-state platform. We demonstrate a single-photon switch and transistor enabled by a solid-state quantum memory. Our device consists of a semiconductor spin qubit strongly coupled to a nanophotonic cavity. The spin qubit enables a single 63-picosecond gate photon to switch a signal field containing up to an average of 27.7 photons before the internal state of the device resets. Our results show that semiconductor nanophotonic devices can produce strong and controlled photon-photon interactions that could enable high-bandwidth photonic quantum information processing.",US,"Univ Maryland,NIST",2018,0,0,1,1
