DOI,Article Title,Abstract,Country Code,Institutions,Publication Year,isSuperconducting,isTrappedIon,isPhotonic,isSpin
10.1103/PhysRevA.85.040302,Robust trapped-ion quantum logic gates by continuous dynamical decoupling,"We introduce a scheme that combines phonon-mediated quantum logic gates in trapped ions with the benefits of continuous dynamical decoupling. We demonstrate theoretically that a strong driving of the qubit decouples it from external magnetic-field noise, enhancing the fidelity of two-qubit quantum gates. Moreover, the scheme does not require ground-state cooling, and is inherently robust to undesired ac Stark shifts. The underlying mechanism can be extended to a variety of other systems where a strong driving protects the quantum coherence of the qubits without compromising the two-qubit couplings.",DE,"Univ Ulm,Phys Tech Bundesanstalt,Univ Hannover",2012,0,1,0,0
10.1038/s41467-017-02298-2,Application of optimal band-limited control protocols to quantum noise sensing,"Essential to the functionality of qubit-based sensors are control protocols, which shape their response in frequency space. However, in common control routines out-of-band spectral leakage complicates interpretation of the sensor's signal. In this work, we leverage discrete prolate spheroidal sequences (a.k.a. Slepian sequences) to synthesize provably optimal narrowband controls ideally suited to spectral estimation of a qubit's noisy environment. Experiments with trapped ions demonstrate how spectral leakage may be reduced by orders of magnitude over conventional controls when a near resonant driving field is modulated by Slepians, and how the desired narrowband sensitivity may be tuned using concepts from RF engineering. We demonstrate that classical multitaper techniques for spectral analysis can be ported to the quantum domain and combined with Bayesian estimation tools to experimentally reconstruct complex noise spectra. We then deploy these techniques to identify previously immeasurable frequency-resolved amplitude noise in our qubit's microwave synthesis chain.","AU,US","Univ Sydney,Natl Measurement Inst,Dartmouth Coll,Johns Hopkins Univ",2017,0,1,0,0
10.1016/j.ijms.2024.117217,Non-degenerate dodecapole resonances in an asymmetric linear ion trap of round rod geometry,"Linear ion traps and quadrupole mass spectrometers play vital roles in quantum technologies and classical mass spectrometry respectively. Therefore, such systems with nearly same operational principles, are very well studied both theoretically and experimentally. Despite such vast knowledge base, linear ion traps continue to be an important research topic, particularly the effect of small perturbations from ideal conditions. Here, nondegenerate nonlinear resonances of the ion dynamics in a linear three-segmented round-rod radio-frequency ion trap have been studied. Purposefully designed perturbation from an ideal 4-rod symmetric structure results in additional instabilities in the dynamics of the trapped ions. The weightage of the dodecapole potential increases by an order of magnitude in such an asymmetric setup compared to that present in usual symmetric setup of nearly equivalent geometry. The experimental results are corroborated by ion dynamics simulations with commercial software SIMION. Increased dodecapole potential in the asymmetric structure leads to resolution of the frequency of ion oscillation in two mutually perpendicular directions in the radial plane which is otherwise unresolved in a symmetric structure in absence of dc potential. Such asymmetric linear trap, in principle, finds importance in the study of Coulomb crystal, mass spectrometry and relevant trapped ion dynamics. It also opens up the possibility to remove undesired ion species (often known as dark ion) within a chain of physical qubits.","IN,SG","St Pauls Cathedral Mission Coll,Natl Univ Singapore,ASTAR",2024,0,1,0,0
10.1103/PhysRevA.93.013412,Dynamics of an ion coupled to a parametric superconducting circuit,"Superconducting circuits and trapped ions are promising architectures for quantum information processing. However, the natural frequencies for controlling these systems-radio-frequency ion control and microwave domain superconducting qubit control-make direct Hamiltonian interactions between them weak. In this paper we describe a technique for coupling a trapped ion's motion to the fundamental mode of a superconducting circuit, by applying to the circuit a carefully modulated external magnetic flux. In conjunction with a nonlinear element (Josephson junction), this gives the circuit an effective time-dependent inductance. We then show how to tune the external flux to generate a resonant coupling between the circuit and ion's motional mode and discuss the limitations of this approach compared to using a time-dependent capacitance.",US,"Univ Maryland,NIST",2016,1,1,0,0
10.1103/PhysRevA.103.032224,Coarse-grained quantum cellular automata,"One can think of some physical evolutions as being the emergent-effective result of a microscopic discrete model. Inspired by classical coarse-graining procedures, we provide a simple procedure to coarse-grain color-blind quantum cellular automata that follow the so-called Goldilocks rules. The procedure consists in (i) spacetime grouping the quantum cellular automaton (QCA) in cells of size N; (ii) projecting the states of a cell onto its borders, connecting them with the fine dynamics; (iii) describing the overall dynamics by the border states, that we call signals; and (iv) constructing the coarse-grained dynamics for different sizes N of the cells. A by-product of this simple toy model is a general discrete analogous of the Stokes law. Moreover we prove that in the space-time limit, the automaton converges to a Dirac free Hamiltonian. The QCA we introduce here can be implemented by present-day quantum platforms, such as Rydberg arrays, trapped ions, and superconducting qubits. We hope our study can pave the way to a richer understanding of those systems with limited resolution.",FR,"Aix Marseille Univ,Ecole Normale Super",2021,1,1,0,0
10.1103/PhysRevA.85.022511,Simulating accelerated atoms coupled to a quantum field,"We show an analogy between static quantum emitters coupled to a single mode of a quantum field and accelerated Unruh-DeWitt detectors. We envision a way to simulate a variety of relativistic quantum field settings beyond the reach of current computational power, such as a high number of qubits coupled to a quantum field following arbitrary noninertial trajectories. Our scheme may be implemented with trapped ions and circuit QED setups.","CA,ES","CSIC,Univ Complutense,Univ Waterloo",2012,0,1,0,0
10.22331/q-2023-05-31-1024,Quantum Rabi interferometry of motion and radiation,"The precise determination of a displacement of a mechanical oscillator or a mi-crowave field in a predetermined direction in phase space can be carried out with trapped ions or superconducting circuits, respectively, by coupling the oscillator with ancilla qubits. Through that coupling, the displacement information is transferred to the qubits which are then subsequently read out. However, unambiguous estimation of displacement in an unknown direction in the phase space has not been attempted in such oscillator-qubit systems. Here, we propose a hybrid oscillator-qubit interferomet-ric setup for the unambiguous estimation of phase space displacements in an arbitrary direction, based on feasible Rabi interactions beyond the rotating-wave approxima-tion. Using such a hybrid Rabi interferometer for quantum sensing, we show that the performance is superior to the ones attained by single-mode estimation schemes and a conventional interferometer based on Jaynes-Cummings interactions. Moreover, we find that the sensitivity of the Rabi interferometer is independent of the thermal oc-cupation of the oscillator mode, and thus cooling it to the ground state before sensing is not required. We also perform a thorough investigation of the effect of qubit de -phasing and oscillator thermalization. We find the interferometer to be fairly robust, outperforming different benchmark estimation schemes even for large dephasing and thermalization.","CZ,DK","Palacky Univ,Tech Univ Denmark",2023,1,1,0,0
10.1103/PhysRevB.105.L140301,Stabilizing volume-law entangled states of fermions and qubits using local dissipation,"We analyze a general method for the dissipative preparation and stabilization of volume-law entangled states of fermionic and qubit lattice systems in one dimension (and higher dimensions for fermions). Our approach requires minimal resources: nearest-neighbor Hamiltonian interactions that obey a suitable chiral symmetry, and the realization of just a single, spatially localized dissipative pairing interaction. In the case of a qubit array, the dissipative model we study maps to an interacting fermionic problem. Nonetheless, we analytically show the existence of a unique pure entangled steady state (a so-called rainbow state). Our ideas are compatible with a number of experimental platforms, including superconducting circuits and trapped ions.",US,"Univ Chicago,Lab Phys Sci",2022,1,1,0,0
10.1103/PhysRevX.12.011059,Model-Free Quantum Control with Reinforcement Learning,"Model bias is an inherent limitation of the current dominant approach to optimal quantum control, which relies on a system simulation for optimization of control policies. To overcome this limitation, we propose a circuit-based approach for training a reinforcement learning agent on quantum control tasks in a model-free way. Given a continuously parametrized control circuit, the agent learns its parameters through trial-and-error interaction with the quantum system, using measurement outcomes as the only source of information about the quantum state. Focusing on control of a harmonic oscillator coupled to an ancilla qubit, we show how to reward the learning agent with measurements of experimentally available observables. We train the agent to prepare various nonclassical states via both unitary control and control with adaptive measurement-based quantum feedback, and to execute logical gates on encoded qubits. The agent does not rely on averaging for state tomography or fidelity estimation, and significantly outperforms widely used model-free methods in terms of sample efficiency. Our numerical work is of immediate relevance to superconducting circuits and trapped ions platforms where such training can be implemented in experiment, allowing complete elimination of model bias and the adaptation of quantum control policies to the specific system in which they are deployed.",US,Yale Univ,2022,1,1,0,0
10.1039/d3cp02322b,Theoretical studies on the kinetics and dynamics of the BeH+ + H2O reaction: comparison with the experiment,"The reaction of BeH+ with background gaseous H2O may play a role in qubit loss for quantum information processing with Be+ as trapped ions, and yet its reaction mechanism has not been well understood until now. In this work, a globally accurate, full-dimensional ground-state potential energy surface (PES) for the BeH+ + H2O reaction was constructed by fitting a total of 170 438 ab initio energy points at the level of RCCSD(T)-F12/aug-cc-pVTZ using the fundamental invariant-neural network method. The total root-mean-square error of the final PES was 0.178 kcal mol(-1). For comparison, quasi-classical trajectory calculations were carried out on the PES at an experimental temperature of 150 K. The obtained thermal rate constant and product branching ratio of the BeD+ + H2O reaction agreed quite well with experimental results. In addition, the vibrational state distributions and energy disposals of the products were calculated and rationalized using the sudden vector projection model.",CN,"Huazhong Normal Univ,Chinese Acad Sci,Hubei Minzu Univ,Hunan Univ",2023,0,1,0,0
10.1088/2058-9565/ab1a71,"Thermalization in the quantum Ising model-approximations, limits, and beyond","We present quantitative predictions for quantum simulator experiments on Ising models from trapped ions to Rydberg chains and show how the thermalization, and thus decoherence times, can be controlled by considering common, independent, and end-cap couplings to the bath. We find (i) independent baths enable more rapid thermalization in comparison to a common one; (ii) the thermalization timescale depends strongly on the position in the Ising phase diagram; (iii) for a common bath larger system sizes show a significant slow down in the thermalization process; and (iv) finite-size scaling indicates a subradiance effect slowing thermalization rates toward the infinite spin chain limit. We find it is necessary to treat the fullmulti-channel Lindblad master equation rather than the commonly used single-channel local Lindblad approximation to make accurate predictions on a classical computer. This method reduces the number of qubits one can practically classical simulate by at least a factor of 4, in turn showing a quantum advantage for such thermalization problems at a factor of 4 smaller qubit number for open quantum systems as opposed to closed ones. Thus, our results encourage open quantum system exploration in noisy intermediate-scale quantum technologies.","DE,US","Colorado Sch Mines,Ludwig Maximilians Univ Munchen",2019,0,1,0,0
10.1038/s41586-022-04854-3,Digital quantum simulation of Floquet symmetry-protected topological phases,"Quantum many-body systems away from equilibrium host a rich variety of exotic phenomena that are forbidden by equilibrium thermodynamics. A prominent example is that of discrete time crystals(1-8), in which time-translational symmetry is spontaneously broken in periodically driven systems. Pioneering experiments have observed signatures of time crystalline phases with trapped ions(9,10), solid-state spin systems(11-15), ultracold atoms(16,17) and superconducting qubits(18-20). Here we report the observation of a distinct type of non-equilibrium state of matter, Floquet symmetry-protected topological phases, which are implemented through digital quantum simulation with an array of programmable superconducting qubits. We observe robust long-lived temporal correlations and subharmonic temporal response for the edge spins over up to 40 driving cycles using a circuit of depth exceeding 240 and acting on 26 qubits. We demonstrate that the subharmonic response is independent of the initial state, and experimentally map out a phase boundary between the Floquet symmetry-protected topological and thermal phases. Our results establish a versatile digital simulation approach to exploring exotic non-equilibrium phases of matter with current noisy intermediate-scale quantum processors(21).","CN,US","Zhejiang Univ,Tsinghua Univ,Alibaba Zhejiang Univ,Univ Maryland,NIST,Iowa State Univ,Ames Lab,QuEra Comp Inc,Colorado Sch Mines,Natl Inst Stand & Technol,Shanghai Qi Zhi Inst",2022,1,1,0,0
10.1088/2058-9565/ac7b41,Numerical optimization of amplitude-modulated pulses in microwave-driven entanglement generation,"Microwave control of trapped ions can provide an implementation of high-fidelity two-qubit gates free from errors induced by photon scattering. Furthermore, microwave conductors may be embedded into a scalable trap structure, providing the chip-level integration of control that is desirable for scaling. Recent developments have demonstrated how amplitude modulation of the gate drive can permit a two-qubit entangling operation to become robust against motional mode noise and other experimental imperfections. Here, we discuss a method for the numerical optimization of the microwave pulse envelope to produce gate pulses with noise resilience, considerably faster operation and high energy efficiency.","BG,DE,US","Leibniz Univ Hannover,Phys Tech Bundesanstalt,St Kliment Ohridski Univ Sofia,Natl Inst Stand & Technol",2022,0,1,0,0
10.1038/NPHOTON.2013.287,Ultra-large-scale continuous-variable cluster states multiplexed in the time domain,"Quantum computers promise ultrafast performance for certain tasks(1). Experimentally appealing, measurement-based quantum computation(2) requires an entangled resource called a cluster state(3), with long computations requiring large cluster states. Previously, the largest cluster state consisted of eight photonic qubits(4) or light modes(5), and the largest multipartite entangled state of any sort involved 14 trapped ions(6). These implementations involve quantum entities separated in space and, in general, each experimental apparatus is used only once. Here, we circumvent this inherent inefficiency by multiplexing light modes in the time domain. We deterministically generate and fully characterize a continuous-variable cluster state(7,8) containing more than 10,000 entangled modes. This is, by three orders of magnitude, the largest entangled state created to date. The entangled modes are individually addressable wave packets of light in two beams. Furthermore, we present an efficient scheme for measurement-based quantum computation on this cluster state based on sequential applications of quantum teleportation.","AU,JP,GB","Univ Tokyo,Australian Natl Univ,Univ Sydney",2013,0,1,1,0
10.1103/PhysRevX.5.031031,Universal Quantum Transducers Based on Surface Acoustic Waves,"We propose a universal, on-chip quantum transducer based on surface acoustic waves in piezoactive materials. Because of the intrinsic piezoelectric (and/or magnetostrictive) properties of the material, our approach provides a universal platform capable of coherently linking a broad array of qubits, including quantum dots, trapped ions, nitrogen-vacancy centers, or superconducting qubits. The quantized modes of surface acoustic waves lie in the gigahertz range and can be strongly confined close to the surface in phononic cavities and guided in acoustic waveguides. We show that this type of surface acoustic excitation can be utilized efficiently as a quantum bus, serving as an on-chip, mechanical cavity-QED equivalent of microwave photons and enabling long-range coupling of a wide range of qubits.","DE,NL,ES,US","Max Planck Inst Quantum Opt,Harvard Univ,Harvard Smithsonian Ctr Astrophys,Donostia Int Phys Ctr,IKERBASQUE,Delft Univ Technol",2015,1,1,0,0
10.1134/S0021364022601956,Numerical Simulation of the Performance of Single Qubit Gates for Trapped Ions,"Finite gate errors limit performance of modern quantum computers. In this paper we study single qubit gate fidelities for trapped ions. For this we numerically solved Schrodinger equation using full Hamiltonian of the system for one, two, three and four ions. This approach allows us to analyse gate errors beyond Lamb-Dicke approximation and accounts not only for finite occupation of the phonon modes, but also for the effects related to the ions-to-mode entanglement. As a result, we show, how infidelity of the global single qubit gates depend on the initial phonon mode occupations, the Lamb-Dicke parameter, Rabi frequency and the number of ions.",RU,"Russian Quantum Ctr,Higher Sch Syst Engn MIPT",2022,0,1,0,0
10.1007/s11128-022-03649-9,"Development of a multi-technology, template-based quantum circuits compilation toolchain","With noisy intermediate scale quantum computers (NISQ) becoming larger in scale and more reliable, quantum circuits are growing in size and complexity. In order to face the challenge of achieving optimal circuits, design automation approaches for improving and mapping quantum circuits on different architectures have been proposed, each one characterized by a specific optimization strategy. In this article, the use of a template-based approach for quantum circuits optimization purposes is explored, and the proposal of a modular compilation toolchain, which supports three quantum technologies (nuclear magnetic resonance, trapped ions and superconducting qubits), is presented. The toolchain tackles the task of implementing logic synthesis for single-qubit and multi-qubit gates in the compilation process and it is structured with multiple steps and modular libraries. The toolchain was tested through a benchmarking procedure, and the results for a subset of complex quantum circuits as inputs are here reported, alongside a comparison with those provided by the compilers of IBM's Qiskit and Cambridge Quantum Computing's t vertical bar ket >. The current toolchain prototype was crafted to be an easily expandable and reliable core for future developments, which could lead it to support even more quantum technologies and a fully fledged layout synthesis. Nonetheless, the obtained results are quite encouraging, and they prove that in certain conditions the Toolchain can be competitive in quantum circuits optimization, especially when dealing with single-qubit gates.",IT,Politecnico Torino,2022,1,1,0,0
10.1140/epjqt/s40507-023-00192-z,Optimising the quantum/classical interface for efficiency and portability with a multi-level hardware abstraction layer for quantum computers,"Steady progress is being made in the development of quantum computing platforms based on different types of qubit technologies. Each platform requires bespoke strategies to maximise the efficiency of the quantum/classical interface when operating close to the qubits. At a higher level, however, a shared interface allowing portability of quantum algorithms across all the available quantum platforms is preferred. Striking the right balance between portability and performance of the algorithm as implemented on quantum hardware remains a major challenge for this field. Here, we propose a quantum hardware abstraction layer (QHAL) providing a multi-level intermediate representation of the quantum stack. A collaborative effort between software specialists and quantum hardware developers operating on four major qubit technologies (photonics, silicon, superconducting and trapped ions) led to the identification of a minimum common set of instructions and metadata allowing the QHAL to interact efficiently with multiple platforms. Access to the stack from the higher levels increases latency yet minimises the amount of hardware architecture parameters to be handled by the algorithm developer, thus simplifying code development and reducing security threats from misuse or malicious access for hardware developers. Access to the stack from the lowest-closest to the qubits-level provides the highest hardware responsiveness, suitable for algorithms requiring minimum latency for data and instruction transfer. With respect to existing quantum assembly languages, the QHAL extends further down in the stack by defining an application-binary interface to interact with the quantum hardware. By defining a standard representation of the quantum stack, a common reference framework is provided to both software and hardware developers which would ensure future integration of their R&D efforts.",GB,"Riverlane,Natl Phys Lab",2023,1,1,1,0
10.1038/ncomms1556,Experimental generation of an eight-photon Greenberger-Horne-Zeilinger state,"Multi-partite entangled states are important for developing studies of quantum networking and quantum computation. To date, the largest number of particles that have been successfully manipulated is 14 trapped ions. Yet in quantum information science, photons have particular advantages over other systems. In particular, they are more easily transportable qubits and are more robust against decoherence. Thus far, the largest number of photons to have been successfully manipulated in an experiment is six. Here we demonstrate, for the first time, an eight-photon Greenberger-Horne-Zeilinger state with a measured fidelity of 0.59 +/- 0.02, which proved the presence of genuine eight-partite entanglement. This is achieved by improving the photon detection efficiency to 25% with a 300-mW pump laser. With this state, we also demonstrate an eight-party quantum communication complexity scenario. This eight-photon entangled-state source may be useful in one-way quantum computation, quantum networks and other quantum information processing tasks.",CN,Univ Sci & Technol China,2011,0,1,0,0
10.1103/PhysRevA.101.022308,Single-step implementation of high-fidelity n-bit Toffoli gates,"The family of n-bit Toffoli gates, with the two-bit Toffoli gate as the figurehead, are of great interest in quantum information as they can be used as universal gates and in quantum error correction, among other things. We present a single-step implementation of arbitrary n-bit Toffoli gates (up to a local change of basis), based on resonantly driving a single qubit that has a strong Ising coupling to n other qubits. The setup in the two-qubit case turns out to be identical to the universal Barenco gate. The gate time and error are, in theory, independent of the number of control qubits, scaling better than conventional circuit decompositions. We note that our assumptions, namely, strongly coupling n + 1 qubits and a driving frequency that scales with n, may break down for large systems. Still, our protocol could enhance the capabilities of intermediate-scale quantum computers, and we discuss the prospects of implementing our protocol on trapped ions, Rydberg atoms, and superconducting circuits. Simulations of the latter platform show that the Toffoli gate with two control bits attains fidelities of above 0.98 even in the presence of decoherence. We also show how similar ideas can be used to make a series of controlled-NOT gates in a single step. We show how these can speed up the implementation of quantum error correcting codes and we simulate the encoding steps of the three-qubit bit-flip code and the seven-qubit Steane code.","DK,NL","Aarhus Univ,Univ Amsterdam,QuSoft",2020,1,1,0,0
10.1103/PhysRevA.94.052321,Analog quantum simulation of (1+1)-dimensional lattice QED with trapped ions,"The prospect of quantum-simulating lattice gauge theories opens exciting possibilities for understanding fundamental forms of matter. Here, we show that trapped ions represent a promising platform in this context when simultaneously exploiting internal pseudospins and external phonon vibrations. We illustrate our ideas with two complementary proposals for simulating lattice-regularized quantum electrodynamics (QED) in (1 + 1) space-time dimensions. The first scheme replaces the gauge fields by local vibrations with a high occupation number. By numerical finite-size scaling, we demonstrate that this model recovers Wilson's lattice gauge theory in a controlled way. Its implementation can be scaled up to tens of ions in an array of microtraps. The second scheme represents the gauge fields by spins 1/2, and thus simulates a quantum link model. As we show, this allows the fermionic matter to be replaced by bosonic degrees of freedom, permitting small-scale implementations in a linear Paul trap. Both schemes work on energy scales significantly larger than typical decoherence rates in experiments, thus enabling the investigation of phenomena such as string breaking, Coleman's quantum phase transition, and false-vacuum decay. The underlying ideas of the proposed analog simulation schemes may also be adapted to other platforms, such as superconducting qubits.","AT,DE","Austrian Acad Sci,Univ Innsbruck,Univ Siegen",2016,1,1,0,0
10.1103/PhysRevX.8.041027,Scaling Phononic Quantum Networks of Solid-State Spins with Closed Mechanical Subsystems,"Phononic quantum networks feature distinct advantages over photonic networks for on-chip quantum communications, providing a promising platform for developing quantum computers with robust solid-state spin qubits. Large mechanical networks including one-dimensional chains of trapped ions, however, have inherent and well-known scaling problems. In addition, chiral phononic processes, which are necessary for conventional phononic quantum networks, are difficult to implement in a solid-state system. To overcome these seemingly unsolvable obstacles, we have developed a new network architecture that breaks a large mechanical network into small and closed mechanical subsystems. This architecture is implemented in a diamond phononic nanostructure featuring alternating phononic crystal waveguides with specially designed band gaps. The implementation also includes nanomechanical resonators coupled to color centers through phonon-assisted transitions as well as quantum state transfer protocols that can be robust against the thermal environment.",US,Univ Oregon,2018,0,1,1,1
10.1002/qute.202300168,Quantum Coherence from a Few Incoherent Bosons,"An engineered hybrid interaction of a few incoherent bosons with a cooled discrete-level system may give rise to substantial quantum coherence, an essential resource with diverse applications for quantum technology. This is in contrast to the expected requirement of intense and coherent external drives in current technologies. Substituting such external drives with internal hybrid processes stimulated by mere thermal energy may then contribute to reduced energy consumption in observing and using quantum phenomena. This low-energy emergence of quantum coherence is then suitable for proof-of-principle exploration with recent experiments in platforms such as trapped ions and superconducting circuits. The emergence of quantum coherence in a single qubit from incoherent states, important for quantum technology, is a challenging task. Unitary qubit-oscillator dynamics is sufficient for large qubit coherence to emerge from incoherent states, over a wide variety of qubit-oscillator interactions even without deep strong coupling. Thermally driven nonlinear unitary dynamics, even including the free evolution, may substitute for strongly driven linearized dynamics for such tasks.image",CZ,Palacky Univ,2023,1,1,0,0
10.1038/nature15263,A two-qubit logic gate in silicon,"Quantum computation requires qubits that can be coupled in a scalable manner, together with universal and high-fidelity one-and two-qubit logic gates(1,2). Many physical realizations of qubits exist, including single photons(3), trapped ions(4), superconducting circuits(5), single defects or atoms in diamond(6,7) and silicon(8), and semiconductor quantum dots(9), with single-qubit fidelities that exceed the stringent thresholds required for fault-tolerant quantum computing(10). Despite this, high-fidelity two-qubit gates in the solid state that can be manufactured using standard lithographic techniques have so far been limited to superconducting qubits(5), owing to the difficulties of coupling qubits and dephasing in semiconductor systems(11-13). Here we present a two-qubit logic gate, which uses single spins in isotopically enriched silicon(14) and is realized by performing single-and two-qubit operations in a quantum dot system using the exchange interaction, as envisaged in the Loss-DiVincenzo proposal(2). We realize CNOT gates via controlled-phase operations combined with single-qubit operations. Direct gate-voltage control provides single-qubit addressability, together with a switchable exchange interaction that is used in the two-qubit controlled-phase gate. By independently reading out both qubits, we measure clear anticorrelations in the two-spin probabilities of the CNOT gate.","AU,JP","Univ New S Wales,Keio Univ",2015,1,1,0,0
10.1088/1367-2630/17/6/065018,Hexagonal plaquette spin-spin interactions and quantum magnetism in a two-dimensional ion crystal,"We propose a trapped ion scheme en route to realize spin Hamiltonians on a Kagome lattice which, at low energies, are described by emergent. 2 gauge fields, and support a topological quantum spin liquid ground state. The enabling element in our scheme is the hexagonal plaquette spin-spin interactions in a two-dimensional ion crystal. For this, the phonon-mode spectrum of the crystal is engineered by standing-wave optical potentials or by using Rydberg excited ions, thus generating localized phonon-modes around a hexagon of ions selected out of the entire two-dimensional crystal. These tailored modes can mediate spin-spin interactions between ion-qubits on a hexagonal plaquette when subject to state-dependent optical dipole forces. We discuss how these interactions can be employed to emulate a generalized Balents-Fisher-Girvin model in minimal instances of one and two plaquettes. This model is an archetypical Hamiltonian in which gauge fields are the emergent degrees of freedom on top of the classical ground state manifold. Under realistic situations, we show the emergence of a discrete Gauss's law as well as the dynamics of a deconfined charge excitation on a gauge-invariant background using the two-plaquettes trapped ions spin-system. The proposed scheme in principle allows further scaling in a future trapped ion quantum simulator, and we conclude that our work will pave the way towards the simulation of emergent gauge theories and quantum spin liquids in trapped ion systems.","AT,DE,IN","Austrian Acad Sci,Univ Innsbruck,Indian Inst Sci Educ & Res,Johannes Gutenberg Univ Mainz",2015,0,1,0,0
10.1103/PhysRevApplied.15.024054,Ultraviolet Laser Pulses with Multigigahertz Repetition Rate and Multiwatt Average Power for Fast Trapped-Ion Entanglement Operations,"The conventional approach to perform two-qubit gate operations in trapped ions relies on exciting the ions on motional sidebands with laser light, which is an inherently slow process. One way to implement a fast entangling-gate protocol requires a suitable pulsed laser to increase the gate speed by orders of magnitude. However, the realization of such a fast entangling-gate operation presents a big technical challenge, as such the required laser source is not available off the shelf. For this, we engineer an ultrafast entangling-gate source based on a frequency comb. The source generates bursts of several hundred mode-locked pulses with pulse energy approximately 800 pJ at 5-GHz repetition rate at 393.3 nm and complies with all requirements for implementing a fast two-qubit gate operation. Using a single, chirped ultraviolet pulse, we demonstrate a rapid adiabatic passage in a Ca+ ion. To verify the applicability and projected performance of the laser system for inducing entangling gates we run simulations based on our source parameters. The gate time can be faster than a trap period with an error approaching 10(-4).","AT,ES","Austrian Acad Sci,Univ Innsbruck,CSIC,Univ Carlos III Madrid",2021,0,1,0,0
10.1103/PhysRevLett.116.105301,Practical Entanglement Estimation for Spin-System Quantum Simulators,"6We present practical methods to measure entanglement for quantum simulators that can be realized with trapped ions, cold atoms, and superconducting qubits. Focusing on long-and short-range Ising-type Hamiltonians, we introduce schemes that are applicable under realistic experimental conditions including mixedness due to, e.g., noise or temperature. In particular, we identify a single observable whose expectation value serves as a lower bound to entanglement and that may be obtained by a simple quantum circuit. As such circuits are not (yet) available for every platform, we investigate the performance of routinely measured observables as quantitative entanglement witnesses. Possible applications include experimental studies of entanglement scaling in critical systems and the reliable benchmarking of quantum simulators.",DE,Univ Ulm,2016,1,1,0,0
10.1016/j.physleta.2020.126743,Time optimal control of two-level quantum systems,"The objective of time-optimal control that helps to minimize relaxation losses, is the evolution of a quantum state from a given initial mixed state to a final target mixed state in minimum time. In this paper, we study a time-optimal control problem of the dynamic of a pure two-level system with unbounded control using Pontryagin's minimum principle and obtain the minimal time for some initial and final states. The results will apply to basically all qubit systems that one can consider such as NMR spectroscopy, trapped ions, superconducting qubits, etc. We also show that these results hold for pure states, and only the direction (n) over cap is important in the evolution of a quantum state. In this work, the problem of computing minimum time to produce any unitary transformation U-f is an element of SU (2) is reduced to finding the minimum time to steer the system from an initial to a final state. (C) 2020 Elsevier B.V. All rights reserved.",IR,"Univ Tabriz,Imam Khomeini Int Univ",2020,1,1,0,0
10.1038/nature11120,Tunable ion-photon entanglement in an optical cavity,"Proposed quantum networks require both a quantum interface between light and matter and the coherent control of quantum states(1,2). A quantum interface can be realized by entangling the state of a single photon with the state of an atomic or solid-state quantum memory, as demonstrated in recent experiments with trapped ions(3,4), neutral atoms(5,6), atomic ensembles(7,8) and nitrogen-vacancy spins(9). The entangling interaction couples an initial quantum memory state to two possible light-matter states, and the atomic level structure of the memory determines the available coupling paths. In previous work, the transition parameters of these paths determined the phase and amplitude of the final entangled state, unless the memory was initially prepared in a superposition state(4) (a step that requires coherent control). Here we report fully tunable entanglement between a single Ca-40(+) ion and the polarization state of a single photon within an optical resonator. Our method, based on a bichromatic, cavity-mediated Raman transition, allows us to select two coupling paths and adjust their relative phase and amplitude. The cavity setting enables intrinsically deterministic, high-fidelity generation of any two-qubit entangled state. This approach is applicable to a broad range of candidate systems and thus is a promising method for distributing information within quantum networks.","AT,DE","Univ Innsbruck,Phys Tech Bundesanstalt,Leibniz Univ Hannover,Austrian Acad Sci",2012,0,1,0,0
10.1038/NMAT3182,Electron spin coherence exceeding seconds in high-purity silicon,"Silicon is one of the most promising semiconductor materials for spin-based information processing devices(1,2). Its advanced fabrication technology facilitates the transition from individual devices to large-scale processors, and the availability of a Si-28 form with no magnetic nuclei overcomes a primary source of spin decoherence in many other materials(3,4). Nevertheless, the coherence lifetimes of electron spins in the solid state have typically remained several orders of magnitude lower than that achieved in isolated high-vacuum systems such as trapped ions(5). Here we examine electron spin coherence of donors in pure Si-28 material (residual Si-29 concentration <50 ppm) with donor densities of 10(14)-10(15) cm(-3). We elucidate three mechanisms for spin decoherence, active at different temperatures, and extract a coherence lifetime T-2 up to 2 s. In this regime, we find the electron spin is sensitive to interactions with other donor electron spins separated by similar to 200 nm. A magnetic field gradient suppresses such interactions, producing an extrapolated electron spin T-2 of 10 s at 1.8 K. These coherence lifetimes are without peer in the solid state and comparable to high-vacuum qubits, making electron spins of donors in silicon ideal components of quantum computers(2,6), or quantum memories for systems such as superconducting qubits(7-9).","CA,DE,JP,US,GB","Princeton Univ,Keio Univ,Univ Oxford,Inst Kristallzuchtung,Phys Tech Bundesanstalt,Vitcon Projectconsult GmbH,Univ Calif Berkeley,Simon Fraser Univ",2012,1,1,0,0
