DOI,gate,spin,cavity,entanglement,state,photon,error,mode,silicon,measurement,ion,chip,fidelity,scheme,atom,polarization,control,information,generation,center,device,circuit,microwave,waveguide,source,field,frequency,noise,platform,emitter,couple,diamond,quantum computing,phase,network,protocol,quantum network,interaction,qkd,rate,memory,computation,number,technology,emission,quantum state,defect,loss,coherence,electron,level,channel,efficiency,code,resource,crystal,interface,resonator,distribution,wave,scale,order,property,process,structure,fiber,architecture,correlation,quantum dot,node,algorithm,material,dynamic,distance,quantum communication,optic,space,transition,realization,pair,tomography
10.1103/PhysRevA.104.013703,0.0,0.0,3.09,0.0,2.27,1.18,3.68,0.0,0.0,1.33,0.0,0.0,1.32,0.0,2.1,0.0,0.0,1.06,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,1.63,0.0,0.0,0.0,0.0,0.0,2.02,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0
10.1007/s11128-021-03279-7,9.73,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,1.33,0.0,0.0,0.0,1.55,0.0,0.0,0.0,1.06,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41566-021-00873-0,1.08,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,5.84,0.0,0.0,0.0,0.0,1.69,1.06,1.63,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/science.abi9917,1.08,0.0,3.09,2.48,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,1.69,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,1.96,0.0,0.0
10.1103/PhysRevA.104.L020201,0.0,0.0,0.0,6.2,0.45,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0
10.22331/q-2021-02-04-392,2.16,0.0,0.0,0.0,2.27,1.18,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.16.024052,0.0,0.0,0.0,0.0,0.91,0.39,0.0,0.0,0.0,1.33,0.0,0.0,1.32,0.0,0.0,0.0,0.0,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OE.445444,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,3.84,0.0,0.0,0.0,0.0,9.04,0.0,0.0,0.0,7.49,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0
10.1126/sciadv.abe8905,0.0,0.0,0.0,1.24,0.45,0.39,1.84,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,1.92,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,3.87,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,1.67,0.0,0.0,9.14,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,2.2,2.47,0.0,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1751-8121/ac0546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0
10.1103/PhysRevA.104.063701,5.4,0.0,0.0,2.48,2.27,0.0,0.0,1.58,0.0,2.66,2.6,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1007/s11082-021-03249-4,6.48,3.23,4.64,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1367-2630/ac15b4,0.0,0.0,0.0,0.0,1.82,0.39,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0
10.1103/PhysRevApplied.15.044026,2.16,0.0,10.83,0.0,0.0,0.79,1.84,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,0.0,1.69,0.0,0.0,0.0,0.0,1.61,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,0.0,3.61,1.51,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,1.8,0.0,0.0,2.4,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.126.100402,0.0,1.62,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,1.96,0.0,5.55
10.1088/2058-9565/abf996,7.56,0.0,0.0,0.0,0.91,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,1.92,1.69,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,1.96,0.0,0.0
10.1103/PhysRevLett.126.170505,1.08,0.0,0.0,0.0,2.27,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0
10.1007/JHEP08(2021)170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-021-00422-1,0.0,0.0,0.0,0.0,1.36,0.79,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,4.41,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0
10.1103/PhysRevA.104.052601,0.0,0.0,1.55,0.0,0.0,1.57,0.0,6.3,0.0,0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,4.67,1.61,13.91,0.0,0.0,3.56,0.0,1.98,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0
10.1063/5.0071797,3.24,0.0,0.0,7.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.55,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,1.69,3.79,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,1.8,0.0,2.3,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.2.010320,6.48,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.69,1.06,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,1.54,0.0,2.47,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1117/1.AP.3.6.065001,2.16,0.0,0.0,4.96,0.0,1.18,1.84,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,1.92,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,7.01,5.49,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,2.13,0.0,0.0,2.47,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0
10.1021/acsphotonics.1c00504,0.0,0.0,0.0,0.0,0.45,1.97,0.0,1.58,0.0,0.0,0.0,0.0,1.32,1.55,0.0,0.0,0.0,2.13,6.5,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,4.95,0.0,0.0,5.04,0.0,0.0,0.0,0.0,2.13,4.1,2.2,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.103.013708,0.0,0.0,4.64,1.24,0.45,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,5.6,0.0,0.0,2.07,1.77,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,4.95,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64,0.0,0.0,0.0,0.0,4.81,0.0,0.0,0.0
10.1038/s42005-021-00551-1,0.0,0.0,0.0,7.44,0.91,0.79,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.84,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,3.25,1.67,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.103.023705,0.0,0.0,3.09,0.0,0.45,2.75,11.05,1.58,0.0,3.98,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,4.64,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,2.02,7.22,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.2.040345,3.24,0.0,0.0,0.0,0.45,0.0,14.73,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,3.66,6.96,6.06,3.61,3.02,0.0,0.0,0.0,0.0,2.3,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0
10.1038/s41567-021-01307-y,0.0,1.62,6.19,0.0,1.36,0.39,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1073/pnas.2021768118,0.0,1.62,7.74,0.0,1.82,0.0,0.0,0.0,7.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,9.19,0.0,17.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41567-021-01296-y,8.65,0.0,0.0,1.24,1.82,0.0,0.0,4.73,0.0,7.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,0.0,0.0,0.0,10.13,3.79,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.103.032425,0.0,0.0,0.0,3.72,0.45,0.0,0.0,3.15,0.0,0.0,0.0,0.0,6.6,0.0,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89,0.0,0.0,0.0,2.66,13.42,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.34,0.0
10.1103/PhysRevA.104.052623,0.0,0.0,0.0,1.24,0.0,1.57,3.68,0.0,0.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,1.69,0.0,0.0,1.63,1.67,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41567-021-01333-w,0.0,0.0,0.0,0.0,0.91,1.97,16.57,0.0,3.79,1.33,0.0,1.95,0.0,4.64,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,1.89,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,2.22,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-021-00421-2,1.08,0.0,0.0,0.0,0.45,0.79,1.84,0.0,3.79,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,1.8,0.0,0.0,0.0,4.44,0.0,1.82,0.0,0.0,0.0,0.0,4.95,0.0,0.0,0.0,2.66,0.0,0.0,0.0,2.13,0.0,0.0,11.39,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.2.040353,0.0,0.0,0.0,0.0,0.91,0.39,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,0.0,0.0,1.93,0.0,0.0,1.98,0.0,0.0,0.0,0.0,1.69,1.89,1.98,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-020-00337-3,0.0,6.46,3.09,0.0,1.36,1.97,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,2.1,7.68,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-020-00340-8,0.0,0.0,0.0,0.0,0.91,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,0.0,0.0,1.63,0.0,1.65,0.0,0.0,0.0,20.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0
10.1364/OPTICA.412211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,1.33,7.8,3.9,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,7.47,0.0,1.47,0.0,0.0,0.0,1.69,0.0,0.0,1.63,5.0,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0
10.1038/s41534-021-00372-8,0.0,0.0,0.0,0.0,0.91,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.28,0.0,0.0,0.0,0.0
