DOI,gate,entanglement,spin,cavity,photon,state,scheme,phase,quantum dot,polarization,mode,measurement,couple,information,crystal,atom,fidelity,cluster state,circuit,quantum state,field,source,resonator,device,protocol,computation,diamond,center,control,quantum computing,resource,channel
10.1007/s11433-014-5591-1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,1.67,0.0,7.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/srep06115,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1612-2011/11/12/125202,5.0,0.0,0.0,7.41,0.5,0.0,5.0,5.62,3.53,0.0,1.65,0.0,1.63,0.0,5.08,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0
10.1364/OL.39.001489,4.0,0.0,0.0,2.47,0.0,0.97,1.25,5.62,0.0,0.0,1.65,0.0,1.63,0.0,0.0,3.8,0.0,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,2.12,0.0,0.0
10.1103/PhysRevA.89.062328,3.0,1.15,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.77,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/JOSAB.31.001255,0.0,2.3,0.0,0.0,0.0,2.43,1.25,0.0,0.0,0.0,0.0,1.5,0.0,1.05,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,5.02
10.1038/srep06237,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,6.51,1.05,0.0,0.0,6.8,0.0,3.8,6.97,0.0,0.0,10.04,0.0,0.0,0.0,2.75,2.75,0.0,0.0,0.0,0.0
10.1364/JOSAB.31.000154,3.0,1.15,0.0,0.0,0.0,2.91,2.5,1.87,0.0,0.0,1.65,1.5,0.0,0.0,1.69,0.0,0.0,2.51,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53
10.3390/e16063121,0.0,0.0,0.0,0.0,2.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,0.0,2.28,0.0,0.0,7.38,0.0,0.0,0.0,0.0,0.0,0.0,2.51
10.1007/s11433-014-5549-3,2.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0
10.1103/PhysRevX.4.031039,0.0,0.0,0.0,0.0,2.5,4.37,2.5,0.0,0.0,0.0,0.0,0.0,1.63,1.05,0.0,0.0,0.0,0.0,1.9,0.0,1.67,0.0,0.0,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.90.195112,0.0,0.0,1.58,0.0,1.0,0.0,0.0,7.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,1.67,0.0,2.51,0.0,0.0,0.0,2.75,5.49,0.0,0.0,0.0,0.0
10.1038/srep04543,0.0,2.3,0.0,0.0,3.5,1.94,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0
10.1103/PhysRevA.90.042332,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,0.0,0.0,0.0,0.0,0.0,3.86,0.0
10.1103/PhysRevA.90.042302,0.0,0.0,0.0,0.0,0.0,0.97,0.0,1.87,0.0,0.0,0.0,7.52,0.0,1.05,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,4.25,1.93,0.0
10.1364/OE.22.023360,0.0,0.0,3.17,0.0,0.5,0.49,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1674-1056/23/11/110304,0.0,4.61,0.0,0.0,0.0,0.49,1.25,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.89.022317,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1080/09500340.2013.877610,5.0,0.0,0.0,0.0,0.5,0.0,0.0,7.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,7.38,1.9,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.113.263604,0.0,0.0,0.0,1.24,3.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51
10.1103/PhysRevA.90.042301,0.0,0.0,0.0,0.0,1.0,2.91,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/JOSAB.31.001719,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/1.4870450,0.0,0.0,0.0,3.71,1.0,1.94,6.25,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.69,0.0,1.36,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.112.190402,0.0,0.0,0.0,0.0,0.0,0.49,1.25,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/JOSAB.31.002334,0.0,0.0,0.0,0.0,0.5,1.46,5.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/JOSAB.31.002689,1.0,0.0,0.0,0.0,0.5,4.37,1.25,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,5.79,0.0
10.1103/PhysRevA.90.022110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1142/S021974991560014X,0.0,6.91,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,5.79,0.0
10.1016/j.optcom.2013.10.024,0.0,4.61,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.90.155436,0.0,1.15,0.0,7.41,0.0,0.0,0.0,0.0,3.53,0.0,4.95,0.0,6.51,0.0,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/srep04118,7.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,3.34,0.0,0.0,0.0,1.84,0.0,0.0,0.0,1.96,4.25,0.0,0.0
10.1088/1367-2630/16/10/105017,0.0,1.15,0.0,1.24,0.5,0.49,1.25,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,9.5,0.0,1.67,0.0,0.0,1.84,0.0,1.9,0.0,0.0,0.0,0.0,1.93,0.0
10.1063/1.4890083,0.0,0.0,1.58,2.47,0.0,0.49,0.0,0.0,0.0,0.0,1.65,0.0,0.0,1.05,3.39,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,3.69,0.0,0.0,5.49,16.48,0.0,0.0,0.0,0.0
10.1016/j.physleta.2014.01.045,0.0,1.15,0.0,0.0,0.0,0.97,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OL.39.002924,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.53,8.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OE.22.019141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1.9,0.0,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.90.052328,3.0,2.3,0.0,0.0,0.5,0.49,0.0,0.0,0.0,1.77,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.90.012335,4.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5.7,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.89.022340,5.0,0.0,0.0,0.0,0.5,1.46,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.89.042323,5.0,3.45,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/JOSAB.31.000405,4.0,0.0,0.0,0.0,2.0,0.97,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.90.012111,0.0,4.61,1.58,0.0,0.0,1.94,0.0,7.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms4316,0.0,3.45,0.0,0.0,2.5,0.49,0.0,0.0,1.77,1.77,0.0,0.0,0.0,1.05,0.0,0.0,1.36,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.90.012304,0.0,4.61,0.0,1.24,0.5,2.43,0.0,0.0,0.0,0.0,1.65,0.0,0.0,1.05,0.0,0.0,1.36,0.0,0.0,1.74,3.34,0.0,0.0,0.0,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/srep04623,5.0,0.0,1.58,1.24,1.5,0.0,0.0,0.0,1.77,3.53,4.95,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,1.93,0.0
