,gate,spin,entanglement,cavity,photon,state,scheme,measurement,phase,polarization,atom,mode,silicon,information,fidelity,circuit,chip,device,frequency,control,couple,source,quantum dot,generation,waveguide,field,protocol,error,microwave,ion,interaction,quantum state,channel,quantum network,crystal,center,diamond,quantum computing,noise,emitter,computation,platform,resonator,rate,network,number,technology,memory,resource,level,loss,electron,interface,process,distribution,coherence,emission,efficiency,scale,cluster state,defect,wave,qkd,quantum communication,node,optic,fiber,tomography,correlation,experiment,distance,quantum memory,detection,pair,architecture,realization,decoherence,storage,light,transition,environment,property,order,quantum system,pulse,way,space,band,transfer,structure,dynamic,matter,path,parameter,communication,bin,quantum computer,material,laser,degree,probability,transmission,conversion,regime,qudit,quantum gate,range,code,algorithm,semiconductor,temperature,demonstration,wavelength,vacancy,gap,teleportation,set,advantage,array,qed,ensemble,freedom,excitation,step,simulation,resonance,energy
node,0.16802957580824246,0.20461660468161713,0.22610674548767798,0.1949166368208945,0.27487818233966926,0.20335675851080046,0.0994635317338101,0.04823573011802551,0.07073278556897407,0.11223590880287022,0.1867772715601753,0.08574408222383528,0.11156657127357013,0.18872246698456696,0.2188907430710776,0.09012155988691346,0.11962972091091584,0.13346578726703212,0.16925488133023345,0.10390486669322621,0.12520885561765835,0.12440333788202981,0.13165611772087665,0.14509260767477025,0.12201777521731261,0.13283612836979145,0.15972932839425338,0.050435627722400206,0.04671418358670517,0.11235334512926484,0.15288810736866806,0.10071594933968879,0.242846369077981,0.4748442295506048,0.0697840038647009,0.15384615384615385,0.16724840200141816,0.09435641951204965,0.0622773993251947,0.06862635163075162,0.07796071282729149,0.10482848367219183,0.05748265722437916,0.08551672015334476,0.3127008918788813,0.07471090862407011,0.11920540257484746,0.2566031139292113,0.062465151934843095,0.09183979479633063,0.1395680077294018,0.1105314189275418,0.2594891638549779,0.16871245019029255,0.15045937205113757,0.09103849893318919,0.08174982127673405,0.14655066837164313,0.18490006540840973,0.062212084782500274,0.035366392784487034,0.035035637690028876,0.0,0.18182026305835128,1.0,0.051897832770995585,0.14193843787544003,0.03948735948694923,0.12988108336653278,0.06771586883447804,0.24076181232484228,0.19814848097530424,0.10293952744612744,0.13655774839978377,0.11741165894605782,0.10087125544480041,0.12209657262637608,0.12639751327042295,0.08410342670623601,0.07007127538005775,0.04213250442347432,0.03413943709994594,0.07965868656654054,0.07809659989149909,0.0891737834128741,0.10209398197194813,0.03662897178791282,0.09091675835657295,0.17850138682385416,0.06104828631318804,0.053009201208046315,0.1358957080545352,0.05574946733380605,0.08882311833686551,0.11741165894605782,0.08087693101032827,0.050956447664499485,0.08006407690254358,0.07792865001991968,0.043183351708753044,0.09601690046185282,0.08401478790412123,0.16853001769389728,0.08974358974358974,0.042051713353118005,0.13533299049019168,0.09443843292997713,0.0,0.04756514941544941,0.08119979429411502,0.04580286124143444,0.024562537539453734,0.12639751327042295,0.15130688316720062,0.01526762041381148,0.146943671674129,0.06329621044272916,0.04883862905055043,0.03171009961029961,0.04580286124143444,0.13266892260349383,0.03751172424602665,0.08362420100070908,0.11678545896676293,0.027461751819054487,0.04313979814072881,0.02808833628231621
optic,0.2186321542773571,0.06371494999161287,0.16780263593970407,0.11104846677501637,0.3303373817856064,0.2541165487173853,0.2243232394734927,0.14505008418432533,0.14316425279852693,0.1677542522674196,0.10585122480499264,0.18301356864151333,0.14451997893937596,0.22687130324325752,0.18829125709228542,0.19235692841620977,0.1372083638310904,0.17161633221106096,0.15225533313382006,0.11917286644580191,0.12164383764548425,0.16269784336399212,0.08199200616907878,0.2072962473085433,0.16464391042624252,0.1344311899335978,0.16164731648575378,0.13883218797250715,0.11346027674980806,0.07959171834405433,0.1433232359155858,0.14269544824634822,0.1282238634278214,0.1258156892005647,0.0968529627042991,0.08303653243359294,0.06770267086662957,0.18333969940564226,0.1092436974789916,0.12038069151683052,0.14201432049934526,0.16973957879600132,0.11169195642496159,0.1384697321792402,0.13883218797250715,0.1285336301203482,0.16728301538410242,0.07225998946968798,0.18061490622291917,0.12640191299589795,0.16142160450716517,0.04971495616050097,0.09243697478991597,0.1924686350249112,0.11311192205932127,0.10134483201751004,0.07564018449987205,0.1610227314572918,0.11975699017041917,0.037775466756813224,0.04294927583955808,0.07564018449987205,0.03742405942825599,0.12396026161066066,0.051897832770995585,1.0,0.22982847615424107,0.09590763214758384,0.09463727629519564,0.15663767615069954,0.15254785085427644,0.045834924851410566,0.12964074471043288,0.14741066475274187,0.12357436780653086,0.1469987872650076,0.04942507056298799,0.034110736433166144,0.16171530554144645,0.08509520756235604,0.045480981910888195,0.06449216582932457,0.12898433165864914,0.09032498683710997,0.092822974902316,0.08265591989156115,0.11862016935117117,0.08412202337350723,0.10004941932597192,0.06919509878818318,0.04291657749006021,0.09001800540180063,0.13540534173325913,0.09887865147828519,0.14258580900753562,0.0785741568881324,0.11345030265838622,0.07562376774775252,0.10515252921688403,0.17480754450681224,0.13603778488368887,0.12632080024913966,0.14781319121038664,0.0622773993251947,0.08511331870602444,0.12052306967601537,0.11468690998490313,0.035955873264830976,0.0641817324223507,0.03286992809345873,0.03708228003700085,0.11931589478520234,0.14781319121038664,0.0734993936325038,0.061803800061668086,0.08922487976181032,0.05124500385567424,0.13839019757636636,0.14119981132917153,0.08652532008633532,0.03580319370775825,0.141725379568281,0.04513511391108638,0.12291529981229207,0.08893281717864171,0.08149457788042662,0.07959171834405433
fiber,0.09059847708863919,0.0950496913043515,0.17699907154748393,0.10172205366111489,0.2680118056083274,0.19132475827647968,0.10725783788473621,0.10403129732205987,0.08898825966347892,0.21723531230467835,0.0657951694959769,0.18828887104608164,0.10105982328794562,0.15540871449060906,0.15834603461819338,0.09895077495681523,0.12040403139513453,0.1264279082482028,0.11356692907799348,0.09586261402960039,0.05880899611212059,0.1733656789191194,0.0815435506300201,0.180392134845313,0.11257358064798256,0.10027193858385752,0.16076318597304842,0.14213381090374028,0.08227895185745919,0.08481041912882635,0.04049412756248855,0.17739371879672478,0.22316444954674564,0.15640942485936843,0.11037036211220666,0.07742096611387637,0.07013788634640541,0.07597371763975863,0.1253609869932224,0.05755878314467002,0.03923265908909998,0.12309149097933272,0.03471283028541299,0.21039390096047988,0.1827434711619518,0.0375972397119868,0.1519708244023033,0.08983095403372944,0.15268297755504048,0.06470396333157187,0.1304377006780624,0.0741645600740017,0.156701233741528,0.10033899410318259,0.2595998216333505,0.04581387551626997,0.10578722381673325,0.1896418623723042,0.14887747366375534,0.015653689050413564,0.0,0.1292954957760073,0.20935894733965593,0.21189138534559038,0.14193843787544003,0.22982847615424107,1.0,0.07948588753990432,0.039216523921200154,0.13630832764655137,0.24232015747572203,0.0997155044021832,0.09209405303147204,0.06872081327440495,0.011817161289227779,0.11167656571008165,0.04915473998202097,0.07067534927402196,0.08464779113809698,0.05877067989818514,0.05654027941921756,0.05726734439533746,0.10308121991160743,0.08983095403372944,0.06410783287864687,0.0719283539399962,0.15975290494156813,0.11764957176360047,0.06909874910284776,0.07373210997303145,0.013338076603968376,0.12434118282549846,0.04208273180784324,0.06704852344015112,0.1536230967599611,0.2604813176220296,0.05128626630291749,0.040291148201269014,0.14379392104440056,0.09779143167281402,0.08455857861606325,0.13287776639667082,0.1696208382576527,0.025806988704625458,0.021161947784524245,0.06810447066039944,0.0950496913043515,0.0,0.04787301767423468,0.08172536479247934,0.046099322985191815,0.11124684011100255,0.24029618753167464,0.04568586779048795,0.0,0.09243423333081695,0.03822353935782192,0.13517553495055765,0.04787301767423468,0.015366440995063938,0.08901842006416306,0.08809388259564936,0.09819304088496757,0.11754135979637027,0.04145924946170866,0.043419023050166816,0.01413506985480439
tomography,0.12322225062419363,0.032319077704247974,0.19344776406574832,0.051881751188161074,0.20724764094725756,0.27232246579934893,0.1021163580687781,0.23346199798790487,0.045387077633224825,0.23045878326865607,0.0862914928132317,0.12004226231581233,0.06872532118305058,0.21724151893922214,0.25281996070538265,0.10093660718428207,0.16376054222433503,0.1370254995465717,0.09653840941344685,0.03555871647084433,0.05141933776432957,0.19649437297296482,0.0415900195928029,0.09638745011950747,0.041757384532966166,0.08523690424912796,0.06559580987349364,0.10356162766686668,0.07194017065667524,0.07209372509105905,0.05782951966127113,0.430842413911613,0.09756133386767502,0.05318279613892063,0.06141020333412563,0.02632490632463282,0.028618190351607124,0.08718572905786447,0.11722043929149135,0.011742784807525521,0.020010007506255475,0.06278090029174034,0.03540947826131256,0.07804228110385687,0.05178081383343334,0.10546738010506096,0.08974883220654789,0.06872532118305058,0.13742396069209142,0.0660025000604125,0.07164523722314657,0.050435306986068934,0.03196921071586128,0.14959238773956912,0.07723616306073083,0.023366654574426052,0.023980056885558414,0.10747098003652683,0.07593263966019992,0.015967841215554487,0.01815483105328993,0.11990028442779208,0.023728949893812475,0.08842246783783417,0.03948735948694923,0.09590763214758384,0.07948588753990432,1.0,0.053338074706266496,0.12911217845795572,0.08597678402922146,0.07265477421488706,0.12917063288278074,0.14019992744655632,0.012054318600381364,0.09320546490018002,0.02507061052819501,0.08651247010927086,0.16189983441612957,0.04796011377111683,0.04325623505463543,0.046733309148852105,0.046733309148852105,0.20617596354915174,0.06539440593094518,0.07337187616996382,0.10028244211278003,0.053338074706266496,0.028194193721730047,0.0,0.08163454198450777,0.07610194341477615,0.08585457105482137,0.0797931317028218,0.07232591160228818,0.09964083320898795,0.05231552474475615,0.04109974682633932,0.08000711205939974,0.09975399716733135,0.049288900249677456,0.049288900249677456,0.05767498007284724,0.0,0.08634657835526911,0.05557700143767284,0.024239308278185982,0.0,0.048833776004475894,0.02778850071883642,0.0,0.12608826746517235,0.04325623505463543,0.015534244150030001,0.0,0.018857857160117855,0.10397504898200728,0.10028244211278003,0.0,0.0,0.0756707674607503,0.051349616596309676,0.028618190351607124,0.07194017065667524,0.014097096860865023,0.0,0.04325623505463543
correlation,0.06687455267429715,0.07972747887248997,0.24178820993079556,0.06582155828679286,0.1827469308692847,0.21049371939563047,0.057579293602845937,0.18848425873126298,0.07165743639000186,0.052478357140598966,0.037843781630429826,0.0789681522488238,0.03390750591813183,0.16222142113076254,0.08315706803325752,0.05809978967914204,0.020198929081169423,0.06362847629757777,0.13336357793695094,0.02631578947368421,0.09302013758011403,0.10664042597030368,0.06155870112510924,0.11240360037823713,0.0721074938001538,0.07569709990340501,0.11327216746620858,0.04087595596566439,0.059156065535037626,0.07113879915305903,0.08151933134075308,0.11053526637585831,0.04278625498405581,0.10495671428119793,0.06059678724350827,0.012988108336653278,0.02823912473624525,0.038235955645093626,0.10515252921688403,0.03476173309944912,0.029617443887954616,0.026549712202679574,0.058234096401697445,0.05775642214923893,0.08175191193132877,0.10407039948368202,0.04830548370824238,0.01130250197271061,0.12656344905285888,0.09304036594559836,0.07069625178409299,0.04976726017934395,0.03154575876506521,0.1165349558887307,0.07621312235413488,0.1037571695799112,0.07098727864204515,0.02120949209919259,0.07492686492653552,0.031512674583162724,0.03582871819500093,0.059156065535037626,0.0,0.09694584179118516,0.12988108336653278,0.09463727629519564,0.039216523921200154,0.053338074706266496,1.0,0.18620293458137369,0.06362847629757777,0.014338483366910109,0.09269795493186431,0.1037571695799112,0.08326256191221613,0.13284685688840928,0.07421560439929402,0.05691103932244722,0.042601432284230495,0.08281849174905268,0.11382207864489444,0.1037571695799112,0.09222859518214328,0.09042001578168488,0.03871692996897505,0.13445718061491968,0.07421560439929402,0.09210526315789473,0.055641488407465724,0.06184633699941168,0.12082986304673732,0.07509392614826384,0.0564782494724905,0.0899842541331695,0.08326256191221613,0.08193419066805777,0.025811286645983367,0.040555355282690636,0.039473684210526314,0.10936965981495178,0.03647702873143481,0.04863603830857975,0.07113879915305903,0.09091675835657295,0.042601432284230495,0.027420424855354085,0.08371385281611447,0.0,0.03212462831016178,0.027420424855354085,0.061868822488974594,0.04976726017934395,0.05691103932244722,0.03065696697424829,0.061868822488974594,0.03721614637823934,0.11542256460957985,0.06184633699941168,0.03212462831016178,0.061868822488974594,0.014933692277237473,0.07600418879072099,0.07059781184061313,0.08281849174905268,0.013910372101866431,0.02913582733740325,0.07113879915305903
experiment,0.16301111507045388,0.14845490532832104,0.1848258205489856,0.13617963679688627,0.262501828562059,0.2902064424536231,0.17154293503955886,0.25997275628263755,0.18012813669535224,0.18891806596405233,0.11979259431912617,0.13527773552223718,0.08418236141721923,0.2373336795225695,0.1600022643560801,0.16691170633946004,0.10531079636881431,0.1540215171241547,0.09933075831252802,0.13720216232311747,0.11966975609419152,0.0649857608531289,0.06877446479107831,0.10303941045139574,0.09974065734951944,0.09396681427542286,0.14462818277897718,0.14461323613788862,0.07930823760656687,0.09537302278724062,0.13964807623098804,0.21531929018868753,0.1752723772311186,0.09120182494816319,0.09778859662818472,0.07738956438226062,0.06309849475077992,0.09967506006695544,0.11747825711302466,0.06041220933301769,0.08088453951213269,0.14501327351660873,0.05204812628491526,0.13622259373804657,0.11416834431938576,0.08455947834291258,0.1439139651655595,0.08418236141721923,0.12793235053236218,0.13166535771932442,0.1128329961094439,0.07413447913174868,0.07831883807534977,0.1446610051186173,0.12974726432867845,0.09445279291377942,0.08812026400729651,0.08688393273670264,0.11858861809057648,0.0704130298067132,0.013342824940396463,0.052872158404377916,0.08719751330189447,0.14441280189584202,0.06771586883447804,0.15663767615069954,0.13630832764655137,0.12911217845795572,0.18620293458137369,1.0,0.12637662943520384,0.032038412164378534,0.1553456811420455,0.12021264552662836,0.04429638105376559,0.12177956727401147,0.08291497998527313,0.0423880101276625,0.11105516392170749,0.07049621120583721,0.07417901772340937,0.10303941045139574,0.08586617537616312,0.14311001440927268,0.0961227463760625,0.13095922070849517,0.16582995997054625,0.06860108116155872,0.10360608425945601,0.036851102215676945,0.08999550033747188,0.1211834816230452,0.14722982108515315,0.058643662649992934,0.0974520383182843,0.061025546979768634,0.1345718449264875,0.0604122093330177,0.17640278012972244,0.13848167095963182,0.0905617305946966,0.09961790365416626,0.10597002531915625,0.11608434657339094,0.04759507025216035,0.07148069005748958,0.10688753183639114,0.08377666092856133,0.07178040076425599,0.07148069005748958,0.03456046891962348,0.11120171869762302,0.052985012659578126,0.06850100659163146,0.03456046891962348,0.12473560204988629,0.14328013498141315,0.10134053109311159,0.08374380089163198,0.03456046891962348,0.05561394652313629,0.10378282195093265,0.06309849475077992,0.10574431680875583,0.09324547583351041,0.06510211862016835,0.11656702785107187
distance,0.16659462574405887,0.17349447958987207,0.27692307692307694,0.15325436873277715,0.31210783669726794,0.25988884909452603,0.17982576008694445,0.13503191561115555,0.1082870204560525,0.1903297204970161,0.12962755308030866,0.14638402266568987,0.1366405859860492,0.27082704376225414,0.21781931841425944,0.07358394551553814,0.13023634413480117,0.15384615384615385,0.1535511465682929,0.09190779909650124,0.11586361618218352,0.203149800073348,0.12403473458920845,0.18118576883486967,0.10792935430045554,0.16269036695641684,0.23475321091402174,0.16472207036913358,0.09535492794843718,0.1261371679615266,0.16425344333030073,0.17132130891822075,0.2672513100578004,0.23967446284809435,0.11395680111795102,0.08374323906951035,0.06827887419989188,0.09245003270420485,0.09322368663316893,0.08404977220207888,0.11935247900657216,0.1569188472540014,0.08448190755542286,0.2172305632540063,0.18943038092450362,0.12962755308030866,0.13626312508266655,0.2004061927795388,0.12386341581325935,0.07498687844430793,0.2360533737443271,0.11030375355930092,0.1610227314572918,0.21289121441684764,0.2544740944714506,0.13008209044554747,0.1525678847174995,0.18803418803418803,0.14342175765831547,0.012698988629324323,0.07219134697070168,0.13349689912781204,0.1320989873168695,0.3828592385997713,0.24076181232484228,0.15254785085427644,0.24232015747572203,0.08597678402922146,0.06362847629757777,0.12637662943520384,1.0,0.1849000654084097,0.158760680826149,0.11149893466761211,0.057519730854305076,0.14001375981376354,0.11962972091091584,0.14907119849998599,0.1287565506561512,0.08581943515359346,0.045868061076918765,0.07433262311174141,0.13937366833451514,0.08198435159162952,0.12481729588285932,0.10836720337741032,0.12959886432015882,0.08483796839677037,0.07847849263290312,0.05981486045545792,0.032461373658059775,0.14121975762272057,0.06827887419989188,0.08158924398306318,0.22049230160816946,0.21131436046675395,0.05200720661785805,0.11984874925111247,0.11665220654555924,0.08814764755799084,0.07839747093838063,0.22539272894784435,0.19493925957690475,0.09421114395319916,0.051502620262460476,0.09944903161976938,0.11566298639324804,0.09065471553673686,0.025891187912687245,0.09944903161976938,0.11219363880101486,0.12033136751923736,0.17200522903844537,0.09883324222148017,0.01246595986677943,0.08998425413316952,0.062017367294604234,0.10966057750167285,0.025891187912687245,0.04986383946711772,0.15646759801272575,0.0714657873803637,0.13655774839978377,0.14303239192265577,0.06726727939963124,0.05870582947302891,0.045868061076918765
quantum memory,0.105999788000636,0.19982631347136331,0.11787379169786119,0.11157592478608419,0.2560420941111725,0.20009763241977652,0.15686395128453964,0.045643546458763846,0.058565160708227273,0.2573413374362704,0.24743582965269675,0.07744819396742035,0.036949847931160996,0.1830901487000882,0.2416488373320708,0.045223412830776355,0.033016908987210894,0.07800471509417285,0.12456821978060995,0.11470786693528089,0.0645058558177675,0.08451542547285165,0.044721359549995794,0.11306675421666136,0.06735198826004059,0.10998533626601498,0.10580184237878974,0.055679425398421745,0.03867829673470475,0.12403473458920847,0.10660035817780522,0.12045301395742894,0.151532031339051,0.2478101767904826,0.20910709025233565,0.05661385170722978,0.10770505460691614,0.09375,0.0802111184899685,0.037880720420707906,0.06454972243679029,0.0867956343536767,0.02538365412834048,0.12587720374450337,0.11135885079684349,0.041239304942116126,0.0965060808722445,0.44339817517393193,0.059108280467932546,0.13180490466874456,0.06603381797442179,0.04067446084099803,0.160422236979937,0.186253501906614,0.07118684968143743,0.08794080883518106,0.025785531156469834,0.2311250817605121,0.11226827987756233,0.01717007049358613,0.01952172023607576,0.154713186938819,0.0,0.17959527912980977,0.19814848097530424,0.045834924851410566,0.0997155044021832,0.07265477421488706,0.014338483366910109,0.032038412164378534,0.1849000654084097,1.0,0.08838834764831845,0.10050378152592121,0.10369516947304253,0.1336306209562122,0.067395483252149,0.5116432801804849,0.1392715036327889,0.06446382789117458,0.07752170911825529,0.06281486345370076,0.025125945381480302,0.012316615977053665,0.23908117894678008,0.06762522260005742,0.067395483252149,0.028676966733820218,0.07579238282385406,0.053916386601719206,0.0,0.08183170883849715,0.01538643637241659,0.07354355067681902,0.11665706565717285,0.125,0.0421907962847259,0.04419417382415922,0.1433848336691011,0.04767312946227962,0.039749920500238504,0.0927498145005565,0.07752170911825529,0.014153462926807445,0.023211917272131483,0.05976143046671968,0.026064301757134346,0.0,0.01750350105035012,0.05976143046671968,0.050564989684743156,0.10846522890932808,0.09302605094190634,0.03340765523905305,0.0,0.060833032924035954,0.013975424859373685,0.0404372899512894,0.03500700210070024,0.050564989684743156,0.26037782196164777,0.04141182227806745,0.07693218186208295,0.10314212462587934,0.03031695312954162,0.015875015875023813,0.015504341823651058
detection,0.16596773113479787,0.10531568296778367,0.2577526347530419,0.12236945041915152,0.27205261739852304,0.24452695059430307,0.18380956266476645,0.2581988897471611,0.11831949222304987,0.061618727544821957,0.11664236870396086,0.06954176907303364,0.09953328775594539,0.23469387755102042,0.1708715315433522,0.10963810930642519,0.12451456127293807,0.13307880598662486,0.07549974250903331,0.09269795493186431,0.052128603514268686,0.17074694419062766,0.08131571126147262,0.15228622596829317,0.108857251714449,0.12591556293155165,0.1710016004755942,0.1799830823853463,0.04167571185654131,0.15035280330977643,0.0861460984507896,0.15724272550828775,0.1318760946791574,0.1386421369758494,0.08893897233781291,0.04575090108716775,0.06217059141274923,0.1431049438115632,0.11112063832322817,0.07142857142857142,0.07824607964359516,0.11690244119785305,0.03076963536933163,0.1864942605733198,0.10798984943120778,0.20828994411421584,0.15597738105257478,0.13934660285832354,0.17514458109511089,0.032773676267223106,0.17787794467562582,0.07669649888473705,0.11112063832322817,0.15051555910618092,0.10546738010506096,0.0913717355809759,0.10418927964135326,0.22413272587221034,0.13196577581477162,0.08325307391633692,0.047327796889219946,0.04167571185654131,0.041239304942116126,0.16220959698109627,0.10293952744612744,0.12964074471043288,0.09209405303147204,0.12917063288278074,0.09269795493186431,0.1553456811420455,0.158760680826149,0.08838834764831845,1.0,0.0913717355809759,0.07332355751067665,0.13498731178900972,0.05446377511878738,0.10023520220651762,0.0937903091855161,0.06251356778481196,0.06264700137907352,0.06091449038731726,0.12182898077463453,0.08957995898035084,0.11365104059653286,0.10929886509657229,0.11982030526133225,0.057936221832415195,0.1102490904487557,0.06535653014254486,0.02364588253149623,0.11021667854435137,0.07460470969529907,0.08914824582191182,0.16759670288154663,0.11544600509168122,0.07955572841757301,0.07142857142857142,0.1506341767642795,0.07705141285294195,0.20344431558459095,0.08566076445666988,0.07517640165488822,0.022875450543583874,0.07503224734841289,0.03622089663122214,0.05265784148389183,0.09905360646879091,0.04243489469900033,0.04829452884162952,0.05448357652831956,0.14243635507165453,0.10023520220651762,0.08099238707340582,0.04086268239623967,0.16386838133611553,0.07905694150420949,0.07624928516630233,0.04243489469900033,0.02724178826415978,0.06575532984988024,0.055776343531645026,0.08703882797784893,0.08335142371308261,0.06124949469375316,0.025657900289539272,0.06264700137907352
pair,0.19708752139768285,0.16066640121804918,0.28432228340241084,0.14097351548661194,0.25923814974566334,0.2825289656088067,0.1765727072389741,0.15902809940714097,0.10987237551453594,0.13794014696151086,0.07460470969529907,0.159136210150944,0.10893225035408954,0.16243864103284605,0.20036463111402633,0.13089957128642557,0.09733751008701479,0.10453025125088634,0.14188854098690473,0.061485730121428855,0.08891084489487741,0.17837651700316895,0.09888264649460884,0.26515151515151514,0.03610202407159216,0.11790871687610183,0.13469081318538592,0.1163966503592216,0.09329556203566844,0.07479575920067658,0.19998979669922556,0.16389639063148054,0.14995241523080888,0.1685935129529577,0.07963978098028483,0.045519249466594594,0.07422696190252055,0.0921284663987611,0.09213166547046367,0.06091449038731726,0.12109983575845912,0.08529438595319316,0.09184151623839404,0.10964316986333912,0.16116459280507606,0.09947294626039876,0.10580973892262123,0.11883518220446132,0.12673292173913533,0.10597513074297901,0.09733751008701479,0.13081398803354571,0.0552789992822782,0.10891160008180413,0.13355155497416657,0.12121212121212122,0.06219704135711229,0.13937366833451514,0.14770978917519928,0.1380525610937637,0.07848026822466853,0.12439408271422459,0.0,0.11891767800211263,0.13655774839978377,0.14741066475274187,0.06872081327440495,0.14019992744655632,0.1037571695799112,0.12021264552662836,0.11149893466761211,0.10050378152592121,0.0913717355809759,1.0,0.07295229660608428,0.1163966503592216,0.08670081183498068,0.08726171906745601,0.09331541849264238,0.06219704135711229,0.06232979933389715,0.10101010101010101,0.050505050505050504,0.08912638665334599,0.12438314745133902,0.1359318119567592,0.05418800739686293,0.06917144638660747,0.048751494941808714,0.06502560887623551,0.047052311549372366,0.1315903389919538,0.07422696190252055,0.09855206599818044,0.11463932323813245,0.0861460984507896,0.13569070631055166,0.05922242120989178,0.09222859518214328,0.15332255322028507,0.1384939339551285,0.08522703628007908,0.09972767893423544,0.045519249466594594,0.09331541849264238,0.09609999602085963,0.09430419201928972,0.01971041319963609,0.05629337745609988,0.07207499701564472,0.040655781409087086,0.04360466267784858,0.08726171906745601,0.09401267913629437,0.05420770854544945,0.11412706387705432,0.06741998624632421,0.0758632103556081,0.05629337745609988,0.040655781409087086,0.09159134506420027,0.12208664567220492,0.11134044285378082,0.08292938847614972,0.08531511614816524,0.08934795112453975,0.08726171906745601
architecture,0.2143374866262343,0.12973162501932317,0.16680721947748473,0.15206133822028703,0.26353659242267846,0.22672250588794235,0.13012827210129138,0.11990305389660257,0.12955571765025278,0.047440095285108404,0.11973686801784993,0.1070800479844363,0.15326082972899555,0.16759670288154663,0.18166917426581752,0.23259669309878128,0.14607760951060714,0.1653692262061271,0.07750273596663335,0.15066558822210538,0.15289018630918963,0.07887457230744283,0.07419822332162693,0.1328773973896535,0.12105731450750218,0.09884288339166793,0.13896777302969732,0.1570442987175464,0.11764874102179254,0.10289442259017458,0.11790871687610183,0.06149117881035988,0.058017746474943815,0.13441360330780716,0.09129850594412946,0.11741165894605782,0.12763993017791392,0.2505966595598528,0.08555148540452137,0.12569752716115998,0.16956852499052755,0.1600051202457731,0.12634379120080136,0.13923048506750912,0.16628219864210797,0.10263160115815707,0.15283745646236901,0.12260866378319644,0.10624021477996151,0.07569709990340501,0.14607760951060714,0.07873124205579589,0.09505720600502374,0.161531830632197,0.08858078930362388,0.11463932323813245,0.042781360371560925,0.06710635266335592,0.2032002032003048,0.12819264261814803,0.06477785882512639,0.0641720405573414,0.04233337566673017,0.08763841367493648,0.11741165894605782,0.12357436780653086,0.011817161289227779,0.012054318600381364,0.08326256191221613,0.04429638105376559,0.057519730854305076,0.10369516947304253,0.07332355751067665,0.07295229660608428,1.0,0.09237899924561555,0.03354521307623611,0.07717081694263092,0.10590640259442835,0.1283440811146828,0.0643090141188591,0.07295229660608428,0.11463932323813245,0.07152172054019793,0.0816663263910156,0.1028486641330893,0.05590868846039353,0.04757860680698065,0.07544931822417852,0.05590868846039353,0.09709281275057659,0.09051256444028408,0.08934795112453975,0.09151333141298446,0.10752688172043011,0.0,0.24499897917304683,0.04888237167378443,0.05947325850872581,0.0790955718224221,0.032974997942497586,0.08793332784666023,0.03858540847131546,0.09392932715684625,0.03851141912524667,0.111545489883563,0.12973162501932317,0.1016814793477605,0.1016415964361075,0.08675760324277122,0.08389352279619343,0.044989281174740506,0.09003261976640275,0.11085479909473865,0.06991126899682786,0.03364315551262445,0.06956083436402524,0.13418085230494445,0.18876296480991392,0.12584028419429014,0.06749980593833689,0.06870729486898756,0.06381996508895696,0.0641720405573414,0.15089863644835705,0.05267719876953071,0.09003261976640275
