,spin,gate,entanglement,cavity,photon,state,phase,scheme,frequency,measurement,atom,polarization,quantum dot,circuit,silicon,channel,information,device,waveguide,protocol,chip,interaction,mode,control,quantum state,fidelity,microwave,couple,generation,source,resonator,quantum network,interface,crystal,ion,field,level,process,memory,loss,environment,distribution,rate,emitter,detection,computation,technology
interface,0.32128773156099955,0.17137366203368284,0.16659019652423024,0.2389447521804875,0.30984603629874896,0.23596995186213474,0.06396021490668312,0.12148677353760907,0.11293848786315641,0.06741998624632421,0.2171861213815347,0.14171085778131032,0.23063280200722125,0.08304547985373997,0.0659380473395787,0.19289712886816485,0.18708286933869706,0.0958706236059213,0.12056070554260304,0.05752237416355278,0.2,0.2041241452319315,0.15689290811054724,0.06846531968814576,0.11677484162422844,0.15619728026264024,0.22360679774997896,0.3198010745334156,0.08528028654224416,0.09325048082403138,0.16035674514745463,0.33210558207753577,1.0,0.15811388300841897,0.2176428750330035,0.32659863237109044,0.15498260496951669,0.09068453126375146,0.29827937950065225,0.13176156917368248,0.03042903097250923,0.07694837640638656,0.14638501094227999,0.22592402852876597,0.11009637651263607,0.10540925533894598,0.14532958974404495
crystal,0.33866700533384136,0.08211077318035775,0.12771017136282017,0.27124449040224496,0.22524579279982865,0.331645558775394,0.08989331499509895,0.1280583033213054,0.14285714285714285,0.05330017908890261,0.09157370929912602,0.10669739994407998,0.1701758234142103,0.13130643285972254,0.06950480468569159,0.0,0.2394603721730797,0.16169041669088866,0.228747855498907,0.08084520834544433,0.15811388300841897,0.21516574145596762,0.268741924943285,0.2646188733785785,0.10257624248277727,0.14635234665292046,0.1473139127471974,0.2472066162365221,0.11236664374387369,0.14744195615489714,0.14085904245475275,0.18670401120373464,0.15811388300841897,1.0,0.22941573387056177,0.12909944487358058,0.11669000700233416,0.1529438225803745,0.2286647801900118,0.0,0.28867513459481287,0.1351845176089688,0.1543033499620919,0.2041241452319315,0.08703882797784893,0.027777777777777776,0.10942202738310212
ion,0.20395079136182276,0.13563002367252733,0.13184425208671469,0.13334518676566623,0.2480396585108601,0.1956463952178074,0.12373764497794919,0.12590824129146977,0.09832102880166933,0.024455799402225926,0.1260506983326509,0.08812102431690699,0.033463724070512735,0.0301237616564389,0.0,0.06997114285413196,0.15511334686589626,0.027820744203732862,0.06997114285413196,0.027820744203732862,0.14509525002200233,0.23693955110363693,0.11382207864489444,0.033113308926626096,0.08471737420873575,0.22663483432464557,0.08111071056538127,0.09280323373346189,0.1546720562224365,0.13530201829834768,0.15511334686589626,0.19274776986097067,0.2176428750330035,0.22941573387056177,1.0,0.05923488777590923,0.12849851324064712,0.13157894736842105,0.3147557901458535,0.038235955645093626,0.0,0.07443229275647868,0.17699808135119716,0.1404878717372541,0.11980845957463075,0.0,0.0301237616564389
field,0.27872598020818,0.21624928680878336,0.24730968341474896,0.28514260696414045,0.31405435355412825,0.35781322366606716,0.19148542155126763,0.1842165654111691,0.2397561119080782,0.1513825177048746,0.3014639334060612,0.08264745061341078,0.2071419837175451,0.23732222626728364,0.18843366572035794,0.039374961547907886,0.3055050463303894,0.2035228946026736,0.2559372500614013,0.15655607277128739,0.2041241452319315,0.25,0.14411533842457844,0.2422406975624772,0.17480147469502524,0.08502303018977035,0.3195048252113469,0.3133397807202561,0.17407765595569785,0.17131207221604822,0.3273268353539886,0.10846522890932808,0.32659863237109044,0.12909944487358058,0.05923488777590923,1.0,0.16269784336399212,0.22213082915965962,0.06642111641550714,0.10758287072798381,0.12422599874998831,0.06282808624375433,0.19920476822239894,0.18446619684315546,0.13483997249264842,0.06454972243679029,0.32208016421988495
level,0.12448502395517627,0.2345552839519363,0.20118376067305657,0.2930026560268554,0.33117755755213474,0.3383461459483682,0.20769510081357428,0.21518099008229027,0.30006001800600207,0.20897850190928627,0.3654521978535897,0.10757249579467186,0.12255110553085002,0.20225236112205358,0.11679143249475675,0.12812442652769462,0.3195322211235268,0.23773246378396357,0.10677035543974552,0.152828012432548,0.15498260496951669,0.1988529196671015,0.1910517054302656,0.2627469271226941,0.22407133233117496,0.1998109193621267,0.2475368857441686,0.1510509824098722,0.1510509824098722,0.10323001737691674,0.14201432049934526,0.09803921568627451,0.15498260496951669,0.11669000700233416,0.12849851324064712,0.16269784336399212,1.0,0.19274776986097067,0.19211684257122966,0.16336600980326782,0.10779361112725909,0.02271554252121273,0.19446111706564934,0.14291548761875736,0.048751494941808714,0.0700140042014005,0.23902551768969968
process,0.1748149640244195,0.3164700552358971,0.26368850417342937,0.21335229882506598,0.42631816306554077,0.3342292584970876,0.13920485060019283,0.28958895497038045,0.34412360080584264,0.25678589372337224,0.18907604749897633,0.22030256079226748,0.1003911722115382,0.16568068911041395,0.14350946197048195,0.1749278571353299,0.659231724180059,0.25038669783359574,0.19242064284886287,0.15301409312053074,0.1995059687802532,0.22213082915965962,0.21341639745917707,0.19867985355975656,0.21179343552183938,0.3021797790995274,0.16222142113076254,0.13920485060019283,0.24747528995589838,0.15221477058564115,0.13572417850765922,0.17668545570588978,0.09068453126375146,0.1529438225803745,0.13157894736842105,0.22213082915965962,0.19274776986097067,1.0,0.17705013195704258,0.1338258447578277,0.11037769642208699,0.11164843913471803,0.12389865694583801,0.0936585811581694,0.13977653617040256,0.17206180040292132,0.28617573573616956
memory,0.19602307884106443,0.18588083481513237,0.1971190232732791,0.15949044456578,0.35925281340260184,0.25594534844449573,0.023124864503144014,0.11294649172467833,0.12249898938750632,0.05484543180953479,0.1884571389726182,0.24153958130008235,0.075046918991139,0.04503773491110449,0.07151985398521515,0.2092263123863766,0.2608969660436018,0.10398629135096288,0.07845986714489123,0.1663780661615406,0.1355815361366601,0.08856148855400953,0.0850871259623034,0.09901475429766744,0.12666009927622474,0.35766389046148134,0.12126781251816648,0.1618740515220081,0.1387491870188641,0.1264304343560434,0.08696565534786727,0.3362044744996519,0.29827937950065225,0.2286647801900118,0.3147557901458535,0.06642111641550714,0.19211684257122966,0.17705013195704258,1.0,0.1143323900950059,0.06600983619844496,0.11128297681493145,0.10585122480499262,0.10502100630210073,0.08956221510397983,0.08574929257125442,0.15763207218886574
loss,0.06350006350009525,0.1313772370885724,0.22349279988493534,0.11624763874381928,0.34913097883973443,0.3198010745334156,0.1797866299901979,0.18294043331615056,0.09523809523809523,0.15990053726670783,0.09157370929912602,0.14937635992171197,0.2187974872468418,0.15319083833634298,0.034752402342845795,0.30499714066520933,0.2253744679276044,0.18190171877724975,0.228747855498907,0.20211302086361083,0.18446619684315546,0.12909944487358058,0.16537964611894462,0.09622504486493763,0.16412198797244362,0.2195285199793807,0.08838834764831845,0.06741998624632421,0.22473328748774737,0.24573659359149524,0.0563436169819011,0.16336600980326782,0.13176156917368248,0.0,0.038235955645093626,0.10758287072798381,0.16336600980326782,0.1338258447578277,0.1143323900950059,1.0,0.032075014954979206,0.1892583246525563,0.1543033499620919,0.13608276348795434,0.14506471329641488,0.05555555555555555,0.10942202738310212
environment,0.04888237167378443,0.07585068319847657,0.12903362817551056,0.13423121104280486,0.10403657528544939,0.20515248496555455,0.051899929610768204,0.10562070842074632,0.13746434980705374,0.14360673947588817,0.0793051585718144,0.024640709031819093,0.056143461404434596,0.025269934785963448,0.08025723539051281,0.11739345417674985,0.19518001458970663,0.0700140042014005,0.17609018126512477,0.140028008402801,0.12171612389003691,0.07453559924999299,0.07161148740394328,0.19444444444444445,0.07106690545187014,0.06337242505244779,0.06804138174397717,0.1816497536376887,0.0,0.0,0.03253000243161777,0.053896805563629545,0.03042903097250923,0.28867513459481287,0.0,0.12422599874998831,0.10779361112725909,0.11037769642208699,0.06600983619844496,0.032075014954979206,1.0,0.031219527052723135,0.14847846772912465,0.0,0.0670025210172808,0.032075014954979206,0.12634967392981725
distribution,0.18541926977182407,0.11188906104989205,0.2330699117774614,0.18857857160117855,0.32885723350542134,0.27668578554642986,0.13124359177794215,0.2136733709387288,0.06952346619889824,0.13834289277321493,0.08913130356431728,0.24924389543835837,0.07098727864204515,0.10650358071057625,0.10147651372376075,0.24738534799764672,0.2879144609812179,0.19672236884115843,0.12369267399882336,0.3147557901458535,0.07694837640638656,0.12565617248750865,0.20121090914638343,0.0936585811581694,0.13977653617040256,0.24928559942851694,0.057353933467640436,0.06562179588897107,0.19686538766691322,0.2631006802792169,0.08226127456606226,0.2044398826909146,0.07694837640638656,0.1351845176089688,0.07443229275647868,0.06282808624375433,0.02271554252121273,0.11164843913471803,0.11128297681493145,0.1892583246525563,0.031219527052723135,1.0,0.3254070133091433,0.06622661785325219,0.19767387315371676,0.02703690352179376,0.08520286456846099
rate,0.1567723603339241,0.16724356928012835,0.22169370673705469,0.1973114009168982,0.32323247766309143,0.2741465395665704,0.12483755678647185,0.1524329372026731,0.1543033499620919,0.1315903389919538,0.08478078067985947,0.19756519492339988,0.09002982732126874,0.12156613477096616,0.12869789041755736,0.1411862416005035,0.20865621238292043,0.14969623771302396,0.11765520133375292,0.16840826742715195,0.19518001458970666,0.13944333775567927,0.24880667576405963,0.15590239111558088,0.17094086468945693,0.16936993022519234,0.1091089451179962,0.20806259464411975,0.2496751135729437,0.22750787759664504,0.13041013273932528,0.19446111706564934,0.14638501094227999,0.1543033499620919,0.17699808135119716,0.19920476822239894,0.19446111706564934,0.12389865694583801,0.10585122480499262,0.1543033499620919,0.14847846772912465,0.3254070133091433,1.0,0.1889822365046136,0.24174688920761409,0.0,0.10130511230913847
emitter,0.18146654657782443,0.08045179867091297,0.13686083022601064,0.1898315991504998,0.27586862953412267,0.27562295526318825,0.027524094128159017,0.13443321448446624,0.17496355305594127,0.04351941398892446,0.08411582311380665,0.026135418674465834,0.32752023379647754,0.1608168802256692,0.08512565307587486,0.0,0.13801311186847084,0.09901475429766744,0.3424150435005797,0.14852213144650114,0.22592402852876597,0.2898754521821014,0.17722938923964168,0.20623947784607638,0.050251890762960605,0.08962214298964417,0.07216878364870323,0.24771684715343115,0.08257228238447704,0.1504823163572115,0.20701966780270628,0.1143323900950059,0.22592402852876597,0.2041241452319315,0.1404878717372541,0.18446619684315546,0.14291548761875736,0.0936585811581694,0.10502100630210073,0.13608276348795434,0.0,0.06622661785325219,0.1889822365046136,1.0,0.07106690545187015,0.06804138174397717,0.1608168802256692
detection,0.08843153765707637,0.2058285733048319,0.3167986936336982,0.12141669877745294,0.3176031029582635,0.25979436665882194,0.16430838438455708,0.22929006104060504,0.02486823656509969,0.25979436665882194,0.09564561997176209,0.06686507980379898,0.17774285064165896,0.09143006417649889,0.036297700432031385,0.13273296830047474,0.22068370737618737,0.10555008273018728,0.10618637464037979,0.16888013236829963,0.13762047064079508,0.11236664374387369,0.08636670341750609,0.050251890762960605,0.1928473039599675,0.1337525356070196,0.03077287274483318,0.07041787902195303,0.1877810107252081,0.2309971510527054,0.029424494316824982,0.14625448482542613,0.11009637651263607,0.08703882797784893,0.11980845957463075,0.13483997249264842,0.048751494941808714,0.13977653617040256,0.08956221510397983,0.14506471329641488,0.0670025210172808,0.19767387315371676,0.24174688920761409,0.07106690545187015,1.0,0.0,0.16000261230887305
computation,0.06350006350009525,0.328443092721431,0.11174639994246767,0.15499685165842572,0.2928195306397772,0.17766726362967536,0.15731330124142315,0.20123447664776564,0.07142857142857142,0.10660035817780522,0.13736056394868904,0.25607375986579195,0.09724332766526303,0.21884405476620425,0.06950480468569159,0.05083285677753489,0.1690308509457033,0.20211302086361083,0.17791499872137212,0.20211302086361083,0.15811388300841897,0.06454972243679029,0.08268982305947231,0.14433756729740643,0.14360673947588817,0.1646463899845355,0.08838834764831845,0.06741998624632421,0.15731330124142315,0.07372097807744857,0.1126872339638022,0.21004201260420147,0.10540925533894598,0.027777777777777776,0.0,0.06454972243679029,0.0700140042014005,0.17206180040292132,0.08574929257125442,0.05555555555555555,0.032075014954979206,0.02703690352179376,0.0,0.06804138174397717,0.0,1.0,0.1750752438129634
technology,0.20011120378952102,0.284636159957597,0.25153750562333715,0.25948906712088204,0.38153325824275325,0.39192475766909796,0.159348202154215,0.21619130152100108,0.15006449469682578,0.20995969160844538,0.19839958234472377,0.1849327257632488,0.2681421639778321,0.25862068965517243,0.2464135551870271,0.10012021643290916,0.3218251521733946,0.23884865823693074,0.22026447615240016,0.28661838988431687,0.20761369963434992,0.1356127007241621,0.13029246839689126,0.2653343152526162,0.2586032735340944,0.17295304121680086,0.20890725544918337,0.17705355794912775,0.2124642695389533,0.2516810051152691,0.1997535427283139,0.14709262627058442,0.14532958974404495,0.10942202738310212,0.0301237616564389,0.32208016421988495,0.23902551768969968,0.28617573573616956,0.15763207218886574,0.10942202738310212,0.12634967392981725,0.08520286456846099,0.10130511230913847,0.1608168802256692,0.16000261230887305,0.1750752438129634,1.0
