,gate,resonator,photon,state,cavity,couple,phase,spin,circuit,measurement,microwave,flux,field,noise,atom,interaction,control,frequency,error,entanglement,mode,device,scheme,transmon,superconducting qubit,level,energy,fidelity,transition,information,regime,dynamic,coherence,parameter,protocol,majorana,qed,charge,quantum system,loss,pulse,temperature,decoherence,number,josephson,experiment,wave,computation,transmission,rate,excitation,surface,electron,josephson junction,line,quantum state,lattice,architecture,junction,quantum computing,readout,array,simulation,oscillator,quasiparticle,drive,correlation,property,resonance,parity,relaxation,order,electrodynamic,superconductor,chain,transfer,phonon,scale,process,theory,ensemble,range,code,environment,strength,quantum computer,chip,algorithm,generation,interference,quantum circuit,realization,way,type,ground,technology,hamiltonian,step,tunneling,element,bath,defect,body,dissipation,platform,fluctuation,center,function,signal,quantum dot,density,fabrication,evolution,term,channel,structure,waveguide,quantum gate,proposal,semiconductor,trap,pair
line,0.1513513786491703,0.30673897226947106,0.19313482598422677,0.20124769022870262,0.13631013668492178,0.21690494109118819,0.12706258934091455,0.10408329997330665,0.24637968658689927,0.11715016560489282,0.2156710420272551,0.2069802467478306,0.18101746139848254,0.09132938483219745,0.1032031374230672,0.21749621382335507,0.12795845887958676,0.1858974358974359,0.018784518919133613,0.13371554668512547,0.1927248223318863,0.15191090506255,0.14851310686004612,0.14782809899727065,0.2026916773918359,0.11819616998083013,0.12705073474358192,0.13937366833451512,0.13989045396878455,0.0810071491963888,0.14003941830368793,0.08439494725697222,0.09020030307352749,0.1910717495119005,0.08408409924953905,0.014782809899727065,0.14354231294080363,0.09376144618769908,0.09980612085349731,0.09929155086915475,0.08048436365855337,0.08653846153846154,0.07989984272569893,0.06702132874284907,0.16548591811525792,0.11098534863604861,0.17829649164382363,0.1165103456070926,0.7252377242938949,0.0930725988812425,0.10279278535093246,0.027735009811261455,0.07772022854475732,0.08869685939836239,1.0,0.09524241471993242,0.07792865001991968,0.10192178104090141,0.051502620262460476,0.04784743764693455,0.10963225241337866,0.08089377861617925,0.061394061351492044,0.05783149319662402,0.03140371465106639,0.10279278535093246,0.0772539303936907,0.11835801911849983,0.17118419700436516,0.02891574659831201,0.043314808182421,0.07131495823206692,0.17391507288487007,0.03829821908911239,0.09078412990032037,0.06799103665255266,0.04836194101643707,0.11008810574099741,0.05661385170722979,0.0813451834782084,0.09078412990032037,0.12099437854561525,0.033149677206589796,0.07674257668936506,0.12943174772669813,0.06839411288813298,0.10548162696116146,0.04385290096535146,0.0735904983679565,0.08882311833686551,0.13078709094514923,0.1188643277625491,0.11594338192324671,0.11947545944002905,0.11564221172107451,0.07729558794883114,0.0899842541331695,0.06933752452815363,0.03062819459158444,0.11102889792108189,0.062017367294604234,0.0,0.07004147683506572,0.10300524052492095,0.05139639267546623,0.06799103665255266,0.12238386597459477,0.11564221172107451,0.13810553926175198,0.06611073566849314,0.08449079617742182,0.09805806756909201,0.07722676178712036,0.08717370924267563,0.07933288280219176,0.17580271160193578,0.08449079617742182,0.05547001962252291,0.10624323704622426,0.04594229188737666,0.0,0.075955452531275
quantum state,0.16102167945775264,0.16316872998053134,0.1657969064351754,0.3073159661195224,0.17552348880849944,0.19873525440749498,0.12585817742571678,0.12688825371490306,0.1770517335648182,0.23207942486663927,0.1558897690934437,0.12301098263744675,0.09832669338694355,0.07538640326797194,0.093706146008198,0.15388185129184462,0.18011210464185645,0.10159190903459459,0.06512261906006366,0.1589376865675523,0.1321601576785834,0.09404434923290984,0.1805384060775805,0.10982013987326676,0.26911775131771565,0.11707580185206724,0.13283790381881458,0.1932735855312692,0.11411189849742759,0.2206580518725984,0.0876075792595368,0.1170329679342878,0.09746760501949309,0.13318338659686052,0.18323156627951162,0.0439280559493067,0.07583023551426665,0.08126360553720012,0.17300512236128004,0.054639098603932866,0.09965182684649138,0.08571817324793918,0.13190413525359881,0.11617557200717392,0.04371127888314629,0.1491952350199894,0.11773762624173345,0.07693730481128204,0.10775449168807306,0.11062844909013102,0.12218210899577908,0.09615239476408231,0.08798117404291673,0.029285370632871136,0.09524241471993242,1.0,0.012864995526520207,0.06424452109375584,0.05101443274928473,0.08530901495354998,0.07601514248353715,0.04578685464956301,0.1389991176841822,0.02864165750631024,0.0466590635868752,0.09163658174683431,0.05101443274928473,0.09919979117236188,0.02119519516996487,0.0716041437657756,0.10726058003503602,0.07946884328377615,0.0957036397647666,0.05058025946854504,0.0899235973995271,0.2828555406811918,0.11177488850888141,0.09913144821476802,0.14019303852301107,0.060430591262344055,0.10491086363278163,0.07375229939342068,0.06567091033031185,0.10859306069076735,0.06903339629150639,0.12420065684871484,0.06965451903188581,0.04343722427630694,0.156199162191594,0.07698352728755214,0.08968664416184223,0.11773762624173345,0.0957036397647666,0.06903339629150639,0.1353726072327148,0.0957036397647666,0.08913130356431728,0.12591385028629828,0.03033787339871056,0.08798117404291673,0.0767868896042439,0.03965257928590721,0.08325307391633692,0.08927525731124829,0.12218210899577908,0.026938622922018266,0.13469311461009134,0.0728929423560772,0.08705228793740946,0.0654840794813759,0.11955702496470261,0.08325307391633692,0.13113383664943887,0.03700602836185863,0.17025860665157733,0.06965451903188581,0.09564561997176209,0.054944225579475606,0.093543261704021,0.03033787339871056,0.0,0.08777472595071585
lattice,0.1362932551272764,0.13043776883600242,0.10435177140809475,0.18122532502128627,0.11967977161098996,0.14649361342968298,0.1625982425934919,0.17303618253948003,0.15008655879859717,0.0703298401882022,0.15747055206951607,0.07455501714774328,0.1892994097121204,0.061682189115064914,0.09293533804764305,0.17627153780805765,0.09096925576737037,0.09524612780212403,0.08880703350559786,0.03612360973813756,0.11013775835078696,0.09404801560780579,0.118539938291491,0.11980845957463075,0.15728273943506424,0.07095779764960214,0.076273540239337,0.06589129105123892,0.13338274350117102,0.06382919754157207,0.05973476910894989,0.09119807574090258,0.06645777603549011,0.05735393346764044,0.09086217008485092,0.09984038297885896,0.15511334686589626,0.03166237934306518,0.0786417577585842,0.04470645987956726,0.027178830499701174,0.10390486669322622,0.07195051506260357,0.16974365432282268,0.04470645987956726,0.08566567549376475,0.05351918923323965,0.15737789507292677,0.08571714180990858,0.08800333341388332,0.11107897485270617,0.11239029738980329,0.05998950275544634,0.06656025531923931,0.07792865001991968,0.012864995526520207,1.0,0.11264088922239575,0.052175885704047374,0.06463056119412344,0.029617443887954616,0.18731716231633883,0.1303167531070003,0.0,0.04241898419838518,0.02776974371317654,0.052175885704047374,0.1106817677872384,0.057807331301608,0.058587492514838024,0.014627012952620635,0.06020601623022927,0.07830603067752896,0.10346365507509707,0.12262786789699316,0.018367958959266125,0.06532553344640132,0.02703690352179376,0.038235955645093626,0.15108236796222702,0.04087595596566439,0.11314714296070713,0.15672078199387576,0.014808721943977308,0.08069153096048315,0.06158950357943867,0.07915594835766294,0.019744962591969745,0.028400954856153668,0.07498687844430793,0.040768245749551756,0.17393736500802887,0.13051005112921493,0.08069153096048315,0.085202864568461,0.07830603067752896,0.0911605688194146,0.046829290579084706,0.041371440189206056,0.02999475137772317,0.04188539082916955,0.08111071056538127,0.22706268978257896,0.017391961901349125,0.16661846227905927,0.018367958959266125,0.05510387687779838,0.056801909712307336,0.01695889903687727,0.08929995329613663,0.11412706387705432,0.018921890815214913,0.059608613172756356,0.03364315551262445,0.0,0.04749356901459777,0.08151933134075308,0.0936585811581694,0.12756396619598395,0.06205716028380909,0.055236817666610746,0.11969747440993465
architecture,0.23767469863579363,0.25179128156605224,0.17370208344491278,0.2181680175601643,0.17732484140379765,0.24559242662890662,0.09021937088963174,0.13115784746777814,0.28396983928847114,0.16306149060033462,0.20782581628417765,0.13961580948239974,0.1350447409819031,0.12467686288038224,0.07458677371482704,0.2395252523826518,0.1557522394953495,0.16060401860990528,0.17196154588579918,0.11167132157090805,0.15,0.21957751641341997,0.20165614230461906,0.18518593674691167,0.23272001922932353,0.10756908600491767,0.11562753188057542,0.22831650647385773,0.06343614796955512,0.18864606860754687,0.1349453600601948,0.07319250547113999,0.16593662957576616,0.17048272674686907,0.12964074471043288,0.04273521617236423,0.1475422227126635,0.045175395145262566,0.1282341127275003,0.08504865111251246,0.038778336716474064,0.06485931520784635,0.07699341496827992,0.11302089465110965,0.09567973250157652,0.09166984970282113,0.09545044354015157,0.16840826742715195,0.09609277669950918,0.12556180058348068,0.07924288517503274,0.12026755886059097,0.08559209850218258,0.07597371763975863,0.10192178104090141,0.06424452109375584,0.11264088922239575,1.0,0.08685104172245639,0.2120919451494538,0.11620871002517102,0.16703827619526523,0.06761234037828133,0.05572782125753528,0.04539206495016018,0.07924288517503274,0.03722187502390988,0.06141296055506469,0.10309826235529032,0.0696597765719191,0.08347838711296822,0.1374416265488099,0.18620973068096466,0.03690508734788422,0.029160592175990215,0.0,0.062136976600120006,0.1543033499620919,0.10910894511799618,0.05878963512522154,0.04374088826398532,0.08968700041677191,0.09583148474999098,0.042257712736425826,0.12472355292366714,0.17574991006549873,0.22587697572631282,0.02817180849095055,0.10130511230913847,0.06419407387663693,0.13572417850765922,0.07636035483212125,0.1396572980107235,0.06715883618966692,0.07091357861639692,0.15827827107881998,0.07587212233336049,0.0890870806374748,0.029514066805047763,0.10699012312772822,0.0,0.01928791874526149,0.0944911182523068,0.07444375004781977,0.19810721293758182,0.052414241836095915,0.07862136275414387,0.050652556154569234,0.048393391849582724,0.1274117978594064,0.05815526314990443,0.0944911182523068,0.0744175697234484,0.060001920092164915,0.03822353935782192,0.09035079029052513,0.11631052629980886,0.09354143466934853,0.0682523632789935,0.0885422004151433,0.059108280467932546,0.17078251276599332
junction,0.14261949388516423,0.05324464198417662,0.017241379310344827,0.17404198739683743,0.027379283909669677,0.10165767260804451,0.17014546349814208,0.07504787743864563,0.13584907634339857,0.09586625449723787,0.07805357250205695,0.19401245591152677,0.13292613291206595,0.09172220120342726,0.011516335992621968,0.08321207075307036,0.0901816283385108,0.0686701603499473,0.012576875281166858,0.0,0.07940666671767442,0.16951587590520262,0.0271185228834396,0.10887354258892318,0.1501461081694736,0.10551514928933202,0.23629109636763562,0.027994625547792713,0.044075964272126,0.0723160610225056,0.0690871710971614,0.04520423357472069,0.09882355980732795,0.05685735326841775,0.04503773491110449,0.19795189561622395,0.06407097870320745,0.06277648205743445,0.022274532549476606,0.1034118952469604,0.06735877880179904,0.11588089559053606,0.0951034068730948,0.08974612513694057,0.29546255784845826,0.042461983686565466,0.03979185818079683,0.039003822561925784,0.06069642006076914,0.11216749557828991,0.06882327126544589,0.07427813527082075,0.11894020669001051,0.48828134252001915,0.051502620262460476,0.05101443274928473,0.052175885704047374,0.08685104172245639,1.0,0.07688517444384894,0.029361010975735173,0.061898446059017294,0.04697761756117628,0.0,0.21025856676559002,0.02752930850617836,0.017241379310344827,0.12191496227354269,0.05730682550612528,0.038720154633118314,0.11600295811314831,0.13130643285972254,0.012938007270799863,0.1880410564866234,0.04052204492365539,0.05462677805469223,0.0,0.10721125348377948,0.07580980435789034,0.10892674246631688,0.020261022461827694,0.08724138544978104,0.0,0.044041516463602756,0.039996444918448296,0.03052812554363318,0.06277648205743445,0.0,0.04223258177212376,0.11894020669001051,0.09430229032251865,0.0530558109077291,0.05175202908319945,0.10665718644919546,0.028155054514749173,0.06469003635399932,0.0301237616564389,0.10832228060328027,0.1640529566390124,0.07433762918125657,0.041522739926869986,0.10721125348377948,0.037516123674206446,0.06896551724137931,0.05505861701235672,0.07283570407292297,0.03641785203646149,0.11262021805899669,0.016812065978477165,0.05311606738473833,0.1454643413629281,0.24385480388234188,0.059092511569691655,0.016675933649126753,0.017705355794912777,0.07847060257179306,0.0323254091917618,0.037139067635410375,0.01580743693546698,0.12303971747925929,0.054758567819339354,0.08475793795260131
quantum computing,0.2677847708018314,0.1243712213620982,0.1409561531470564,0.20445972264491147,0.12209353913347194,0.14031523310921407,0.11980049861514992,0.09561828874675149,0.2403957286097148,0.18784101218033586,0.14502809466316796,0.08926331637973109,0.09879380619854095,0.12876571029149494,0.12838814775327387,0.1236903084632185,0.20107527656666593,0.06379658352924605,0.23368568540483603,0.08871818844986665,0.06639400022069858,0.14488638132020376,0.2015511950467671,0.12505410084650617,0.1845561553742015,0.08495643329614735,0.10537023654977312,0.18725633517970777,0.04913742892672728,0.21498794138321825,0.11736502616950975,0.02519763153394848,0.187700386870766,0.10564428184106457,0.12552411131335844,0.07356123579206246,0.08571428571428572,0.06998542122237651,0.1324396221358115,0.13175680375046625,0.08010018789148142,0.11483385035264292,0.13253076175101555,0.10005212405879099,0.0988176028128497,0.11045558261060187,0.05914847651505893,0.12561705772469717,0.11728859175816614,0.1389425035941821,0.04092084994511045,0.13801311186847084,0.09944903161976938,0.09808164772274995,0.04784743764693455,0.08530901495354998,0.06463056119412344,0.2120919451494538,0.07688517444384894,1.0,0.09819805060619657,0.13801311186847084,0.07855844048495726,0.07194430788361927,0.03125381539589969,0.04092084994511045,0.03844258722192447,0.11779306114757185,0.06388765649999399,0.10072203103706698,0.08621610748180847,0.10646182613983998,0.09615829144388592,0.10164109417862088,0.06023386019368342,0.08119979429411502,0.06417479348158527,0.15936381457791915,0.17842145377602014,0.05059806172657636,0.03011693009684171,0.11115400287534567,0.18145294174531096,0.1091089451179962,0.07927011172975298,0.14747990286924437,0.1632993161855452,0.16002645283972775,0.08370197607657927,0.06629935441317959,0.11013775835078696,0.10843887361094137,0.1346216080214403,0.04954381983109561,0.06277648205743444,0.1346216080214403,0.10074907413892013,0.14951420452417674,0.015240998561973753,0.0883991392175728,0.0,0.11952286093343938,0.0,0.03844258722192447,0.18414382475299704,0.05413319619607667,0.05413319619607667,0.07323922906700686,0.0499804801866463,0.07895420339517227,0.060062497513037265,0.06970714806775237,0.07685813552110532,0.07436365992237533,0.07895420339517227,0.09331389496316869,0.03603749850782236,0.06900655593423542,0.1057361065275362,0.12192798849579002,0.0,0.12598815766974242
readout,0.16617574758359693,0.15543832804525196,0.12478429664687447,0.22945767075673063,0.10879222762803661,0.17311677839032427,0.09912407071619304,0.09128709291752768,0.1927855340421639,0.2374608708782099,0.17944259985608085,0.17306211327007695,0.09986693274212015,0.15619728026264024,0.06864064729836442,0.09210828270558455,0.19196722401060975,0.1242498860684958,0.1285058810634358,0.020327890704543543,0.1267731382092775,0.21650635094610965,0.14624040455418133,0.09270248108869579,0.2212698537136856,0.05989527482354798,0.0804778474974563,0.17480147469502524,0.08444099531709016,0.15393726795176982,0.09244023874976197,0.13471506281091267,0.16829045820152227,0.08875586835058663,0.14380593540888195,0.11798497593106737,0.04364357804719848,0.12026755886059097,0.08534736470372417,0.1132097862209912,0.06882472016116853,0.19733805434408158,0.060733224763418706,0.04776004499380438,0.21384070730631674,0.11750399798510543,0.07905694150420949,0.09963167462326072,0.020672455764868078,0.095507180995052,0.058600903867311926,0.0,0.15191090506255,0.10112997936948631,0.10963225241337866,0.07601514248353715,0.029617443887954616,0.11620871002517102,0.029361010975735173,0.09819805060619657,1.0,0.10540925533894598,0.08,0.049453535504684024,0.10741723110591493,0.09376144618769908,0.058722021951470346,0.07266479487202247,0.08539125638299666,0.11539158284426272,0.09877295966495896,0.16262312563634834,0.1652447434647119,0.1164445019479164,0.03450327796711771,0.062017367294604234,0.0,0.12551975276160057,0.12909944487358058,0.011593472394004208,0.0,0.11673099899395244,0.09449111825230681,0.1,0.11351915229662496,0.07798128673650545,0.17371980724307584,0.016666666666666666,0.011986582537134603,0.08861469461982084,0.08029550685469661,0.06776309271789385,0.09914684607882715,0.07946340660763747,0.03595974761140381,0.11016316230980794,0.051298917604257706,0.03952847075210474,0.05238227218271836,0.1139331787969125,0.017677669529663688,0.0,0.031943828249996996,0.07340252743933794,0.07032108464077431,0.04651302547095317,0.031008683647302117,0.059932912685673016,0.2290393337255473,0.0753778361444409,0.04128614119223852,0.07985957062499248,0.06289432567832845,0.05679618342470648,0.12060453783110543,0.04008918628686366,0.04128614119223852,0.015811388300841896,0.04037864265436241,0.08730378697119727,0.06993786061802354,0.07216878364870322
array,0.15495331599543494,0.10240399006488006,0.13153419787541176,0.2015580183856335,0.13925073636851396,0.14989519500944024,0.1285980859121099,0.14433756729740643,0.156764928215614,0.14079697633917962,0.14011045056973284,0.12437964877624864,0.13334072083553217,0.036588086663230115,0.09302605094190634,0.20911833364250307,0.16188097705954402,0.15408338784034142,0.124169001271076,0.04285495643554833,0.16035674514745463,0.09128709291752769,0.08924527031039317,0.11548372135928898,0.19177421085109622,0.09470274476207567,0.09331420973586939,0.0670025210172808,0.09889847151615444,0.08113206391853925,0.07086586712703119,0.06085806194501846,0.07884165279854435,0.05953620902598002,0.07073955730226379,0.05330017908890261,0.09200874124564723,0.0563436169819011,0.059976014390406715,0.06629644034797749,0.024182541670333724,0.12711879496828166,0.09602765994967198,0.1610992248880472,0.053037152278381995,0.08574929257125442,0.11904761904761904,0.11669000700233416,0.0871627267280818,0.10067340828210365,0.18531232916527532,0.1,0.08006407690254358,0.07106690545187014,0.08089377861617925,0.04578685464956301,0.18731716231633883,0.16703827619526523,0.061898446059017294,0.13801311186847084,0.10540925533894598,1.0,0.1264911064067352,0.0,0.03774256780481986,0.049416621110740085,0.07737305757377162,0.16413304107465318,0.07715167498104596,0.034752402342845795,0.026028960314767677,0.10713739108887084,0.09289773523888237,0.030685820596610777,0.14547859349066158,0.0,0.07749842582921286,0.10825317547305482,0.06804138174397717,0.04888237167378443,0.05455447255899809,0.05592967126783536,0.07968190728895957,0.05270462766947299,0.07179581586177382,0.1506990716965775,0.1267731382092775,0.05270462766947299,0.03790490217894517,0.05337605126836238,0.0967301666813349,0.10714285714285714,0.09289773523888237,0.10769372379266072,0.06317483696490862,0.11612216904860295,0.08111071056538127,0.05555555555555555,0.018405254345807757,0.06672006408545297,0.037267799624996496,0.07216878364870322,0.18519463316790533,0.04642383454426297,0.14824986333222023,0.0,0.049029033784546004,0.050539869571926896,0.060357164028345685,0.11123730207865243,0.04351941398892446,0.06734350297014739,0.053037152278381995,0.08980265101338744,0.015891043154093204,0.1267731382092775,0.08703882797784893,0.06666666666666667,0.07093804422989572,0.055215763037423274,0.0982946374365981,0.18257418583505539
simulation,0.224976396728562,0.21761365926335272,0.12918844829323475,0.27152491039546456,0.17406756420485855,0.10881626070248954,0.17079839877251723,0.11684747893443544,0.26439158954353903,0.14841304429888122,0.20203907539351323,0.13844969061606158,0.18109203803904453,0.1041315201750935,0.12551432648843777,0.18138246440484346,0.15971673037682732,0.20464687117164013,0.11137176358831102,0.08944271909999159,0.14874714883221893,0.1501110699893027,0.18472472154212377,0.17529196424044294,0.27535804017703097,0.17369629698828914,0.17383215059450563,0.25425669046549126,0.12759972625693627,0.147779777233699,0.14790438199961917,0.17705408255148522,0.0897549110408119,0.2065591117977289,0.1687322975464215,0.04045199174779453,0.1920317434076733,0.03207134902949093,0.16690151319839394,0.05031546054266276,0.2661222512898517,0.07016464154456234,0.18624855594115067,0.1757569655772001,0.05031546054266276,0.1301582746911937,0.08131571126147262,0.1505545305418162,0.06615185844757784,0.09338479919516196,0.103137590806469,0.03794733192202055,0.040509574683346664,0.05393598899705937,0.061394061351492044,0.1389991176841822,0.1303167531070003,0.06761234037828133,0.04697761756117628,0.07855844048495726,0.08,0.1264911064067352,1.0,0.03956282840374722,0.04296689244236597,0.14064216928154863,0.03523321317088221,0.09135002783911397,0.05855400437691199,0.052750437871662954,0.15803673546393432,0.1463608130727135,0.1762610596956927,0.06986670116874984,0.11041048949477666,0.11163126113028762,0.07352146220938077,0.09128709291752768,0.1635259635065354,0.15767122455845722,0.05520524474738833,0.16130101679164338,0.030237157840738174,0.08,0.05448919310237997,0.14556506857481016,0.17104719482395161,0.12,0.1534282564753229,0.14178351139171333,0.0642364054837573,0.14456126446484022,0.15863495372612343,0.10897838620475994,0.12466045838619987,0.21151327163483122,0.18467610337532772,0.16865480854231357,0.02793721183078313,0.08101914936669333,0.07071067811865475,0.018257418583505537,0.1405528442999868,0.09395523512235256,0.14064216928154863,0.07442084075352508,0.1364382080481293,0.13424972441590755,0.05725983343138682,0.06030226891555272,0.11009637651263607,0.07666518779999279,0.11069401319385808,0.10223313016447166,0.0844231764817738,0.08552359741197581,0.13211565181516327,0.13914021704740867,0.16151457061744964,0.013968605915391565,0.037300192329612555,0.09237604307034013
oscillator,0.10114434748483472,0.12811624791290982,0.10648042524107537,0.20173321009049025,0.13322301674529155,0.19568541135045528,0.05027728974904679,0.08427009716003844,0.1743346514750834,0.13700492877106868,0.1051741746137541,0.06224387900449018,0.11414052933934629,0.08010600624655544,0.09052060501957755,0.12146880610816266,0.11138990635924002,0.14457873299156004,0.0706118905747925,0.0670190709794987,0.16718346377260584,0.06662136141735209,0.07105226003070446,0.06668313367115805,0.14265877598128107,0.1382282113356264,0.14858345930609074,0.073347704903892,0.11135748693238871,0.13195419719987972,0.18840107319815266,0.11420804814403215,0.06164857888717427,0.09576635971035923,0.07585826061362604,0.022227711223719353,0.028777723153447708,0.017622684421256033,0.13756449847903773,0.033177032191748015,0.03025445104080258,0.11566298639324804,0.040046302495355755,0.10077453144774022,0.06635406438349603,0.08343982964941768,0.04468166015508745,0.07299464530922298,0.08178608201095307,0.125951140434429,0.09273670016027795,0.020851441405707476,0.033389028164708894,0.08891084489487741,0.05783149319662402,0.02864165750631024,0.0,0.05572782125753528,0.0,0.07194430788361927,0.049453535504684024,0.0,0.03956282840374722,1.0,0.02360960823249428,0.06182446677351863,0.019360077316559157,0.06844820977417419,0.12869789041755736,0.021739130434782608,0.08141120112822951,0.040211442587699216,0.07263943811461808,0.019195307704688438,0.0,0.0,0.19391446622548786,0.0300964632714423,0.08512565307587487,0.030578037261837925,0.022750787759664503,0.111956569275048,0.049844478627922684,0.08242255917447337,0.0898227748570044,0.0685591170191061,0.07049073768502413,0.0,0.047422310806400934,0.033389028164708894,0.06050890208160516,0.04468166015508745,0.0871673257375417,0.029940924952334802,0.17388180629013675,0.04358366286877085,0.06765100914917384,0.052128603514268686,0.0690796948587756,0.08347257041177222,0.06993786061802354,0.0601929265428846,0.0,0.019360077316559157,0.12364893354703727,0.14312564351916787,0.020446520502738267,0.06322974774186792,0.07551203214910351,0.0,0.036297700432031385,0.02106313659355673,0.0,0.0,0.059643207936565815,0.07049073768502413,0.0,0.020851441405707476,0.01774992567234187,0.0,0.0,0.0761386987626881
quasiparticle,0.10069309000319977,0.05565584935451282,0.06307757002967701,0.17801122190728266,0.022259352109805924,0.09740617853300675,0.08736519558794142,0.09152086306448588,0.08677842701140108,0.11690886737629229,0.04759315362712803,0.07886604310161768,0.09535492794843718,0.07457013045372174,0.014044168141158105,0.04059083770319887,0.08798117404291673,0.05233952441844397,0.046012486415534334,0.0,0.08473185457363235,0.1860521018838127,0.011023676724925607,0.14484136487558028,0.13380613488875973,0.08578379437164456,0.18442042759553795,0.045519249466594594,0.06718828080584709,0.05511838362462804,0.04814387631160793,0.11025309741262974,0.10712471135735252,0.034668762264076815,0.04119262772858173,0.2414022747926338,0.015626907697949846,0.15311180047019055,0.027163785477513323,0.0900791242218625,0.0821440096816907,0.15701857325533192,0.11597857493723775,0.1094453715355388,0.108094949066235,0.09061915769440536,0.016175386202065652,0.06342019922059922,0.04441155916843275,0.19758299278793973,0.167859915566148,0.09058216273156766,0.1269166017514316,0.14484136487558028,0.03140371465106639,0.0466590635868752,0.04241898419838518,0.04539206495016018,0.21025856676559002,0.03125381539589969,0.10741723110591493,0.03774256780481986,0.04296689244236597,0.02360960823249428,1.0,0.0,0.042051713353118005,0.05947010334500526,0.03494282789073061,0.16526725762745997,0.22988155309916572,0.05822841956548623,0.031555791640509485,0.20846909961254162,0.024708310555370042,0.0,0.05264981264926564,0.06537204504606134,0.0,0.06641806418489572,0.0,0.060794767011673766,0.08119979429411502,0.0716114874039433,0.048775652068776466,0.0930725988812425,0.05741692517632146,0.0,0.08583770043743413,0.09065471553673686,0.0821440096816907,0.09705231721239392,0.047333687460764225,0.14632695620632938,0.051502620262460476,0.0,0.018367958959266125,0.03774256780481986,0.25007816164017765,0.09065471553673686,0.0,0.06537204504606134,0.022875450543583874,0.08410342670623601,0.050357974669844395,0.11102889792108189,0.02220577958421638,0.1373403206998946,0.0,0.021591675854376522,0.17739371879672478,0.06862635163075162,0.036031649688745,0.0,0.021591675854376522,0.019138975058773818,0.01971041319963609,0.0,0.0,0.10003126465607107,0.23372319715296225,0.08268982305947231
drive,0.1618014296917394,0.2246843874705291,0.1995874866697931,0.2554821112070172,0.14572166566265807,0.16231679501232218,0.1644325947033279,0.11126972805283736,0.19625209088077852,0.14611192749911256,0.27418188795859877,0.12538700834024125,0.20600069688507897,0.0569538778978186,0.101134728482141,0.17936735107169854,0.10079509744568747,0.23984983248550903,0.0803259816808813,0.10482848367219183,0.16641005886756874,0.05413319619607667,0.20928402254744854,0.17383837384127884,0.25356932922365955,0.18953553107021204,0.11318579051151904,0.15644655469368599,0.17594021863242446,0.08660028519204767,0.19698478343440598,0.1804439873202556,0.07012958551362336,0.15887222732556064,0.10786761979449293,0.01580348853102535,0.11253233734905374,0.012529400275814702,0.08002292342930162,0.11794125865200426,0.15057245690141322,0.08223422828074597,0.10439797473344646,0.06269271244052146,0.07076475519120257,0.118648328442215,0.07412493166611012,0.04151826621679647,0.08722257069443705,0.09949879346007116,0.0989010989010989,0.014824986333222023,0.0,0.05267829510341783,0.10279278535093246,0.09163658174683431,0.02776974371317654,0.07924288517503274,0.02752930850617836,0.04092084994511045,0.09376144618769908,0.049416621110740085,0.14064216928154863,0.06182446677351863,0.0,1.0,0.01376465425308918,0.019466160726095222,0.183003604348671,0.015456116693379658,0.06945821656819366,0.11435834582420927,0.1239486889773338,0.01364750612905373,0.04852615860619696,0.05814838046295803,0.01723369655646452,0.03209703693831847,0.09078412990032037,0.08696165903992002,0.06470154480826261,0.06964915542204982,0.01771924779845835,0.07032108464077431,0.09579347900399895,0.04874425479994925,0.06264700137907352,0.04688072309384954,0.21353706957069232,0.07121693075173473,0.08604140394366469,0.14824986333222023,0.1239486889773338,0.07450603922533253,0.044955172541198386,0.03098717224433345,0.10822186580487342,0.03706246583305506,0.04911437594449355,0.05934744229311228,0.13259870882635919,0.0,0.02995099533491195,0.12388188827780261,0.054945054945054944,0.07268547557869755,0.05814838046295803,0.08991034508239677,0.13421911977483972,0.01413506985480439,0.051613977409250916,0.014975497667455975,0.07076475519120257,0.053252922958423037,0.08481041912882635,0.03758820082744411,0.09032446046618911,0.04447495899966607,0.10095893147651552,0.0,0.0,0.05413319619607667
