,gate,cavity,resonator,spin,photon,phase,state,flux,measurement,noise,entanglement,couple,circuit,field,scheme,level,microwave,frequency,charge,superconducting qubit,device,junction,control,mode,decoherence,atom,fidelity,interaction,energy,information,error,transition,qed,quasiparticle,line,josephson junction,transmission,temperature,rate,dynamic,number,regime,transmon,josephson,coherence,readout,parameter,squid,order,loss,ensemble,electron,interference,pulse,experiment,quantum system,correlation,protocol,resonance,quantum state,electrodynamic,superconductor,decay,parity,relaxation,excitation,majorana,computation,architecture,generation,type,process,environment,fluctuation,theory,proposal,oscillator,transfer
information,0.27076711303331596,0.20976613525979712,0.2367935842157616,0.2273666998743335,0.262663049718703,0.1328341609955014,0.34418242032610913,0.23073301178905492,0.2288021576612147,0.13319466108225864,0.18481522940238,0.2512224139129232,0.2631796011376866,0.1950355972450423,0.26348259320698386,0.13739297177359405,0.2634024734876262,0.1906041319728296,0.16419627956367996,0.2655425022718972,0.24736372245907684,0.1257941804066302,0.2722720379099511,0.16748053036018262,0.2230769230769231,0.22695649416447078,0.20536002420422675,0.17027648939368195,0.12977477351739758,1.0,0.16707971975779234,0.15947323018612514,0.11697953037312037,0.08600261451922267,0.18071682129971953,0.12223963651627971,0.18397324220155997,0.08880906293392335,0.15311180047019055,0.15138797440552354,0.15297323202638818,0.10686209958036956,0.10558537785999174,0.16365836157734134,0.15132095757150688,0.13128772690722937,0.16607148260864926,0.09922778767136677,0.13318241836325834,0.15866576560438353,0.23574758339572238,0.17580271160193578,0.14024204850126856,0.12455047375590554,0.15629912583603608,0.22430303232870105,0.12659242088545833,0.14595127662315596,0.13252050256250708,0.17405705383053477,0.1343709624716425,0.09959431881428263,0.16707971975779234,0.10741723110591493,0.09548198320525772,0.10795837927188262,0.10635890745287925,0.14884168150705016,0.16574838603294897,0.10190493307301363,0.20121090914638343,0.6757464183039471,0.10700007523445436,0.06933752452815364,0.12047318414773371,0.20254787341673333,0.10093121512748267,0.263573811002068
error,0.31913272063846476,0.0685879076460918,0.11429428310794766,0.03950789907714804,0.13011715818729877,0.15737488751676437,0.19417577411360654,0.0668213987108836,0.21771870312804154,0.18081477900572046,0.048657623946882764,0.11259737804400952,0.19882979549658408,0.03765550294190571,0.22088531544818718,0.08952675896042725,0.11531095714257217,0.11828545840316267,0.050054777385548505,0.20274268009080076,0.0818716950167146,0.015179418517972906,0.17920750463466953,0.08934795112453975,0.15594107177393954,0.028577261260796558,0.2735769891401387,0.14089399073526937,0.07737759544994183,0.16707971975779234,1.0,0.038486850434308904,0.06514969050713036,0.0,0.07136791021047098,0.05446337123315844,0.06054493496206035,0.057154522521593115,0.20785274830263498,0.05157963676845041,0.09120956670998251,0.05157963676845041,0.1681792049401086,0.09758052471140821,0.09586343124133592,0.1382602259640567,0.1259633739264772,0.05388159060803247,0.1239758806193046,0.09572994763343544,0.0,0.06788442333021306,0.027076518053694116,0.11476952126219177,0.11981907665645182,0.07381732441968658,0.036661778755338326,0.28178798147053874,0.0,0.12601941636211517,0.04490132550669372,0.04120428217151646,0.04838709677419355,0.10369516947304253,0.10369516947304253,0.01563263498701806,0.0,0.12572371141874245,0.1600051202457731,0.09837387536759294,0.07283956834350813,0.1223121490473517,0.09683668899794137,0.060241449667687415,0.05233442719890388,0.05499266813300749,0.041757384532966166,0.0
transition,0.16680686998623742,0.2338048823957061,0.18181818181818182,0.08379835144077331,0.22291128503014113,0.24339619175561772,0.3243374865704012,0.19741205842530118,0.14305541795999813,0.07670354916731706,0.09675506592551376,0.22734304473748,0.23063280200722128,0.2396079626792956,0.13576127006248723,0.28483651317688014,0.22576676494847764,0.2900912585441816,0.10948661653153992,0.23911038999246778,0.14652074116239164,0.1207363221040738,0.1995570315713218,0.14213381090374028,0.15061360628689596,0.19320676901410588,0.12299229029889693,0.21479386229420158,0.21101398453599896,0.15947323018612514,0.038486850434308904,1.0,0.18655103574257442,0.07924288517503274,0.13245323570650439,0.15161960871578067,0.12520854588603067,0.13638124871583943,0.19839002137983247,0.15384817684665816,0.11400341073157326,0.22564399270843197,0.17025130615174972,0.07761505257063328,0.17428408038011964,0.09622504486493763,0.13662358137071534,0.08571428571428572,0.18626292586293283,0.04568586779048795,0.04791574237499549,0.12148858061010874,0.1722921969015792,0.13041013273932528,0.15883913928452167,0.12917063288278074,0.029160592175990215,0.09805806756909201,0.09712858623572641,0.10023520220651762,0.16666666666666666,0.11470786693528089,0.11546055130292672,0.08247860988423225,0.12371791482634838,0.21138001080334737,0.09799919151000505,0.04285714285714286,0.12726725805353542,0.06520506636966264,0.10428519929834736,0.12160807582267837,0.12323745508964391,0.15971914124998496,0.15263063551328437,0.07290148043997553,0.09964083320898795,0.05357142857142857
qed,0.2578133349556515,0.34037057793795067,0.35614288641764213,0.11702789900465725,0.27491863339048034,0.21189378778310747,0.26144349280800105,0.1002524319110202,0.13000224919331832,0.10711971119856563,0.1768876260651075,0.27988457141652784,0.5688833091987165,0.22054666819373892,0.25144320275268195,0.1125051572024969,0.2651325146430069,0.10352077285344723,0.18196677163300606,0.2710955974679544,0.13228110667250145,0.03678836036909795,0.14477388694744775,0.1856064674669238,0.14397480661307122,0.18469053288688436,0.17296501815952614,0.17073311796734167,0.07143996263690931,0.11697953037312037,0.06514969050713036,0.18655103574257442,1.0,0.040242181829276684,0.30749336561693535,0.07699749762199026,0.33259887187027254,0.034629474916290814,0.14552644042288462,0.12500678223597256,0.1368421052631579,0.19792740520695654,0.14821593499596356,0.022523150916413784,0.12169750004723949,0.06980898471528259,0.13876402888519726,0.0870571500132014,0.1224112744964246,0.07733602811121824,0.08111071056538127,0.04113063728303113,0.06562179588897107,0.13245323570650439,0.13981728140845512,0.04770702433286961,0.13327849749579576,0.11382207864489444,0.0704644825207817,0.11453125733564,0.3869206667253396,0.0,0.20847900962281715,0.04188539082916955,0.08377078165833911,0.07577352304240824,0.0,0.0435285750066007,0.18096557134354563,0.1986798535597566,0.17653168243419393,0.09881062333064236,0.06258409275407509,0.03244428422615251,0.09865027552909438,0.1777046633277277,0.016866980208001862,0.12695834376925205
quasiparticle,0.02816063585180762,0.04539206495016018,0.05042729056592992,0.0813451834782084,0.046368350080138974,0.0810071491963888,0.1599200599500437,0.10318693980271743,0.10232343558582006,0.0186145197762485,0.0,0.08025005642584077,0.06396603026469003,0.10175966581017656,0.031008683647302117,0.030722002451646614,0.06848672513487422,0.1217725131095966,0.07729558794883114,0.15114173098063566,0.0632139541241014,0.2344036154692477,0.05534716228536822,0.03942082639927218,0.17200522903844534,0.02206478908203439,0.018367958959266125,0.05439282932204212,0.20483662259967567,0.08600261451922267,0.0,0.07924288517503274,0.040242181829276684,1.0,0.018367958959266125,0.147180996735913,0.056096819400507425,0.08825915632813756,0.1925822216299108,0.11947545944002905,0.10060545457319171,0.07965030629335271,0.1416576493949657,0.06457962733644264,0.10573873360945339,0.05337605126836238,0.053049589176730555,0.0,0.14890247043403096,0.11826247919781652,0.062017367294604234,0.07862136275414387,0.04181210050035454,0.025318484177091666,0.10279278535093246,0.02279803762937766,0.0,0.0,0.026938622922018266,0.0,0.046225016352102424,0.19088542889273333,0.14944064441601537,0.24019223070763068,0.2401922307076307,0.19312181983410703,0.09513029883089881,0.05547001962252291,0.024708310555370042,0.05063696835418333,0.04499212706658475,0.07082882469748285,0.02990743022772896,0.15504341823651058,0.2424476062981644,0.08492077756084468,0.0,0.0
line,0.2555231813748633,0.151744244666721,0.43950391848067366,0.12625525179541408,0.23620256782189653,0.18053623367736532,0.2673038639112461,0.22527392165093954,0.16754156331667822,0.16001422411879948,0.15250470647868228,0.3193731109635374,0.29937099668195755,0.1943882059922358,0.29617443887954614,0.13938221860404465,0.28128015932053496,0.22534878670874947,0.26762517228276567,0.2474752899558984,0.18113336514069048,0.10074907413892013,0.14978118905777085,0.17884778999621992,0.23000322710873397,0.16859861836632714,0.15789473684210525,0.17317477782204369,0.12227899701112963,0.18071682129971953,0.07136791021047098,0.13245323570650439,0.30749336561693535,0.018367958959266125,1.0,0.18074256993863339,0.8304895656540707,0.09483672283105903,0.14306584587982538,0.08558629308972282,0.08648250907976307,0.19970135054268656,0.1916778592559925,0.11308401337761902,0.12119357448701654,0.14019850403200995,0.16045328744707765,0.10596258856520352,0.12190439333572473,0.0564782494724905,0.1777046633277277,0.07509392614826384,0.11980845957463075,0.14509525002200233,0.10799895750269796,0.09798830016960199,0.0675922588044844,0.06494054168326639,0.1929749328978031,0.11616917255955381,0.19867985355975656,0.0151934281365691,0.14273582042094196,0.038235955645093626,0.11470786693528087,0.1037571695799112,0.02271554252121273,0.13245323570650439,0.16519820926111736,0.20555160419783663,0.1396638888429005,0.11275168191528971,0.04284839917800318,0.07404360971988654,0.07718997315912124,0.08111071056538127,0.046192127684579004,0.11589658124319133
josephson junction,0.1231571106149022,0.06617222226472869,0.13783600792343698,0.07782102369592483,0.16053917861935882,0.2730869016410443,0.19670369122265602,0.23369624723103316,0.15982110049512804,0.16281666956604363,0.08215180532661738,0.15354668280729053,0.16784858494732324,0.11920540257484746,0.09323373174786144,0.16794866929495617,0.14975917496100666,0.18306655565675478,0.1690214192100184,0.21836605480392424,0.19006523813018625,0.4100542637005277,0.1311126225210815,0.04310054558901573,0.12223963651627971,0.08443545889639932,0.04016501554191853,0.08920515501750789,0.2706147136286629,0.12223963651627971,0.05446337123315844,0.15161960871578067,0.07699749762199026,0.147180996735913,0.18074256993863339,1.0,0.13288849514578288,0.24124416827542666,0.15207018804111255,0.08708522806713909,0.12099606769169899,0.06531392105035431,0.1419739003214338,0.28243113362914,0.17341330172659108,0.10212722555756198,0.18367135034581816,0.1364576478442026,0.22094516986470863,0.08081352297940449,0.05085476277156078,0.2005738892714385,0.13714509626474833,0.05536365323582665,0.11238793135299596,0.08724138544978104,0.015474611514754323,0.02973505167250263,0.0441797947205334,0.039893758112510815,0.06317483696490862,0.15652765711214212,0.06807921404144805,0.06565321642986127,0.11671682920864226,0.05278717216432639,0.0,0.09097176522946841,0.1350734830788513,0.06920456654478331,0.09838379358865636,0.09034702747727606,0.08174781439921426,0.1356127007241621,0.1914457771223114,0.030949223029508647,0.07050168600188522,0.018952451089472584
transmission,0.22590026081226985,0.1912592130593624,0.44742354508924254,0.08898251830022487,0.30057351541765137,0.19035330764662867,0.272120537219923,0.15766660097226326,0.1776672636296754,0.10859839682800015,0.1643852753918003,0.29261523994305977,0.3109852067855614,0.1978909779672615,0.3015113445777636,0.1194895258718697,0.27968940644905127,0.21460884206644346,0.26305288934904486,0.24143738529747988,0.1997637329358312,0.06837634587578277,0.14351074478822187,0.1820705319490885,0.2090605025017727,0.17163667570333044,0.16073991593304593,0.20273958938337894,0.09958591954639383,0.18397324220155997,0.06054493496206035,0.12520854588603067,0.33259887187027254,0.056096819400507425,0.8304895656540707,0.13288849514578288,1.0,0.07509104562020706,0.12483755678647185,0.06776662085122183,0.11738783713068443,0.24202364589722078,0.18365345150671517,0.08372489242911724,0.11309596665849143,0.11677484162422845,0.1633445702576861,0.05393598899705937,0.1241010455988046,0.08624393618641034,0.1507556722888818,0.0637058989297032,0.0711476174659024,0.135400640077266,0.10994504121565506,0.07758644224125771,0.08257228238447704,0.07933288280219176,0.19645223844412768,0.13008872711759817,0.23596995186213474,0.015467205622243648,0.10898088293170863,0.03892494720807615,0.1297498240269205,0.11736313170325505,0.023124864503144014,0.13483997249264842,0.1801874925391118,0.22156468376279892,0.1531175237409325,0.11478340719169698,0.01454016817255763,0.0753778361444409,0.07858089537765107,0.08257228238447704,0.06269931364220768,0.11798497593106737
temperature,0.06462128301055554,0.09548265766308701,0.14464677894104183,0.1633326527820312,0.15960482687763103,0.1781447642284693,0.20068926108959056,0.17759024889586808,0.17610411189931968,0.14950406479236633,0.07543471352838653,0.10742250117735713,0.1394460202610949,0.07505735739705792,0.071156806696482,0.19387210822217127,0.16501704983621274,0.2095770157846963,0.12194402542199008,0.2043823668977688,0.16319190008039436,0.147921097192304,0.10583936671670079,0.06784535315527583,0.08880906293392335,0.0759493670886076,0.05268706823947723,0.06240864794142966,0.19585266453731864,0.08880906293392335,0.057154522521593115,0.13638124871583943,0.034629474916290814,0.08825915632813756,0.09483672283105903,0.24124416827542666,0.07509104562020706,1.0,0.1473085848420709,0.12565890542078187,0.126974741359733,0.1485059791336513,0.06772233337472838,0.16054277312904877,0.15771775299083507,0.10717354950741256,0.14202406352354027,0.0636445827340584,0.17084608340387927,0.13569070631055166,0.071156806696482,0.1954500532803857,0.08395434125416042,0.0,0.16511776211280596,0.05231552474475615,0.09743547036924463,0.015602161985357414,0.12363416685043632,0.04186499375426671,0.0397778642087865,0.2190160298222954,0.11430904504318623,0.02296576060873127,0.07655253536243754,0.11079099776623366,0.054574779454381814,0.0477334370505438,0.05669910074167497,0.043574467033059505,0.10324514658393347,0.04063340002483703,0.10294457783383788,0.19568121841532551,0.06181708342521816,0.048717735184622316,0.05548899346252454,0.0
rate,0.10966992025589654,0.1431049438115632,0.18235850450065405,0.14708291721546163,0.18917776913478015,0.16525013012599307,0.2335496832484569,0.2214305240873053,0.20331251519761107,0.21747941810042004,0.05225370779338439,0.21579388057259707,0.21352448376514868,0.1213153965154924,0.09488401440957371,0.13673715432133285,0.13716898705776376,0.21171241278149042,0.10750823813438266,0.2222312407982379,0.13188374033499936,0.10432810619146021,0.12316927391978355,0.12062447740929098,0.2009592381171251,0.135032869438565,0.08175191193132877,0.13113263207824052,0.15194743527951726,0.15311180047019055,0.20785274830263498,0.19839002137983247,0.14552644042288462,0.1925822216299108,0.14306584587982538,0.15207018804111255,0.12483755678647185,0.1473085848420709,1.0,0.14401835370953153,0.08955473256792901,0.14401835370953153,0.13135173437318345,0.04790505047653036,0.17648280200062938,0.10393492741038726,0.11805626722019105,0.10801234497346435,0.2011869540407391,0.16448792373994225,0.06900655593423542,0.11664236870396086,0.09304842103984709,0.042257712736425826,0.16012815380508713,0.07610194341477615,0.0472455591261534,0.09078412990032037,0.04496179869976355,0.06766649524509584,0.12858612496840993,0.08849904067559858,0.29099384762368896,0.0668153104781061,0.14847846772912465,0.13430382733756338,0.05292561240249631,0.06172133998483677,0.13746434980705374,0.07042952122737638,0.07509392614826384,0.13135173437318345,0.1830285395509235,0.17251638983558856,0.19483446103230873,0.1259881576697424,0.05381220025006314,0.057863756235784464
dynamic,0.10205664883104809,0.24284053770948522,0.14359163172354764,0.189515686801202,0.1280327805882831,0.1537784878497412,0.2846075767685219,0.1602679915348237,0.18163064367459994,0.17347030759677812,0.2723070687577733,0.23543651465622148,0.2053250302889829,0.2935236139211082,0.11237822733688872,0.14315048895529897,0.20565307150260634,0.17337352116532084,0.13005853951713897,0.27387553753366956,0.08181892562997761,0.08494995494619656,0.12417045240267895,0.1224553549845254,0.2404397240558315,0.09138829485147773,0.11411505745296376,0.1501900578763073,0.1237243562870471,0.15138797440552354,0.05157963676845041,0.15384817684665816,0.12500678223597256,0.11947545944002905,0.08558629308972282,0.08708522806713909,0.06776662085122183,0.12565890542078187,0.14401835370953153,1.0,0.14584124594196798,0.1958762886597938,0.0855633199868825,0.055724360224630815,0.09853883347305102,0.05526844481931188,0.19225642921317182,0.05743665268941904,0.154181655912797,0.07653459686532837,0.09632419486019034,0.12211320467908286,0.09741263838993429,0.06554031313663454,0.1277246386719986,0.1652442318861253,0.1905183740721785,0.05632127170361524,0.11157481747671412,0.07556291526511143,0.1675235703441389,0.03294217956952912,0.16763381949746384,0.020725666807241958,0.08290266722896782,0.13747852065908944,0.0,0.043077489517064284,0.07675295564533363,0.10486450101861526,0.09317455424271591,0.09778665141358,0.12387107086045569,0.17659435724368228,0.18130907839966046,0.043965778632041194,0.15022969318111054,0.05384686189633036
number,0.19888457268007403,0.2770458192518203,0.19126192048354854,0.17022239855222873,0.3072620020246545,0.2189569140425444,0.3189610612257613,0.18508141275880655,0.1835325870964494,0.10711971119856563,0.15723344539120665,0.13994228570826392,0.24763155812179424,0.18252138057412876,0.17033249218730065,0.1848299011183878,0.17197784733600446,0.18315213658686816,0.18196677163300606,0.22026517294271297,0.16535138334062682,0.06131393394849658,0.1737286643369373,0.2165408787114111,0.14397480661307122,0.11543158305430272,0.11531001210635075,0.19918863762856528,0.1696699112626596,0.15297323202638818,0.09120956670998251,0.11400341073157326,0.1368421052631579,0.10060545457319171,0.08648250907976307,0.12099606769169899,0.11738783713068443,0.126974741359733,0.08955473256792901,0.14584124594196798,1.0,0.10417231852997713,0.11116195124697266,0.10135417912386202,0.11063409095203591,0.09773257860139561,0.19426964043927616,0.0870571500132014,0.15579616754090403,0.09280323373346189,0.06488856845230502,0.12339191184909339,0.08749572785196143,0.14569855927715483,0.13981728140845512,0.14312107299860882,0.14808721943977307,0.04268327949183541,0.09865027552909438,0.10180556207612444,0.14509525002200233,0.06657426652986062,0.06514969050713036,0.10471347707292387,0.05584718777222607,0.07577352304240824,0.024883630089671975,0.10156667501540162,0.07755667343294813,0.10596258856520352,0.1529941247763014,0.13586460707963324,0.031292046377037544,0.09733285267845752,0.0704644825207817,0.23693955110363693,0.05060094062400559,0.01813690625275029
regime,0.11663617009262639,0.2193398405117931,0.2806563710960249,0.10528649266733446,0.21605531724272775,0.1537784878497412,0.21216201177289812,0.22132246450047086,0.1664947567017166,0.1156468717311854,0.08752727210071284,0.30468254837863956,0.26493552295352635,0.20320865579153646,0.1364592760519363,0.17496170872314318,0.21274455672683415,0.2442990525511339,0.13005853951713897,0.25151835079622714,0.13909217357096193,0.0728142470967399,0.057309439570467205,0.1428645808152796,0.13357762447546195,0.11423536856434716,0.08558629308972282,0.1595769364935765,0.16791162638956394,0.10686209958036956,0.05157963676845041,0.22564399270843197,0.19792740520695654,0.07965030629335271,0.19970135054268656,0.06531392105035431,0.24202364589722078,0.1485059791336513,0.14401835370953153,0.1958762886597938,0.10417231852997713,1.0,0.13445664569367252,0.1225935924941878,0.1423338705721848,0.08290266722896782,0.2014114972709419,0.08615497903412857,0.14316868049045436,0.07653459686532837,0.11237822733688872,0.027136267706462856,0.1298835178532457,0.03932418788198072,0.14901207845066505,0.1652442318861253,0.10258681680809612,0.07040158962951905,0.18130907839966046,0.037781457632555714,0.17948953965443454,0.03294217956952912,0.11605418272901342,0.06217700042172587,0.12435400084345173,0.18747070998966744,0.04925152335778521,0.02871832634470952,0.10233727419377817,0.05243225050930763,0.11646819280339489,0.0855633199868825,0.061935535430227846,0.11237822733688872,0.15341537403048192,0.02931051908802746,0.15022969318111054,0.05384686189633036
transmon,0.19879361243169413,0.1393195531438382,0.28633174216430635,0.06241715718942818,0.18026695280364588,0.17404178214677374,0.22701095408174407,0.09953630312961557,0.15254153891648023,0.10283867552865913,0.057654367227160795,0.18883568182068286,0.23559321469900382,0.10708311760258817,0.1617947348707122,0.1602989116822443,0.21861093014063362,0.14015631474018767,0.09489576457775488,0.16567557760157167,0.0970096849602985,0.14388861576723855,0.18119917480951195,0.09679386781875036,0.14781952900398843,0.1625336000993481,0.25932886840516634,0.15581546476864147,0.09430419201928972,0.10558537785999174,0.1681792049401086,0.17025130615174972,0.14821593499596356,0.1416576493949657,0.1916778592559925,0.1419739003214338,0.18365345150671517,0.06772233337472838,0.13135173437318345,0.0855633199868825,0.11116195124697266,0.13445664569367252,1.0,0.09249844854030925,0.2206861866759035,0.14744195615489714,0.16282240225645905,0.017025130615174973,0.18280750757349776,0.10889310129609417,0.0761386987626881,0.08043618151097336,0.05133270023393453,0.10879222762803661,0.10095893147651552,0.055978284637524,0.052128603514268686,0.2504177112353167,0.08268134335652641,0.0597281093431553,0.15606369730577058,0.0,0.07644509315459481,0.12286829679574762,0.14744195615489714,0.11854779319316988,0.058395716247378375,0.13620104492139978,0.13650472655798704,0.07770873402002615,0.13809204416652687,0.07246376811594203,0.018358670483850786,0.09517337345336012,0.11575388069913699,0.06950480468569159,0.01979131233319198,0.021281413268968714
josephson,0.15761229196847348,0.03387398604503847,0.13406236353109385,0.056910117708570206,0.1384101688496146,0.26447691506045895,0.22376418729590009,0.14025657906446498,0.23725900194234437,0.15627543752560608,0.07359456537718163,0.18714650997283547,0.2219671554485564,0.08136268271116942,0.17355253362515582,0.17194800734424,0.18399044296686795,0.16186781738005304,0.1081539390638794,0.2175236513182048,0.26535168398683423,0.4066994898484989,0.14456054196497822,0.07722206243750777,0.09626962445725962,0.06174722043424953,0.10280364852510819,0.10147709425799717,0.23884381358396356,0.16365836157734134,0.09758052471140821,0.07761505257063328,0.022523150916413784,0.06457962733644264,0.11308401337761902,0.28243113362914,0.08372489242911724,0.16054277312904877,0.04790505047653036,0.055724360224630815,0.10135417912386202,0.1225935924941878,0.09249844854030925,1.0,0.11836184553311528,0.17924428597928835,0.10886821022488967,0.12418408411301327,0.13096166144429242,0.0827379240401869,0.03471050672503116,0.10267506354855008,0.2223172791704318,0.07085252515814196,0.10355778842507526,0.11483852438037763,0.04752931878933585,0.045664692416098725,0.030154561307188778,0.06807290427601057,0.03880752628531664,0.2136733709387288,0.06970037479386301,0.11202767873705521,0.1194961906528589,0.06755523209187052,0.10648697361300041,0.0776150525706333,0.06914498447041853,0.014170505031628393,0.13849906542061674,0.1057125126174963,0.0167388927220441,0.17355253362515582,0.15077280653594388,0.07921553131555974,0.14436106547701633,0.03880752628531664
coherence,0.17806466436190507,0.1830285395509235,0.19408908951422413,0.13418085230494445,0.14447302218192612,0.17074082782880814,0.2692876830395079,0.17831456646716762,0.16074760739013738,0.1535255083353141,0.1239420774990532,0.25739469326951925,0.21102703546742352,0.1758481327915845,0.09377422167719011,0.18581452221810393,0.14309598379604954,0.20086671266452918,0.09562570972469812,0.2908639411756825,0.130341187382807,0.15466177866794012,0.21302513410111518,0.10837601479372586,0.15132095757150688,0.14558561814538623,0.16159143264935538,0.1395680077294018,0.2064840403390264,0.15132095757150688,0.09586343124133592,0.17428408038011964,0.12169750004723949,0.10573873360945339,0.12119357448701654,0.17341330172659108,0.11309596665849143,0.15771775299083507,0.17648280200062938,0.09853883347305102,0.11063409095203591,0.1423338705721848,0.2206861866759035,0.11836184553311528,1.0,0.08804509063256238,0.10695249094147244,0.030499714066520935,0.22222602215933354,0.13005121775247103,0.1363988678940947,0.1729171253112705,0.080465085727548,0.09744805811819829,0.10173551494575428,0.10028244211278003,0.031128640318234518,0.0747685755693224,0.07405985269687691,0.12037508463876115,0.1143739277494535,0.10495671428119793,0.041084327674858256,0.11005636329070298,0.16141599949303104,0.07963978098028483,0.026153289048297074,0.10674899923282327,0.1494421767555241,0.1113692092779409,0.04947706959952934,0.16876002510510268,0.09866606249114616,0.15344872638085655,0.11849576431500307,0.0778216007955863,0.07091039485189417,0.05718696387472675
readout,0.07816138423473988,0.12598815766974242,0.13996370162172744,0.028222250444486778,0.11797306621609427,0.11241988546386854,0.2149980144655904,0.17388631671412777,0.2840042890767528,0.1291640430486881,0.02606872956685917,0.12064997671776931,0.21304945651652296,0.060522753266880246,0.19364916731037085,0.0959294219086619,0.19959308197927036,0.21124141684149264,0.06704316555909413,0.15731330124142318,0.16448792373994225,0.08132500607904443,0.08961112680829966,0.08206099398622183,0.04774099160262886,0.04593152121746253,0.20392509677383266,0.08806599154457967,0.10660035817780521,0.13128772690722937,0.1382602259640567,0.09622504486493763,0.06980898471528259,0.05337605126836238,0.14019850403200995,0.10212722555756198,0.11677484162422845,0.10717354950741256,0.10393492741038726,0.05526844481931188,0.09773257860139561,0.08290266722896782,0.14744195615489714,0.17924428597928835,0.08804509063256238,1.0,0.049080678255487356,0.13471506281091267,0.11808198473867938,0.041030496993110906,0.0,0.0909241209316635,0.08703882797784893,0.12297746456210364,0.09985744825254635,0.04745789978762495,0.019641855032959652,0.1320989873168695,0.05607721540920443,0.06751595780557777,0.12830005981991682,0.022075539284417398,0.06913011298202835,0.1111111111111111,0.09259259259259259,0.083753151271601,0.06600983619844496,0.057735026918962574,0.08572408331227328,0.03513641844631533,0.09365858115816941,0.08191219786383175,0.08300970751529205,0.04303314829119352,0.0747696205456059,0.05892556509887896,0.08948747402853657,0.024056261216234408
parameter,0.22010276399970183,0.17391330648535047,0.23764222941451701,0.14024817836330358,0.12791073997281807,0.26070868977162365,0.2803153721168365,0.19654355584587582,0.11425102712728084,0.15404884978892905,0.1640921465673417,0.28286944998117536,0.22939192197222885,0.20050860016538968,0.23523470376128294,0.22599749241282882,0.1637358813030778,0.15396289941132424,0.24876361727546645,0.27299403886798074,0.16711480244326019,0.15087818809316483,0.14419730509230955,0.15405605355099378,0.2056123118011848,0.11159033562563878,0.16889819731271333,0.13337501954142808,0.1491125096268702,0.16607148260864926,0.1259633739264772,0.13662358137071534,0.13876402888519726,0.053049589176730555,0.16045328744707765,0.18367135034581816,0.1633445702576861,0.14202406352354027,0.11805626722019105,0.19225642921317182,0.19426964043927616,0.2014114972709419,0.16282240225645905,0.10886821022488967,0.10695249094147244,0.049080678255487356,1.0,0.16576994539646797,0.2151595673145452,0.0679659059783796,0.05702659485122011,0.07229440390678198,0.14417745902039858,0.1164050492949297,0.12287685874807992,0.09433526936138206,0.11713032141645455,0.11253517273807995,0.061926924756663455,0.11183835382312352,0.0850102284084451,0.11701610362096508,0.1259633739264772,0.055215763037423274,0.06135084781935919,0.12208664567220492,0.06560610252610431,0.1147638083514009,0.1135996960984995,0.10476454436543674,0.15514290070952272,0.08683861453677816,0.055001332079642154,0.028513297425610054,0.12385384951332691,0.15617376188860607,0.07411678741165868,0.07969708913291729
squid,0.19291577137538762,0.1636634176769943,0.14545454545454545,0.029329423004270657,0.0780189497605494,0.13630186738314595,0.1801874925391118,0.25511712165731226,0.1264911064067352,0.13423121104280486,0.04063712768871578,0.17360741598134838,0.10147843288317736,0.13627702877384937,0.20124611797498107,0.18830858371138184,0.09877295966495896,0.14269353798659745,0.08360796171499411,0.0544949260913066,0.39886201760873286,0.16903085094570333,0.06651901052377393,0.1421338109037403,0.07442084075352508,0.0159111456835146,0.07947194142390264,0.10459527207369815,0.14770978917519928,0.09922778767136677,0.05388159060803247,0.08571428571428572,0.0870571500132014,0.0,0.10596258856520352,0.1364576478442026,0.05393598899705937,0.0636445827340584,0.10801234497346435,0.05743665268941904,0.0870571500132014,0.08615497903412857,0.017025130615174973,0.12418408411301327,0.030499714066520935,0.13471506281091267,0.16576994539646797,1.0,0.1687322975464215,0.02132007163556104,0.022360679774997897,0.03779644730092272,0.5427204202399745,0.12780193008453875,0.13342487699899822,0.08219949365267865,0.0,0.019611613513818404,0.09712858623572641,0.052623481158421755,0.03333333333333333,0.0917662935482247,0.1975658322294524,0.0,0.019245008972987525,0.08703882797784893,0.0,0.02,0.05345224838248487,0.10954451150103321,0.06488856845230502,0.017025130615174973,0.04313310928137536,0.022360679774997897,0.019425717247145282,0.08164965809277261,0.04649905549752771,0.125
