DOI,Addresses
10.1038/s41567-023-01999-4,"[Jalabert, T.; Gustavo, F.; Thomassin, J. L.; Chapelier, C.] Univ Grenoble Alpes, CEA, Grenoble INP, IRIG Pheliqs, Grenoble, France; [Driessen, E. F. C.] Inst RadioAstron Millimetr IRAM, St Martin Dheres, France; [Levy-Bertrand, F.] Univ Grenoble Alpes, Inst Neel, CNRS, Grenoble INP, Grenoble, France"
10.1103/PhysRevB.86.024514,"[Kharitonov, Maxim] Rutgers State Univ, Ctr Mat Theory, Piscataway, NJ 08854 USA; [Proslier, Thomas; Glatz, Andreas; Pellin, Michael J.] Argonne Natl Lab, Div Mat Sci, Argonne, IL 60439 USA"
10.1038/s41567-023-02076-6,"[Koh, Jin Ming] CALTECH, Div Phys Math & Astron, Pasadena, CA USA; [Sun, Shi-Ning; Minnich, Austin J.] CALTECH, Div Engn & Appl Sci, Pasadena, CA 91125 USA; [Motta, Mario] IBM Res Almaden, IBM Quantum, San Jose, CA USA"
10.1088/0253-6102/56/2/22,"[Shi Zhen-Gang; Chen Xiong-Wen; Wen Wei; Xiang Shao-Hua; Song Ke-Hui] Huaihua Univ, Dept Phys & Informat Engn, Huaihua 418008, Peoples R China"
10.1103/PhysRevB.104.054504,"[Modak, P.; Verma, Ashok K.; Mishra, Ajay K.] Bhabha Atom Res Ctr, High Pressure & Synchrotron Radiat Phys Div, Mumbai 400085, Maharashtra, India; [Modak, P.; Mishra, Ajay K.] Homi Bhabha Natl Inst, Mumbai 400094, Maharashtra, India"
10.1088/1402-4896/ad3d8f,"[Li, Zi-Meng; Xiang, Lu; Wang, He; Wang, Yi-Ping] Northwest A&F Univ, Coll Sci, Yangling 712100, Peoples R China"
10.1103/PhysRevB.84.024524,"[Vasenko, A. S.] Inst Max Von Laue Paul Langevin, F-38042 Grenoble, France; [Vasenko, A. S.; Hekking, F. W. J.] Univ Grenoble 1, LPMMC, F-38042 Grenoble, France; [Vasenko, A. S.; Lacroix, C.; Hekking, F. W. J.] CNRS, F-38042 Grenoble, France; [Vasenko, A. S.; Bergeret, F. S.] DIPC, E-20018 San Sebastian, Spain; [Kawabata, S.] Natl Inst Adv Ind Sci & Technol, NRI, Tsukuba, Ibaraki 3058568, Japan; [Kawabata, S.] JST CREST, Tsukuba, Ibaraki 3058568, Japan; [Golubov, A. A.] Univ Twente, Fac Sci & Technol, NL-7500 AE Enschede, Netherlands; [Golubov, A. A.] Univ Twente, MESA Inst Nanotechnol, NL-7500 AE Enschede, Netherlands; [Kupriyanov, M. Yu.] Moscow MV Lomonosov State Univ, Inst Nucl Phys, Moscow 119992, Russia; [Lacroix, C.] Univ Grenoble 1, Inst Neel, F-38042 Grenoble, France; [Bergeret, F. S.] Ctr Mixto CSIC UPV EHU, Ctr Fis Mat CFM MPC, E-20018 San Sebastian, Spain"
10.1103/PhysRevLett.116.167002,"[Sarabi, B.; Ramanayaka, A. N.; Osborn, K. D.] Lab Phys Sci, College Pk, MD 20740 USA; [Sarabi, B.; Ramanayaka, A. N.; Wellstood, F. C.] Univ Maryland, Dept Phys, College Pk, MD 20742 USA; [Burin, A. L.] Tulane Univ, Dept Chem, New Orleans, LA 70118 USA; [Wellstood, F. C.; Osborn, K. D.] Univ Maryland, Joint Quantum Inst, College Pk, MD 20742 USA"
10.1038/s41534-021-00372-8,"[Poshakinskiy, Alexander V.; Poddubny, Alexander N.] Ioffe Inst, St Petersburg, Russia; [Zhong, Janet; Ke, Yongguan; Kivshar, Yuri S.; Poddubny, Alexander N.] Australian Natl Univ, Res Sch Phys, Nonlinear Phys Ctr, Canberra, ACT, Australia; [Ke, Yongguan; Lee, Chaohong] Sun Yat Sen Univ, Guangdong Prov Key Lab Quantum Metrol & Sensing, Zhuhai Campus, Zhuhai, Peoples R China; [Ke, Yongguan; Lee, Chaohong] Sun Yat Sen Univ, Sch Phys & Astron, Zhuhai Campus, Zhuhai, Peoples R China; [Olekhno, Nikita A.; Kivshar, Yuri S.; Poddubny, Alexander N.] ITMO Univ, St Petersburg, Russia; [Lee, Chaohong] Sun Yat Sen Univ, State Key Lab Optoelect Mat & Technol, Guangzhou Campus, Guangzhou, Peoples R China"
10.7566/JPSJ.91.064004,"[Imoto, Takashi; Matsuzaki, Yuichiro] Natl Inst Adv Ind Sci & Technol, Res Ctr Emerging Comp Technol, Tsukuba, Ibaraki 3058568, Japan; [Seki, Yuya] Keio Univ, Grad Sch Sci & Technol, Yokohama, Kanagawa 2238522, Japan"
10.1016/j.aop.2014.12.010,"[Zhang, Ying-Jie; Han, Wei; Xia, Yun-Jie] Qufu Normal Univ, Dept Phys, Shandong Prov Key Lab Laser Polarizat & Informat, Qufu 273165, Peoples R China; [Zhang, Ying-Jie; Fan, Heng] Chinese Acad Sci, Inst Phys, Beijing 100190, Peoples R China"
10.1103/PhysRevA.91.062309,"[Geller, Michael R.; Stancil, Phillip C.; Pritchett, Emily J.; You, Hao; Galiautdinov, Andrei] Univ Georgia, Dept Phys & Astron, Athens, GA 30602 USA; [Martinis, John M.] Univ Calif Santa Barbara, Dept Phys, Santa Barbara, CA 93106 USA; [Martinis, John M.] Univ Calif Santa Barbara, Google Inc, Santa Barbara, CA 93106 USA; [Sornborger, Andrew T.] Univ Calif Davis, Dept Math, Davis, CA 95616 USA; [Stancil, Phillip C.; You, Hao] Univ Georgia, Ctr Simulat Phys, Athens, GA 30602 USA; [You, Hao] Georgia Regents Univ, Dept Chem & Phys, Augusta, GA 30912 USA"
10.1103/PhysRevApplied.14.061001,"[Peairs, G. A.; Satzinger, K. J.] Univ Calif Santa Barbara, Dept Phys, Santa Barbara, CA 93106 USA; [Peairs, G. A.; Chou, M. -H.; Bienfait, A.; Chang, H. -S.; Conner, C. R.; Dumur, E.; Grebel, J.; Povey, R. G.; Sahin, E.; Satzinger, K. J.; Zhong, Y. P.; Cleland, A. N.] Univ Chicago, Pritzker Sch Mol Engn, Chicago, IL 60637 USA; [Chou, M. -H.; Povey, R. G.] Univ Chicago, Dept Phys, Chicago, IL 60637 USA; [Dumur, E.; Cleland, A. N.] Argonne Natl Lab, Argonne, IL 60439 USA; [Bienfait, A.] Univ Claude Bernard, Univ Lyon, ENS Lyon, CNRS,Lab Phys, F-69342 Lyon, France; [Dumur, E.] Univ Grenoble Alpes, CEA, INAC Pheliqs, F-38000 Grenoble, France; [Satzinger, K. J.] Google, Santa Barbara, CA 93117 USA"
10.1103/PhysRevA.96.052330,"[Zhang, Hao; Xiong, Jun; Deng, Fu-Guo] Beijing Normal Univ, Dept Phys, Appl Opt Beijing Area Major Lab, Beijing 100875, Peoples R China; [Zhang, Hao; Alsaedi, Ahmed; Hayat, Tasawar; Deng, Fu-Guo] King Abdulaziz Univ, Dept Math, NAAM Res Grp, Jeddah 21589, Saudi Arabia; [Liu, Qian] Qingdao Univ Technol, Sch Sci, Qingdao 266033, Peoples R China; [Xu, Xu-Sheng] Tsinghua Univ, State Key Lab Low Dimens Quantum Phys, Beijing 100084, Peoples R China; [Xu, Xu-Sheng] Tsinghua Univ, Dept Phys, Beijing 100084, Peoples R China; [Hayat, Tasawar] Quaid I Azam Univ, Dept Math, Islamabad 44000, Pakistan"
10.1038/s41467-023-36760-1,"[Lopez-Bezanilla, Alejandro; Nisoli, Cristiano] Los Alamos Natl Lab, Theoret Div, Los Alamos, NM 87545 USA; [Raymond, Jack; Boothby, Kelly; King, Andrew D.] D Wave Quantum Inc, Burnaby, BC V5G 4M9, Canada; [Carrasquilla, Juan] Univ Toronto, Vector Inst, Toronto, ON M5G 1M1, Canada; [Carrasquilla, Juan] Univ Waterloo, Dept Phys & Astron, Waterloo, ON N2L 3G1, Canada"
10.1103/PhysRevA.82.054303,"Hangzhou Normal Univ, Dept Phys, Hangzhou 310036, Zhejiang, Peoples R China"
10.1088/0031-8949/82/06/065010,"[Zhang, Feng-Yang; Pei, Pei; Song, He-Shan] Dalian Univ Technol, Sch Phys & Optoelect Engn, Dalian 116024, Liaoning, Peoples R China; [Wang, Zhen] Liaoning Normal Univ, Coll Phys & Elect Technol, Dalian 116029, Peoples R China"
10.1088/1367-2630/aaf2ac,"[Zhou, Yu; Mu, Zhao; Adamo, Giorgio; Gao, Wei-bo] Nanyang Technol Univ, Sch Phys & Math Sci, Div Phys & Appl Phys, Singapore 637371, Singapore; [Adamo, Giorgio; Gao, Wei-bo] Nanyang Technol Univ, Photon Inst, Singapore 637371, Singapore; [Adamo, Giorgio; Gao, Wei-bo] Nanyang Technol Univ, Ctr Disrupt Photon Technol, Singapore 637371, Singapore; [Bauerdick, Sven; Rudzinski, Axel] Raith GmbH, D-44263 Dortmund, Germany; [Aharonovich, Igor] Univ Technol Sydney, Fac Sci, IBMD, Ultimo, NSW 2007, Australia"
10.1103/PhysRevB.105.085424,"[Cao, Zhan; Liu, Dong E.; He, Ke; Zhang, Hao] Beijing Acad Quantum Informat Sci, Beijing 100193, Peoples R China; [Liu, Dong E.; He, Ke; Zhang, Hao] Tsinghua Univ, Dept Phys, State Key Lab Low Dimens Quantum Phys, Beijing 100084, Peoples R China; [Liu, Dong E.; He, Ke; Zhang, Hao] Frontier Sci Ctr Quantum Informat, Beijing 100084, Peoples R China; [He, Wan-Xiu] Beijing Computat Sci Res Ctr, Beijing 100193, Peoples R China; [Liu, Xin] Huazhong Univ Sci & Technol, Sch Phys, Wuhan 430074, Hubei, Peoples R China"
10.1103/PhysRevA.98.042337,"[Laura Gramajo, Ana] Ctr Atom Bariloche, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina; Inst Balseiro, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina"
10.1007/s11128-024-04593-6,"[de Souza, Muriel A.; Agostini, Flavia P.; Tarelho, Luiz Vicente G.] Inst Nacl Metrol Qualidade & Tecnol, Inmetro, Ave Nossa Senhora Gracas 50, BR-25250020 Duque De Caxias, RJ, Brazil"
10.1088/2040-8986/ace5be,"[Downing, Charles Andrew] Univ Exeter, Dept Phys & Astron, Exeter EX4 4QL, England"
10.1002/qute.201900074,"[Lu, Hsuan-Hao; Alshaykh, Mohammed Saleh; Moore, Alexandria Jeanine; Imany, Poolad; Weiner, Andrew Marc] Purdue Univ, Sch Elect & Comp Engn, W Lafayette, IN 47907 USA; [Lu, Hsuan-Hao; Hu, Zixuan; Alshaykh, Mohammed Saleh; Moore, Alexandria Jeanine; Wang, Yuchen; Imany, Poolad; Weiner, Andrew Marc; Kais, Sabre] Purdue Univ, Purdue Quantum Sci & Engn Inst, W Lafayette, IN 47907 USA; [Hu, Zixuan; Wang, Yuchen; Kais, Sabre] Purdue Univ, Dept Chem, Dept Phys, W Lafayette, IN 47907 USA; [Hu, Zixuan] HBKU, Coll Sci & Engn, Qatar Environm & Energy Res Inst, Doha, Qatar"
10.1103/PhysRevA.99.032339,"[Otten, M.; Gray, S. K.] Argonne Natl Lab, Ctr Nanoscale Mat, Argonne, IL 60439 USA; [Kolmakov, G., V] CUNY, New York City Coll Technol, Brooklyn, NY 11201 USA"
10.1063/1.4976809,"[Naaman, O.; Strong, J. A.; Ferguson, D. G.; Egan, J.; Bailey, N.; Hinkey, R. T.] Northrop Grumman Syst Corp, Baltimore, MD 21240 USA"
10.1209/0295-5075/90/40006,"[Coffey, M. W.; Deiotte, R.] Colorado Sch Mines, Dept Phys, Golden, CO 80401 USA"
10.1063/1.5124967,"[Henriques, Fabio; Valenti, Francesco; Charpentier, Thibault; Lagoin, Marc; Gouriou, Clement; Gruenhaupt, Lukas; Gusenkova, Daria; Ferrero, Julian; Skacel, Sebastian T.; Wernsdorfer, Wolfgang; Ustinov, Alexey, V; Pop, Ioan M.] Karlsruhe Inst Technol, PHI, D-76131 Karlsruhe, Germany; [Valenti, Francesco; Sander, Oliver] Karlsruhe Inst Technol, IPE, D-76344 Eggenstein Leopoldshafen, Germany; [Martinez, Maria] Univ Zaragoza, LFNAE, E-50009 Zaragoza, Spain; [Cardani, Laura; Vignati, Marco] Ist Nazl Fis Nucl, Sez Roma, Piazzale Aldo Moro 2, I-00185 Rome, Italy; [Wernsdorfer, Wolfgang; Pop, Ioan M.] Karlsruhe Inst Technol, INT, D-76344 Eggenstein Leopoldshafen, Germany; [Ustinov, Alexey, V] Natl Univ Sci & Technol MISIS, RQC, Moscow 119049, Russia; [Catelani, Gianluigi] Forschungszentrum Julich, JARA Inst Quantum Informat PGI 11, D-52425 Julich, Germany"
10.1016/j.physb.2010.04.075,"[Zhang, Feng-Yang; Pei, Pei; Li, Chong; Song, He-Shan] Dalian Univ Technol, Sch Phys & Optoelect Technol, Dalian 116024, Peoples R China"
10.1364/OE.22.024497,"[Valivarthi, R.; Lucio-Martinez, I.; Rubenok, A.; Chan, P.; Slater, J. A.; Oblak, D.; Tittel, W.] Univ Calgary, Inst Quantum Sci & Technol, Calgary, AB T2N 1N4, Canada; [Valivarthi, R.; Lucio-Martinez, I.; Rubenok, A.; Slater, J. A.; Oblak, D.; Tittel, W.] Univ Calgary, Dept Phys & Astron, Calgary, AB T2N 1N4, Canada; [Chan, P.] Univ Calgary, Dept Elect & Comp Engn, Calgary, AB T2N 1N4, Canada; [Verma, V. B.; Nam, S. W.] NIST, Boulder, CO 80305 USA; [Marsili, F.; Shaw, M. D.; Stern, J. A.] CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA"
10.1007/s10909-019-02265-9,"[Cardani, L.; Casali, N.; Colantoni, I.; Cruciani, A.; Vignati, M.] Ist Nazl Fis Nucl, Sez Roma, I-00185 Rome, IT, Italy; [Catelani, G.] Forschungszentrum Julich, JARA Inst Quantum Informat PGI 11, D-52425 Julich, Germany; [Charpentier, T.; Gruenhaupt, L.; Gusenkova, D.; Henriques, F.; Lagoin, M.; Pop, I. M.; Ustinov, A.; Valenti, F.; Wernsdorfer, W.] Karlsruhe Inst Technol, PHI, D-76131 Karlsruhe, Germany; [Clemenza, M.; Gironi, L.] Univ Milano Bicocca, Dipartimento Fis, I-20126 Milan, Italy; [Clemenza, M.; Gironi, L.] Ist Nazl Fis Nucl, Sez Milano Bicocca, I-20126 Milan, Italy; [Colantoni, I.] Sapienza Univ Roma, CNR, NANOTEC, I-00185 Rome, Italy; [Martinez, M.] Univ Zaragoza, Lab Fis Nucl & Astroparticulas, C Pedro Cerbuna 12, E-50009 Zaragoza, Spain; [Martinez, M.] Fdn ARAID, Ave Ranillas 444 1D, Zaragoza 50018, Spain; [Pirro, S.; Rusconi, C.] Ist Nazl Fis Nucl, Lab Nazl Gran Sasso, I-67100 Assergi, Italy; [Rusconi, C.] Univ South Carolina, Dept Phys & Astron, Columbia, SC 29208 USA"
10.1103/PhysRevLett.122.247401,"[Welinski, Sacha; Woodburn, Philip J. T.; Goldner, Philippe] Univ PSL, Chim ParisTech, CNRS, Inst Rech Chim Paris, 11 Rue Pierre & Marie Curie, F-75005 Paris, France; [Cone, Rufus L.; Thiele, Charles W.] Montana State Univ, Dept Phys, Bozeman, MT 59717 USA; [Lauk, Nikolai; Sim, Christoph] Univ Calgary, Inst Quantum Sci & Technol, Calgary, AB T2N 1N4, Canada; [Lauk, Nikolai; Sim, Christoph] Univ Calgary, Dept Phys & Astron, Calgary, AB T2N 1N4, Canada"
10.1103/PhysRevApplied.12.054015,"[Didier, Nicolas; Sete, Eyob A.; Combes, Joshua; da Silva, Marcus P.] Rigetti Comp, 2919 Seventh St, Berkeley, CA 94710 USA; [da Silva, Marcus P.] Microsoft Res, Quantum Syst Grp, Redmond, WA 98052 USA"
10.1088/0253-6102/55/5/24,"[Ye Xiao-Fang; Chen Mei-Feng] Fuzhou Univ, Coll Phys & Informat Engn, Fuzhou 350108, Peoples R China"
10.1063/1.4918775,"[Sarabi, B.; Ramanayaka, A. N.; Osborn, K. D.] Lab Phys Sci, College Pk, MD 20740 USA; [Sarabi, B.; Ramanayaka, A. N.; Wellstood, F. C.] Univ Maryland, Dept Phys, College Pk, MD 20742 USA; [Burin, A. L.] Tulane Univ, Dept Chem, New Orleans, LA 70118 USA; [Wellstood, F. C.; Osborn, K. D.] Univ Maryland, Joint Quantum Inst, College Pk, MD 20742 USA"
10.1007/s10762-024-00966-1,"[Priyadarshi, Shekhar; Tian, Hao; Scarioni, Alexander Fernandez; Wolter, Silke; Kieler, Oliver; Kohlmann, Johannes; Bieler, Mark] Phys Tech Bundesanstalt, Bundesallee 100, D-38116 Braunschweig, Germany; [Nissilae, Jaani] VTT Tech Res Ctr Finland Ltd, Espoo 02150, Finland"
10.1038/s41467-022-34851-z,"[Goss, Noah; Marinelli, Brian; Mitchell, Bradley K.; Naik, Ravi K.; Chen, Larry; Kreikebaum, John Mark; Siddiqi, Irfan] Univ Calif Berkeley, Dept Phys, Berkeley, CA 94720 USA; [Goss, Noah; Morvan, Alexis; Marinelli, Brian; Nguyen, Long B.; Naik, Ravi K.; Junger, Christian; Santiago, David I.; Siddiqi, Irfan] Lawrence Berkeley Natl Lab, Comp Res Div, Berkeley, CA 94720 USA; [Kreikebaum, John Mark; Siddiqi, Irfan] Lawrence Berkeley Natl Lab, Mat Sci Div, Berkeley, CA 94720 USA; [Wallman, Joel J.] Keysight Technol Canada, Kanata, ON K2K 2W5, Canada"
10.1103/PhysRevLett.129.233601,"[Petiziol, Francesco; Eckardt, Andre] Tech Univ Berlin, Inst Theoret Phys, Hardenbergstr 36, D-10623 Berlin, Germany"
10.1103/PhysRevA.85.062309,"[Azuma, Koji] NTT Basic Res Labs, Atsugi, Kanagawa 2430198, Japan; [Azuma, Koji; Takeda, Hitoshi; Koashi, Masato; Imoto, Nobuyuki] Osaka Univ, Grad Sch Engn Sci, Dept Mat Engn Sci, Toyonaka, Osaka 5608531, Japan; [Koashi, Masato] Univ Tokyo, Photon Sci Ctr, Tokyo 1138656, Japan"
10.1038/s41567-024-02529-6,"[Xu, Shibo; Wang, Ke; Zhu, Zitian; Dong, Hang; Deng, Jinfeng; Zhang, Xu; Chen, Jiachen; Wu, Yaozu; Zhang, Chuanyu; Jin, Feitong; Zhu, Xuhao; Gao, Yu; Zhang, Aosai; Wang, Ning; Zou, Yiren; Tan, Ziqi; Shen, Fanhao; Zhong, Jiarun; Bao, Zehang; Wang, Zhen; Song, Chao; Wang, H.] Zhejiang Univ, Sch Phys, Zhejiang Key Lab Micronano Quantum Chips & Quantum, Hangzhou, Peoples R China; [Sun, Zheng-Zhi; Li, Weikang; Jiang, Wenjie; Deng, Dong-Ling] Tsinghua Univ, Inst Interdisciplinary Informat Sci, Ctr Quantum Informat, Beijing, Peoples R China; [Li, Hekang; Song, Zixuan; Zhang, Pengfei; Xiang, Liang; Guo, Qiujiang; Wang, H.] Zhejiang Univ, ZJU Hangzhou Global Sci & Technol Innovat Ctr, Hangzhou, Peoples R China; [Yu, Li-Wei] Nankai Univ, Chern Inst Math, Theoret Phys Div, Tianjin, Peoples R China; [Yu, Li-Wei] Nankai Univ, LPMC, Tianjin, Peoples R China; [Guo, Qiujiang; Wang, Zhen; Song, Chao; Wang, H.; Deng, Dong-Ling] Hefei Natl Lab, Hefei 230088, Peoples R China; [Deng, Dong-Ling] Shanghai Qi Zhi Inst, Shanghai, Peoples R China"
10.1109/TASC.2023.3241270,"[Miyajima, Shigeyuki; Terai, Hirotaka] Natl Inst Informat & Commun Technol, Adv ICT Res Inst, Kobe 6512492, Japan; [Yamashita, Taro] Tohoku Univ, Dept Appl Phys, Sendai 9808579, Japan; [Tanaka, Masamitsu] Nagoya Univ, Dept Elect, Nagoya 4648603, Japan; [Takeuchi, Naoki; Inomata, Kunihiro] Natl Inst Adv Ind Sci & Technol, Res Ctr Emerging Comp Technol, Tsukuba 3058568, Japan"
10.1103/PhysRevA.101.033801,"[Wiegand, E.; Rousseaux, B.; Johansson, G.] Chalmers Univ Technol, Appl Quantum Phys Lab, Dept Microtechnol & Nanosci MC2, S-41296 Gothenburg, Sweden; [Rousseaux, B.] Chalmers Univ Technol, Dept Phys, S-41296 Gothenburg, Sweden"
10.1038/s41467-024-49648-5,"[Koh, Jin Ming] Caltech, Div Phys Math & Astron, Pasadena, CA 91125 USA; [Koh, Jin Ming] ASTAR, Inst High Performance Comp IHPC, A STAR Quantum Innovat Ctr Q InC, 1 Fusionopolis Way,16-16 Connexis, Singapore 138632, Singapore; [Tai, Tommy] MIT, Dept Phys, Cambridge, MA 02142 USA; [Tai, Tommy; Lee, Ching Hua] Natl Univ Singapore, Dept Phys, Singapore 117542, Singapore"
10.1103/PRXQuantum.2.030341,"[Chamon, Claudio; Green, Dmitry] Boston Univ, Dept Phys, 590 Commonwealth Ave, Boston, MA 02215 USA; [Green, Dmitry] ResearchPULSE LLC, AppliedTQC Com, New York, NY 10065 USA; [Kerman, Andrew J.] MIT, Lincoln Lab, Lexington, MA 02421 USA"
10.1038/ncomms11511,"[Qiang, Xiaogang; Aungskunsiri, Kanin; Zhou, Xiaoqi; O'Brien, Jeremy L.; Matthews, Jonathan C. F.] Univ Bristol, Ctr Quantum Photon, HH Wills Phys Lab, Bristol BS8 1UB, Avon, England; [Qiang, Xiaogang; Aungskunsiri, Kanin; Zhou, Xiaoqi; O'Brien, Jeremy L.; Matthews, Jonathan C. F.] Univ Bristol, Dept Elect & Elect Engn, Bristol BS8 1UB, Avon, England; [Loke, Thomas; Wang, Jingbo B.] Univ Western Australia, Sch Phys, Crawley, WA 6009, Australia; [Montanaro, Ashley] Univ Bristol, Sch Math, Univ Walk, Bristol BS8 1TW, Avon, England; [Zhou, Xiaoqi] Sun Yat Sen Univ, State Key Lab Optoelect Mat & Technol, Guangzhou 510275, Guangdong, Peoples R China; [Zhou, Xiaoqi] Sun Yat Sen Univ, Sch Phys, Guangzhou 510275, Guangdong, Peoples R China"
10.1063/1.4976962,"[Abdo, Baleegh; Chavez-Garcia, Jose M.; Brink, Markus; Keefe, George; Chow, Jerry M.] IBM T J Watson Res Ctr, Yorktown Hts, NY 10598 USA"
10.1103/PhysRevApplied.12.064017,"[Planat, Luca; Al-Tavil, Ekaterina; Martinez, Javier Puertas; Dassonneville, Remy; Foroughi, Farshad; Leger, Sebastien; Bharadwaj, Karthik; Delaforce, Jovian; Milchakov, Vladimir; Naud, Cecile; Buisson, Olivier; Hasch-Guichard, Wiebke; Roch, Nicolas] Univ Grenoble Alpes, Grenoble INP, CNRS, Inst Neel, F-38000 Grenoble, France"
10.1038/s41928-021-00680-z,"[Yan, Chengyu; Zhang, Jinli; Ikonen, Joni; Goetz, Jan; Mottonen, Mikko] Aalto Univ, QTF Ctr Excellence, Dept Appl Phys, QCD Labs, Aalto, Finland; [Yan, Chengyu] Huazhong Univ Sci & Technol, PGMF & Sch Phys, Hubei Key Lab Gravitat & Quantum Phys, MOE Key Lab Fundamental Phys Quant Measurement, Wuhan, Peoples R China; [Hassel, Juha; Goetz, Jan] IQM, Espoo, Finland; [Hassel, Juha; Vesterinen, Visa; Gronberg, Leif; Mottonen, Mikko] Finland Ltd, VTT Tech Res Ctr, QTF Ctr Excellence, Espoo, Finland; [Zhang, Jinli] Nankai Univ, Coll Elect Informat & Optic Engn, Tianjin, Peoples R China"
10.1109/TASC.2022.3145782,"[Pagano, S.; Barone, C.; Carapella, G.] Univ Salerno, Phys Dept, I-84084 Fisciano, Italy; [Pagano, S.; Barone, C.; Carapella, G.; Filatrella, G.; Mauro, C.; Pierro, V] Ist Nazl Fis Nucl, Grp Collegato Salerno, I-84084 Fisciano, Italy; [Pagano, S.; Barone, C.] CNR SPIN Salerno Sect, I-84084 Fisciano, Italy; [Filatrella, G.] Univ Sannio, Sci & Technol Dept, I-82100 Benevento, Italy; [Borghesi, M.; Faverzani, M.; Ferri, E.; Giachero, A.; Nucciotti, A.] Univ Milano Bicocca, Phys Dept, I-20126 Milan, Italy; [Borghesi, M.; Faverzani, M.; Ferri, E.; Giachero, A.; Nucciotti, A.] Ist Nazl Fis Nucl, Sez Milano Bicocca, I-20126 Milan, Italy; [Caricato, A. P.; Leo, A.; Maruccio, G.; Monteduro, A. G.; Rizzato, S.] Univ Salento, Math & Phys Dept, I-73100 Lecce, Italy; [Caricato, A. P.; Leo, A.; Maruccio, G.; Monteduro, A. G.; Rizzato, S.] Ist Nazl Fis Nucl, Sez Lecce, I-73100 Lecce, Italy; [Di Gioacchino, D.; Gatti, C.; Ligi, C.; Maccarrone, G.; Piersanti, L.; Rettaroli, A.] Ist Nazl Fis Nucl, Lab Nazl Frascati, I-00044 Frascati, Italy; [Enrico, E.; Fasolo, L.; Greco, A.; Oberto, L.; Rajteri, M.] INRiM Ist Nazl Ric Metrol, I-10135 Turin, Italy; [Cian, A.; Enrico, E.; Falferi, P.; Giubertoni, D.; Margesin, B.; Mezzena, R.; Oberto, L.; Vinante, A.] Ist Nazl Fis Nucl, TIFPA, I-38123 Povo, Italy; [Rajteri, M.] Ist Nazl Fis Nucl, Sez Torino, I-10125 Turin, Italy; [Fasolo, L.; Greco, A.] Politecn Torino, I-10129 Turin, Italy; [Carusotto, I; Mezzena, R.] Univ Trento, Phys Dept, I-38123 Povo, Italy; [Cian, A.; Falferi, P.; Giubertoni, D.; Margesin, B.; Vinante, A.] Fdn Bruno Kessler, I-38123 Povo, Italy; [Falferi, P.; Vinante, A.] CNR IFN, I-38123 Povo, Italy; [Carusotto, I] CNR INO, I-38123 Povo, Italy; [Pierro, V] Univ Sannio, Engn Dept, I-82100 Benevento, Italy; [Chung, W.; Kutlu, C.; Matlashov, A.; Semertzidis, Y. K.; Uchaikin, S.] Inst Basic Sci IBS, Ctr Axion & Precis Phys Res, Daejeon 34051, South Korea; [Kutlu, C.; Semertzidis, Y. K.] Korea Adv Inst Sci & Technol KAIST, Dept Phys, Daejeon 34051, South Korea; [Rettaroli, A.] Univ Roma Tre, Math & Phys Dept, I-00146 Rome, Italy"
10.1002/prop.201700080,"[Homid, A. H.; El-Shahat, T.] Al Azhar Univ, Fac Sci, Assiut 71524, Egypt; [Homid, A. H.; Abdel-Aty, M.] Univ Sci & Technol, Zewail City Sci & Technol, Giza, Egypt; [Abdel-Aty, M.] Appl Sci Univ, Sci Res & Grad Studies, Al Eker, Bahrain; [Eleuch, H.] Texas A&M Univ, Inst Quantum Sci & Engn, College Stn, TX 77843 USA; [Obada, A. -S. F.] Al Azhar Univ, Fac Sci, Cairo 11884, Egypt"
10.1088/0957-4484/21/27/274015,"[Ferber, J.] Goethe Univ Frankfurt, Inst Theoret Phys, D-60438 Frankfurt, Germany; [Ferber, J.; Wilhelm, F. K.] Univ Munich, Arnold Sommerfeld Ctr, D-80333 Munich, Germany; [Ferber, J.; Wilhelm, F. K.] Univ Munich, Dept Phys, D-80333 Munich, Germany; [Wilhelm, F. K.] Univ Waterloo, Inst Quantum Comp, Waterloo, ON N2L 3G1, Canada; [Wilhelm, F. K.] Univ Waterloo, Dept Phys & Astron, Waterloo, ON N2L 3G1, Canada; [Wilhelm, F. K.] Univ Calif Santa Barbara, Kavli Inst Theoret Phys, Santa Barbara, CA 93106 USA"
10.1364/JOSAB.35.002509,"[Hedemann, Samuel R.; Clader, B. D.] Johns Hopkins Univ, Appl Phys Lab, Johns Hopkins Rd, Laurel, MD 20723 USA"
10.1063/5.0050672,"[Boutin, Samuel; Garate, Ion] Univ Sherbrooke, Inst Quant & Regroupement Quebecois Mat Pointe, Dept Phys, Sherbrooke, PQ J1K 2R1, Canada; [Boutin, Samuel] Microsoft Quantum, Stn Q, Santa Barbara, CA 93106 USA; [Lopes, Pedro L. S.] Univ British Columbia, Dept Phys, Vancouver, BC V6T 1Z1, Canada; [Lopes, Pedro L. S.] Univ British Columbia, Stewart Blusson Inst Quantum Matter, Vancouver, BC V6T 1Z1, Canada; [Mu, Anqi] Columbia Univ, Dept Phys, 538 West 120th St, New York, NY 10027 USA; [Mendes, Udson C.] Univ Fed Goias, Inst Fis, BR-74001970 Goiania, Go, Brazil"
