DOI,Country Code
10.1103/PhysRevLett.131.097001,"DK,IT,NL,SI,ES,US,GB"
10.1021/acs.nanolett.0c02342,"AU,CN,FR,SG"
10.1103/PhysRevLett.106.187601,"DE,GB"
10.1103/PhysRevB.84.195314,"CH,US"
10.1038/s41534-022-00554-y,"PK,US"
10.1103/PhysRevLett.110.177602,"DE,CH"
10.1103/PhysRevApplied.18.054017,"CA,JP"
10.1088/1361-648X/ab0686,"ES,US"
10.1103/PhysRevLett.116.116801,"DK,US"
10.1103/PhysRevB.86.104428,"US,GB"
10.1103/PhysRevLett.133.260604,"FI,DE"
10.1103/PhysRevB.92.035403,"PL,CH"
10.1103/PhysRevB.107.085427,"AU,JP,CH"
10.1088/2632-2153/ad88d5,"BE,CA"
10.1103/PhysRevLett.109.107201,"BE,PL"
10.1039/c3tc30800f,"CN,US"
10.1063/1.5049506,"AU,DE,US"
10.1142/S2010324713500070,"EG,SA"
10.1103/PhysRevApplied.21.014034,"NL,US"
10.1063/5.0139825,"CH,GB"
10.1103/PhysRevB.89.045432,"AU,CN"
10.1126/science.1239584,"CA,DE,GB"
10.1063/5.0151029,"DE,NL,PL"
10.1103/PhysRevLett.108.247213,"DE,ES,GB"
10.1039/d0sc05856d,"CN,FR,ES"
10.1126/sciadv.abm5912,"JP,SE,US"
10.3390/nano11010072,"AU,JP"
10.1016/j.jcrysgro.2017.05.008,"FR,DE,CH"
10.1039/c6dt02258h,"CL,FR,IE,ES"
10.1088/1361-648X/aa6aac,"CN,US"
10.1103/PhysRevB.85.115319,"CN,US"
10.1021/acs.nanolett.9b05295,"DE,JP"
10.1126/sciadv.abj5030,"DE,RU"
10.35848/1347-4065/acac36,"JP,GB"
10.1038/s41467-018-04544-7,"DE,JP,US"
10.1038/ncomms12912,"DE,JP,KR,US"
10.1038/s41534-022-00534-2,"DE,RU"
10.1038/NPHYS2826,"DE,RU"
10.1016/j.nanoen.2021.106310,"CN,GB"
10.1002/pssb.201100145,"AU,US,GB"
10.1063/5.0156358,"NL,PL"
10.1103/PhysRevApplied.20.034066,"AU,CH,US"
10.1038/s41534-023-00802-9,"JP,NL,TW"
10.1088/1367-2630/17/12/122003,"FR,GB"
10.1039/c5qi00142k,"FR,DE,ES,US"
10.1103/PhysRevApplied.19.054090,"NO,US"
10.1103/PhysRevApplied.20.064019,"FI,DE,GB"
10.1109/TED.2024.3393947,"BE,IN"
10.1002/jcc.27120,"DK,DE,GB"
10.1103/PhysRevLett.108.136803,"CH,GB"
10.1103/PRXQuantum.3.020343,"JP,CH"
10.1103/PhysRevB.88.075206,"DE,JP,GB"
10.1073/pnas.2313754120,"JP,NL,US"
10.1103/PhysRevB.98.075201,"DE,HU"
10.1103/PhysRevB.88.085314,"PL,US"
10.1063/5.0230736,"HU,KR,SE,US"
10.1038/s41598-018-24004-y,"AT,NL"
10.1103/PhysRevB.92.121202,"FI,JP,RU,KR"
10.1038/NPHYS2731,"NL,CH"
10.1021/acs.nanolett.4c01247,"SE,US"
10.1021/acs.nanolett.4c04112,"NL,US"
10.1021/acsphotonics.3c00621,"US,GB"
10.1063/1.5040474,"FR,ES,GB"
10.1021/acsnano.4c02470,"FR,ES"
10.1103/PhysRevB.101.121302,"AU,CN"
10.1038/s41598-018-19977-9,"CN,ES"
10.1103/PhysRevLett.131.193601,"SG,TW"
10.1021/acs.nanolett.6b02522,"CN,US"
10.1038/s41534-024-00852-7,"DE,PL"
10.1021/jacs.9b12797,"AT,ES,US"
10.1038/s41467-017-00534-3,"FR,DE"
10.1103/PhysRevB.97.115445,"CN,US"
10.1021/acsnano.4c07184,"PL,US"
10.22331/q-2023-08-31-1099,"FR,IT,SG,US"
10.1117/1.AP.4.6.066003,"CN,DE"
10.1038/s41534-019-0206-3,"DK,FR,NL,GB"
10.1021/ic302068c,"MD,ES"
10.1007/s10909-022-02749-1,"DE,JP"
10.1038/s41524-020-00448-7,"US,GB"
10.1038/nphys2514,"FR,RU,GB"
10.1103/PhysRevD.110.076008,"US,GB"
10.1103/PhysRevApplied.12.014013,"NL,US"
10.1038/NMAT3499,"CH,US,GB"
10.1021/acsnano.4c10357,"CZ,ES"
10.1038/NPHYS3686,"DE,GB"
10.1103/PhysRevB.109.075433,"DE,GB"
10.1103/PhysRevLett.133.017001,"DE,JP,NO,CH"
10.1103/PhysRevB.102.085413,"CA,CN"
10.1103/PhysRevB.97.241202,"BE,HU"
10.1038/s41467-020-20280-3,"DK,FR"
10.1103/PhysRevLett.121.256804,"BR,US"
10.1103/PhysRevB.91.195417,"DE,CH"
10.1038/s41563-020-00802-6,"JP,SE,US"
10.1103/PhysRevLett.124.067701,"BD,FR,US,GB"
10.7566/JPSJ.91.044004,"JP,MY,GB"
10.1021/jacs.4c10632,"IT,US"
10.1039/c7cp03872k,"IL,MD,RU,ES"
10.1103/PhysRevB.98.035432,"AU,DE"
10.1038/s41467-024-53890-2,"JP,GB"
10.1038/s41928-024-01214-z,"FI,CH,GB"
10.1038/NPHYS1856,"IL,US"
10.1109/TED.2023.3244133,"CA,FR"
10.1038/s41467-024-46075-4,"NL,US,GB"
10.1021/acs.inorgchem.0c02573,"FR,IE,IT"
10.1038/s41467-023-39568-1,"DE,CH,US"
10.1038/s42005-023-01152-w,"ES,US"
10.1039/d0nr00775g,"CN,SE"
10.1103/PhysRevB.88.085201,"DE,PL,PT"
10.1039/c5nr04273a,"CN,FR,SE"
10.1103/PhysRevB.102.195418,"DE,US"
10.1103/PhysRevApplied.22.064089,"AT,FR,JP,SK,CH,GB"
10.1038/nature10416,"FR,DE,JP"
10.1103/PhysRevB.88.045307,"US,GB"
10.1063/5.0209702,"DE,GB"
10.1021/jacs.3c11172,"BG,CN,FR,DE,NL,ES"
10.1103/PhysRevA.110.032612,"NL,US"
10.1063/5.0177200,"CZ,LT"
10.1021/acsnano.3c00191,"NL,TR,US"
10.1038/s41467-021-23471-8,"CN,HU"
10.3390/molecules29133033,"CN,FR,IT,RU"
10.1103/PhysRevB.99.205306,"AU,CN,JP,US"
10.1007/s11467-009-0067-x,"CN,DE"
10.1103/PhysRevX.7.031010,"BR,CN,CH,US"
10.1039/c2cp40778g,"JP,GB"
10.1080/00268976.2013.811304,"JP,GB"
