DOI,architecture,array,atom,body,chain,challenge,circuit,coherence,computation,computer,control,couple,detection,device,dynamic,efficiency,energy,entanglement,error,experiment,fault,fidelity,field,fluctuation,frequency,gate,hamiltonian,information,interaction,ion,laser,lattice,level,logic,magnitude,measurement,microwave,mode,motion,noise,number,order,parameter,phase,photon,platform,potential,power,probability,process,processor,protocol,pulse,quantum,quantum computer,quantum computing,quantum error correction,quantum gate,quantum simulation,quantum simulator,quantum state,quantum system,qubit,range,rate,realization,regime,resource,scale,scheme,simulation,source,spin,state,superconducting qubit,surface,technology,term,tool,transition,trap,trapped ion,way
10.1063/1.4966970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.72,0.0,0.0,0.0,1.36,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,2.4,0.0,0.0,0.0,0.0,1.66,0.61,0.0
10.1038/nature24654,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.75,4.62,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,2.23,0.0,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,3.15,0.0,0.0,0.0,0.0,6.47,0.0,0.0,0.67,8.52,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,1.43,0.77,0.0,0.0,0.0,0.0,0.0,4.85,0.0,0.31,2.4
10.1103/PhysRevA.96.052316,0.0,0.0,7.41,0.0,0.0,0.0,2.02,2.23,9.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
10.1103/PhysRevLett.119.040501,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,2.09,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1.09,0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
10.1103/PhysRevB.95.144306,0.0,2.09,0.0,0.0,0.0,0.0,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,3.81,0.0,1.5,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
10.1103/RevModPhys.89.035002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.31,0.0
10.1016/j.optcom.2017.04.011,1.96,0.0,0.0,0.0,2.31,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0
10.1038/s41467-017-01895-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,1.39,0.0,0.45,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.66,0.0,1.66,0.0,0.0,0.0,1.85,0.0,0.0,0.0,2.19,0.0,0.0,7.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0
10.1103/PhysRevA.95.022305,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.8,1.66,0.0,0.0,0.0,0.0,0.0,1.91,0.0,2.19,0.0,0.0,0.0,0.0,2.09,4.31,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
10.1103/PhysRevX.7.031049,0.0,4.18,7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,1.27,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,2.23,0.0,2.48,0.0,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,2.4
10.1016/j.optcom.2017.05.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.62,0.0,0.0,0.0,0.0,4.23,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0
10.1038/s41534-017-0017-3,1.96,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,1.3,1.3,1.85,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.85,2.4,0.0,0.0,1.64,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,1.85,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
10.1088/2058-9565/aa7983,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.16,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.7,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0
10.1038/s41467-017-02298-2,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.06,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,2.31,0.0,0.0,3.9,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.31,0.0
10.1038/s41566-017-0007-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.92,2.31,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,2.4,0.0,0.0,0.0,1.39,0.0,0.9,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.55,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.92,0.0
10.1364/AO.56.00B222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.62,0.0,0.0,0.0,2.54,0.0,0.0,3.41,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,4.8,1.85,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.85,0.19,6.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0
10.1088/1367-2630/aa7b22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,0.0,0.0,3.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,4.23,0.0,1.7,0.0,2.23,1.39,0.0,0.9,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.61,2.4
10.1038/NNANO.2016.188,0.0,4.18,1.85,0.0,0.0,0.0,2.02,2.23,2.31,0.0,0.0,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,12.86,0.77,2.23,0.0,0.0,0.0,2.4,0.0,0.0,0.31,0.0
10.1073/pnas.1618020114,1.96,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,2.4,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,1.24,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,4.73,1.75,0.0,0.0,0.0,0.0,0.0,1.85,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,2.4
10.1103/PhysRevLett.119.220501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
10.1103/PhysRevA.95.032314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,3.81,0.0,0.0,0.0,4.31,0.0,1.39,0.0,0.45,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.96.032341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.04,0.0,9.59,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
10.1007/s00340-017-6806-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,1.81,0.0,0.0,2.02,0.0,2.4,0.0,0.0,0.0,0.0,2.6,0.0,1.85,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0
10.1088/1361-6455/aa60df,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,1.24,0.45,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.38,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,5.39,0.0,0.0,0.0,0.0,2.4,1.62,0.0,0.61,0.0
10.1088/2058-9565/aa771a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,5.29,2.4,1.7,0.0,0.0,0.0,0.0,3.16,0.0,0.0,2.02,0.0,4.8,0.0,2.31,0.0,0.0,2.6,0.0,3.7,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.7,0.0,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.31,0.0
10.1103/PhysRevApplied.8.064004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,2.54,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,2.16,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.1,1.7,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
10.1038/ncomms15305,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.31,0.0
10.1038/s41586-018-0450-2,0.0,6.26,12.96,0.0,0.0,2.4,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,1.8,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,1.75,0.0,0.0,6.26,0.0,0.0,0.0,0.38,1.7,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,4.18,0.0,0.0,0.0,0.0,0.31,0.0
10.1103/PhysRevA.97.042317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,1.24,0.9,1.75,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35,0.0,0.0,0.0,0.29,0.0,0.0,0.0,14.39,0.0,0.0,0.0,1.8,0.0,1.43,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.92,0.0
10.1103/PhysRevA.97.013825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.85,0.0,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.7,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,6.47,0.0,0.61,0.0
10.1103/PhysRevA.98.052334,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.0,0.0,0.0,0.0,0.0,2.4,3.7,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,1.54,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.61,0.0
10.1038/s41586-018-0668-z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,6.69,0.0,0.0,0.0,0.0,1.27,2.54,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,2.79,0.0,3.62,0.0,0.0,0.0,0.0,0.0,3.08,2.31,0.0,4.62,0.0,1.3,0.0,0.0,0.0,1.8,0.0,2.4,0.0,2.4,3.7,0.0,0.0,0.0,1.64,0.0,1.75,2.4,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,2.16,0.0,0.0,1.75,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.31,0.0
10.1103/PhysRevX.8.031022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.39,0.0,0.45,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.4,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,6.47,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.31,0.0
10.1038/s41467-018-04341-2,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,3.81,0.0,0.0,0.0,3.81,0.0,0.0,6.82,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.19,1.7,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,2.4,1.62,0.0,0.61,0.0
10.1103/PhysRevX.8.041027,3.93,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,2.86,2.31,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.31,0.0
10.1007/s00340-018-6955-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.45,3.5,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
10.1038/nature25737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,3.81,0.0,0.0,2.54,0.0,2.4,1.7,8.62,0.0,0.0,0.0,2.71,5.25,0.0,0.0,8.35,2.4,0.0,0.0,0.0,2.31,0.0,0.0,3.7,0.0,3.32,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,6.07,1.09,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.85,0.0,2.4,0.0,0.0,0.0,0.0,2.09,0.0,0.77,0.0,0.0,2.09,0.0,0.0,0.0,1.66,0.0,0.0
10.1103/PhysRevA.97.052301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,0.0,0.0,3.17,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,2.4,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,4.8,0.0,0.0,0.0,3.24,0.0,0.31,0.0
10.1016/j.optcom.2018.04.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.92,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,2.31,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
