,gate,error,spin,ion,state,code,entanglement,photon,fidelity,measurement,noise,field,interaction,trap,quantum computer,scheme,phase,control,circuit,information,laser,algorithm,protocol,transition,fault,mode,dynamic,frequency,quantum computing,number,detection,atom,pulse,hardware,simulation,array,quantum system,architecture,platform,scale,computation,rate,parameter,network,decoherence,quantum processor,quantum simulation,couple,crystal,order,device,experiment,trapped ion,body,level,surface,source,sequence,cavity,crosstalk,coherence,range,ground,electron,term,oscillator,optimization,quantum state,process,hamiltonian,technology,quantum error correction,datum,motion
laser,0.4414821003239485,0.3525818616173489,0.18600652734635278,0.45499458948022475,0.3554559941888647,0.043937477516374675,0.24465581259419864,0.16979054399120355,0.39081214090444466,0.13513513513513514,0.17170914210964275,0.36770228774686015,0.21203786075608444,0.3740932651274708,0.14543584966911588,0.24678107889564976,0.3037305586407997,0.3363775365490407,0.028474739872574973,0.2423492351058851,1.0,0.05264981264926564,0.08436959962244436,0.3203658531264993,0.07974522228289,0.291714150047798,0.06407317062529987,0.38804529449427755,0.16289759524200023,0.10859839682800015,0.20549873413169661,0.09303609266337166,0.3553862353825431,0.051665617219475234,0.15747695876199802,0.16271279927185697,0.03504998186163908,0.08370786705565378,0.14843484249893985,0.13929831084409963,0.11033737580104405,0.23191620989485423,0.20275979401567892,0.06327719971683327,0.20477510086151082,0.07352146220938077,0.12683657235796025,0.1014692578863682,0.23406091994174016,0.18757353886177489,0.03707095374472778,0.20352083695755452,0.42609253907406003,0.031208122658898687,0.20419486206940096,0.19808896798973746,0.3203408235664684,0.23159237979522648,0.05479966243511909,0.1973114009168982,0.16064079956048707,0.1215272283395109,0.27689784596119377,0.03653310829007939,0.12950141609502488,0.03874921291460643,0.06609087961288129,0.11518599423459984,0.2206747516020881,0.0732291291939578,0.08878560065057217,0.055978284637524,0.03587480016670876,0.26054142726962976
algorithm,0.2408073206538235,0.23128442344214903,0.05721295676906231,0.27194800582580453,0.1978410244190802,0.12838814775327387,0.05106429211881652,0.062017367294604234,0.12688648033134406,0.17111189111011332,0.16724840200141816,0.09767725810110087,0.0808158687660548,0.05465623439441968,0.3659489276036614,0.08320502943378437,0.11094003924504582,0.07969596425427825,0.2912176030182453,0.07325794357582564,0.05264981264926564,1.0,0.107858371488239,0.015602161985357414,0.1165103456070926,0.045664692416098725,0.04680648595607224,0.05814838046295803,0.15866576560438353,0.25122079554027393,0.08006407690254357,0.07767356373806174,0.019230769230769232,0.4151682458530185,0.17255919256291524,0.03962144258751637,0.10241831129983783,0.17471413945365305,0.11566298639324804,0.23259352185183213,0.09672388203287414,0.10165112213575457,0.24686550700373744,0.046225016352102424,0.056096819400507425,0.25064020591380154,0.1297186304156927,0.01853123291652753,0.0,0.0644825880219161,0.1263776753179708,0.11894020669001051,0.19544702320766566,0.1139901881468883,0.09421114395319916,0.062017367294604234,0.05200314339611523,0.14803422705323474,0.05337605126836238,0.052414241836095915,0.018053953616852973,0.0710220824228435,0.10113917425784187,0.05337605126836238,0.22360679774997896,0.0,0.38624363966821407,0.130892578601184,0.0644825880219161,0.10699012312772822,0.11118739749916517,0.14312564351916787,0.07862136275414387,0.06344324016567203
protocol,0.32386847364959986,0.3116625290268825,0.1146023606954215,0.31473561062830946,0.2377753193111056,0.22288261661191056,0.16365770984859082,0.18633899812498247,0.18638714151762795,0.3058397986313608,0.21217464988805587,0.11739345417674985,0.14029684678493815,0.0985329278164293,0.21754333563834685,0.18888888888888888,0.13333333333333333,0.1596377142035252,0.18888888888888888,0.18587296911318726,0.08436959962244436,0.107858371488239,1.0,0.07500586006173493,0.2333800140046683,0.15854837554066384,0.13751074344651404,0.08153326507837141,0.21188057538790941,0.13772237400214113,0.14433756729740643,0.12446934080248975,0.12326671027227314,0.18144368465060579,0.17282528245507087,0.12698412698412698,0.1367683233103697,0.18198289441185014,0.2548509505142025,0.15141892085983263,0.21957887318276975,0.1493182097688175,0.11867816581938534,0.1111111111111111,0.13483997249264842,0.1721325931647741,0.1781741612749496,0.11878277418329973,0.07306621658015879,0.1679132559632945,0.15911978008767363,0.20251014546936125,0.3073974977945519,0.14613243316031757,0.08806599154457967,0.06625386599999376,0.125,0.15249857033260467,0.06415002990995841,0.0839921051131616,0.08679260732054925,0.11381055994035197,0.04862166383263152,0.0,0.19294292047210204,0.11340230290662862,0.058025885318565944,0.16480441082434807,0.11624763874381927,0.051434449987363975,0.059391387091649865,0.1965892748731962,0.06299407883487121,0.10166571355506979
transition,0.2860774573208225,0.19617319540565217,0.2320879129847619,0.32482344907988964,0.3611494821092583,0.03472096642294073,0.1864309256094602,0.21384070730631674,0.23162530012613525,0.12814634125059973,0.18092094174740223,0.3764221715851983,0.18577293525337174,0.21063058936525558,0.10535122656750227,0.14626142712038312,0.32627549126854694,0.24785691587898434,0.12375966910186263,0.1485876993099467,0.3203658531264993,0.015602161985357414,0.07500586006173493,1.0,0.0315087636089518,0.18524166130274858,0.1518987341772152,0.36561790182121323,0.10727292231458152,0.1823639679347886,0.12991396049232617,0.1417894362402831,0.2184302677950038,0.09186304243492506,0.06999970833515624,0.048218052896829594,0.08309324832467525,0.07087387592709371,0.09383881776971763,0.08255888105640298,0.03923664355856711,0.17868677282057435,0.1602280421609794,0.09375732507716866,0.10619477512887363,0.058099289377412676,0.06013847793242637,0.12027695586485274,0.07398532461669939,0.19618321779283554,0.07323698428963005,0.13268429255148464,0.38173921743961675,0.036992662308349696,0.20382579065799794,0.11740274126621311,0.1968903826620542,0.12010200747281086,0.12991396049232617,0.08504865111251246,0.1611213654371861,0.14405274448481928,0.19693312452355022,0.12991396049232617,0.04186499375426671,0.06889728182619381,0.019585266453731865,0.10619477512887363,0.13078881186189037,0.12152338248029255,0.10524233638174614,0.06635406438349603,0.04252432555625623,0.12010200747281086
fault,0.3647350740032343,0.3609268613358065,0.0722139314689769,0.2898568432608614,0.21641882866808218,0.47534939727158726,0.051562492132188685,0.06262242910851495,0.21354071087949103,0.18607218532674333,0.25332019855244947,0.0616438934546091,0.0680036124478424,0.13797369644231547,0.30991936726926567,0.1260252075625209,0.0980196058819607,0.14753475782690814,0.2940588176458821,0.16027412298198365,0.07974522228289,0.1165103456070926,0.2333800140046683,0.0315087636089518,1.0,0.09222042432098154,0.0315087636089518,0.08807354275501537,0.3070763751548678,0.1602137609503658,0.18190171877724975,0.058823529411764705,0.0582551728035463,0.13338778844417354,0.1016415964361075,0.06001200360120042,0.051708768999501914,0.17641870800832105,0.16058821968029055,0.234862780680041,0.3092805813616807,0.27371430369424377,0.04985480160175769,0.02333800140046683,0.05664411840370207,0.16269784336399212,0.05613608914238398,0.03742405942825599,0.046040925551613085,0.13022340267860238,0.1276106574454202,0.12010062642961199,0.16080685588729718,0.046040925551613085,0.19026059766179765,0.16699314428937317,0.12252450735245085,0.12812442652769462,0.026948402781814772,0.18523964340873708,0.054690281762322934,0.03585749859822395,0.02042518425514167,0.026948402781814772,0.22578837914485933,0.14291548761875736,0.07312724241271307,0.0755254912049361,0.06511170133930119,0.021606790785072147,0.05613608914238398,0.39227406603228365,0.07938841860374447,0.04270814217589821
mode,0.3744009735180581,0.18306655565675478,0.21510506068315718,0.34679593398377473,0.2544675116879594,0.03387398604503847,0.23240624090747328,0.1104481560766086,0.27619172991372765,0.10418362501707071,0.11031723205358254,0.270597718132236,0.29851492697626136,0.19467709031498293,0.18687508632025024,0.24148137197731875,0.20855209398041166,0.25232422415033706,0.15366996398556648,0.16429147172314326,0.291714150047798,0.045664692416098725,0.15854837554066384,0.18524166130274858,0.09222042432098154,1.0,0.12349444086849906,0.2646476815307479,0.12558733864367586,0.18838100796551377,0.015843106263111948,0.10759049504114514,0.27398815449659236,0.05974809532642945,0.1934944002091387,0.1254448685596461,0.06755523209187052,0.11063197515266965,0.13732458213695217,0.11506420936119474,0.16587786854943434,0.12068854787809345,0.18237269467338033,0.05488212999484517,0.08880365878611453,0.09919353522139875,0.10267506354855008,0.366696655530536,0.2165415982155245,0.15311803250717018,0.014290089472673803,0.11767963901214167,0.349508511671466,0.03609026636925408,0.16156861598306377,0.032725379578254395,0.1646463899845355,0.10043335633226459,0.25348970020979117,0.1452044673878789,0.10003062630871662,0.11243098701778528,0.14409686565151983,0.04224828336829853,0.05445832342080846,0.1568387502318773,0.09553752543358543,0.044401829393057264,0.19139754063396272,0.1524329372026731,0.04400359866366432,0.04855157162632396,0.08297398136450224,0.334777854440882
dynamic,0.11861748230375568,0.16205611794379962,0.243692308634,0.2512785172127448,0.3009579017577152,0.052081449634411095,0.16571637831952019,0.03773659540699707,0.12010200747281086,0.18154065010501627,0.12438314745133902,0.18821108579259915,0.2513398535780912,0.13302984591489828,0.13408337926773017,0.14626142712038312,0.1687631851389036,0.12931665176294835,0.15751230612964334,0.17830523917193605,0.06407317062529987,0.04680648595607224,0.13751074344651404,0.1518987341772152,0.0315087636089518,0.12349444086849906,1.0,0.09435300692160341,0.10727292231458152,0.16090938347187228,0.016239245061540772,0.157543818044759,0.015602161985357414,0.10717354950741256,0.3149986875082031,0.14465415869048878,0.3185241185779218,0.11339820148334993,0.14075822665457643,0.11794125865200426,0.13078881186189037,0.08247081822488048,0.13352336846748283,0.13126025510803613,0.16687750377394428,0.07262411172176585,0.24055391172970547,0.27062315069591864,0.07398532461669939,0.15694657423426844,0.08788438114755606,0.21711975144788398,0.3230101070642911,0.24045230500427303,0.15286934299349847,0.08385910090443793,0.0562543950463012,0.0857871481948649,0.10826163374360516,0.021262162778128115,0.07323698428963005,0.14405274448481928,0.08205546855147926,0.08660930699488413,0.20932496877133355,0.09186304243492507,0.019585266453731865,0.16687750377394428,0.15694657423426844,0.27776773138352584,0.12027695586485274,0.08294258047937003,0.08504865111251246,0.10294457783383788
frequency,0.3510640750410762,0.24635783198801808,0.17299572043614667,0.4168571102041008,0.28664470104762596,0.06470154480826261,0.16405415021236064,0.19924307314886056,0.3277169747479529,0.08954891411406404,0.2528558164964056,0.2676593670279742,0.14254579382840893,0.28921360761377884,0.17847186267098028,0.17820842224272612,0.26207120918047955,0.25101869275275407,0.08386278693775347,0.16613340022425988,0.38804529449427755,0.05814838046295803,0.08153326507837141,0.36561790182121323,0.08807354275501537,0.2646476815307479,0.09435300692160341,1.0,0.14992505620316599,0.09995003746877731,0.07565344158360031,0.07339461896251281,0.26166771208331113,0.07132674875181882,0.18479352545983005,0.10482848367219183,0.07742096611387637,0.07924288517503272,0.08743299939759484,0.10989010989010989,0.08530244589991119,0.19210256404418535,0.21149448685333286,0.12229989761755714,0.1413506985480439,0.09473309334313418,0.07004147683506572,0.15409124903714458,0.15510326900818067,0.24372127399974627,0.08188503677432238,0.16858189702949394,0.3283201383462558,0.03446739311292904,0.130564373044847,0.12501526158359877,0.2620712091804796,0.1758481327915845,0.04034850217792016,0.1386750490563073,0.20471259193580593,0.1879067676847756,0.12232644703665152,0.10087125544480041,0.07801423889801692,0.12838814775327387,0.054744890145135894,0.05654027941921756,0.13404670069986047,0.11322770341445958,0.09805806756909201,0.06182446677351863,0.05943216388127455,0.20782052057187259
quantum computing,0.42574492511213946,0.29635543064843123,0.16718166725034023,0.3947319674661981,0.32872931383314313,0.1912592130593624,0.20187869551827464,0.24518082380895198,0.3344238679688255,0.1990970608513336,0.1820705319490885,0.16789540016977156,0.14817355731532722,0.31002661958994576,0.34900574004966634,0.18115789195666254,0.15255401427929477,0.21004785188952263,0.19069251784911845,0.20147448020372588,0.16289759524200023,0.15866576560438353,0.21188057538790941,0.10727292231458152,0.3070763751548678,0.12558733864367586,0.10727292231458152,0.14992505620316599,1.0,0.22727272727272727,0.1789066118330336,0.12016032071277435,0.05288858853479451,0.22057470084576486,0.17796503660044974,0.19069251784911845,0.08215419219227854,0.3603749850782236,0.3379781783072063,0.2798601049125765,0.22167554926073632,0.19802279106251877,0.18104830603051023,0.17480147469502524,0.102851895445316,0.1723280873710658,0.08918825850158447,0.14015297764534704,0.1410734556949673,0.23275932672377314,0.22343446107871245,0.17377726288294684,0.36332349681669807,0.06269931364220768,0.19432508268938872,0.21320071635561044,0.13110110602126895,0.17448201807069155,0.03669879217087869,0.10811249552346708,0.1489563073858083,0.183117562589619,0.0973537687317082,0.05504818825631803,0.16556747087694312,0.11677484162422844,0.06639061303092922,0.1157083823759805,0.12192155209340498,0.029424494316824982,0.20385887657505022,0.15463842820677168,0.14414999403128942,0.07270084086278815
number,0.3193086938341046,0.2457581620011381,0.15734745152973198,0.35318123404870355,0.32872931383314313,0.11769797726729993,0.15799202257951928,0.17056057308448833,0.24718285893347972,0.2533962592653337,0.16290521279655287,0.23505356023768018,0.16669525197974314,0.19728966701178366,0.30030726469389896,0.13348476249438293,0.1716232660642066,0.20091533658997818,0.32417728034350135,0.21826402022070301,0.10859839682800015,0.25122079554027393,0.13772237400214113,0.1823639679347886,0.1602137609503658,0.18838100796551377,0.16090938347187228,0.09995003746877731,0.22727272727272727,1.0,0.1789066118330336,0.20026720118795727,0.10577717706958902,0.24652466565114894,0.19773892955605527,0.20431341198119835,0.14083575804390605,0.24024999005214906,0.2783349703706405,0.20989507868443236,0.17734043940858907,0.19802279106251877,0.16973278690360333,0.14301938838683884,0.1157083823759805,0.14770978917519928,0.24208241593287214,0.14015297764534704,0.15674828410551922,0.11083777463036816,0.1861953842322604,0.16355507094865587,0.36830053101966653,0.15674828410551922,0.18352924476220045,0.1421338109037403,0.07150969419341942,0.13086151355301867,0.14679516868351475,0.1801874925391118,0.1489563073858083,0.14649405007169522,0.12516913122648196,0.14679516868351475,0.14191497503737982,0.05838742081211422,0.09958591954639383,0.154277843167974,0.22167554926073632,0.11769797726729993,0.24208241593287214,0.126522350350995,0.16216874328520062,0.10178117720790342
detection,0.19693159036084404,0.24072846024282468,0.10421098348069739,0.290915026971628,0.28313926701001435,0.0890870806374748,0.22588495146741192,0.24206145913796354,0.26413527189768715,0.28769822778437526,0.18858412728533933,0.12708214194383724,0.07009651926150554,0.199108043396001,0.12286829679574762,0.1010362971081845,0.08660254037844385,0.19355044226326587,0.1010362971081845,0.19062321291575585,0.20549873413169661,0.08006407690254357,0.14433756729740643,0.12991396049232617,0.18190171877724975,0.015843106263111948,0.016239245061540772,0.07565344158360031,0.1789066118330336,0.1789066118330336,1.0,0.14147911460452758,0.12009611535381534,0.05892556509887896,0.05986843400892496,0.10309826235529032,0.05330017908890261,0.1272937693043289,0.10533762145004805,0.10591481821704044,0.16778901380350608,0.1587027635681846,0.08564858872844146,0.09622504486493763,0.11677484162422844,0.11180339887498948,0.11572751247156893,0.0,0.04745789978762495,0.13423121104280486,0.07516460280028289,0.10832228060328027,0.2410995098715649,0.023728949893812475,0.147087101353638,0.19364916731037085,0.07216878364870323,0.11005636329070298,0.05555555555555555,0.13638618139749525,0.05637345210021216,0.03696106354772864,0.04210759605332595,0.1111111111111111,0.03580574370197165,0.08838834764831845,0.050251890762960605,0.13623731522826651,0.16778901380350608,0.0222717701593687,0.09643959372630743,0.2553769592276246,0.13638618139749525,0.04402254531628119
atom,0.1736833685729687,0.10615495921641367,0.17331343552554454,0.1373006099656712,0.2663616352837935,0.021606790785072147,0.21914059156180193,0.2035228946026736,0.16015553315961828,0.14619957418529833,0.05629337745609988,0.22191801643659276,0.23121228232266414,0.06898684822115773,0.05959987832101263,0.140028008402801,0.16803361008336118,0.14753475782690814,0.2520504151250418,0.17260290167290548,0.09303609266337166,0.07767356373806174,0.12446934080248975,0.1417894362402831,0.058823529411764705,0.10759049504114514,0.157543818044759,0.07339461896251281,0.12016032071277435,0.20026720118795727,0.14147911460452758,1.0,0.0582551728035463,0.05716619504750294,0.13068205256070964,0.24004801440480167,0.24130758866434227,0.10585122480499264,0.2189839359276689,0.14678923792502563,0.0813896266741265,0.051321431942670706,0.11632787040410128,0.04667600280093366,0.11328823680740414,0.05423261445466404,0.14969623771302396,0.11227217828476796,0.0,0.1465013280134277,0.03646018784154863,0.12010062642961199,0.33623251685525773,0.1151023138790327,0.19026059766179765,0.06262242910851494,0.07001400420140048,0.021354071087949105,0.18863881947270342,0.026462806201248155,0.07292037568309725,0.1434299943928958,0.06127555276542501,0.10779361112725909,0.10421002114378122,0.0,0.024375747470904357,0.09440686400617013,0.162779253348253,0.10803395392536073,0.09356014857063996,0.0825840139015334,0.0,0.0
pulse,0.3268099351730462,0.23128442344214903,0.1859421094994525,0.27194800582580453,0.21432777645400355,0.021398024625545645,0.16595894938615371,0.10853039276555741,0.28549458074552414,0.06581226581158205,0.1254363015010636,0.1343062298890137,0.14816242607110047,0.15030464458465412,0.16526725762745997,0.12480754415067656,0.22188007849009164,0.212522571344742,0.027735009811261455,0.10988691536373847,0.3553862353825431,0.019230769230769232,0.12326671027227314,0.2184302677950038,0.0582551728035463,0.27398815449659236,0.015602161985357414,0.26166771208331113,0.05288858853479451,0.10577717706958902,0.12009611535381534,0.0582551728035463,1.0,0.01887128390240993,0.12941939442218642,0.03962144258751637,0.05120915564991892,0.03494282789073061,0.08674723979493604,0.05814838046295803,0.08060323502739512,0.10165112213575457,0.13166160373532665,0.023112508176051212,0.056096819400507425,0.017902871850985824,0.05559369874958259,0.09265616458263765,0.06839411288813298,0.2095684110712273,0.036107907233705945,0.07433762918125657,0.2750735882181961,0.04559607525875532,0.06280742930213278,0.020672455764868078,0.17334381132038412,0.23262521394079747,0.02668802563418119,0.07862136275414387,0.10832372170111783,0.0710220824228435,0.10113917425784187,0.08006407690254358,0.08600261451922267,0.05661385170722978,0.09656090991705352,0.07479575920067658,0.11284452903835318,0.06419407387663693,0.01853123291652753,0.0,0.052414241836095915,0.21147746721890678
hardware,0.21942686286812776,0.23727737655956627,0.0842151921066519,0.2891031187209916,0.18605345461124456,0.1679842102263232,0.06263716900023573,0.09128709291752769,0.1763956284699956,0.18082966026816333,0.12309149097933274,0.10783277320343843,0.06608763214317867,0.13408633111818827,0.335939889314176,0.10886621079036346,0.14969103983674975,0.10427491826743668,0.23134069792952236,0.16773986942757088,0.051665617219475234,0.4151682458530185,0.18144368465060579,0.09186304243492506,0.13338778844417354,0.05974809532642945,0.10717354950741256,0.07132674875181882,0.22057470084576486,0.24652466565114894,0.05892556509887896,0.05716619504750294,0.01887128390240993,1.0,0.21166687833365083,0.13608276348795434,0.1340050420345616,0.22288261661191056,0.17025130615174974,0.22824559600582023,0.14237369936287486,0.21612702282332044,0.17765058047422005,0.18144368465060579,0.03669879217087869,0.17568209223157663,0.14547859349066158,0.036369648372665396,0.08948747402853657,0.12655439943366653,0.3011799352898825,0.11671682920864226,0.20600041053154824,0.06711560552140243,0.12326671027227314,0.08114408259335794,0.10206207261596575,0.041504853757646024,0.05237828008789241,0.07715167498104596,0.08858233390878899,0.12196528714750723,0.05954913341754137,0.10475656017578482,0.21942686286812776,0.027777777777777776,0.21320071635561041,0.09174698042719671,0.1740122992212915,0.0419960525565808,0.20003306604965967,0.12038585308576921,0.1543033499620919,0.041504853757646024
simulation,0.3022523663586378,0.25155553633950833,0.23529748204358508,0.37280996375158887,0.30203786239778074,0.11200358417204118,0.17182645382798642,0.05796736197002104,0.2451071589730601,0.15747695876199802,0.12506107989614448,0.14607760951060714,0.22157883462859487,0.16347821837759527,0.3177762847994256,0.16591227115686805,0.14517323726225953,0.11918635076609048,0.22812937284069357,0.15520746010502007,0.15747695876199802,0.17255919256291524,0.17282528245507087,0.06999970833515624,0.1016415964361075,0.1934944002091387,0.3149986875082031,0.18479352545983005,0.17796503660044974,0.19773892955605527,0.05986843400892496,0.13068205256070964,0.12941939442218642,0.21166687833365083,1.0,0.1777631476680729,0.19145989526687088,0.14370799697276376,0.18378646877737448,0.23914456235978007,0.22903205340724592,0.19002571855431766,0.20920799279564709,0.1555427542095638,0.08389352279619343,0.227578809855708,0.3879917968315853,0.19399589841579265,0.1704738084982559,0.2049234162064832,0.14849957306434114,0.1667593364912675,0.3085320958090524,0.23866333189755828,0.05870582947302891,0.030915926384011222,0.14258085802543347,0.07906682547518068,0.03991228933928331,0.03919309008348103,0.05399984475066951,0.15932167156129495,0.13612945512202276,0.1796053020267749,0.2572360564754364,0.08466675133346034,0.1805101203579608,0.08389352279619343,0.132597504604195,0.22400716834408235,0.15242534875526564,0.10702313041643274,0.1371758152921836,0.14232028585532522
array,0.20377134968227104,0.16244958076690788,0.1915496600194902,0.21789388428113732,0.2122993922420586,0.06613000712661082,0.11835959372978443,0.11180339887498948,0.20696234545139205,0.0949157995752499,0.07178841537565801,0.11320083081329449,0.09712858623572641,0.225218120723267,0.08512565307587486,0.11428571428571428,0.11428571428571428,0.23261495498227963,0.11428571428571428,0.1635123111747587,0.16271279927185697,0.03962144258751637,0.12698412698412698,0.048218052896829594,0.06001200360120042,0.1254448685596461,0.14465415869048878,0.10482848367219183,0.19069251784911845,0.20431341198119835,0.10309826235529032,0.24004801440480167,0.03962144258751637,0.13608276348795434,0.1777631476680729,1.0,0.017584498711333246,0.19798139062388093,0.2978777343672496,0.2396079626792956,0.09964083320898795,0.19198055541705106,0.06781609475393448,0.09523809523809523,0.07705141285294195,0.16598500055174645,0.20999097578833345,0.038180177416060626,0.18788455692040834,0.09964083320898795,0.11159049512642046,0.1531589335482564,0.2833691219561637,0.07045670884515312,0.08087693101032827,0.12777531299998798,0.08928571428571429,0.04357102009502991,0.109971479845643,0.13498731178900972,0.2231809902528409,0.07316393139022627,0.12502713556962392,0.109971479845643,0.0708769911938334,0.0,0.04973647313019938,0.13483997249264842,0.1328544442786506,0.0881733428354811,0.05727026612409094,0.10531568296778367,0.05399492471560388,0.06535653014254486
quantum system,0.1526762041381148,0.13997312773896356,0.13965509693273204,0.19445140241296452,0.2926811857209092,0.07597371763975863,0.22662980454966827,0.08257228238447704,0.14078457295842708,0.2687165276058996,0.1484539238050411,0.10837601479372586,0.21520264493646468,0.048514259981933004,0.1257389226923863,0.135400640077266,0.1723280873710658,0.1768503983206007,0.1846372364689991,0.2275896310668243,0.03504998186163908,0.10241831129983783,0.1367683233103697,0.08309324832467525,0.051708768999501914,0.06755523209187052,0.3185241185779218,0.07742096611387637,0.08215419219227854,0.14083575804390605,0.05330017908890261,0.24130758866434227,0.05120915564991892,0.1340050420345616,0.19145989526687088,0.017584498711333246,1.0,0.09304842103984708,0.16683127576028725,0.16774542658006547,0.08585457105482137,0.04511405717380271,0.10225790664180437,0.10257624248277727,0.14937887931959076,0.12712834523274563,0.09869275424396534,0.148039131365948,0.0,0.08585457105482137,0.11217603013123663,0.19795189561622398,0.3148408528328257,0.2630695140178147,0.15331103516796663,0.0,0.07693218186208295,0.09385638197228473,0.11844484241978356,0.0,0.08012573580802616,0.1260820036102558,0.035909478570327065,0.023688968483956713,0.13740858372430334,0.10050378152592121,0.021427478217774167,0.19917183909278766,0.12878185658223207,0.17094086468945693,0.148039131365948,0.09074425108007847,0.11631052629980886,0.0
architecture,0.304724700110022,0.23877843960885534,0.10395749007806007,0.26765747821882424,0.19471968372571596,0.19440394783993478,0.1391778001278442,0.15494494670022804,0.19213013923474498,0.2272070677224888,0.20259658037268968,0.09983374884595826,0.12237051636905873,0.21103769477175996,0.26812060503657786,0.13858697343671667,0.08819171036881969,0.1810121535639991,0.22677868380553634,0.16638958140993043,0.08370786705565378,0.17471413945365305,0.18198289441185014,0.07087387592709371,0.17641870800832105,0.11063197515266965,0.11339820148334993,0.07924288517503272,0.3603749850782236,0.24024999005214906,0.1272937693043289,0.10585122480499264,0.03494282789073061,0.22288261661191056,0.14370799697276376,0.19798139062388093,0.09304842103984708,1.0,0.19702760155977517,0.2773500981126146,0.1464582583879156,0.18470283861584405,0.2242806520081283,0.1679842102263232,0.06795295885835008,0.16265001215808886,0.10101525445522108,0.08417937871268423,0.12427395320024001,0.16110408422670716,0.21322939356555323,0.08104408984731079,0.2893672450960759,0.10356162766686668,0.11412279800291011,0.1126872339638022,0.1259881576697424,0.076852055693898,0.07273929674533079,0.14285714285714285,0.09841356626102457,0.1290490449322206,0.0735090461893295,0.09698572899377439,0.12501526158359877,0.025717224993681984,0.15352206215727945,0.10192943828752511,0.1464582583879156,0.038880789567986955,0.20203050891044216,0.14860752335342742,0.19047619047619047,0.09606506961737249
platform,0.29742484506432626,0.23711155403200468,0.21506619680967012,0.2953211014487591,0.2974774883003342,0.14478512671975205,0.13436715393281906,0.1631883414420549,0.286183350337002,0.1880174671653238,0.146695409807784,0.1468693638708063,0.2430325229656146,0.15409151781728103,0.2041241452319315,0.17723725194851356,0.1668115312456598,0.2097066159629206,0.20851441405707477,0.27538005725776177,0.14843484249893985,0.11566298639324804,0.2548509505142025,0.09383881776971763,0.16058821968029055,0.13732458213695217,0.14075822665457643,0.08743299939759484,0.3379781783072063,0.2783349703706405,0.10533762145004805,0.2189839359276689,0.08674723979493604,0.17025130615174974,0.18378646877737448,0.2978777343672496,0.16683127576028725,0.19702760155977517,1.0,0.20765337356928773,0.18179481208639486,0.165581585686617,0.11135748693238871,0.13900960937138318,0.08434823356733,0.1076763804116331,0.23684324034452495,0.15325150845822202,0.1371182340382122,0.15755550380820887,0.1900238514292661,0.15648564190346356,0.36462618781651773,0.10283867552865913,0.21248647409244853,0.06216698721602092,0.09122505614997022,0.047697225056167004,0.040128617695256406,0.19702760155977517,0.2443163804090564,0.09344137248916343,0.07603738308405919,0.08025723539051281,0.11638363502517113,0.1276884796138123,0.054446550648047085,0.18275450606254834,0.2423930827818598,0.14478512671975205,0.19504737440137349,0.15371886547533642,0.03940552031195503,0.07949537509361167
scale,0.29255339586756346,0.2860929661796339,0.194620185490665,0.31407042549624037,0.2554876683250579,0.14557847581859087,0.14475366195208292,0.11720180773462385,0.2477860052972327,0.22884722495816368,0.16857054433093707,0.1199852334952988,0.09163658174683431,0.22723926312511197,0.4015616910097056,0.17820842224272612,0.11531133203941102,0.17069271107187278,0.22013981571160285,0.1753630335700521,0.13929831084409963,0.23259352185183213,0.15141892085983263,0.08255888105640298,0.234862780680041,0.11506420936119474,0.11794125865200426,0.10989010989010989,0.2798601049125765,0.20989507868443236,0.10591481821704044,0.14678923792502563,0.05814838046295803,0.22824559600582023,0.23914456235978007,0.2396079626792956,0.16774542658006547,0.2773500981126146,0.20765337356928773,1.0,0.194977019199797,0.23052307685302242,0.16173107818196042,0.08735706972682653,0.1554857684028483,0.23006608383332586,0.15409124903714458,0.1260746583031183,0.12063587589525164,0.20716308289978433,0.28659762871012834,0.16858189702949394,0.33379214065202667,0.13786957245171616,0.17804232687933683,0.12501526158359877,0.10482848367219183,0.11190335723100832,0.08069700435584032,0.15848577035006547,0.17741757967769847,0.13421911977483972,0.09174483527748864,0.10087125544480041,0.18203322409537281,0.021398024625545645,0.16423467043540768,0.11308055883843512,0.17060489179982238,0.06470154480826261,0.23814102123922345,0.23184175040069485,0.09905360646879091,0.07993096945072023
