,gate,error,code,state,fidelity,ion,noise,measurement,spin,photon,interaction,entanglement,field,trap,quantum computer,circuit,phase,fault,control,algorithm,information,protocol,scheme,laser,frequency,dynamic,quantum computing,transition,mode,hardware,simulation,number,crosstalk,crystal,detection,optimization,device,architecture,quantum processor,platform,trapped ion,parameter,rate,scale,array,qudit,datum
crosstalk,0.2870655244726317,0.2951406680504776,0.07968190728895957,0.15018785229652767,0.16139400871168064,0.27764606458047136,0.05994906493301807,0.12770236105969923,0.0,0.1259881576697424,0.11664236870396086,0.08381981343406689,0.05730682550612528,0.1690308509457033,0.23314714686961358,0.1014692578863682,0.08671099695241201,0.21821789023599236,0.19245008972987526,0.03407990882954985,0.17638342073763938,0.11461365101225056,0.19886684640449762,0.22986424990745863,0.19399589841579265,0.03253000243161777,0.09820572322804726,0.10223972648864954,0.1608723630219467,0.09869275424396534,0.05372153093502535,0.13430382733756338,1.0,0.12838814775327387,0.12838814775327387,0.08104408984731078,0.09983374884595826,0.17251638983558856,0.061113233135214086,0.2381652558112334,0.17058877190638633,0.0,0.16448792373994225,0.13746434980705374,0.1543033499620919,0.0,0.09523809523809523
crystal,0.2428147546315699,0.1945151603146787,0.03580574370197165,0.2099632596440622,0.23570226039551584,0.3283226943911948,0.05387724584403653,0.0688609723207333,0.2002453486917181,0.08492077756084468,0.20965696734438366,0.15066058828554763,0.23176179118107212,0.32914029430219166,0.09524241471993242,0.09119215051751065,0.1818335167131459,0.03268602252303067,0.12354155277685021,0.0,0.1358732440973515,0.051502620262460476,0.15319287635644957,0.25249023184268876,0.19925419255468715,0.08770580193070292,0.13238873449220634,0.09188458377475332,0.20241022618818408,0.08869685939836239,0.19312181983410703,0.19312181983410703,0.12838814775327387,1.0,0.038461538461538464,0.0,0.05981486045545792,0.15504341823651058,0.10984700727621795,0.1664780229540729,0.26480996983557875,0.05661385170722978,0.2069593385961789,0.09883324222148017,0.24268133584853777,0.062017367294604234,0.04279604925109129
detection,0.21246291030262368,0.26524794588365275,0.1432229748078866,0.2849501380883701,0.2719641466102106,0.28892397106425144,0.18857036045412787,0.32135120416342206,0.05721295676906231,0.22645540682891913,0.07862136275414387,0.15066058828554763,0.0772539303936907,0.12659242088545833,0.1142908976639189,0.13678822577626595,0.07792865001991968,0.2288021576612147,0.19766648444296034,0.12251277836633775,0.15851878478024342,0.1545078607873814,0.10212858423763305,0.18362925952195544,0.07472032220800769,0.0,0.13238873449220634,0.12251277836633775,0.02891574659831201,0.05913123959890826,0.04828045495852676,0.2172620473133704,0.12838814775327387,0.038461538461538464,1.0,0.03641785203646149,0.02990743022772896,0.09302605094190634,0.13730875909527243,0.09513029883089881,0.2090605025017727,0.11322770341445956,0.14782809899727065,0.09883324222148017,0.10400628679223047,0.0,0.12838814775327387
optimization,0.21554305028202897,0.21766660205361194,0.033903175181040524,0.2130071614211525,0.08583770043743413,0.2362665123379257,0.17855051462249658,0.15213796786450898,0.1083457956975773,0.0804084401128346,0.14888750009563953,0.07132755515482112,0.048765984909417075,0.09589266029707683,0.2525085593478303,0.25903973506580735,0.12297974198582044,0.030949223029508647,0.07018624063435965,0.4350110929243062,0.08576900278702358,0.048765984909417075,0.1692283169604033,0.08693598163686228,0.07074999459548674,0.027681826617913324,0.06267707347241022,0.02900073952828708,0.13689641954834839,0.2519516299301344,0.18286012835299778,0.13714509626474833,0.08104408984731078,0.0,0.03641785203646149,1.0,0.0566365471788599,0.17616606585441102,0.15601529024770314,0.04503773491110449,0.19795189561622398,0.29483094708039354,0.05598925109558543,0.1871633083582924,0.06565321642986127,0.0,0.12156613477096616
device,0.21241248597289902,0.24750599435838969,0.16705381391691138,0.23323714284710653,0.18328047158971922,0.30636178793016067,0.12568373773353236,0.21418329140997422,0.13346521599003872,0.22011272658140596,0.02037847864848056,0.13667808797729797,0.10012021643290916,0.21656228851349338,0.2518034991693815,0.19500358584270897,0.12119357448701654,0.12708214194383724,0.076852055693898,0.09526510164590819,0.1584811631386123,0.20024043286581833,0.0794144911909375,0.053545822852493555,0.09683668899794137,0.09093257859606313,0.20588915566767577,0.047632550822954096,0.022484687520664393,0.29887031841660683,0.15017021115565557,0.22525531673348334,0.09983374884595826,0.05981486045545792,0.02990743022772896,0.0566365471788599,1.0,0.24112141108520607,0.14947849761564372,0.1849316803638273,0.28177763846368725,0.11005636329070298,0.18392019594868114,0.26898219492864295,0.134790966504298,0.09644856443408242,0.033277916281986085
architecture,0.3425861489626775,0.2851329742561005,0.1732050807568877,0.18136906252750293,0.21926450482675727,0.26470221867976673,0.23890473351968816,0.24057579331422171,0.0922531208028885,0.20539595906443728,0.08451542547285165,0.14171085778131032,0.10380684981717496,0.22453655975512465,0.24571804673358047,0.2389447521804875,0.10471347707292387,0.18446619684315546,0.19920476822239894,0.17285267941367818,0.16431676725154984,0.20761369963434992,0.18526206815833912,0.09252915127470066,0.10040241611281235,0.09428090415820634,0.4091516385047715,0.07407971974871923,0.11656310103003922,0.2383656473113981,0.11677484162422844,0.23354968324845687,0.17251638983558856,0.15504341823651058,0.09302605094190634,0.17616606585441102,0.24112141108520607,1.0,0.15498260496951669,0.1917412472118426,0.2921532737340716,0.22821773229381923,0.2622022120425379,0.27888667551135854,0.2795084971874737,0.05,0.20701966780270628
quantum processor,0.34674216354423276,0.2777698069954757,0.20452399702596546,0.31053807366489716,0.24596628517052885,0.40320966716906026,0.07693730481128204,0.2622246198888518,0.08170073702056668,0.10105651043180541,0.05613608914238398,0.16135874369200778,0.14709262627058442,0.16269784336399212,0.25841372730180107,0.2767247306920301,0.18547162802488576,0.16336600980326782,0.21170244960998527,0.26242441010441725,0.25870466670542186,0.20225236112205358,0.10938056352464587,0.06555615497221295,0.1067014491044368,0.10437071518085823,0.1890525816537108,0.08747480336813908,0.10323001737691674,0.16888013236829963,0.24130758866434227,0.17236256333167305,0.061113233135214086,0.10984700727621795,0.13730875909527243,0.15601529024770314,0.14947849761564372,0.15498260496951669,1.0,0.11886623189198178,0.1990271446755107,0.14147911460452758,0.14777011582226218,0.24698619121164947,0.19802950859533489,0.22140372138502384,0.12222646627042817
platform,0.3190554923295143,0.26242441010441725,0.17712297710801905,0.35239609324728294,0.3475476102314281,0.3248277347161624,0.16657415116319238,0.21289985842637235,0.19457601286123688,0.1750350105035012,0.291691675598474,0.17079427586224766,0.1592324388246205,0.15655607277128739,0.20023571015840683,0.21145645291297535,0.17668545570588978,0.18190171877724975,0.27500954910846337,0.09469425238482128,0.3080616184861622,0.2547719021193928,0.2052404178339686,0.19870653453128084,0.1232082207267395,0.16269784336399212,0.3547360664534818,0.09469425238482128,0.17879963496303788,0.1645362954286044,0.19405146605862295,0.28361368116260277,0.2381652558112334,0.1664780229540729,0.09513029883089881,0.04503773491110449,0.1849316803638273,0.1917412472118426,0.11886623189198178,1.0,0.4136701519960153,0.10502100630210073,0.12797267422224787,0.22917462425705282,0.30012252399939043,0.11504474832710555,0.026462806201248155
trapped ion,0.5499322250296403,0.4677757559328487,0.1297498240269205,0.5815045635640387,0.5059006054573263,0.480658190458373,0.2928537063287114,0.3410278378123989,0.3524499010236363,0.3692744729379982,0.4083587323137027,0.34576902394065556,0.35459859027204105,0.3853373177942262,0.3313261466250329,0.3221930381127963,0.35769557999243984,0.165822779387697,0.3850043050343484,0.22197571940400895,0.37748057233662036,0.33593550657351257,0.37933704412980207,0.4491586156553547,0.3610202407159216,0.2542566904654913,0.4077782289487792,0.3662599370166148,0.3248255502886646,0.25712973861329,0.31491832864888675,0.31491832864888675,0.17058877190638633,0.26480996983557875,0.2090605025017727,0.19795189561622398,0.28177763846368725,0.2921532737340716,0.1990271446755107,0.4136701519960153,1.0,0.27695585470349865,0.29998469504883835,0.3581435395668357,0.31407431726850377,0.1797866299901979,0.201604912253002
parameter,0.3127369361261392,0.2733040833050606,0.026352313834736494,0.2759442410552175,0.2535362435247213,0.35762566127501483,0.17843660678658244,0.11825404121991004,0.14737658618664082,0.1875,0.1350154312168304,0.1663247859647789,0.17057205980525325,0.14907119849998599,0.23832816548911884,0.16778901380350608,0.17206180040292132,0.048112522432468816,0.0909241209316635,0.3155843721336013,0.13333333333333333,0.1326671576263081,0.15032920560056579,0.23650808243982008,0.2566324512873683,0.10758287072798381,0.2273494308615708,0.15779218606680065,0.23409554595865587,0.2175970699446223,0.23096744271857797,0.15990053726670783,0.0,0.05661385170722978,0.11322770341445956,0.29483094708039354,0.11005636329070298,0.22821773229381923,0.14147911460452758,0.10502100630210073,0.27695585470349865,1.0,0.1523179489612356,0.20003306604965967,0.051031036307982884,0.04564354645876384,0.0629940788348712
rate,0.3849721974563504,0.35342271108757395,0.1926686588971131,0.27668578554642986,0.3344968040028363,0.3432417814099901,0.14495518914845187,0.21173540197217566,0.10994987428338561,0.23935677693908453,0.06043672230190352,0.23162743094465488,0.11877113736973437,0.33086205126864726,0.20499759443009796,0.10514994558491723,0.11980845957463075,0.3266372899592439,0.18993429409939658,0.09417632186960222,0.24370871833797697,0.17815670605460154,0.15701373439577193,0.26466925246521955,0.13402192668680962,0.11236664374387369,0.22049739775464644,0.16480856327180388,0.17782168978975482,0.25,0.22268088570756164,0.18556740475630137,0.16448792373994225,0.2069593385961789,0.14782809899727065,0.05598925109558543,0.18392019594868114,0.2622022120425379,0.14777011582226218,0.12797267422224787,0.29998469504883835,0.1523179489612356,1.0,0.24691458232921557,0.21320071635561041,0.04767312946227962,0.09869275424396534
scale,0.3314747156586699,0.3067191794659486,0.16101529717988267,0.28903665650804,0.2795426231258449,0.32059806024995074,0.19036384827209385,0.25067857461549164,0.2205271385679885,0.10910894511799618,0.06734350297014739,0.11291791431569304,0.13234444452945737,0.19518001458970663,0.42829680729170555,0.26362486509824806,0.13350031315246902,0.27297434161777523,0.2222222222222222,0.2951406680504776,0.13093073414159542,0.1819736112280039,0.19682713252204914,0.14745798506793625,0.11200358417204118,0.1690308509457033,0.34019460445004984,0.059028133610095526,0.11145564251507056,0.26590801173915524,0.24812912277292554,0.201604912253002,0.13746434980705374,0.09883324222148017,0.09883324222148017,0.1871633083582924,0.26898219492864295,0.27888667551135854,0.24698619121164947,0.22917462425705282,0.3581435395668357,0.20003306604965967,0.24691458232921557,1.0,0.2672612419124244,0.03984095364447979,0.109971479845643
array,0.2188702620658331,0.19127301391900148,0.09682458365518543,0.21629522817435007,0.2288021576612147,0.22491901880992976,0.07284643967679481,0.14483103050541438,0.154713186938819,0.1275775907699572,0.0708683386892301,0.1358036190637778,0.06963575181639445,0.20539595906443728,0.10302042296151677,0.10274936706584831,0.1404878717372541,0.05892556509887897,0.2449894717530557,0.027607881518711633,0.18371173070873836,0.16248342090492038,0.16110055813220658,0.18621132493553277,0.11225331376673432,0.15811388300841897,0.23866718525271902,0.05521576303742327,0.13032150878567172,0.13325044772225653,0.19583736295016008,0.17407765595569785,0.1543033499620919,0.24268133584853777,0.10400628679223047,0.06565321642986127,0.134790966504298,0.2795084971874737,0.19802950859533489,0.30012252399939043,0.31407431726850377,0.051031036307982884,0.21320071635561041,0.2672612419124244,1.0,0.0,0.07715167498104596
qudit,0.14682263526971892,0.028513297425610054,0.0,0.0967301666813349,0.0,0.14823324246066935,0.04343722427630694,0.0,0.04612656040144425,0.09128709291752768,0.08451542547285165,0.0809776330178916,0.041522739926869986,0.040824829046386304,0.09214426752509268,0.18380365552345193,0.04188539082916955,0.05270462766947299,0.03984095364447979,0.04938647983247948,0.2556038601690775,0.0,0.04116934847963091,0.037011660509880265,0.0,0.0,0.106735210044723,0.09877295966495896,0.04662524041201569,0.04767312946227962,0.03892494720807615,0.19462473604038075,0.0,0.062017367294604234,0.0,0.0,0.09644856443408242,0.05,0.22140372138502384,0.11504474832710555,0.1797866299901979,0.04564354645876384,0.04767312946227962,0.03984095364447979,0.0,1.0,0.06900655593423542
datum,0.11820345125343656,0.1770844008302866,0.07968190728895957,0.21693800887276218,0.10087125544480041,0.20458131074350522,0.1798471947990542,0.17878330548357893,0.09549105211188455,0.1259881576697424,0.029160592175990215,0.0,0.08596023825918793,0.08451542547285165,0.2119519516996487,0.1522038868295523,0.08671099695241201,0.07273929674533079,0.02749286996141075,0.10223972648864954,0.10079052613579392,0.05730682550612528,0.08522864845907041,0.025540472211939846,0.027713699773684663,0.1301200097264711,0.1473085848420709,0.03407990882954985,0.09652341781316803,0.19738550848793068,0.16116459280507606,0.16116459280507606,0.09523809523809523,0.04279604925109129,0.12838814775327387,0.12156613477096616,0.033277916281986085,0.20701966780270628,0.12222646627042817,0.026462806201248155,0.201604912253002,0.0629940788348712,0.09869275424396534,0.109971479845643,0.07715167498104596,0.06900655593423542,1.0
