DOI,Institutions
10.1103/PhysRevB.92.115303,"RIKEN,Univ Michigan"
10.1103/PhysRevA.91.033834,"Univ Saarland,Tech Univ Kaiserslautern,Texas A&M Univ"
10.1103/PhysRevApplied.10.024019,"Nanjing Univ,Univ Sci & Technol China"
10.1007/s10773-018-3775-6,"Univ Hassan 2,Fac Sci Rabat"
10.1103/PhysRevB.95.224515,"Delft Univ Technol,Indian Inst Sci,CSIC"
10.1038/s41565-018-0207-y,"Univ Copenhagen,Swiss Fed Inst Technol,Purdue Univ,MIT"
10.1063/5.0119932,"Northwestern Univ,Rigetti Comp"
10.1063/5.0050173,"Univ Chicago,Argonne Natl Lab,Univ Calif Santa Barbara,Univ Claude Bernard,Univ Grenoble Alpes,Southern Univ Sci & Technol"
10.1103/PhysRevLett.109.240502,"Delft Univ Technol,Univ Colorado"
10.1103/PhysRevLett.110.210501,"Univ Calif Riverside,Univ Georgia,Univ Calif Santa Barbara"
10.1103/PhysRevLett.111.050502,"NIST,Harvard Univ"
10.1016/j.physe.2009.06.043,"Univ Karlsruhe,Univ Roma La Sapienza"
10.1103/PRXQuantum.3.040338,"Technol Innovat Inst,Natl Univ Singapore,Ist Nazl Fis Nucl INFN,NUS,Forschungszentrum Julich"
10.1038/s41567-024-02630-w,"Univ Basel,Univ Copenhagen,Karlsruhe Inst Technol,Yale Univ"
10.1007/s11467-024-1405-8,"Harbin Inst Technol,Southern Univ Sci & Technol,Shenzhen Int Quantum Acad SIQA"
10.1038/ncomms2936,"Delft Univ Technol,NIST,Univ Colorado"
10.1103/PhysRevLett.107.080502,"IBM TJ Watson Res Ctr,Raytheon BBN Technol"
10.1088/0256-307X/28/5/050308,"Shanghai Univ,Shanghai Key Lab Astrophys,NE Normal Univ"
10.1063/1.3533805,"Karlsruhe Inst Technol,DFG Ctr Funct Nanostruct CFN"
10.1103/PhysRevB.93.214501,"Bayer Akad Wissensch,Tech Univ Munich,Nanosyst Initiat Munich,Chalmers,Univ Zaragoza,Fdn ARAID,IFF CSIC,Univ Basque Country,Univ Santiago Chile USACH,IKERBASQUE"
10.1109/MM.2018.032271060,"Delft Univ Technol,Top Embedded Syst,Netherlands Org Appl Sci Res"
10.1088/1674-1056/ac01c3,"Nanjing Univ,Southern Univ Sci & Technol"
10.1103/PhysRevLett.118.040402,"UCL,Univ Oxford,Univ Surrey"
10.1140/epjd/e2010-00258-5,"S China Normal Univ,Hefei Normal Univ,Univ Hong Kong,Nanjing Univ"
10.1103/PhysRevB.96.214511,"Rhein Westfal TH Aachen,Fundamentals Future Informat Technol,Forschungszentrum Julich"
10.1103/PhysRevA.92.012325,"Univ Calif Riverside,Univ Calif Santa Barbara,Google Inc"
10.1364/JOSAB.30.001178,"Al Azhar Univ,Assiut Univ"
10.1142/S0217732323501511,"Prince Sattam Bin Abdulaziz Univ,Univ Chinese Acad Sci,Assiut Univ"
10.1063/1.5029514,"Bayer Akad Wissensch,Tech Univ Munich,NIM"
10.1103/PhysRevB.84.134519,"Univ Basel,McGill Univ"
10.1103/PhysRevLett.125.200504,"Syracuse Univ,Forschungszentrum Julich,Julich Aachen Res Alliance JARA,IBM TJ Watson Res Ctr"
10.1038/NPHYS1700,"Karlsruhe Inst Technol,Russian Acad Sci,Phys Tech Bundesanstalt"
10.1103/PhysRevApplied.21.024008,"US Army Res Lab,Louisiana State Univ,Univ Colorado,Associate Natl Inst Stand & Technol,Univ Massachusetts Boston,Natl Inst Stand & Technol"
10.1103/PhysRevA.86.045801,"Hunan Normal Univ,Chinese Acad Sci"
10.1103/PRXQuantum.5.020306,"Sorbonne Univ,Google Quantum AI"
10.1103/PhysRevX.14.041007,"Tech Univ Munich,Bayer Akad Wissensch,Ludwig Maximilians Univ Munchen,Saarland Univ,BMW Grp"
10.1038/s41534-019-0224-1,"Karlsruhe Inst Technol,Google,Natl Univ Sci & Technol MISIS"
10.1038/s41586-022-04500-y,"Stanford Univ,AWS Ctr Quantum Comp"
10.1007/s10773-014-2362-8,"Jiangxi Normal Univ,Anqing Teachers Coll,Jinggangshan Univ,Wuhan Univ"
10.1103/PhysRevA.102.062408,"Univ Tokyo,Japan Sci & Technol Agcy,Tokyo Med & Dent Univ,RIKEN,Okinawa Inst Sci & Technol OIST Grad Univ,Nord Quant"
10.1103/PhysRevA.93.063827,"Tsinghua Univ,RIKEN,Univ Michigan,TNList"
10.1088/1367-2630/ab09b0,"Univ Sherbrooke,Univ Sydney,Northwestern Univ,Canadian Inst Adv Res,Univ Chicago"
10.1103/PhysRevApplied.15.054001,"Univ Copenhagen,Delft Univ Technol,Microsoft Quantum Mat Lab Copenhagen"
10.1007/s11433-012-4863-x,"S China Normal Univ,Hefei Normal Univ,Renmin Univ China,Univ Hong Kong"
10.1134/S1054660X11150175,"Tatarstan Acad Sci,Russian Acad Sci,Kazan VI Lenin State Univ"
10.1088/1367-2630/18/5/053031,"Univ Calif Berkeley,Univ Queensland,Univ Sherbrooke,Canadian Inst Adv Res,NIST,Tata Inst Fundamental Res,MIT"
10.1103/PhysRevLett.110.120501,"Yale Univ,INRIA Paris Rocquencourt"
10.1021/acs.nanolett.8b03921,"Univ Stuttgart,Max Planck Inst Struct & Dynam Matter,Max Planck Inst Solid State Res,Univ Firenze,Synchrotron SOLEIL"
10.3390/app14041478,"INFN,Technol Innovat Inst,Univ Firenze,Sez Firenze,Univ Milan,CERN,CNR,Univ Milano Bicocca,Bicocca Quantum Technol BiQuTe Ctr,Heidelberg Univ,Univ Pisa"
10.1103/PhysRevA.89.012110,"FCEyN UBA,IFIBA CONICET UBA"
10.1088/0253-6102/67/6/674,"Chinese Acad Sci,Huazhong Univ Sci & Technol"
10.1103/PhysRevApplied.21.014015,"Univ Chicago,Argonne Natl Lab"
10.1016/j.jmmm.2012.02.067,"Natl Inst Adv Ind Sci & Technol,Japan Sci & Technol Corp JST,Nagoya Univ,Univ Twente,Inst Max Von Laue Paul Langevin,Hokkaido Univ"
10.1103/PhysRevLett.122.110501,"Univ Sci & Technol China,10 Univ Sci & Technol China,Zhejiang Univ"
10.1103/PhysRevB.108.224416,"Delft Univ Technol,Rhein Westfal TH Aachen,Max Planck Inst Sci Light"
10.1103/PhysRevA.102.013710,"Univ Macau,Shanghai Maritime Univ"
10.1103/PhysRevApplied.20.044077,"Tokyo Univ Sci,RIKEN Ctr Quantum Comp RQC,Natl Inst Adv Ind Sci & Technol"
10.1109/TASC.2024.3350582,"Univ Milano Bicocca,Univ Pisa,Ist Nazl Fis Nucl,Fdn Bruno Kessler,Univ Salerno,Univ Firenze,CNR,CNR IFN,Univ Sannio,NEST Ist Nanosci CNR,Scuola Normale Super Pisa,Univ Ferrara"
10.1063/1.3515520,"Natl Acad Sci Ukraine,Inst Photon Technol,Novosibirsk State Tech Univ,NEC Nano Elect Res Labs"
10.1103/PhysRevApplied.20.054047,"Nanjing Univ,South China Normal Univ,Hefei Natl Lab"
10.1038/s41534-020-00359-x,"Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr"
10.1103/PhysRevApplied.18.034027,"Univ Wisconsin,Univ Maryland,Bleximo Corp"
10.1038/s41467-023-39785-8,"Tsinghua Univ,Univ Sci & Technol China,Hefei Natl Lab,Shanghai Qi Zhi Inst"
10.1088/1361-6455/aac736,"Univ Isfahan,Int Univ Imam Khomeini Qazvin"
10.1103/PhysRevApplied.14.064004,"Univ Concepcion,Univ Bio Bio"
10.1103/PhysRevLett.130.040202,"Boston Univ Acad,Boston Univ,Johns Hopkins Univ"
10.1063/1.5125224,"Univ Witwatersrand,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevA.101.053802,"Nanjing Univ,Shaanxi Normal Univ,Nanjing Univ Sci & Technol,Univ Arkansas"
10.1103/PhysRevA.91.022122,"Univ Fed ABC,Queens Univ Belfast"
10.1103/PhysRevLett.124.070401,"ARC Ctr Excellence Engineered Quantum Syst,Univ Queensland,IBM Res Zurich"
10.1103/PhysRevLett.119.150502,"Univ Chicago,Northwestern Univ,Tulane Univ"
10.1088/2058-9565/aa94fc,"Univ Calif Santa Barbara,Google"
10.1209/0295-5075/ac2b5c,"Xi An Jiao Tong Univ,Chinese Acad Sci Xian"
10.1103/PhysRevApplied.17.044016,"Univ Tokyo,RIKEN"
10.1143/APEX.3.103101,"NTT Corp,Tokyo Univ Sci"
10.1103/PhysRevB.92.035442,"Univ Queensland,Univ Sherbrooke,Karlsruhe Inst Technol,LD Landau Inst Theoret Phys RAS,IBM TJ Watson Res Ctr"
10.1103/PhysRevA.97.022306,"Univ Santiago Chile USACH,Univ Basque Country,Basque Fdn Sci,Shanghai Univ,Ctr Dev Nanosci & Nanotechnol"
10.1103/PRXQuantum.3.040304,"Yale Univ,Cornell Univ,MIT"
10.1038/s41467-024-48230-3,"Swiss Fed Inst Technol Lausanne EPFL,Ecole Polytech Fed Lausanne"
10.1103/PhysRevApplied.8.064028,"Forschungszentrum Julich,Rhein Westfal TH Aachen,Yale Univ"
10.1038/s41567-018-0414-3,"Tsinghua Univ,Univ Michigan,Univ Sci & Technol China,Yale Univ"
10.1016/j.crhy.2016.07.007,"Univ Calif Berkeley,Washington Univ,CNRS,Univ Grenoble Alpes"
10.1038/s41534-024-00849-2,"Natl Inst Adv Ind Sci & Technol,Yokohama Natl Univ,Tohoku Univ,NEC Corp Ltd"
10.1103/PhysRevApplied.19.024043,"Colorado Sch Mines,Univ Chicago"
10.1103/PhysRevA.97.022332,"South China Normal Univ,South Univ Sci & Technol China,Huazhong Univ Sci & Technol,Univ Hong Kong"
10.1007/s11128-018-2011-x,"Dalian Univ Technol,Shanxi Datong Univ"
10.1103/PhysRevB.88.241405,"Univ Basel,Univ Calif Los Angeles,Slovak Acad Sci,RIKEN"
10.1103/PhysRevB.85.174521,"MIT,Inst Phys & Chem Res RIKEN,Univ Waterloo,Perimeter Inst Theoret Phys,NEC Corp Ltd"
10.1103/PhysRevLett.121.157701,"Yale Univ,Delft Univ Technol,Univ Grenoble Alpes"
10.1103/PhysRevB.82.134530,"Karlsruhe Inst Technol,DFG Ctr Funct Nanostruct CFN"
10.1063/1.4821822,"RIKEN,MIT,Tokyo Med & Dent Univ,Univ Tokyo,NEC Corp Ltd"
10.1038/ncomms11417,"Chalmers Univ Technol,MIT,Univ Waterloo"
10.1088/2058-9565/acf685,"Lawrence Livermore Natl Lab,Univ Calif Berkeley,Columbia Univ,Rigetti Comp"
10.1103/PhysRevLett.108.170503,"MIT,RIKEN,Univ Waterloo,Perimeter Inst Theoret Phys,NEC Corp Ltd"
10.1126/sciadv.abc5055,"Natl Phys Lab,Sorbonne Univ,Univ Wisconsin,Google Inc,Chalmers Univ Technol,Royal Holloway Univ London"
10.1103/PhysRevA.93.063845,"NL Dukhov All Russia Res Inst Automat,Natl Res Nucl Univ MEPhI,Russian Acad Sci,Moscow Inst Phys & Technol,Natl Univ Sci & Technol MISIS,Natl Res Univ"
10.1103/PhysRevA.82.052304,"Aalto Univ,Univ New S Wales"
10.1103/PhysRevApplied.20.064005,"Univ Wisconsin,Lab Phys Sci,MIT Lincoln Lab,Intel Corp,HRL Labs LLC"
10.1088/2058-9565/aa701c,"Natl Univ Singapore,Univ Santiago Chile USACH,CNRS UNS NUS NTU Int Joint Res Unit,Nanyang Technol Univ"
10.1103/PhysRevB.105.214522,"Univ Napoli Federico II Monte S Angelo,Seeqc,CNR,Univ Roma La Sapienza,Res Ctr Enrico Fermi,CNR Ist Nazl Ott CNR INO,Abdus Salam Int Ctr Theoret Phys,Univ Napoli Federico II,Yale Univ"
10.1103/PhysRevLett.116.020501,"Univ Calif Santa Barbara,Google Inc,Univ Calif Riverside"
10.1103/PhysRevLett.106.167002,"CEA Saclay,Univ Sherbrooke,Univ Queensland,Univ Sydney"
10.1209/0295-5075/96/40012,"Karlsruhe Inst Technol,DFG Ctr Funct Nanostruct CFN,Inst Photon Technol"
10.1103/PhysRevA.107.052610,"MIT,Google Quantum,NASA,USRA Res Inst Adv Comp Sci,Michigan State Univ"
10.1088/1367-2630/aab7cd,"Northwestern Univ,Univ Sherbrooke,Univ Chicago,Princeton Univ,Canadian Inst Adv Res"
10.1063/1.3698001,"Chinese Acad Sci,Univ Kansas"
10.1103/PhysRevLett.128.110503,"Tech Univ Denmark,Palacky Univ"
10.1088/1612-202X/abab13,"Nanjing Univ Posts & Telecommun,Shanxi Univ,Nanjing Univ"
10.1038/s41586-023-06195-1,"Univ Sci & Technol China,Peking Univ"
10.1103/PhysRevA.82.062326,"RIKEN,Univ Michigan,Hangzhou Normal Univ,Fuzhou Univ,E China Normal Univ"
10.1063/10.0009541,"Natl Acad Sci Ukraine,Kyiv Acad Univ"
10.1103/PhysRevA.98.030301,"Univ Wisconsin,Univ Maryland,Univ Massachusetts"
10.1063/1.4940230,"Karlsruhe Inst Technol,NIST,Natl Univ Sci & Technol,Johannes Gutenberg Univ Mainz"
10.1063/1.4926506,"S China Normal Univ,Anhui Xinhua Univ"
10.1103/PhysRevLett.110.040502,"MIT,Univ Groningen,Inst Phys & Chem Res RIKEN,Univ Tokyo,MIT Lincoln Lab"
10.1103/PhysRevLett.113.193601,"Max Planck Inst Quantum Opt,CSIC,Univ Sussex,Univ Complutense"
10.1088/0031-8949/2012/T147/014019,"Univ Catania,CNR IMM MATIS,Univ Palermo"
10.1103/PhysRevLett.113.247001,"Yale Univ,Forschungszentrum Julich,INRIA Paris Rocquencourt"
10.1103/PhysRevLett.111.137002,"Chalmers,Natl Phys Lab"
10.1103/PhysRevB.84.014525,"MIT,RIKEN,NEC Corp Ltd"
10.1038/s41928-023-00925-z,"Southern Univ Sci & Technol,Int Quantum Acad,Hefei Natl Lab,Univ Chicago,Argonne Natl Lab"
10.1002/andp.201400094,"Chinese Acad Sci,Fudan Univ,Natl Univ Def Technol,Beijing Computat Sci Res Ctr"
10.1140/epjqt/s40507-022-00126-1,"Vietnam Natl Univ,Phenikaa Univ,Vietnam Acad Sci & Technol,Tohoku Univ"
10.1038/s41534-020-0275-3,"Aarhus Univ,MIT,Swiss Fed Inst Technol,Univ Copenhagen"
10.1038/srep07755,"Chinese Acad Sci,Univ Chinese Acad Sci,Tsinghua Univ,Collaborat Innovat Ctr Quantum Matter"
10.1088/1367-2630/14/2/023031,"Ist Foton & Nanotecnol CNR,Univ Catania,CNR IMM MATIS,Dip Fis Univ Sapienza"
10.1103/PhysRevApplied.14.014099,"Zhejiang Univ,Univ Sci & Technol China,Origin Quantum Comp"
10.1103/PhysRevLett.119.023602,"Univ Tokyo,Tokyo Med & Dent Univ,RIKEN"
10.1038/ncomms5015,"IBM Corp,Raytheon BBN Technol"
10.1103/PRXQuantum.4.020356,"IBM T J Watson Res Ctr,MIT IBM Watson Lab"
10.1103/PhysRevA.101.052321,"Univ Wisconsin Madison,Univ Maryland"
10.1103/PhysRevLett.123.060502,"Fuzhou Univ,Chinese Acad Sci,Univ Chinese Acad Sci,Univ Sci & Technol China"
10.1103/PhysRevLett.120.183601,"Natl Inst Informat & Commun Technol,Waseda Univ,Hamad Bin Khalifa Univ,NTT Corp,Tokyo Med & Dent Univ"
10.1038/s41598-018-27154-1,"RIKEN Ctr Emergent Matter Sci,Aalto Univ,Delft Univ Technol,Hunan Normal Univ,Moscow State Pedag Univ,Tokyo Univ Sci,Royal Holloway Univ London,Natl Phys Lab,Moscow Inst Phys & Technol"
10.1103/PhysRevLett.111.243602,"CSIC,Univ Zaragoza,Fdn ARAID,Univ Complutense Madrid,Univ Sussex"
10.3390/s22176580,"Lobachevsky State Univ Nizhny Novgorod,Russian Quantum Ctr,Russia Natl Res Univ,Dukhov All Russia Res Inst Automat,Lomonosov Moscow State Univ,Moscow Tech Univ Commun & Informat"
10.1142/S0219749915500562,"Al Baha Univ,Prince Sattam Bin Abdulaziz Univ,Assiut Univ,Al Azhar Univ,Univ Sci & Technol"
10.1103/PhysRevA.81.034301,"Natl Univ Def Technol,China Satellite Maritime Tracking & Control Dept"
10.1103/PhysRevLett.129.040502,"Southern Univ Sci & Technol,Int Quantum Acad"
10.1103/PhysRevB.91.064503,"Natl Univ Singapore,Hebrew Univ Jerusalem,Univ Basque Country,Basque Fdn Sci,Nanyang Technol Univ"
10.1103/PhysRevApplied.21.034031,"Tsinghua Univ,Yangtze Delta Reg Ind Innovat Ctr Quantum & Inform,Beijing Acad Quantum Informat Sci,Chinese Acad Sci,Frontier Sci Ctr Quantum Informat,Hefei Natl Lab"
10.1088/1367-2630/ac60df,"Xi An Jiao Tong Univ,Hubei Univ Automot Technol"
10.1063/5.0015526,"Informat Directorate,Air Force Acad"
10.1103/PhysRevB.104.094106,"Univ Waterloo,McMaster Univ"
10.1103/PhysRevX.9.021056,"NIST,Univ Colorado"
10.1103/PhysRevApplied.19.034071,"Univ Chicago,Riverlane Res Inc,Oak Ridge Natl Lab"
10.1103/PhysRevA.106.052411,"Tsinghua Univ,Frontier Sci Ctr Quantum Informat,Sun Yat sen Univ,Natl Univ Singapore"
10.1088/1674-1056/ac11d7,"Chinese Acad Sci,Univ Chinese Acad Sci,Songshan Lake Mat Lab"
10.1103/PhysRevLett.117.110501,"Zhejiang Univ,Univ Sci & Technol China,CAS Alibaba Quantum Comp Lab,Univ Kansas"
10.1103/PhysRevLett.124.230503,"Tsinghua Univ,South China Normal Univ"
10.3390/math10234458,"King Abdulaziz Univ,Taif Univ,Al Azhar Univ,Transilvania Univ Brasov"
10.1103/PhysRevB.84.024501,"Univ Calif Santa Barbara,Zhejiang Univ,NEC Corp Ltd"
10.1103/PhysRevLett.105.210501,"CSIC,Univ Copenhagen,Tech Univ Denmark,Natl Inst Stand & Technol,Joint Quantum Inst,Harvard Univ"
10.1103/PhysRevApplied.19.034021,"NYU,Univ Wisconsin,Univ Maryland"
10.1103/PhysRevLett.125.240503,"Southern Univ Sci & Technol,Nanjing Univ"
10.1038/ncomms4135,"Zhejiang Univ,Univ Calif Santa Barbara,Univ Calif Riverside,Univ Sci & Technol China"
10.1140/epjd/e2014-40679-4,"Univ Fed Minas Gerais,Univ Estadual Feira de Santana,Univ Estadual Campinas"
10.1063/1.4904425,"Natl Acad Sci Ukraine,Univ Jena,South West State Univ"
10.1103/PhysRevA.102.033706,"Univ Maryland,NIST,Univ Pittsburgh"
10.1103/PhysRevB.89.155404,"Natl Acad,Naval Res Lab"
10.1103/PhysRevB.89.184504,"B Verkin Inst Low Temp Phys & Engn,V Karazin Kharkov Natl Univ,Leibniz Inst Photon Technol,Novosibirsk State Tech Univ,Comenius Univ"
10.1088/1612-202X/aae5ac,"Xuchang Univ,Zhejiang Ocean Univ"
10.1103/PhysRevLett.132.200401,"Washington Univ,Univ Southern Calif,CNR SPIN Complesso Monte S Angelo,Univ Grenoble Alpes"
10.1103/PhysRevA.88.062311,"Natl Taiwan Univ,Beijing Normal Univ,Univ Queensland"
10.1088/0031-8949/2015/T165/014037,"Univ Catania,Ctr Siciliano Fis Nucl & Struttura Mat,CNR IMM UOS Catania Univ,Ist Nazl Fis Nucl"
10.1038/s41567-018-0066-3,"Univ Tokyo,Tokyo Med & Dent Univ,RIKEN"
10.1103/PhysRevB.108.094430,"Univ Isfahan,Uppsala Univ,KTH Royal Inst Technol,Orebro Univ"
10.1088/1367-2630/17/6/065012,"Univ Palermo,Rhein Westfal TH Aachen,Chalmers"
10.1109/JSSC.2023.3311639,"Tsinghua Univ,Nanyang Technol Univ,Beijing Acad Quantum Informat Sci BAQIS"
10.1103/PhysRevB.94.094519,"Comenius Univ,B Verkin Inst Low Temp Phys & Engn,V Karazin Kharkov Natl Univ,Leibniz Inst Photon Technol,Royal Holloway Univ London,Natl Phys Lab,Moscow Inst Phys & Technol,Slovak Acad Sci,Novosibirsk State Tech Univ"
10.1103/PhysRevLett.112.180402,"Univ Paris 07,CNRS,Univ Grenoble Alpes"
10.1103/PhysRevLett.121.030604,"Washington Univ,Friedrich Alexander Univ Erlangen Nurnberg,Univ Lancaster,Univ Stuttgart,Inst Mat Sci & Engn"
10.1103/PhysRevA.82.052311,"Univ London,RIKEN,Univ Michigan"
10.1103/PhysRevA.85.023826,"Univ Calif Santa Barbara,NEC Corp Ltd"
10.1103/PhysRevB.91.014515,"Bayer Akad Wissensch,Tech Univ Munich,NIM,Univ Zaragoza,CSIC,Harvard Univ,Fdn ARAID,Univ Basque Country UPV EHU,Basque Fdn Sci"
10.1021/acs.nanolett.1c04055,"Forschungszentrum Julich,Rhein Westfal TH Aachen,Imperial Coll London,UCL,Univ Copenhagen,Natl Phys Lab,Univ Twente"
10.1109/TASC.2020.2991809,"Nanjing Univ,Purple Mt Labs"
10.1063/1.4995627,"Lomonosov Moscow State Univ,Moscow Tech Univ Communt & Informat,State Univ,Lobachevsky State Univ Nizhny Novgorod"
10.1103/PhysRevB.85.224512,"Natl Acad Sci Ukraine,Akhiezer Inst Theoret Phys"
10.1063/5.0240672,"Leiden Univ,Max Planck Inst Chem Phys Solids,Delft Univ Technol,Ludwig Maximilians Univ Munchen,Univ Utrecht"
10.1016/j.physe.2012.03.026,"Assiut Univ,Salman Bin Abdulaziz Univ,Al Baha Univ"
10.1103/PhysRevApplied.21.024047,"Univ Chicago,Fermilab Natl Accelerator Lab,Stanford Univ,SLAC Natl Accelerator Lab"
10.1103/PhysRevB.92.064501,"Univ Basque Country UPV EHU,Univ Nottingham,Univ Vienna,Univ Santiago Chile USACH,IKERBASQUE"
10.1088/1674-1056/ac5612,"Shanxi Univ,Shandong Normal Univ"
10.1109/TMTT.2024.3456111,"Univ Massachusetts,Google LLC"
10.1103/PhysRevApplied.17.014024,"MIT,Raytheon BBN Technol"
10.1103/PhysRevA.93.012346,"Aarhus Univ,Univ Colorado,Natl Inst Stand & Technol,HRL Labs LLC"
10.1103/PRXQuantum.3.020301,"Beijing Acad Quantum Informat Sci,Nanjing Univ Posts & Telecommun"
10.1103/PhysRevA.90.032302,"Univ Calif Riverside,Univ So Calif"
10.1103/PhysRevLett.130.110601,"Univ Sci & Technol China,Univ Technol Sydney,Southern Univ Sci & Technol,Henan Key Lab Quantum Informat & Cryptog,Delft Univ Technol"
10.1103/PhysRevLett.109.010502,"MIT,RIKEN,NEC Corp Ltd,MIT Lincoln Lab"
10.1109/TASC.2024.3350595,"Seoul Natl Univ,Samsung Elect,Sungkyunkwan Univ"
10.1038/s41598-022-16126-1,"State Key Lab Math Engn & Adv Comp,Zhengzhou Univ,Songshan Lab"
10.1103/PhysRevB.86.220503,"Univ Calif Berkeley,Univ Surrey,Yale Univ"
10.1038/s41534-019-0231-2,"Yale Univ,INRIA Paris"
10.1103/PhysRevB.89.104516,"Univ Calif Riverside,IBM Corp"
10.1103/PhysRevA.89.053802,"Natl Chung Hsing Univ,Natl Cheng Kung Univ"
10.1103/PhysRevA.96.052325,"Univ Waterloo,Perimeter Inst Theoret Phys"
10.1126/science.aaw8415,"Univ Chicago,Univ Calif Santa Barbara,Argonne Natl Lab,Google"
10.1103/PhysRevLett.127.050502,"MIT,Harvard Univ"
10.1109/TASC.2021.3065304,"Arizona State Univ,NASA Pasadena,MIT,CALTECH"
10.1103/PhysRevApplied.14.044039,"Swiss Fed Inst Technol,Univ Sherbrooke,Yale Univ,Natl Univ Sci & Technol MISIS,Canadian Inst Adv Res"
10.1126/sciadv.aar3960,"Delft Univ Technol,Univ Technol,Leiden Univ,Intel Corp"
10.1103/PhysRevLett.117.190503,"Google Inc,Univ Calif Santa Barbara,Univ Calif Riverside"
10.1134/S0021364015030133,"Natl Acad Sci Belarus,Univ Szczecin"
10.1103/PhysRevA.95.052333,"Google Inc,Univ Calif Santa Barbara"
10.1103/PhysRevB.105.L180502,"Huazhong Univ Sci & Technol,Wuhan Natl High Magnet Field Ctr,Hubei Key Lab Gravitat & Quantum Phys"
10.1103/PhysRevApplied.6.054005,"Univ Calgary,Univ Wisconsin Madison,Canadian Inst Adv Res,Univ Sci & Technol China,CALTECH"
10.1103/PhysRevLett.127.043604,"Xiangtan Univ,Shanghai Univ,Univ Basque Country UPV EHU,Basque Fdn Sci,Kipu Quantum,Univ Seville"
10.1103/PhysRevX.4.031039,"Univ Oxford,Univ Maryland"
10.1209/0295-5075/110/37010,"Sun Yat sen Univ,Shaoxing Univ"
10.1103/PhysRevLett.130.220602,"MIT,Harvard Univ,MIT Lincoln Lab,Atlantic Quantum"
10.1103/PhysRevLett.119.180505,"Univ Tokyo,Japan Sci & Technol Agcy,RIKEN"
10.1088/0953-8984/28/27/275701,"Leiden Univ,Delft Univ Technol"
10.1063/5.0147692,"Natl Inst Stand & Technol,Univ Colorado"
10.1126/sciadv.abl6698,"Univ Oxford,Univ Southampton,RIKEN,Yale Univ,SUNY Polytech Inst,Oxford Quantum Circuits"
10.1103/PhysRevApplied.20.054008,"Google Quantum AI,Univ Calif Santa Barbara,Univ Calif Riverside"
10.1103/PhysRevB.90.195112,"Natl Univ Singapore,Chinese Acad Sci,Soochow Univ"
10.1088/2058-9565/ac734b,"Chalmers Univ Technol,VTT Tech Res Ctr Finland,Swiss Fed Inst Technol,IMEC,Bluefors Oy"
10.1038/s41567-022-01527-w,"Univ Innsbruck,Austrian Acad Sci,Univ Oulu,Univ Sherbrooke"
10.1103/PhysRevLett.118.240401,"Washington Univ,Inst Mat Sci & Engn"
10.1103/PhysRevApplied.6.064007,"IBM TJ Watson Res Ctr,IBM Res Zurich"
10.1021/acsami.4c05656,"Chinese Acad Sci,Univ Sci & Technol China,Yongjiang Lab,Rutgers State Univ,Ningbo Univ"
10.1063/1.4792698,"NIST,Raytheon BBN Technol"
10.1103/PhysRevA.107.012434,"Southern Univ Sci & Technol,Yancheng Inst Technol,Beihang Univ,Tianjin Univ,Fudan Univ,Univ Chicago"
10.1038/s41467-022-33997-0,"Syracuse Univ,Univ Wisconsin"
10.1038/s41534-023-00782-w,"Chalmers Univ Technol,Univ Stuttgart,Ericsson AB,Okinawa Inst Sci & Technol Grad Univ"
10.1103/PhysRevA.84.032333,"Univ Calif Los Angeles,Univ Basel"
10.1002/qute.202100011,"South China Normal Univ,City Univ Hong Kong"
10.1142/S2010324723400210,"Natl Sun Yat Sen Univ,Univ Sci & Technol China"
10.1103/PRXQuantum.3.030303,"Univ Copenhagen,Univ Colorado"
10.1038/s41928-024-01147-7,"Aalto Univ,IQM,QTF Ctr Excellence"
10.1038/s41586-020-2587-z,"Yale Univ,INRIA Paris,Paul Scherrer Inst,Univ Texas Austin"
10.1038/s41534-017-0027-1,"Aalto Univ,Univ Oulu,Loughborough Univ Technol,Brown Univ,Univ Jyvaskyla"
10.1063/5.0103361,"Nanyang Technol Univ,Univ Southampton"
10.1088/2058-9565/abc3cb,"Colorado Sch Mines,Tulane Univ"
10.1103/PhysRevB.90.134515,"Rhein Westfal TH Aachen,Forschungszentrum Julich"
10.1140/epjqt/s40507-022-00129-y,"Shanghai Univ,Univ Santiago Chile USACH,Ctr Dev Nanosci & Nanotechnol,Univ Basque Country,Basque Fdn Sci,Kipu Quantum"
10.1103/PhysRevLett.112.027001,"Nanjing Univ,Univ Kansas,S China Normal Univ"
10.1103/PhysRevX.11.011010,"Univ Chicago,Northwestern Univ,IBM TJ Watson Res Ctr,Yale Univ"
10.1103/PhysRevApplied.3.034004,"MIT,RIKEN,Univ Tokyo"
10.1140/epjd/e2012-30105-6,"N China Elect Power Univ,Guizhou Normal Univ"
10.1016/j.physleta.2011.11.045,"Xiamen Univ,RIKEN,Chinese Acad Sci,Univ Michigan"
10.1093/ptep/ptt056,"King Saud Univ,Al Azhar Univ,Assiut Univ"
10.1088/1367-2630/14/4/043005,"Tokyo Med & Dent Univ,NEC Corp Ltd,Inst Phys & Chem Res RIKEN"
10.1103/PhysRevB.98.205403,"Univ Copenhagen,McGill Univ,Canadian Inst Adv Res,Univ New South Wales,Lund Univ"
