DOI,Institutions
10.1103/PhysRevB.86.245301,"UCL,Univ Oxford,Princeton Univ,Inst Crystal Growth,Phys Tech Bundesanstalt,Vitcon Projectconsult GmbH,Simon Fraser Univ"
10.1038/s41565-019-0400-7,"Univ New South Wales,Univ Sydney,Univ Cambridge,Hitachi Cambridge Lab"
10.1103/PhysRevX.9.041003,"Univ New South Wales,Nanyang Technol Univ"
10.1039/c8sc01695j,"Univ Firenze,Univ Parma,Forschungszentrum Julich,Univ Torino"
10.1103/PhysRevB.104.075301,"IFW Dresden,Leibniz Univ Hannover,Tech Univ Chemnitz,Tech Univ Dresden,Fraunhofer Inst Angew Festkorper Phys IAF"
10.1103/PhysRevB.95.201304,"Cavendish Lab,Univ Cambridge,Chinese Acad Sci"
10.1021/acsnano.3c11739,"Univ Bordeaux,Inst Opt,CNRS,Mat Phys Ctr CSIC,Donostia Int Phys Ctr DIPC,Ulm Univ,L F Vereshchagin Inst High Pressure Phys,Tours Univ,Basque Fdn Sci,Univ Basque Country UPV EHU"
10.1038/s41467-022-32807-x,"Leibniz Inst Forsch Verbund Berlin eV,NTT Corp,Queens Univ"
10.1103/PhysRevB.103.035430,"Rhein Westfal TH Aachen,Forschungszentrum Julich"
10.1021/acs.inorgchem.7b02616,"Univ Florence,Univ Turin"
10.1103/PhysRevApplied.14.064024,"Budapest Univ Technol & Econ,Hitachi Cambridge Lab,Quantum Mot Technol"
10.1103/PhysRevB.104.235303,"Univ New South Wales,Hitachi Cambridge Lab,Univ Basel,HRL Labs LLC,Delft Univ Technol,Keio Univ"
10.1088/1612-202X/aca759,"State Grid FuJian Elect Power Co Ltd,Nanjing NARI Informat & Commun Technol Co Ltd,Fuzhou Univ,Harbin Inst Technol"
10.1364/OE.22.000593,"Beijing Normal Univ,Beijing Univ Posts & Telecommun"
10.1103/PhysRevB.101.144109,"Helmholtz Zentrum Dresden Rossendoif,Aalto Univ,Univ Oulu,Chalmers Univ Technol,Tech Univ Dresden"
10.1038/s41467-018-05700-9,"Univ New South Wales,Delft Univ Technol"
10.1088/1367-2630/aaa910,"Nat Acad Sci Belarus,Belarusian State Univ,Belarusian State Univ Informat & Radioelect,Nat Acad Sci Ukraine,Ulm Univ"
10.1016/j.mssp.2024.108231,"IMEC,IST Austria,Katholieke Univ Leuven,Univ Ghent,Soitec"
10.1103/PhysRevA.96.012309,"Univ Maryland,Virginia Tech,Univ Maryland Baltimore Cty"
10.1038/s41467-024-49057-8,"Linkoping Univ,Univ Chicago,Argonne Natl Lab"
10.1021/jacs.4c04720,"Soochow Univ,Univ Rovira & Virgili,Westlake Univ,Westlake Inst Adv Study"
10.1039/c5dt02609a,"Southern Fed Univ,Russian Acad Sci"
10.1073/pnas.2211786119,"Xiamen Univ,Univ Warwick"
10.1021/acs.jpcc.1c08998,"Harvard Univ,Bar Ilan Univ,Westlake Univ,Westlake Inst Adv Study"
10.1103/PhysRevB.95.165429,"Delft Univ Technol,Univ Wisconsin,Intel Corp"
10.1038/s41467-024-55077-1,"Korea Adv Inst Sci & Technol,Korea Basic Sci Inst KBSI,Kyungpook Natl Univ KNU,Inha Univ,Korea Adv Nano Fab Ctr KANC"
10.22331/q-2021-06-17-478,"Indian Inst Sci Educ & Res,Nanyang Technol Univ,Univ Gdansk"
10.1103/PhysRevB.89.045403,"UCL,Univ Oxford"
10.1039/c8sc04500c,"Univ Glasgow,Cardiff Univ"
10.1038/s41586-018-0200-5,"Delft Univ Technol,Element Six Innovat"
10.1103/PhysRevX.9.021028,"Univ New South Wales,Keio Univ,ARC Ctr Excellence Future Low Energy Elect Techno,UCL"
10.1021/acs.nanolett.0c04771,"Univ New South Wales,Purdue Univ,Keio Univ"
10.1038/s41467-017-01993-4,"Univ Chicago,Tohoku Univ,Argonne Natl Lab"
10.1103/PhysRevB.108.235312,"Univ Sci & Technol China,Sichuan Univ,ZJU Hangzhou Global Sci & Technol Innovat Ctr,Chinese Acad Sci"
10.1038/s42004-020-00422-w,"CSIC,Univ Zaragoza,Univ Barcelona,Fdn ARAID"
10.1103/PRXQuantum.2.020309,"Princeton Univ,HRL Labs LLC,Google Inc"
10.1140/epjb/e2015-50768-3,"Univ Strasbourg,Univ Ferhat,CNRS"
10.1063/1.5096610,"Natl Inst Adv Ind Sci & Technol,Nagoya Univ"
10.1002/qute.202200049,"Tech Univ Munich,Technion Israel Inst Technol,Univ Grenoble Alpes,Ruhr Univ Bochum,Tech Univ Berlin,Univ Paderborn"
10.1103/PhysRevB.104.085421,"Norwegian Univ Sci & Technol,IMEC,Katholieke Univ Leuven"
10.1515/nanoph-2024-0485,"Univ Maryland Baltimore Cty,Natl Inst Stand & Technol,Theiss Res,Univ Maryland Coll Pk,Joint Quantum Inst"
10.1021/acs.nanolett.7b00927,"Peking Univ,Chinese Acad Sci,Lund Univ"
10.1103/PhysRevLett.107.117203,"Univ Zaragoza,Univ Barcelona"
10.1103/PhysRevX.8.031049,"Univ New South Wales,Purdue Univ,Univ Melbourne"
10.1103/PhysRevB.109.235427,"Inst Basic Sci IBS,Ewha Womans Univ,Politecn Milan,Paul Scherrer Inst PSI,Empa Swiss Fed Labs Mat Sci & Technol"
10.1038/s41467-024-46519-x,"Forschungszentrum Julich,Rhein Westfal TH Aachen,ARQUE Syst GmbH"
10.1039/c7sc05464e,"Univ Valencia,Max Planck Inst Struct & Dynam Matter"
10.1021/acsnano.3c07752,"Penn State Univ,Penn State Abington,Auburn Univ,Shinshu Univ"
10.1103/PRXQuantum.2.010321,"Swiss Fed Inst Technol,Purdue Univ,Norwegian Univ Sci & Technol"
10.1103/PhysRevB.90.075436,"Univ Grenoble Alpes,CNRS,Ruhr Univ Bochum"
10.1103/PhysRevA.103.052430,"Indian Inst Technol,Univ Pittsburgh"
10.1103/PhysRevB.94.115404,"CSIC,Max Planck Inst Quantum Opt,Donostia Int Phys Ctr,Basque Fdn Sci"
10.1038/s41565-019-0587-7,"Univ New South Wales,Keio Univ,HRL Labs,Delft Univ Technol"
10.1021/jacs.3c03402,"Univ Nebraska,Indiana Univ,Univ Tubingen,Univ Washington"
10.1021/acs.nanolett.0c01466,"IST Austria,Chinese Acad Sci,Univ Chinese Acad Sci,Vienna Univ Technol"
10.1021/acsphotonics.4c00340,"Forschungszentrum Julich,Julich Aachen Res Alliance,MIT,Rhein Westfal TH Aachen"
10.1134/S1070328415080060,"Southern Fed Univ,Russian Acad Sci"
10.1103/PhysRevLett.128.247701,"Univ Wisconsin,Univ New South Wales"
10.1103/PhysRevLett.110.016804,"Toshiba Res Europe Ltd,Univ Cambridge"
10.1103/PhysRevB.81.121306,"CSIC,Univ Geneva"
10.1134/S1063776123080113,"Lomonosov Moscow State Univ,Peter Great St Petersburg Polytech Univ,Russian Quantum Ctr"
10.1103/PhysRevB.88.155321,"Osaka Prefecture Univ,AIST,Tohoku Univ"
10.1088/1367-2630/12/9/093028,"Stanford Univ,Univ Tokyo,Panasonic Corp,Natl Inst Informat,Simon Fraser Univ"
10.1103/PhysRevA.84.032308,"Univ York,Univ Leeds"
10.1103/PhysRevB.82.245314,"Univ Fed Rio de Janeiro,Univ Wisconsin"
10.1103/PhysRevB.88.161408,"Forschungszentrum Julich,Rhein Westfal TH Aachen,Julich Aachen Res Alliance"
10.1021/acs.jpclett.7b00479,"Univ Valencia,Univ Toulouse"
10.1088/1367-2630/ac2dab,"Max Planck Inst Phys Komplexer Syst,Agcy Sci Technol & Res,Goethe Univ,Univ Leipzig"
10.1142/S0219887824400097,"US Air Force,SUNY Albany,SUNY Polytech Inst"
10.1007/s11128-020-02803-5,"Payame Noor Univ,Azarbaijan Shahid Madani Univ"
10.1103/PhysRevB.82.195305,"Univ Tokyo,RIKEN ASI"
10.7567/APEX.10.103004,"Japan Adv Inst Sci & Technol,CUNY City Coll,Kyoto Univ,CREST JST,Tokyo Inst Technol,Tohoku Univ,Japan Atom Energy Agcy,RIKEN,CUNY,Univ New Mexico"
10.1103/PhysRevLett.112.026801,"Harvard Univ,Niels Bohr Inst,Univ Calif Santa Barbara"
10.1103/PhysRevLett.110.156402,"Harvard Univ,Austrian Acad Sci,Univ Innsbruck,TU Wien"
10.1103/PhysRevA.81.014302,"Changshu Inst Technol,Suzhou Univ"
10.1088/0953-4075/47/15/155502,"Sci Pract Mat Res Ctr NAS Belarus,Univ Szczecin"
10.1103/PhysRevLett.131.097001,"Delft Univ Technol,Jozef Stefan Inst,Univ Ljubljana,Univ Copenhagen,CSIC,Univ Illinois,Leiden Univ,Univ Roma La Sapienza"
10.1021/acs.nanolett.0c02342,"Nanyang Technol Univ,Sorbonne Univ,Univ Technol Sydney,Harbin Inst Technol"
10.1103/PhysRevLett.106.187601,"Tech Univ Munich,Bayer Akad Wissensch"
10.1103/PhysRevB.84.195314,"Univ Basel,Univ Calif Los Angeles"
10.1103/PhysRevLett.124.223601,"Univ Sci & Technol China,Wuhan Univ"
10.1016/j.ssc.2020.114014,"US Naval Acad,US Naval Res Lab"
10.1038/s41534-022-00554-y,"Univ Buffalo,Quaid i Azam Univ Campus"
10.1103/PhysRevLett.110.177602,"Univ Munich,Univ Regensburg,Swiss Fed Inst Technol,Max Planck Inst Quantum Opt"
10.1103/PhysRevLett.107.026602,"RIKEN,Tokyo Inst Technol,Univ Tokyo"
10.1103/PhysRevApplied.18.054017,"Univ Ottawa,Natl Res Council Canada,Natl Inst Mat Sci"
10.1088/1361-648X/ab0686,"Univ Barcelona,CUNY"
10.1103/PhysRevLett.116.116801,"Univ Copenhagen,Virginia Tech,Univ Maryland,Purdue Univ"
10.1103/PhysRevB.86.104428,"UCL,Univ Warwick,Sandia Natl Labs"
10.1103/PhysRevApplied.20.044062,"C12 Quantum Elect,Univ Lorraine"
10.1103/PhysRevLett.133.260604,"Karlsruhe Inst Technol,Stuttgart Univ,IQM Quantum Comp"
10.1038/s41467-019-13822-x,"Harvard Univ,CALTECH,Univ Texas Austin"
10.1103/PhysRevB.92.035403,"Univ Basel,AGH Univ Sci & Technol"
10.1103/PhysRevA.100.012332,"Fuzhou Univ,Harbin Inst Technol"
10.1103/PhysRevB.107.085427,"Univ New South Wales,Diraq,Keio Univ,Tokyo Inst Technol,Otto Stern Weg 1"
10.1103/PhysRevApplied.17.034046,"Univ Sci & Technol China,Chinese Acad Sci"
10.1364/OL.522770,"Sichuan Univ,Harbin Inst Technol,Quantum Sci Ctr Guangdong Hong Kong"
10.1088/2632-2153/ad88d5,"Univ Sherbrooke,IMEC,Natl Res Council Canada,Univ Waterloo,Perimeter Inst Theoret Phys"
10.1103/PhysRevLett.109.107201,"AGH Univ Sci & Technol,Univ Antwerp"
10.1039/c3tc30800f,"Harbin Univ Sci & Technol,Hefei Univ Technol,Univ Nebraska"
10.1063/1.5049506,"Univ Sydney,Q CTRL Pty Ltd,Univ Calif Los Angeles,Hella Corp"
10.1002/adts.202100254,"Univ Chicago,Argonne Natl Lab"
10.1142/S2010324713500070,"Kafr Elsheikh Univ,Umm Al Qura Univ,Ain Shams Univ"
10.1103/PhysRevApplied.21.014034,"Harvard Univ,Delft Univ Technol,Virginia Tech,AWS Ctr Quantum Networking"
10.1063/5.0139825,"Univ Basel,IBM Res Europe Zurich,UCL"
10.1103/PhysRevB.89.045432,"Univ Sci & Technol China,Univ New S Wales"
10.1364/JOSAB.33.000804,"Univ Sci & Technol Beijing,Beijing Normal Univ"
10.1126/science.1239584,"Simon Fraser Univ,Univ Oxford,Leibniz Inst Kristallzuchtung,PTB Braunschweig,VITCON Projectconsult,UCL"
10.1103/PhysRevLett.130.090801,"Tech Univ Dortmund,Quantum Brilliance GmbH"
10.1063/5.0151029,"Polish Acad Sci,Forschungszentrum Julich,Rhein Westfal TH Aachen,Leiden Univ"
10.1021/nl9037399,"Univ Maryland,Carnegie Inst Sci"
10.1103/PhysRevLett.108.247213,"Univ Zaragoza,Univ Valencia,Univ Stuttgart,Univ Nottingham"
10.1039/d0sc05856d,"Univ Zaragoza,Univ Paris Saclay,Univ Paul Sabatier,Univ Grenoble Alpes,Ocean Univ China"
10.1088/1612-202X/aca02c,"Russian Acad Sci,Kazan Fed Univ"
10.1021/acs.nanolett.7b02627,"IST Austria,Johannes Kepler Univ Linz"
10.1126/sciadv.abm5912,"Univ Chicago,Natl Inst Quantum Sci & Technol,Linkoping Univ,Argonne Natl Lab"
10.1103/PhysRevB.87.155315,"Univ Cambridge,Univ Glasgow"
10.3390/nano11010072,"RMIT Univ,Swinburne Univ Technol,Natl Inst Quantum & Radiol Sci & Technol,Univ Melbourne,Tokyo Inst Technol"
10.1016/j.jcrysgro.2017.05.008,"Ruhr Univ Bochum,Univ Basel,Univ Lyon 1"
10.1140/epjd/e2014-50140-5,"Hubei Normal Univ,Nanjing Univ Posts & Telecommun"
10.1039/c6dt02258h,"Univ Valencia,Univ Austral Chile,Sorbonne Univ,Trinity Coll Dublin"
10.1088/1361-648X/aa6aac,"Tsinghua Univ,Univ Michigan"
10.1103/PhysRevB.85.115319,"Ocean Univ China,Univ Calif San Diego,Univ Maryland,Natl Inst Stand & Technol"
10.1021/acs.nanolett.9b05295,"Rhein Westfal TH Aachen,Forschungszentrum Julich,Natl Inst Mat Sci"
10.1126/sciadv.abj5030,"Leibniz Inst Forsch Verbund Berlin eV,Russian Acad Sci,Helmholtz Zentrum Dresden Rossendorf,Tech Univ Dresden"
10.35848/1347-4065/acac36,"Hitachi Ltd,Tokyo Inst Technol,Tokyo Tech Acad Super Smart Soc"
10.1038/s41467-018-04544-7,"RIKEN Ctr Emergent Matter Sci,JST,Tohoku Univ,Univ Tokyo,Ruhr Univ Bochum,SUNY Buffalo,RIKEN Cluster Pioneering Res,Univ Michigan"
10.1038/ncomms12912,"Pohang Univ Sci & Technol,Chung Ang Univ,Max Planck Inst Chem Phys Solid,RIKEN,NIST,Korea Atom Energy Res Inst"
10.1038/s41534-022-00534-2,"Ioffe Inst,Northern Arctic Fed Univ,Helmholtz Zentrum Dresden Rossendorf,Tech Univ Dresden,Tech Univ Dortmund"
10.1038/NPHYS2826,"Univ Wurzburg,Ioffe Phys Tech Inst,Bavarian Ctr Appl Energy Res ZAE Bayern"
10.1016/j.nanoen.2021.106310,"Univ Elect Sci & Technol China,Swansea Univ,Chinese Acad Sci,Univ Chinese Acad Sci"
10.1002/pssb.201100145,"UCL,Univ Sydney,Univ Utah,Florida State Univ"
10.1063/5.0156358,"Polish Acad Sci,Leiden Univ"
10.1103/PhysRevB.89.205439,"Budapest Univ Technol & Econ,Hungarian Acad Sci,Eotvos Lorand Univ"
10.1103/PhysRevApplied.21.014019,"Princeton Univ,Univ Calif Los Angeles"
10.1103/PhysRevApplied.20.034066,"Univ New South Wales,Silicon Quantum Comp,Univ Basel,PsiQuantum Ltd,Univ Queensland"
10.1038/s41534-023-00802-9,"Natl Taiwan Univ,RIKEN,QuTech,Netherlands Org Appl Sci Res TNO,Delft Univ Technol,Natl Ctr Theoret Sci"
10.1088/1367-2630/17/12/122003,"Univ Oxford,Univ Grenoble Alpes,Inst Neel"
10.1007/s11128-019-2497-x,"Kim Il Sung Univ,Univ Sci"
10.1039/c5qi00142k,"Univ Valencia,Univ Paris 11,Florida State Univ,Jacobs Univ Bremen"
10.1103/PhysRevApplied.19.054090,"Univ Washington,Sandia Natl Labs,Univ Oslo,Pacific Northwest Natl Lab"
10.1103/PhysRevApplied.20.064019,"Univ Regensburg,Aalto Univ,Univ Lancaster"
10.1126/science.aaa4298,"Harvard Univ,Univ Maryland"
10.1103/PhysRevA.86.062328,"Univ Wisconsin,Yale Univ,SUNY Buffalo"
10.1109/TED.2024.3393947,"IIT Delhi,IMEC"
10.1021/acs.nanolett.2c04417,"Univ New South Wales,Diraq"
10.1038/ncomms2854,"Univ Calif Santa Barbara,Ames Lab,Iowa State Univ,Case Western Reserve Univ"
10.1002/jcc.27120,"Carl von Ossietzky Univ Oldenburg,Unicontrol,Univ Exeter,Univ Oxford"
10.1103/PRXQuantum.3.020343,"Swiss Fed Inst Technol,Natl Inst Mat Sci"
10.1103/PhysRevB.88.075206,"Japan Atom Energy Agcy,Univ Tsukuba,Natl Inst Mat Sci,Element Six Ltd,Univ Ulm,Univ Stuttgart"
10.1073/pnas.2313754120,"Univ Chicago,Argonne Natl Lab,Univ Iowa,Tohoku Univ,Eindhoven Univ Technol"
10.1103/PhysRevB.98.075201,"Eotvos Lorand Univ,Hungarian Acad Sci,Univ Konstanz,Budapest Univ Technol & Econ"
10.1103/PhysRevB.88.085314,"SUNY Buffalo,Polish Acad Sci,Univ Maryland"
10.1038/s41524-022-00862-z,"Colorado Sch Mines,Natl Renewable Energy Lab"
10.1063/5.0230736,"Sungkyunkwan Univ,Ajou Univ,Univ Wisconsin Madison,Korea Inst Sci & Technol,Eotvos Lorand Univ,MTA ELTE Lendulet Momentum NewQubit Res Grp,Linkoping Univ"
10.1063/1.5043108,"Univ Grenoble Alpes,Aix Marseille Univ"
10.1038/s41598-018-24004-y,"Univ Twente,IST Austria"
10.1103/PhysRevB.92.121202,"Univ Turku,Kazan Fed Univ,Univ Fukui,Korea Basic Sci Inst,Korea Adv Inst Sci & Technol,Russian Acad Sci"
10.1038/NPHYS2731,"Univ Basel,Eindhoven Univ Technol,Delft Univ Technol"
10.1021/acs.nanolett.4c04112,"Univ Penn,IBM Res,Nokia Bell Labs,Delft Univ Technol"
10.1021/acs.nanolett.9b04495,"Stanford Univ,SLAC Natl Accelerator Lab"
10.1063/1.5040474,"Univ Bristol,Hitachi Cambridge Lab,Univ Grenoble Alpes,CSIC,Univ Cambridge,CEA Grenoble"
10.1021/acsnano.4c02470,"Univ Strasbourg,Ctr Fiis Mat CFM MPC"
10.1103/PhysRevB.101.121302,"Univ New South Wales,Beijing Computat Sci Res Ctr"
10.1021/jacs.9b09101,"Univ Strasbourg,Sorbonne Univ"
10.1021/nl500299h,"UMR E CEA UJF Grenoble 1,CEA"
10.1038/s41598-018-19977-9,"Zhejiang Univ,Basque Country Univ EHU UPV,IKERBASQUE"
10.1002/pssr.201600029,"Univ Brasilia,Univ Fed Uberlandia,Univ Fed Goias"
10.1103/PhysRevLett.131.193601,"Nanyang Technol Univ,Natl Taiwan Univ"
10.1021/acs.nanolett.6b02522,"Tsinghua Univ,Univ Michigan"
10.1103/PhysRevB.103.174106,"Wenzhou Univ,Zhejiang Univ,Anhui Univ,Hefei Presch Educ Coll,Hefei Univ"
10.1038/s41534-024-00852-7,"Forschungszentrum Julich GmbH,Rhein Westfal TH Aachen,ARQUE Syst GmbH,Forschungszentrum Julich,Polish Acad Sci"
10.1021/jacs.9b12797,"Univ Wien,Florida State Univ,Univ Valencia"
10.1038/s41467-017-00534-3,"Univ Grenoble Alpes,CNRS,Ruhr Univ Bochum"
10.1103/PhysRevB.97.115445,"Renmin Univ China,Chinese Acad Sci,Texas Tech Univ,Univ Chinese Acad Sci,Collaborat Innovat Ctr Quantum Matter,Hong Kong Polytech Univ,Shanghai Jiao Tong Univ,Collaborat Innovat Ctr Adv Microstruct"
10.1103/PhysRevLett.133.040401,"Southern Univ Sci & Technol,City Univ Hong Kong,Quantum Sci Ctr Guangdong Hong Kong Macao Greater,Huawei Technol Co Ltd,Univ Hong Kong,Int Quantum Acad"
10.1016/j.commatsci.2021.111041,"CUNY,Flatiron Inst"
10.1021/acsnano.4c07184,"Warsaw Univ Technol,Univ Warsaw,Univ Calif Santa Barbara,Polish Acad Sci,Univ South Carolina"
10.1063/5.0158262,"Delft Univ Technol,QuTech,Netherlands Org Appl Sci Res TNO"
10.1021/jacs.0c06073,"Northwestern Univ,Argonne Natl Lab"
10.1063/5.0023722,"Peking Univ,Chinese Acad Sci,Beijing Acad Quantum Informat Sci"
10.1002/qute.201900123,"ASTAR,Natl Univ Singapore"
10.22331/q-2023-08-31-1099,"Univ Bari,Univ Grenoble Alpes,Quandela SAS,Chapman Univ,Univ Rochester,Univ Paris Cite,NUS,Natl Univ Singapore"
10.1117/1.AP.4.6.066003,"Univ Sci & Technol China,Jinan Inst Quantum Technol,Chinese Acad Sci,Univ Wurzburg,Carl von Ossietzky Univ Oldenburg,Univ Kassel,NYU ECNU Inst Phys NYU Shanghai"
10.1103/PhysRevA.101.032322,"Fuzhou Univ,Harbin Inst Technol"
10.1038/s41534-019-0206-3,"Univ Cambridge,Tech Univ Denmark,Univ Sheffield,Univ Cote Azur,Delft Univ Technol"
10.1021/ic302068c,"Univ Valencia,Moldavian Acad Sci"
10.1103/PhysRevB.110.235305,"Univ Rochester,Sandia Natl Labs"
10.1007/s10909-022-02749-1,"Okinawa Inst Sci & Technol,Univ Konstanz"
10.1038/s41524-020-00448-7,"Univ Calif Santa Barbara,US Naval Res Lab,Univ Kansas,UCL"
10.1038/nphys2514,"Univ Sheffield,RAS,St Petersburg State Univ,Lab Photon & Nanostruct"
10.1103/PhysRevApplied.12.014013,"Delft Univ Technol,Intel Corp,URENCO Stable Isotopes,Air Liquide Adv Mat North Branch"
10.1038/NMAT3499,"UCL,Swiss Fed Inst Technol,Sandia Natl Labs"
10.1364/OME.434083,"CUNY City Coll,CUNY,Flatiron Inst"
10.1021/acsnano.4c10357,"Palacky Univ,Czech Acad Sci,Czech Tech Univ,Univ Autonoma,Univ Complutense,Campus Univ Cantoblanco,CSIC UNIOVI PA"
10.1038/NPHYS3686,"Univ Sheffield,Univ Cambridge,Cambridge Res Lab,Univ Konstanz"
10.1103/PhysRevB.109.075433,"Univ Strathclyde,Carl von Ossietzky Univ Oldenburg,Julius Maximilians Univ Wurzburg"
10.1103/PhysRevLett.133.017001,"Swiss Fed Inst Technol,Univ Konstanz,Rhein Westfal TH Aachen,Natl Inst Mat Sci,Norwegian Univ Sci & Technol"
10.1103/PhysRevB.102.085413,"McGill Univ,Beijing Computat Sci Res Ctr,Univ Chinese Acad Sci,Univ Sci & Technol China"
10.1149/2162-8777/acb734,"Leibniz Inst Kristallzuchtung,IHP Leibniz Inst innovat Mikroelekt"
10.1103/PhysRevB.97.241202,"Hungarian Acad Sci,IMEC,Hasselt Univ,Budapest Univ Technol & Econ"
10.1088/2053-1583/acddf6,"Univ Wisconsin Madison,Univ Calif Santa Cruz"
10.1038/s41467-020-20280-3,"Univ Copenhagen,CEA"
10.1103/PhysRevLett.121.256804,"Univ Sao Paulo,Univ Iowa,Univ Fed Rio Grande do Norte"
10.1073/pnas.2404298121,"RWTH Achen Univ,Forsch Zentrum Julich"
10.1038/s41534-017-0029-z,"Univ Chicago,Argonne Natl Lab"
10.1103/PhysRevB.91.195417,"Ludwig Maximilians Univ Munchen,Univ Regensburg,ETH"
10.1038/s41563-020-00802-6,"Univ Chicago,Natl Inst Quantum & Radiol Sci & Technol,Linkoping Univ,Argonne Natl Lab"
10.1103/PhysRevLett.124.067701,"UCL,Univ Cambridge,Hitachi Cambridge Lab,CEA,Univ Calif Berkeley,Univ Dhaka,MIT"
10.1103/PhysRevA.100.063840,"Zhejiang Sci Tech Univ,Huazhong Univ Sci & Technol"
10.7566/JPSJ.91.044004,"Univ Teknol Malaysia,Osaka Univ,PRESTO,Natl Inst Quantum & Radiol Sci & Technol"
10.1021/jacs.4c10632,"Univ Parma,UdR INSTM Parma,INFN Sez Milano Bicocca,Univ Florence,UdR INSTM Firenze,Northwestern Univ,North Western Univ,Univ Padua"
10.1039/c7cp03872k,"Inst Problems Chem Phys,Moldavian Acad Sci,Ben Gurion Univ Negev,Univ Valencia"
10.1063/1.3577962,"Tohoku Univ,CREST JST"
10.1103/PhysRevB.98.035432,"Univ Melbourne,Bayerische Akad Wissensch,Tech Univ Munich,Nanosyst Initiat Munich"
10.1063/5.0094900,"Sandia Natl Labs,Univ Texas Austin,Ctr Integrated Nanotechnol"
10.1103/PhysRevB.90.155306,"Univ Maryland,Univ Maryland Baltimore Cty"
10.1038/s41467-024-53890-2,"Tohoku Univ,Natl Inst Mat Sci NIMS,Univ Tokyo,RIKEN"
10.1103/PhysRevB.82.125437,"Univ Colorado,NIST,Harvard Univ"
10.1038/s41928-024-01214-z,"UCL,Univ Basel,VTT Tech Res Ctr Finland Ltd"
10.1038/NPHYS1856,"Harvard Univ,Weizmann Inst Sci"
10.1109/TED.2023.3244133,"Univ Sherbrooke,3IT,Univ Lille"
10.1038/s41467-024-46075-4,"Delft Univ Technol,Univ Penn,Element Six Innovat"
10.1103/PhysRevA.87.022306,"Harvard Univ,Univ Michigan,CALTECH,Yale Univ"
10.1002/aelm.202300753,"Huazhong Univ Sci & Technol,Hubei Univ,Shenzhen Huazhong Univ Sci & Technol"
10.1021/acs.inorgchem.0c02573,"Univ Firenze,Univ Grenoble Alpes,Univ Torino,Trinity Coll Dublin"
10.1038/s41467-023-39568-1,"Univ Basel,Ruhr Univ Bochum,Univ Oklahoma"
10.1021/jacs.1c07058,"IMDEA Nanociencia,Univ Autonoma Madrid,Univ Zaragoza,CSIC,Univ Complutense Madrid"
10.1038/s42005-023-01152-w,"Florida State Univ,Univ Florida,Univ Valencia"
10.1039/d0nr00775g,"Lund Univ,Peking Univ,Beijing Acad Quantum Informat Sci"
10.1021/acs.jpcb.3c06658,"Argonne Natl Lab,Lawrence Berkeley Natl Lab"
10.1103/PhysRevB.88.085201,"Univ Halle Wittenberg,Max Planck Inst Microstruct Phys,Rzeszow Univ Technol,Univ Tecn Lisboa,Heidelberg Univ"
10.1088/1674-1056/ace3a9,"Univ Sci & Technol China,Chinese Acad Sci,Beijing Superstring Acad Memory Technol,Origin Quantum Comp Co Ltd"
10.1038/NNANO.2015.60,"ETH,Ecole Polytech Fed Lausanne"
10.1021/acsnano.0c10601,"Harvard Univ,Flatiron Inst"
10.1039/c5nr04273a,"Peking Univ,UMR CNRS 8520,Lund Univ"
10.1103/PhysRevB.102.195418,"Univ Konstanz,Princeton Univ"
10.1021/acsaelm.8b00006,"Forschungszentrum Julich,JARA Julich Aachen Res Alliance"
10.1103/PhysRevApplied.22.064089,"Tech Univ Wien,RIKEN,Slovak Acad Sci,Univ Basel,Univ Grenoble Alpes"
10.1103/PhysRevA.107.012604,"Guangxi Univ,South China Normal Univ"
10.1063/5.0160792,"Univ Waterloo,Northern Quantum Lights Inc"
10.1038/nature10416,"CNRS,Univ Grenoble 1,Univ Tokyo,ERATO JST,ICORP Int Cooperat Res Project Quantum Spin Infor,Ruhr Univ Bochum,Inst Univ France"
10.1103/PhysRevB.88.045307,"South Dakota Sch Mines & Technol,NASA Ames Res Ctr"
10.1063/5.0209702,"Max Planck Inst Solid State Res,Univ Cambridge"
10.1021/jacs.3c11172,"Max Planck Inst Microstruct Phys,Fac Chem & Food Chem,Tech Univ Dresden,Univ Strasbourg,Univ Valencia,Univ Sci & Technol China,Univ Sofia,Max Planck Inst Polymer Res,Cent Facil Electron Microscopy,Univ Utrecht,Shandong Univ"
10.1103/PhysRevA.110.032612,"Univ Colorado,Univ Calif Santa Barbara,Harvard Smithsonian Ctr Astrophys,Harvard Univ,Delft Univ Technol"
10.1063/5.0177200,"Czech Acad Sci,Brno Univ Technol,Vilnius Univ"
10.1021/acs.jpclett.4c00294,"NYU Abu Dhabi,Dartmouth Coll,Univ Calif Santa Barbara"
10.1063/1.5048949,"Natl Isotope Ctr,Victoria Univ"
10.1021/acsnano.3c00191,"Univ Penn,Bilkent Univ,Univ Iowa,Eindhoven Univ Technol"
10.1038/s41467-021-23471-8,"Univ Sci & Technol China,Budapest Univ Technol & Econ,Wigner Res Ctr Phys"
10.3390/molecules29133033,"Harbin Inst Technol,Kazan Fed Univ,Sorbonne Univ,ISM CNR,IM Sechenov First Moscow State Med Univ"
10.1103/PhysRevB.99.205306,"UNSW Sydney,Keio Univ,Univ Melbourne,Univ Wisconsin,Univ Chinese Acad Sci"
