DOI,Institutions
10.1103/PhysRevX.13.031001,"Technion Israel Inst Technol,MIT,Harvard Univ"
10.1103/PhysRevA.106.062407,"Inst Fed Alagoas,Univ Fed Pernambuco,Secretaria Estado Educ Alagoas"
10.1038/s41467-020-16189-6,"Sapienza Univ Roma,Univ Fed Rio Grande do Norte"
10.1021/acsphotonics.1c00504,"Albanova Univ Ctr,Royal Inst Technol"
10.1103/PhysRevB.97.201108,"Cornell Univ,Univ Wisconsin Milwaukee,Univ Montpellier,Inst Univ France,Univ Lisbon,Inst Telecomunicacoes"
10.1088/2058-9565/ab19f2,"Sapienza Univ Roma,Univ Fed Rio Grande do Norte,Nagoya Univ,Natl Univ Singapore"
10.1007/s11467-019-0949-5,"Shangrao Normal Univ,Univ Sci & Technol China,Nanjing Univ"
10.1038/s41566-024-01403-4,"Quandela,Univ Paris Saclay"
10.1088/2053-1583/acddf6,"Univ Wisconsin Madison,Univ Calif Santa Cruz"
10.1088/1367-2630/12/11/113046,"Natl Univ Singapore,UCL"
10.1103/PhysRevA.103.013708,"Texas A&M Univ,Russian Acad Sci"
10.1038/s42005-021-00551-1,"Univ Warsaw,Univ Copenhagen"
10.1038/srep08963,"Arizona State Univ,Lanzhou Univ,Univ Aberdeen"
10.1063/5.0073040,"Pohang Univ Sci & Technol POSTECH,ETRI"
10.1007/s11128-023-04227-3,"Hangzhou Normal Univ,Fuzhou Univ,Univ Calgary,Nanjing Univ"
10.1063/5.0230436,"Hangzhou Normal Univ,Fuzhou Univ"
10.1103/PhysRevA.102.063721,"Zhejiang Univ,Nanjing Univ"
10.1038/s41598-017-11617-y,"Politecn Bari,Univ Massachusetts,Raytheon BBN Technol"
10.1021/acsphotonics.3c00773,"MIT,Harvard Univ"
10.1002/qute.202000063,"Aarhus Univ,Leibniz Univ Hannover"
10.1103/PhysRevA.103.023705,"Yale Univ,Univ Chicago"
10.1103/PRXQuantum.5.010339,"Stanford Univ,Tel Aviv Univ,Technion Israel Inst Technol,MIT,Harvard Univ"
10.1142/S021974991560014X,"INRIM,Politecn Torino"
10.1103/PRXQuantum.2.040345,"Stanford Univ,Univ Calif Berkeley,Univ Calif Davis,Univ Sydney"
10.1038/s41567-021-01307-y,"European Lab Nonlinear Spect LENS,INFN,CNR INO,Univ Firenze,Tech Univ Munich"
10.1073/pnas.2021768118,"Harvard Univ,MIT"
10.1021/acs.nanolett.8b03937,"Royal Inst Technol KTH,Swiss Fed Inst Technol,Delft Univ Technol,Tsinghua Univ,Univ Waterloo,Natl Res Council Canada"
10.1103/PhysRevA.103.032425,"MIT,US Army Res Lab"
10.1103/PhysRevB.91.121201,"Hungarian Acad Sci,Eotvos Lorand Univ,Linkoping Univ,Natl Univ Sci & Technol MISIS,Tomsk State Univ,Univ Erlangen Nurnberg,Salzburg Univ,Univ Basque Country,Budapest Univ Technol & Econ"
10.1088/2040-8986/aa8d56,"Univ Bristol,Univ Glasgow,Univ Strathclyde,Natl Inst Informat & Commun Technol,Heriot Watt Univ,Univ Edinburgh"
10.1103/PhysRevA.88.022317,"Taibah Univ,KACST"
10.1016/j.optcom.2013.10.024,"Hunan Normal Univ,Hunan Univ Sci & Technol,Beijing Inst Technol"
10.1103/PhysRevA.104.052623,"Virginia Tech,Sorbonne Univ"
10.1063/5.0124841,"San Jose State Univ,Boston Coll"
10.1103/PhysRevA.101.032315,"Univ Toronto,Xanadu,RMIT Univ"
10.1103/PhysRevApplied.21.034058,"Tongji Univ,Univ Manitoba"
10.1364/OE.539976,"Nanyang Technol Univ,Inst Microelect Agcy Sci Technol & Res A STAR,Sony Elect"
10.1038/s41598-017-06010-8,"Univ Toronto,Univ Glasgow"
10.1117/1.AP.6.3.036003,"Inst Polytech Paris,Univ Paris Saclay,Weizmann Inst Sci,STMicroelectron SAS"
10.1109/TIT.2024.3357972,"Swiss Fed Inst Technol,Univ Cambridge,Univ Ulm,Univ Amsterdam,Inst Polytech Paris"
10.1038/s41534-018-0069-z,"Univ Roma Tre,Univ Roma La Sapienza,Queens Univ Belfast,CNR"
10.1109/JLT.2021.3131193,"Chinese Acad Sci,Univ Chinese Acad Sci"
10.1364/OE.18.027938,"Norwegian Univ Sci & Technol,Univ Grad Ctr,Max Planck Inst Sci Light,Univ Erlangen Nurnberg,Univ Guanajuato"
10.1142/S0219749910006265,"Hewlett Packard Labs,Macquarie Univ,Res Org Informat & Syst"
10.1103/PhysRevApplied.11.044036,"Simon Fraser Univ,Leibniz Inst Kristallzfichtung,Phys Tech Bundesanstalt PTB Braunschweig,Vitcon Projectconsult GmbH"
10.1038/s41567-021-01333-w,"HH Wills Phys Lab,Univ Bristol,Tech Univ Denmark,Peking Univ"
10.1038/s41467-020-18635-x,"Swiss Fed Inst Technol,Max Planck Inst Quantum Opt,Munich Ctr Quantum Sci & Technol"
10.1038/s41467-024-50355-4,"Univ Chicago,Ctr Nanoscale Mat,Argonne Natl Lab"
10.1103/PhysRevA.110.052603,"Korea Inst Sci & Technol KIST,Yonsei Univ,Korea Univ Sci & Technol,Korea Univ,Australian Natl Univ,ASTAR"
10.1007/s11128-019-2339-x,"Univ Waterloo,Univ Carthage"
10.1038/srep29939,"Southwest Jiaotong Univ,Univ Michigan,Southwest Univ"
10.1038/ncomms7787,"NTT Corp,Univ Toronto"
10.1007/s11128-020-02699-1,"Prince Songkla Univ,Commiss Higher Educ,Mahidol Univ"
10.1038/ncomms11490,"Nanjing Univ,Collaborat Innovat Ctr Adv Microstruct,Southeast Univ,Northwestern Univ"
10.1103/PhysRevA.97.042112,"Southeast Univ,Beijing Computat Sci Res Ctr,Nanjing Univ Posts & Telecommun,Univ Sci & Technol China,Univ Calgary,Canadian Inst Adv Res,East China Normal Univ"
10.1103/PhysRevB.90.155436,"Univ Fed Minas Gerais,Univ Pavia"
10.1088/0953-4075/48/4/045502,"Univ Brescia,Tulane Univ,Air Force Res Lab,Univ Dayton,Oak Ridge Natl Lab"
10.1126/sciadv.1700930,"Simon Fraser Univ,Leibniz Inst Kristallzuchtung,Phys Tech Bundesanstalt PTB Braunschweig,Vitcon Projectconsult GmbH"
10.1364/PRJ.482942,"Guangxi Univ,Natl Informat Optoelect Innovat Ctr NOE,China Informat & Commun Technol Grp Corp CICT"
10.1038/s41534-021-00421-2,"Univ Padua,Ist TeCIP Scuola Super St Anna,Integrated Photon Technol Fdn,PNTLab Consorzio Nazl Interuniv Telecomunicaz,Sorbonne Univ"
10.3389/fphy.2022.960078,"Beijing Univ Chem Technol,Univ Sci & Technol Beijing"
10.1038/s41467-023-36799-0,"CALTECH,Univ Sydney"
10.1103/PhysRevA.100.032333,"Bulgarian Acad Sci,Tel Aviv Univ"
10.1038/s41566-019-0556-6,"Stanford Univ,Univ Calif Davis"
10.1063/5.0030765,"Rhein Westfal TH Aachen,Forschungszentrum Julich"
10.1038/s41467-022-35051-5,"Helmholtz Zentrum Dresden Rossendorf,Tech Univ Dresden,Leibniz Inst Kristallzuchtung IKZ"
10.1021/acs.nanolett.7b04717,"Univ Washington,Humboldt Univ"
10.1038/s42005-024-01834-z,"Beijing Computat Sci Res Ctr,HUN REN Wigner Res Ctr Phys,Budapest Univ Technol & Econ,MTA WFK Lendulet Momentum Semicond Nanostruct Res"
10.1117/1.OE.56.12.126111,"Air Force Res Lab,Leidos"
10.1103/PhysRevA.95.042312,"Harvard Univ,Univ Copenhagen,Max Planck Inst Quantum Opt"
10.1038/s41467-024-49302-0,"MIT,Univ Munster,KTH Royal Inst Technol,Delft Univ Technol"
10.1063/5.0180732,"Univ Maryland,Duke Univ,Natl Inst Stand & Technol"
10.1088/2058-9565/aafaba,"Univ Oxford,Univ Bristol,Bosch Car Multimedia Portugal SA,Univ Nottingham,Univ Southampton"
10.1364/OL.503126,"Univ Calif Santa Barbara,Honeywell Aerosp"
10.1088/1361-6455/aa8b40,"Pakistan Inst Engn & Appl Sci,Natl Inst Lasers & Optron,COMSATS Inst Informat Technol"
10.1103/PhysRevLett.116.070503,"Univ Queensland,Univ Basque Country UPV EHU,Univ Ulm,Basque Fdn Sci"
10.1103/PhysRevA.94.022343,"Tsinghua Univ,Tsinghua Natl Lab Informat Sci & Technol,Collaborat Innovat Ctr Quantum Matter"
10.1103/PhysRevA.99.022337,"Natl Inst Informat,NTT Corp"
10.1103/PhysRevLett.105.093601,"USN,Technion Israel Inst Technol,CALTECH,Univ London Imperial Coll Sci Technol & Med"
10.1103/PhysRevA.106.063713,"Soochow Univ,Tongji Univ,Shandong Normal Univ,Texas A&M Univ"
10.1038/s41566-019-0368-8,"South China Normal Univ,Hong Kong Univ Sci & Technol,Nanjing Univ"
10.1103/PRXQuantum.2.040353,"Xanadu,Univ Toronto,Univ Tokyo,RIVIIT Univ,Univ New Mexico"
10.1103/PhysRevApplied.18.024067,"Ludwig Maximilians Univ Munchen,Munich Ctr Quantum Sci & Technol MCQST,Univ Cambridge,Friedrich Schiller Univ Jena,Max Planck Inst Quantum Opt"
10.1088/1367-2630/aae19f,"Stonehill Coll,Boston Univ"
10.1126/sciadv.abc8268,"Univ Copenhagen,Ruhr Univ Bochum"
10.1038/s41467-017-00987-6,"NIST,Sun Yat sen Univ,Univ Maryland,Univ Southampton,South China Normal Univ,Univ Fed Campina Grande"
10.1103/PhysRevLett.122.120402,"Univ Paris 06,PSL Univ,Katholieke Univ Leuven"
10.1016/j.ssc.2015.08.007,"Al Imam Mohammad Ibn Saud Islamic Univ IMSIU,Abdus Salam Int Ctr Theoret Phys"
10.1038/s41566-023-01332-8,"Univ Cambridge,MIT"
10.1038/NPHOTON.2013.10,"Toshiba Res Europe Ltd,Univ Cambridge"
10.1103/PhysRevLett.125.070603,"Univ Oxford,Natl Univ Singapore"
10.1063/5.0087005,"Harvard Univ,MIT"
10.1103/PhysRevA.82.053814,"Univ Geneva,Univ Calgary"
10.1103/PhysRevLett.106.240505,"Leiden Univ,Max Planck Inst Sci Light"
10.1038/s41534-020-00340-8,"Univ Vienna,Consiglio Nazl Ric IFN CNR,Singapore Univ Technol & Design,Natl Univ Singapore,Univ Maryland,Erwin Schrodinger Int Inst Math & Phys,Politecn Milan"
10.1016/j.physa.2015.01.048,"Persian Gulf Univ,Bushehr Nucl Power Plant Operating Co"
10.1103/PhysRevLett.124.160501,"Tech Univ Denmark,MIT,US Army,Univ Massachusetts,Louisiana State Univ"
10.1103/PhysRevA.91.042326,"Southwest Jiaotong Univ,Beijing Univ Posts & Telecommun,Henan Univ,Dublin City Univ"
10.1021/acs.nanolett.9b02443,"Univ Maryland,Naval Res Lab,Stanford Univ"
10.1364/OPTICA.412211,"CALTECH,Univ Sydney"
10.1038/s41534-021-00372-8,"Ioffe Inst,Australian Natl Univ,Sun Yat sen Univ,ITMO Univ"
10.1016/j.aop.2014.12.010,"Qufu Normal Univ,Chinese Acad Sci"
10.1088/1367-2630/aaf2ac,"Nanyang Technol Univ,Raith GmbH,Univ Technol Sydney"
10.1002/qute.201900074,"Purdue Univ,HBKU"
10.1103/PhysRevA.99.032339,"Argonne Natl Lab,CUNY"
10.1103/PhysRevA.85.062309,"NTT Basic Res Labs,Osaka Univ,Univ Tokyo"
10.1038/ncomms11511,"Univ Bristol,Univ Western Australia,Sun Yat sen Univ"
10.1103/PhysRevX.14.021018,"Tsinghua Univ,Hefei Natl Lab"
10.1103/PhysRevA.105.062445,"Univ Copenhagen,Weizmann Inst Sci"
10.1007/s10773-015-2744-6,"Ocean Univ China,Qingdao Technol Univ,Jianghan Univ"
10.1140/epjc/s10052-017-5371-y,"Chinese Acad Sci,Lanzhou Univ,Univ Chinese Acad Sci"
10.1088/1361-6633/ad10b3,"RMIT Univ,Univ Melbourne,Univ Sci & Technol China"
10.1073/pnas.1711003114,"Harvard Smithsonian Ctr Astrophys,Harvard Univ,Univ Innsbruck,Austrian Acad Sci"
10.1103/PhysRevA.83.054303,"Yanbian Univ,Harbin Inst Technol"
10.1103/PhysRevLett.108.040503,"Toshiba Res Europe Ltd,Univ Cambridge"
10.1063/1.4890083,"Univ Calif Santa Barbara,Univ Chicago"
10.1103/PhysRevLett.110.080502,"Univ Autonoma Madrid,Univ Complutense"
10.1103/PhysRevB.81.193301,"Univ Autonoma Madrid,CSIC,Univ Sheffield"
10.1364/OL.39.002924,"Univ Oregon,Bell Labs"
10.1007/s11128-011-0232-3,"Univ Fed ABC,Queens Univ Belfast"
10.1007/s11082-016-0717-5,"Univ Hassan 2,Univ Mohammed 5"
10.1016/j.optcom.2018.02.071,"Korea Inst Sci & Technol,Yonsei Univ,Korea Univ Sci & Technol"
10.1103/PhysRevB.106.155409,"Natl Res & Innovat Agcy BRIN,Univ Luxembourg,Inst Teknol Bandung,Res Collaborat Ctr Quantum Technol 2 0"
10.1016/j.physa.2013.07.055,"Inst Balseiro,Consejo Nacl Invest Cient & Tecn"
10.1364/OE.22.019141,"LENS,Vinca Inst Nucl Sci,Univ Firenze,CNR INO"
10.1103/PhysRevB.87.235410,"Nizhnii Novgorod State Univ,Univ Michigan,RIKEN,Univ Loughborough"
10.1038/ncomms10685,"Max Planck POSTECH KOREA Res Initiat,POSTECH,Nanyang Technol Univ,UNIST,KIER"
10.1103/PhysRevA.96.022124,"Kyoto Univ,Hokkaido Univ,Osaka Univ,Chuo Univ"
10.1103/PhysRevLett.120.230402,"Griffith Univ,Univ Bristol,Australian Natl Univ"
10.1364/OE.21.005988,"Harbin Inst Technol,Yanbian Univ,Chungbuk Natl Univ"
10.35848/1347-4065/ad3533,"Tohoku Univ,Japan Sci & Technol Agcy JST"
10.1364/OE.390209,"Univ Sci & Technol China,Sun Yat sen Univ,Univ Wurzburg,Univ St Andrews"
10.1103/PhysRevA.90.012335,"Natl Inst Informat,Univ Sussex"
10.1126/sciadv.aar3931,"Tsinghua Univ,Univ Michigan"
10.1103/PhysRevA.96.053812,"Univ Ottawa,Natl Res Council Canada"
10.1103/PhysRevA.89.042323,"Univ Queensland,Tsinghua Univ,Natl Univ Singapore"
10.1103/PhysRevLett.123.100501,"Southern Univ Sci & Technol,South China Normal Univ,City Univ Hong Kong,Shenzhen Key Lab Quantum Sci & Engn,Huawei Technol"
10.1103/PhysRevA.105.052412,"Xanadu,MIT"
10.1007/s11082-020-02685-y,"Casablanca Hassan II Univ,Univ Mohammed V Agdal"
10.1109/JQE.2016.2578041,"Southwest Jiaotong Univ,Univ Michigan,Sichuan Univ Sci Engn,Dublin City Univ"
10.1088/1367-2630/13/9/095001,"Natl Inst Informat,NTT Corp"
10.1103/PhysRevLett.111.230504,"Univ Queensland,Nanyang Technol Univ,Queens Univ Belfast,Natl Univ Singapore"
10.1103/PhysRevApplied.20.044032,"Univ Sci & Technol China,Barcelona Inst Sci & Technol,Inria Saclay,Ecole Polytech"
10.1103/PhysRevA.99.033853,"Polytech Montreal,Fdn Res & Technol Hellas,Univ Crete,Iowa State Univ,New York Univ Shanghai,NYU Shanghai"
10.1103/PhysRevX.8.021078,"Toshiba Res Europe Ltd,Univ Cambridge,Univ Sheffield,Cardiff Univ"
10.1063/5.0056534,"Delft Univ Technol,MIT,Brookhaven Natl Lab"
10.1103/PhysRevLett.110.250501,"CNRS,Univ Queensland"
10.1515/nanoph-2023-0927,"Ulm Univ,Tours Univ"
10.1103/PhysRevLett.133.150201,"Univ Vienna,BCAM Basque Ctr Appl Math,Univ Sci & Technol China,Lund Univ,Austrian Acad Sci"
10.1103/PhysRevX.10.041046,"MIT,NTT Res Inc"
10.1364/OE.20.024714,"Univ Calif Santa Barbara,Leiden Univ"
10.1103/PhysRevA.101.012309,"Australian Natl Univ,Univ New South Wales"
10.1038/s41586-020-2160-9,"CALTECH,Univ Colorado,NIST,Univ Sydney,ASTAR"
10.1103/PhysRevApplied.13.054064,"Aix Marseille Univ,Ctr Tech Velizy,City Univ Hong Kong,Oak Ridge Natl Lab"
10.1103/PRXQuantum.1.020315,"IST Austria,Univ Otago,Dodd Walls Ctr Photon & Quantum Technol"
10.1103/PhysRevLett.120.030502,"Purdue Univ,Oak Ridge Natl Lab,Univ Tennessee"
10.1088/1367-2630/acd270,"Beijing Computat Sci Res Ctr,Anhui Univ"
10.1103/PhysRevApplied.10.054011,"East China Normal Univ,Shanghai Jiao Tong Univ,Shanxi Univ"
10.1103/PhysRevLett.114.220404,"Univ Nice Sophia Antipolis,Univ Geneva"
10.1126/sciadv.1501772,"Univ Tokyo,Johannes Gutenberg Univ Mainz"
10.1103/PhysRevLett.117.223601,"Cornell Univ,Humboldt Univ,Columbia Univ"
10.1103/PhysRevApplied.19.064026,"Univ Pavia,Univ Grenoble Alpes,Univ Toronto,Adv Fiber Resources Milan Srl,LIGENTEC SA,Ctr Europeen Ceram,SOITEC SA"
10.1126/sciadv.1602743,"Griffith Univ,Univ Oxford,CNRS,Univ Grenoble Alpes"
10.1016/j.physleta.2022.128287,"Indian Inst Technol,Jawaharlal Nehru Univ,Birla Inst Technol & Sci Pilani,Univ Sci & Technol"
10.1103/PhysRevLett.117.260401,"Univ Concepcion,Univ Seville,Univ Basque Country,Hungarian Acad Sci"
10.1088/2058-9565/ac120a,"Xi An Jiao Tong Univ,Chinese Acad Sci,Univ Glasgow"
10.1103/PhysRevLett.120.050404,"Shanxi Univ,INO CNR,LENS"
10.1103/PhysRevLett.116.033603,"Iowa State Univ,Northeastern Univ,Univ Chicago,US DOE"
10.1038/ncomms1570,"Consiglio Nazl Ric IFN CNR,Politecn Milan,Sapienza Univ Roma,Consiglio Nazl Ric INO CNR,Museo Stor Fis,Centro Studi & Ric Enrico Fermi"
10.1364/OE.512318,"Barcelona Inst Technol,ICREA Inst Catalana Recerca & Estudis Avancats"
10.1364/OE.460026,"Inst Atom & Mol Sci,Natl Taiwan Univ,Ctr Quantum Technol"
10.1103/PhysRevA.105.042212,"Univ Guilan,Islamic Azad Univ,Univ Palermo,INRS EMT,Univ Ottawa"
10.1103/PhysRevA.97.013806,"East China Normal Univ,Shanghai Jiao Tong Univ,Tsung Dao Lee Inst,Shanxi Univ"
10.1103/PhysRevLett.132.180803,"Univ Sci & Technol China,Chinese Acad Sci"
10.1002/lpor.201700067,"Toshiba Res Europe Ltd,Univ Cambridge"
10.1063/5.0065222,"Natl Res Council Canada,Univ Ottawa"
10.1126/sciadv.abm8171,"Heriot Watt Univ,Univ Fed ABC,Korea Inst Sci & Technol"
10.1103/PhysRevLett.118.210502,"Barcelona Inst Sci & Technol,ICREA"
10.1364/JOSAB.31.000405,"Anhui Univ,Huaibei Normal Univ"
10.1038/NPHOTON.2015.278,"Univ Chicago,Univ Calif Santa Barbara,Univ Konstanz"
10.1021/acs.nanolett.0c00339,"Univ Chicago,Argonne Natl Lab,Harvard Univ,Natl Inst Quantum & Radiol Sci & Technol"
10.1088/1612-202X/acde73,"Imam Mohammad Ibn Saud Islamic Univ IMSIU,Univ Sharjah,Abu Dhabi Univ"
10.1038/ncomms4316,"Toshiba Res Europe Ltd,Univ Cambridge"
10.1109/ACCESS.2024.3474014,"Pukyong Natl Univ,Fdn Bruno Kessler,Univ Trento"
10.1364/OL.493410,"Jilin Univ,Univ Sci & Technol China"
10.1103/PhysRevB.107.125104,"Univ Andes,Univ Autonoma Madrid"
10.1103/PhysRevA.90.012304,"Tech Univ Darmstadt,Univ Sonora"
10.1103/PhysRevApplied.18.024076,"RIKEN Cluster Pioneering Res,RIKEN Ctr Quantum Comp,Univ Messina,Adam Mickiewicz Univ,Univ Michigan"
10.1103/PhysRevLett.114.230501,"ICFO Inst Ciencies Foton,ICREA"
10.1038/s41534-021-00402-5,"Univ Fed Rio de Janeiro,Barcelona Inst Sci & Technol,Univ Fed Rio Grande do Norte,Univ Concepcion,Technol Innovat Inst"
10.1038/ncomms1746,"Delft Univ Technol,Eindhoven Univ Technol"
10.1038/s41534-019-0173-8,"Purdue Univ,Univ Tecnol Pereira,Oak Ridge Natl Lab"
10.1038/ncomms13632,"Univ Stuttgart,Max Planck Inst Solid State Res"
10.1038/ncomms1951,"Univ Roma La Sapienza,Univ Fed Rio de Janeiro,ICFO Inst Ciencies Foton,Univ Naples Federico II,CNR SPIN"
10.1038/NPHYS2763,"Univ Vienna,Singapore Univ Technol & Design,Natl Univ Singapore,Univ Edinburgh"
10.1038/NPHOTON.2016.234,"Univ Oxford,Univ Bristol,Univ Warwick"
10.1103/PhysRevA.86.052315,"Shanxi Univ,Queens Univ Belfast,Univ Ulm"
10.1002/andp.202400144,"Univ Sci & Technol Beijing,Tianjin Normal Univ"
10.1038/s41467-018-06601-7,"Griffith Univ,Macquarie Univ"
10.1021/acsanm.9b01453,"Univ Massachusetts,Politecn Bari"
10.1038/srep12233,"S China Normal Univ,Univ Hong Kong,Chinese Univ Hong Kong,Huazhong Univ Sci & Technol,Nanjing Univ,Univ Sci & Technol China"
10.1103/PhysRevLett.110.173601,"Palacky Univ,Acad Sci Czech Republ,Adam Mickiewicz Univ"
10.1088/1361-6528/ad2e4b,"Peking Univ,Shanxi Univ,Hefei Natl Lab"
10.1103/PhysRevA.105.052444,"Univ Texas Dallas,William & Mary,Univ Calif Santa Cruz"
10.1038/s41534-023-00773-x,"Univ Lisbon,Ctr Fis & Engn Mat Avancados CeFEMA,PQI Portuguese Quantum Inst,Sorbonne Univ,Inst Telecomunicacoes,MIT,Univ Massachusetts"
10.1103/PhysRevA.102.012403,"Univ Sci & Technol China,New York Univ Shanghai,NYU Shanghai,ESIEA,Univ Queensland,Natl Cheng Kung Univ,East China Normal Univ,Natl Inst Informat,NYU"
10.1038/s41534-024-00803-2,"SUNY Stony Brook,Qunnect Inc,Univ Padua,Brookhaven Natl Lab"
10.1103/PhysRevA.91.032324,"Tsinghua Univ,Tsinghua Natl Lab Informat Sci & Technol,Collaborat Innovat Ctr Quantum Matter"
10.1103/PhysRevA.86.062107,"Perimeter Inst Theoret Phys,Univ Waterloo"
10.1038/s41598-021-91778-z,"Univ Zaragoza,Univ Exeter"
10.1038/s41566-023-01193-1,"Leibniz Univ Hannover,Univ Twente,QuiX Quantum,Lionix Int"
10.1088/1367-2630/aca559,"Zhejiang Univ Technol,Hangzhou Normal Univ,Zhejiang Univ Sci & Technol,Zhejiang Univ"
10.1103/PhysRevLett.126.110501,"Shanghai Jiao Tong Univ,Univ Sci & Technol China"
10.1109/JSTQE.2014.2364131,"Univ Munich,Qutools GmbH,CNR,Politecn Milan,Max Planck Inst Quantum Opt"
10.1364/JOSAB.377687,"Ctr Invest Cient & Educ Super Ensenada,Univ Nacl Autonoma Mexico"
10.1038/s41566-022-01054-3,"Univ Sci & Technol China,Univ Elect Sci & Technol China"
10.1103/PhysRevLett.132.170601,"Univ Paris Diderot,Univ Paris Saclay"
10.1103/PhysRevX.14.041013,"Delft Univ Technol,Netherlands Org Appl Sci Res TNO,Univ Stuttgart,SandboxAQ,QphoX BV"
10.1364/OE.374292,"Beijing Normal Univ,Natl Univ Def Technol,State Key Lab Cryptol,Capital Normal Univ,King Abdulaziz Univ"
10.1103/PhysRevLett.131.103601,"Fudan Univ,Shanghai Qi Zhi Inst,Tsinghua Univ,Frontier Sci Ctr Quantum Informat,Collaborat Innovat Ctr Quantum Matter,Shanghai Artificial Intelligence Lab,Shanghai Res Ctr Quantum Sci"
10.1103/PhysRevApplied.19.044095,"Forschungszentrum Julich GmbH,Rhein Westfal TH Aachen,Ruhr Univ Bochum,Zhejiang Univ,Chinese Acad Sci"
10.1103/PhysRevA.109.042427,"Johannes Gutenberg Univ Mainz,Free Univ Berlin"
10.1038/s41699-024-00455-y,"HUN REN Wigner Res Ctr Phys,Budapest Univ Technol & Econ,Beijing Computat Sci Res Ctr,MTA WFK Lendulet Momentum Semicond Nanostruct Res"
10.1038/s42005-022-01038-3,"Univ Padua,CNR"
10.1103/PhysRevA.93.032339,"Univ Oxford,Austrian Acad Sci,Univ Innsbruck,Sch Informat,CNRS Telecom ParisTech"
10.1038/s41467-021-23632-9,"Barcelona Inst Sci & Technol,PSL Univ,Southern Univ Sci & Technol,Sorbonne Univ,Ludwig Maximilians Univ Munchen,Karlsruher Inst Technol,Karlsruhe Inst Technol,ICREA Inst Catalana Recerca & Estudis Avancats"
10.1103/PRXQuantum.5.040302,"Xanadu,Perimeter Inst Theoret Phys,Univ Waterloo"
10.1038/s41565-023-01410-6,"Univ Washington,Pacific Northwest Natl Lab"
10.1038/s41586-018-0375-9,"Empa,Shanghai Jiao Tong Univ,Max Planck Inst Polymer Res,Rensselaer Polytech Inst,Tech Univ Dresden,Univ Bern"
10.1038/s41467-024-53150-3,"Univ Chicago,Arizona State Univ,Argonne Natl Lab"
10.1142/S0219749921500131,"ISRO,Univ Allahabad"
10.1364/OPTICA.6.000034,"IQST,3rd Inst Phys,Max Planck Inst Solid State Res"
10.1103/PhysRevA.101.052334,"SUNY Stony Brook,Chinese Acad Sci"
10.1364/JOSAB.483916,"Tongji Univ,Soochow Univ"
10.1364/OE.27.025603,"Univ Cote Azur,Univ Stuttgart,Inst Quantum Sci & Technol,Ist Italiano Tecnol,Univ Geneva,Univ Bristol"
10.12693/APhysPolA.127.1189,"Bogazici Univ,Isik Univ"
10.1109/TNANO.2024.3354460,"Indian Inst Informat Technol Design & Mfg Kancheep,Manipal Acad Higher Educ,Natl Inst Technol,Shibaura Inst Technol,IIT Madras"
10.1364/OL.418488,"Shanghai Jiao Tong Univ,Univ Sci & Technol China"
10.1038/s41534-018-0068-0,"Univ Vienna,Univ Rostock,Friedrich Schiller Univ Jena"
10.1103/PhysRevA.98.042324,"Univ Toronto,Univ Vigo,Univ Sci & Technol China"
10.1088/2058-9565/aa9212,"Univ Roma Tre,Univ Milan"
10.1364/OE.460119,"Stanford Univ,Flux Photon Inc,NTT Res Inc"
10.1038/s41534-019-0137-z,"Purdue Univ,Oak Ridge Natl Lab,Univ Tennessee"
10.1142/S0217984917502669,"Chinese Acad Sci,Univ Chinese Acad Sci,Univ South Wales"
10.1038/nature22986,"Ctr Energie Mat & Telecommun INRS EMT,Univ Glasgow,Univ Palermo,Univ Sussex,City Univ Hong Kong,Chinese Acad Sci,Swinburne Univ Technol,Univ Strathclyde,Heriot Watt Univ,Univ Elect Sci & Technol China,Natl Res Univ Informat Technol Mech & Opt"
