DOI,Institutions
10.1103/PhysRevLett.127.240501,"Duke Univ,Univ Maryland,IonQ,Google Res"
10.1038/ncomms11218,"ETH,Univ Oxford"
10.1103/PhysRevA.108.042603,"Peking Univ,Beijing Acad Quantum Informat Sci,Shanxi Univ"
10.1103/PhysRevA.97.052312,"Univ Basque Country,Univ Ulm,Basque Fdn Sci,Shanghai Univ"
10.1103/PhysRevA.109.032614,"Univ Calif Los Angeles,IonQ Inc"
10.1103/PhysRevA.88.041804,"Univ Innsbruck,Austrian Acad Sci"
10.1103/PhysRevA.87.012131,"Univ KwaZulu Natal,CSIR"
10.1103/PhysRevE.107.035304,"Peking Univ,Collaborat Innovat Ctr Quantum Matter,Shanxi Univ,Beijing Acad Quantum Informat Sci"
10.1038/s41586-022-04721-1,"Univ Innsbruck,Rhein Westfal TH Aachen,Forschungszentrum Julich,Alpine Quantum Technol GmbH,Austrian Acad Sci"
10.1088/2058-9565/aa771a,"Hebrew Univ Jerusalem,Aarhus Univ"
10.1103/PhysRevA.107.042618,"NIST,Univ Colorado,Univ Innsbruck,Austrian Acad Sci"
10.1103/PhysRevA.106.042441,"Univ Maryland,Army Res Lab"
10.1103/PhysRevLett.124.240505,"Univ Innsbruck,Austrian Acad Sci,Univ Grenoble Alpes"
10.1038/s42005-021-00751-9,"1QB Informat Technol 1QBit,Dow,IonQ"
10.35848/1347-4065/ac5b27,"Univ Calif Berkeley,Univ Washington,Mitsubishi Electr Corp"
10.1103/PhysRevA.104.062405,"Univ Waterloo,AWS Ctr Quantum Comp,1QB Informat Technol 1QBit,Perimeter Inst Theoret Phys"
10.1103/PhysRevA.106.032613,"Aliro Technol Inc,Univ Arizona,Univ Pittsburgh,Univ Chicago,Princeton Univ,Harvard Univ"
10.1126/sciadv.ado9024,"Delft Univ Technol,Univ Stuttgart,Quantinuum,Inst Globally Distributed Open Res & Educ IGDORE"
10.1088/0256-307X/41/6/060301,"Sun Yat sen Univ,Quantum Sci Ctr Guangdong HongKong Macao Greater B,Guangdong Prov Key Lab Quantum Metrol & Sensing"
10.1103/PhysRevApplied.19.014014,"Duke Univ,IonQ Inc"
10.1103/PhysRevLett.128.110503,"Tech Univ Denmark,Palacky Univ"
10.1103/PhysRevA.105.L010204,"Renmin Univ China,Beijing Acad Quantum Informat Sci"
10.1140/epjd/e2012-20576-8,"Sohag Univ,Abdus Salaam Int Ctr Theoret Phys,Fac Sci Rabat,Al Azhar Univ"
10.1038/s41567-022-01689-7,"Quantinuum,Univ Illinois,Univ Texas Austin,Univ British Columbia,Google Res"
10.1007/s00723-022-01495-7,"Innopolis Univ,Russian Acad Sci"
10.1103/PhysRevA.109.022620,"Quantinuum,Univ Texas San Antonio"
10.1038/s41534-021-00456-5,"IonQ Inc,QC Ware,UCL Ctr Nanotechnol,Univ Sorbonne Paris Nord,Univ Paris"
10.1007/s10623-021-01000-4,"Duke Univ,Univ Arizona"
10.1103/PhysRevLett.128.110601,"Johannes Gutenberg Univ Mainz,Hebrew Univ Jerusalem"
10.1103/PhysRevD.107.023007,"Univ Trento,INFN TIFPA Trento Inst Fundamental Phys & Applicat,European Ctr Theoret Studies Nucl Phys & Related A"
10.1103/PhysRevLett.127.020502,"South China Normal Univ,Univ Hong Kong"
10.1007/s11128-021-03354-z,"Swiss Fed Inst Technol Lausanne EPFL,EPFL Innovat Pk"
10.1103/PhysRevLett.127.130505,"Georgia Tech Res Inst,Oak Ridge Natl Lab,Honeywell Quantum Solut"
10.1103/PhysRevApplied.8.064004,"Univ Sydney,MIT"
10.1103/PRXQuantum.3.030317,"Univ Texas Austin,CALTECH,Quantinuum,Univ British Columbia"
10.1103/PRXQuantum.5.030326,"Univ Innsbruck,Rheinisch Westfalische TH RWTH Aachen Univ,Forschungszentrum Julich,Alpine Quantum Technol GmbH,Austrian Acad Sci"
10.1103/PhysRevD.107.054513,"Univ Washington,York Univ"
10.1038/s41534-021-00446-7,"Univ Sci & Technol China,UAM CSIC,Univ Complutense Madrid"
10.1103/PhysRevA.103.052426,"Tsinghua Univ,Nanyang Technol Univ,Zhongguancun Haihua Inst Frontier Informat Techno"
10.1103/PhysRevA.107.052612,"Russian Acad Sci,Russian Quantum Ctr"
10.1103/PhysRevA.87.040102,"Natl Univ Singapore,Inst Nacl Astrofis Opt & Elect Calle Luis Enrique,Tech Univ Crete"
10.1103/PhysRevApplied.16.024039,"Duke Univ,IonQ Inc"
10.1038/ncomms15305,"Free Univ Berlin,Univ Cologne,Univ Sydney,Univ Innsbruck,Austrian Acad Sci"
10.1103/PhysRevD.104.054507,"Univ Iowa,Univ Maryland,North Carolina State Univ"
10.1038/s41586-019-1428-4,"Tsinghua Univ,Huazhong Univ Sci & Technol"
10.1103/PRXQuantum.4.030334,"Univ Calif Berkeley,Univ Texas Austin,Univ British Columbia,Lawrence Berkeley Natl Lab"
10.1038/s41534-020-00300-2,"Univ Sci & Technol China,Southern Univ Sci & Technol,Univ Fed Fluminense,Univ Sao Paulo"
10.1103/PRXQuantum.3.020350,"Univ Innsbruck,Swansea Univ,Dipartimento Fis & Astron Augusto Righi,Rhein Westfal TH Aachen,Forschungszentrum Julich,Austrian Acad Sci,AQT,Swiss Fed Inst Technol"
10.1103/PhysRevApplied.22.034021,"Peking Univ,Beijing Acad Quantum Informat Sci,Shanxi Univ"
10.1088/2058-9565/ad3f43,"Iowa State Univ,Sandia Natl Labs"
10.1038/s41534-024-00866-1,"Friedrich Alexander Univ Erlangen Nurnberg,Max Planck Inst Sci Light,Los Alamos Natl Lab,Jagiellonian Univ,Ecole Polytech Fed Lausanne"
10.1364/OL.43.003136,"Univ Sci & Technol China,Univ Fed Fluminense"
10.1088/2058-9565/ac0543,"Georgia Tech Res Inst,Oak Ridge Natl Lab"
10.1103/PhysRevA.101.052333,"Beijing Acad Quantum Informat Sci,Tsinghua Univ,Univ Basque Country,Basque Fdn Sci,Univ Seville,Shanghai Univ,IQM"
10.1103/PhysRevApplied.14.024021,"Univ Sydney,Dartmouth Coll"
10.1073/pnas.2006373117,"Univ Maryland,NIST,Rice Univ,Middlebury Coll"
10.1103/PhysRevA.99.023854,"Univ Nacl Autonoma Mexico,Benemerita Univ Autonoma Puebla"
10.1088/2058-9565/acfc62,"Cornell Univ,Purdue Univ,Princeton Univ"
10.1103/PRXQuantum.4.040345,"Univ Calgary,Univ Oxford,Russian Quantum Ctr,Technol Innovat Inst,Univ Innsbruck,Alpine Quantum Technol GmbH,Austrian Acad Sci,Natl Univ Sci & Technol MISIS"
10.1088/1361-6455/ac8eff,"Univ Sussex,Imperial Coll London,Universal Quantum Ltd"
10.22331/q-2021-06-29-487,"Swansea Univ,Honeywell Quantum Solut,Univ Complutense,Forschungszentrum Julich,Rhein Westfal TH Aachen"
10.1038/s41598-022-20853-w,"JPMorgan Chase,Univ Maryland"
10.1103/PhysRevA.104.013302,"Univ Amsterdam,QuSoft"
10.22331/q-2018-09-03-90,"Univ Innsbruck,Univ Complutense,Ctr Computat Simulat,Austrian Acad Sci,Swansea Univ"
10.1103/PhysRevA.109.042205,"Sun Yat sen Univ,Quantum Sci Ctr Guangdong HongKong"
10.1103/PRXQuantum.2.020304,"Univ Complutense,Swansea Univ,Rhein Westfal TH Aachen,Forschungszentrum Julich"
10.1038/s41586-022-04853-4,"Flatiron Inst,Quantinuum,Univ Texas Austin,Univ Massachusetts,Univ British Columbia"
10.1038/s41467-020-16790-9,"IonQ,Wesleyan Univ"
10.1038/s41534-020-00353-3,"Tech Univ Denmark,Palacky Univ"
10.1088/2058-9565/aae0fe,"Univ Maryland,Middlebury Coll,Indiana Univ,Univ Michigan,IonQ Inc"
10.1103/PhysRevX.14.041017,"Weizmann Inst Sci,Quantum Art"
10.1103/PhysRevA.109.062438,"Univ Toronto,Univ Waterloo,Perimeter Inst Theoret Phys"
10.1038/s41567-023-02199-w,"Quantinuum,Univ Texas Austin,Univ British Columbia,Princeton Univ"
10.1088/1367-2630/acd4db,"Univ Siegen,Univ Basque Country UPV EHU,TU Wien,Ulm Univ"
10.1038/s41534-021-00489-w,"IonQ,Wesleyan Univ,Univ Maryland"
10.1088/1367-2630/ac3db6,"Stockholm Univ,Chalmers Univ Technol,Austrian Acad Sci,Imperial Coll London,Univ Oxford"
10.1038/s41567-023-02162-9,"Univ Maryland,IonQ Inc,Univ Calif Berkeley,Lawrence Berkeley Natl Lab,CALTECH,Duke Univ,Swiss Fed Inst Technol,Weizmann Inst Sci,Harvard Univ"
10.1103/PhysRevA.100.043417,"US Army Res Lab,Inst Res Elect & Appl Phys,Texas A&M Univ,Georgia Tech Res Inst,Univ Massachusetts,Louisiana State Univ,Univ Maryland,NIST"
10.1088/2058-9565/ac5f5b,"Barcelona Inst Sci & Technol,Univ Maryland,Rice Univ,Univ Chicago"
10.1038/s41467-023-37375-2,"Univ Innsbruck,Tech Univ Wien,Austrian Acad Sci,AQT"
10.1038/s41534-019-0186-3,"Austrian Acad Sci,Univ Innsbruck"
10.1088/1367-2630/ac2ae3,"Univ Calif Los Angeles,Southern Univ Sci & Technol,Univ Bielefeld,Univ New Mexico"
10.1103/PhysRevLett.133.113204,"Tsinghua Univ,HYQ Co Ltd,Hefei Natl Lab,New Cornerstone Sci Lab"
10.1038/nature18318,"Univ Innsbruck,Austrian Acad Sci,Tech Univ Munich"
10.1038/s41534-023-00730-8,"IonQ Inc,Hyundai Motor Co,Qunova Comp,Korea Adv Inst Sci & Technol"
10.1038/s41586-023-06934-4,"Quantinuum,CALTECH,Harvard Univ"
10.1103/PhysRevLett.128.080502,"Natl Inst Stand & Technol,Univ Colorado,Univ Kassel,Swiss Fed Inst Technol,Free Univ Berlin,ColdQuanta Inc"
10.1103/PhysRevApplied.10.044012,"Univ Bath,Univ Oxford,Univ Southampton"
10.1103/PhysRevA.104.042605,"Dept Phys & Astron,Univ Calif Los Angeles"
10.1103/PhysRevLett.124.110501,"Univ Oxford,ColdQuanta UK Ltd"
10.1103/PhysRevA.99.052323,"Univ Innsbruck,Austrian Acad Sci"
10.1364/OE.409667,"Seoul Natl Univ,Duke Univ,SK Telecom"
10.1109/JLT.2023.3319692,"Nanyang Technol Univ,ASTAR,Univ Paris"
10.1038/s41534-024-00805-0,"IonQ Inc,FMR LLC"
10.1103/PhysRevApplied.17.034074,"Duke Univ,IonQ Inc,Google Res"
10.1103/PhysRevA.102.022412,"RIKEN,Indian Inst Technol,Univ Michigan,Univ Oregon"
10.1126/science.aau4963,"Univ Innsbruck,Austrian Acad Sci"
10.1103/PhysRevX.12.041035,"Univ Innsbruck,Austrian Acad Sci,Alpine Quantum Technol GmbH,Univ Padua,INFN Sez Padova"
10.1088/1367-2630/aaf360,"Univ Kassel,Harvard Univ,Univ Sci & Technol China,NIST"
10.1021/acs.jpclett.3c01166,"Duke Univ,IonQ Inc"
10.1103/PhysRevA.91.012322,"Univ Sussex,Univ London Imperial Coll Sci Technol & Med"
10.1103/PhysRevA.98.050301,"Georgia Inst Technol,Heinrich Heine Univ Dusseldorf,Duke Univ"
10.1103/PhysRevA.105.052426,"Osterreichische Akad Wissensch,Univ Innsbruck,AQT,Univ Geneva"
10.1103/PRXQuantum.3.020324,"Univ Maryland,MIT,Harvard Univ,Duke Univ"
10.1126/sciadv.adh2594,"MIT,Harvard Univ,Duke Univ,Univ Maryland,IonQ Inc,Swiss Fed Inst Technol,NYU,Flatiron Inst,Intel Labs"
10.1103/PhysRevA.100.022332,"Univ Maryland,Univ Michigan,Tsinghua Univ,Duke Univ,IonQ Inc"
10.1103/PhysRevApplied.22.054037,"Kipu Quantum,Univ Basque Country UPV EHU"
10.1038/s41586-019-1177-4,"Univ Innsbruck,Austrian Acad Sci"
10.1038/s41598-024-53720-x,"Lawrence Berkeley Natl Lab,Case Western Reserve Univ,San Francisco State Univ"
10.1126/sciadv.adm6761,"JPMorgan Chase,Quantinuum,Argonne Natl Lab"
10.1103/PhysRevB.106.165126,"Univ Texas Austin,CALTECH,Univ British Columbia"
10.1364/OE.539976,"Nanyang Technol Univ,Inst Microelect Agcy Sci Technol & Res A STAR,Sony Elect"
10.1038/s41557-022-00894-4,"Florida State Univ,Univ Calif Irvine"
10.1103/PhysRevApplied.13.024022,"Univ Sydney,Q CTRL Pty Ltd,Saarland Univ"
10.1103/PhysRevLett.133.180601,"Univ Colorado,Quantinuum"
10.1088/1367-2630/ad1a28,"Sun Yat sen Univ,Int Quantum Acad"
10.1145/2830570,"Duke Univ,Keio Univ,Fac Environm & Informat Studies"
10.1063/1.4966970,"Univ Innsbruck,Univ Sao Paulo,Univ Calif Berkeley,Johannes Gutenberg Univ Mainz,Inst Quantenopt & Quanteninformat Osterrich Akad"
10.1038/s41586-022-04941-5,"Univ Oxford,Ecole Polytech Fed Lausanne,Swiss Fed Inst Technol,Univ Geneva,Univ Paris Saclay"
10.1103/PRXQuantum.5.020345,"Rhein Westfal TH Aachen,Forschungszentrum Julich"
10.1007/s00340-023-08106-8,"Natl Univ Def Technol,Hunan Key Lab Mech & Technol Quantum Informat,Hefei Natl Lab"
10.1103/PhysRevA.105.062439,"Johns Hopkins Univ,Quantinuum,Rice Univ"
