DOI,gate,noise,silicon,electron,state,field,quantum dot,donor,charge,control,hole,couple,photon,fidelity,interaction,exchange,dot,valley,relaxation,orbit,center,readout,entanglement,decoherence,coherence,resonator,measurement,phase,device,semiconductor,sequence,bath,frequency,error,diamond,information,resonance,scheme,temperature,transition,ion,energy,cavity,dynamic,order,environment,singlet,phonon,architecture,structure,parameter,triplet,interface,metal,distance,complex,molecule,regime,level,vacancy,computation,microwave,function
10.1038/srep17013,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,1.98
10.1103/PhysRevB.92.075302,0.0,0.0,0.0,0.0,0.64,0.0,0.78,0.0,0.0,1.22,0.0,2.07,6.26,0.0,0.0,1.79,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0
10.1140/epjd/e2015-60223-4,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,1.85,0.0,0.0,0.0,0.0,2.09,0.0,8.92,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
10.1039/c5dt02609a,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,7.39,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,2.28,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OPTICA.2.000233,0.0,0.0,0.0,0.0,3.22,0.93,0.0,0.0,0.0,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97,0.0,0.0,0.0,1.46,4.97,0.0,2.13,0.0,0.0,4.75,0.0,1.86,0.0,8.35,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0
10.1140/epjb/e2015-50768-3,0.0,0.0,0.0,2.12,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,0.0,3.7,0.0,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,1.98
10.1134/S1070328415080060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,8.23,2.74,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.92.155314,0.0,0.0,1.42,1.41,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.92.035403,1.78,0.0,0.0,4.94,0.64,0.0,0.0,0.0,3.05,0.0,0.0,1.03,0.0,0.0,1.04,1.79,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1109/JSTQE.2014.2321523,3.56,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,1.22,0.0,0.0,2.09,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,10.83,0.0,0.0
10.1088/1367-2630/17/12/122003,0.0,0.0,0.0,0.0,0.64,0.93,0.0,0.0,0.0,0.0,0.0,2.07,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,1.88,0.0,1.85,1.98,2.71,0.0,13.53,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0
10.1039/c5qi00142k,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,5.41,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,2.74,0.0,2.17,2.15,0.0,0.0,0.0,0.0
10.1126/science.aaa4298,0.0,5.42,0.0,1.41,0.64,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83,2.35,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0
10.1103/PhysRevB.92.121202,0.0,0.0,2.85,1.41,0.0,0.93,0.0,12.27,0.0,2.44,4.85,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,1.85,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.91.195417,0.0,0.0,0.0,1.41,0.0,5.59,1.56,0.0,0.0,1.22,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0
10.1038/NNANO.2015.60,0.0,0.0,0.0,0.0,1.29,0.93,3.9,0.0,0.0,1.22,0.0,0.0,4.17,0.0,0.0,0.0,0.0,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,5.93,0.0,1.85,0.0,0.0,1.61,0.0,2.19,0.0,0.0,2.28,0.0,0.0,2.48,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1039/c5nr04273a,0.89,0.0,0.0,1.41,1.29,0.93,1.56,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,3.08,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,4.29,0.0,0.0,0.0,0.0
10.1088/1367-2630/18/5/053024,0.89,0.0,0.0,0.0,0.64,0.0,1.56,0.0,1.53,1.22,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/nature16984,0.89,0.0,0.0,0.0,1.29,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,3.95,0.0,0.0,0.0,2.09,0.0,2.23,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.93.235428,0.0,2.71,0.0,0.71,0.0,0.0,1.56,0.0,6.11,0.0,0.0,1.03,4.17,0.0,0.0,0.0,0.0,5.34,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,1.54,0.0,1.67,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,2.45,0.0
10.1039/c5dt04062k,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/0957-4484/27/24/244001,1.78,1.36,1.42,0.0,0.64,0.93,0.0,0.0,1.53,1.22,9.71,0.0,0.0,1.42,2.08,1.79,0.0,0.0,0.0,9.97,0.0,0.0,2.25,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1.88,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,1.98
10.1103/PhysRevB.94.205421,1.78,0.0,2.85,0.71,0.0,0.0,0.78,0.0,0.0,0.0,0.0,1.03,0.0,1.42,1.04,5.37,1.54,0.0,2.15,0.0,0.0,0.0,2.25,0.0,1.46,4.97,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0
10.1038/srep23169,0.0,0.0,0.0,0.71,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.88,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,10.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevX.6.021040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,3.99,2.21,2.25,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0
10.1007/s11433-016-0015-3,0.0,1.36,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms13575,2.67,0.0,4.27,0.0,0.0,0.0,1.56,0.0,0.0,2.44,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,5.01,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0
10.1103/PhysRevB.94.045435,0.89,6.78,0.0,0.0,2.58,0.93,0.78,0.0,1.53,0.0,0.0,4.14,0.0,0.0,1.04,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.43,0.0,2.23,2.19,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,1.98
10.1103/PhysRevB.94.045316,3.56,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,1.22,0.0,0.0,0.0,0.0,2.08,5.37,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0
10.1038/ncomms12279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0,2.93,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0
10.1103/PhysRevB.93.085420,0.89,4.07,0.0,0.0,0.64,0.93,0.78,0.0,0.0,2.44,0.0,1.03,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.93.075301,0.0,0.0,0.0,2.12,3.22,0.0,0.78,0.0,0.0,0.0,0.0,2.07,0.0,0.0,1.04,1.79,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.93.121306,0.0,1.36,1.42,0.71,0.64,0.93,0.0,7.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36,0.0
10.1038/ncomms11059,0.89,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,2.45,0.0
10.1103/PhysRevLett.117.015502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,1.03,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,4.17,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0
10.1103/PhysRevLett.116.246801,1.78,2.71,4.27,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,1.03,4.17,1.42,1.04,0.0,0.0,0.0,0.0,5.98,0.0,2.21,11.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0
10.1021/jacs.5b13408,0.0,0.0,0.0,0.71,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,1.67,1.51,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,7.39,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1039/c5sc04295j,0.89,0.0,0.0,0.0,0.64,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39,0.0,0.0,0.0,0.0,0.0,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,5.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1007/s00340-016-6527-4,0.0,1.36,0.0,0.71,0.64,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,5.85,0.0,3.08,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,1.98,8.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1039/c5qi00127g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.93.035402,5.34,0.0,0.0,1.41,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,0.0,1.04,1.79,0.0,0.0,0.0,0.0,7.98,0.0,2.25,1.8,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,0.0,0.0,3.82,0.0,0.0,0.0,0.0,10.82,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0
10.1088/1367-2630/18/5/053029,5.34,4.07,0.0,0.0,1.93,4.66,0.0,0.0,0.0,4.87,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,1.54,21.26,0.0,0.0,0.0,0.0,3.73,0.0,2.09,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,2.45,0.0
10.1016/j.aop.2016.03.001,0.0,0.0,0.0,0.0,1.93,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,4.97,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35,0.0,0.0,1.91,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,0.0
10.1039/c6cc05094h,0.0,0.0,0.0,0.71,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/0957-4484/27/46/464003,0.89,1.36,0.0,2.82,1.29,0.93,1.56,0.0,0.0,0.0,0.0,8.27,0.0,2.85,0.0,0.0,1.54,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0.0,0.0,1.67,0.0,2.37,0.0,1.86,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,2.71,0.0,1.61,2.23,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27,0.0
10.1039/c6dt02664h,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,2.48,0.0,0.0,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,1.96,0.0,0.0,0.0,0.0,0.0,5.48,0.0,0.0,0.0,6.5,0.0,0.0
10.1103/PhysRevB.94.205413,0.89,0.0,0.0,2.82,3.87,0.93,0.78,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,0.0,2.13,0.0,0.0,0.0,0.0,1.86,0.0,0.0,2.95,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1134/S1028335816080048,0.0,0.0,0.0,2.82,1.29,0.93,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,4.29,0.0,2.17,0.0,0.0
10.1063/1.4966946,0.0,0.0,0.0,0.0,0.0,0.93,1.56,0.0,0.0,0.0,12.13,0.0,0.0,0.0,1.04,0.0,0.0,0.0,2.15,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.93.010303,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.93.205434,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
