,gate,quantum dot,electron,noise,silicon,hole,field,fidelity,charge,couple,state,control,photon,center,interaction,valley,defect,device,readout,measurement,coherence,relaxation,frequency,semiconductor,orbit,entanglement,temperature,exchange,donor,array,error,diamond,energy,material,phase,information,resonator,resonance,technology,property,scale,cavity,split,transition,platform,vacancy,dot,ion,protocol,level,pulse,decoherence,molecule,triplet,quantum computing,structure,interface,dynamic,microwave,metal,phonon,mode,order,density,surface,singlet,parameter,range,scheme,quantum computer,experiment,architecture,manipulation,environment,transport,factor,candidate,heterostructure,potential,pair,circuit,source,process,chip,symmetry,band,strain,excitation,nanowire,atom,challenge,crystal,transfer,regime,signal,number,simulation,memory,ground,quantum processor,mechanism,network,power,fluctuation,rate,polarization
decoherence,0.14572412715649127,0.16229558627939583,0.2212488394343549,0.21622499104693416,0.106127626987396,0.08652532008633532,0.2305832515067016,0.15081386787965734,0.13910970281664245,0.21367821015944166,0.28874529503687324,0.12584309353681103,0.07504356471402417,0.08939803125353483,0.24870549781844856,0.050964719143762556,0.04086268239623967,0.09304842103984708,0.06254399171545343,0.10410301832149403,0.27645852818936184,0.25087260300212727,0.11165810524781651,0.1318185964731167,0.1020555106155979,0.1733949958515889,0.14551452744044777,0.05487696486095817,0.04232389556904849,0.03752639502927206,0.06715191366878169,0.0875615884016348,0.07282190812544191,0.09247931220856656,0.09150522248280037,0.23995393326679468,0.03360514063549748,0.12182898077463453,0.12520854588603067,0.10869798717895458,0.03982712718088643,0.018018749253911177,0.05527899928227821,0.1536230967599611,0.12458356352887048,0.07373210997303145,0.08602079496853669,0.08140041175688424,0.0657951694959769,0.13957263155977062,0.08827348295047495,1.0,0.15957672558078226,0.057892030733555755,0.07106690545187014,0.08017428215347244,0.06669038301984188,0.2626847652049044,0.08058229640253803,0.08547043234472845,0.2326210525996177,0.060377788380230155,0.14322080184907338,0.1074430618700507,0.08058229640253803,0.07978836279039113,0.08455857861606325,0.09116846116771037,0.08291849892341732,0.026676153207936752,0.10693090271739543,0.04115772364571863,0.08416546361568648,0.20427619303344788,0.04787301767423468,0.08353500182758923,0.10129829018634484,0.08311429258190127,0.07015265066324013,0.08224396186997113,0.04528334128517262,0.23322710065907223,0.1911410308587636,0.01628008235137685,0.1868706368604627,0.029672806688054353,0.07817631049941043,0.06649143406552101,0.0950496913043515,0.07119060773078313,0.07015265066324013,0.21164107056789905,0.05620501008809765,0.07013788634640541,0.048349377841522816,0.11922883130985648,0.1413506985480439,0.07299318686018119,0.07178841537565801,0.05698028822981897,0.15366440995063937,0.019837990021453852,0.0849411985729376,0.06649143406552101,0.05654027941921756,0.07033799484533299
molecule,0.12208444001118975,0.07478220240263654,0.2640901167094099,0.02214037213850238,0.06520167195198316,0.045564509955381374,0.15454202504667955,0.0823605114243311,0.07976722400003727,0.15940847306683778,0.22446095413878325,0.11824535548449393,0.07903636179762516,0.06865437954763622,0.15279729455685467,0.0,0.03347309635022892,0.11433239009500588,0.09222042432098154,0.11628693150774139,0.23354091027611007,0.17614708551003075,0.034299717028501764,0.05716619504750294,0.027866615206364766,0.03277807748610648,0.17879963496303788,0.05057217374241736,0.15601529024770314,0.061480282880654366,0.04950737714883372,0.030740141440327183,0.1278274981412284,0.1641367041336902,0.06424925662032356,0.14742059239963684,0.0412920069507667,0.19959498361736527,0.13017979379106648,0.19427149135788158,0.0978744311901545,0.02214037213850238,0.050942670810849335,0.13068205256070964,0.0765404529471217,0.030199216944456812,0.045298825416685215,0.18003601080360127,0.048507125007266595,0.12862393885688164,0.0903876907577734,0.15957672558078226,1.0,0.12448502395517627,0.13722155123693863,0.1829534767323246,0.08194519371526619,0.061480282880654366,0.11551721334727867,0.1575315094531511,0.09527699174583824,0.055641488407465724,0.0812221111268283,0.11551721334727867,0.11881770515720091,0.13725490196078433,0.08905763522908908,0.042008402520840295,0.050942670810849335,0.01638903874305324,0.10219250343291217,0.05057217374241736,0.10341753799900383,0.05378624789733593,0.058823529411764705,0.08553571990445118,0.15558667600311218,0.0,0.12929913477618468,0.16169041669088866,0.03709432560497715,0.06742956498988982,0.08807354275501537,0.020004001200400138,0.08349657214468659,0.03646018784154863,0.0,0.02042518425514167,0.0,0.1530809058942434,0.08619942318412312,0.14002800840280097,0.1151023138790327,0.0,0.05940885257860046,0.048833776004475894,0.13894669485837496,0.0448448529330875,0.07056748320332842,0.0875175052517506,0.09440686400617013,0.024375747470904357,0.041748286072343294,0.02042518425514167,0.05210501057189061,0.06482037235521644
triplet,0.22883370570102837,0.2788346294274147,0.19725158702937712,0.19076459061434348,0.11827091898224816,0.13775097846589401,0.2413931993485511,0.16807023068095917,0.14469173266131716,0.16158659321969318,0.26924782942837056,0.19798907377947786,0.15531317068338024,0.11208048331201152,0.19054940899755457,0.056796183424706485,0.10625592962581035,0.1382602259640567,0.09758052471140821,0.1371082243468176,0.1251621121570517,0.039939692218817276,0.13480372031495527,0.24195539543709924,0.1516438194318976,0.07432120279078286,0.09729871876449238,0.2140462608328655,0.0,0.06970037479386301,0.1496710850223124,0.06970037479386301,0.10434125154603786,0.13741458973797513,0.07283956834350813,0.1693595680103625,0.13107603009779917,0.06788442333021306,0.11806816745380026,0.13214769150323347,0.05548026307826673,0.02008048322256247,0.13860924831758192,0.07901579815429607,0.1487556569546286,0.08216865534971651,0.16433731069943303,0.036285750571483,0.13198240351921794,0.0777713771047819,0.08197822947299412,0.057892030733555755,0.12448502395517627,1.0,0.10182663499531959,0.10211194414233114,0.05945696223262628,0.055760299835090406,0.10476975951561868,0.1270001270001905,0.10369516947304253,0.08410788878156111,0.07366539413071052,0.0748355425111562,0.0,0.7824772934325366,0.10769589230459234,0.1016001016001524,0.18481233109010925,0.04459272167446971,0.13240678533309402,0.06115607452367585,0.0781631749350903,0.01626070001218593,0.07113429940295787,0.07757767474396735,0.19755575311140744,0.018524872445114315,0.16938919531853894,0.07332355751067665,0.03364315551262445,0.10702313041643274,0.053252922958423037,0.036285750571483,0.056796183424706485,0.14880607405723012,0.0,0.07409948978045726,0.026481357066618805,0.039668175187900966,0.10423950481140858,0.0181428752857415,0.08351476906593233,0.0781631749350903,0.07184212081070997,0.08858078930362388,0.06300970818105758,0.0,0.1600051202457731,0.11112511112516668,0.10274816178761126,0.044215768828538185,0.03786412228313766,0.07409948978045726,0.04725728113579319,0.17636890537566463
quantum computing,0.3624656968340334,0.31718073984777556,0.3063830508865885,0.253546276418555,0.32592914499510656,0.20291986247835694,0.2348780132484323,0.28819174702701505,0.18124509512098155,0.20879992592973085,0.2902147462319606,0.3067018700693098,0.1759927593039942,0.04367853486341326,0.24302753885882974,0.09296222517045284,0.06388765649999399,0.2970187950434341,0.16623581717384295,0.21455010144892972,0.18234920215644926,0.11206636293610517,0.23276574958505852,0.2545875386086578,0.15069642928259022,0.2085370823632848,0.19717349391709238,0.1608723630219467,0.13234444452945737,0.2249072820587287,0.22047927592204922,0.04889288740407146,0.1870475139818022,0.10442525008757397,0.17372281285407365,0.2376021166033075,0.1182165609358651,0.12698412698412698,0.2183477432021024,0.11587244366483038,0.2957758262463928,0.08451542547285165,0.14044414010296896,0.06466529947193088,0.2782612903765608,0.038426027846949,0.18252363227300772,0.12726725805353542,0.1851640199545103,0.20003306604965967,0.13801311186847084,0.07106690545187014,0.13722155123693863,0.10182663499531959,1.0,0.15221100431590517,0.1564028117724636,0.06845004236570004,0.1469861839480328,0.11135885079684349,0.048492864496887195,0.15339833717103754,0.21530932888700074,0.11548914453059721,0.11338934190276817,0.14969623771302396,0.11331853993401471,0.1692654532112021,0.12964074471043288,0.1564028117724636,0.18575940419178427,0.26812060503657786,0.1315903389919538,0.11406431847152582,0.13722155123693863,0.10883719140805655,0.1682755967596746,0.1429415488573326,0.19194297398747864,0.1414447374652509,0.17699808135119716,0.08579859361170492,0.158760680826149,0.20362761288565667,0.10624254305194611,0.08118705007457579,0.0763915414190176,0.07796811755854505,0.05572782125753528,0.12521758066945235,0.2559239653166382,0.10181380644282834,0.13181243254912403,0.0657951694959769,0.12598815766974242,0.10356162766686668,0.13259870882635919,0.07132674875181882,0.11223917161691231,0.1781741612749496,0.09609999602085963,0.09304842103984708,0.1460834966964259,0.1429415488573326,0.09944903161976938,0.02749286996141075
structure,0.19277490023901495,0.17891406674112828,0.28432228340241084,0.11123730207865243,0.19387695092905302,0.10901165669462144,0.24032900666012408,0.07389184975357878,0.1881142801779013,0.16152554419293655,0.2962248288825153,0.1305684430248791,0.14181900694934993,0.14782809899727065,0.2467548363457995,0.08989331499509895,0.16817499303650435,0.26669823045522095,0.07722206243750777,0.11684938669509802,0.1295259242500401,0.13696356726888637,0.08206099398622183,0.22566773346211003,0.13000650048754062,0.07057846732405855,0.23955260109169452,0.08469463434140657,0.09331541849264238,0.08825378564286603,0.05922242120989178,0.07722206243750777,0.17431926281167376,0.226553019927932,0.09222859518214328,0.25394337341429096,0.014818474149146235,0.18802535827258873,0.1868706368604627,0.27887305899520115,0.13171584244345805,0.06356417261637282,0.08531511614816524,0.12506107989614448,0.18835264373920446,0.14088881923184363,0.06502560887623551,0.14357683075131603,0.12765694770084507,0.21541010921383227,0.051899929610768204,0.08017428215347244,0.1829534767323246,0.10211194414233114,0.15221100431590517,1.0,0.129393856760774,0.08825378564286603,0.09475587393582685,0.15075567228888181,0.08206099398622183,0.09318435744693503,0.15545707662109037,0.26057865332352387,0.12792042981336627,0.09851341054817479,0.15980069302514827,0.17085642859406605,0.09750298988361743,0.08234154521140165,0.10478243557698858,0.07259540086406277,0.11134044285378082,0.10294552486429107,0.12666009927622474,0.13506340259202215,0.20100756305184242,0.16125981561563224,0.1752949970520947,0.07253235664820744,0.10649640851078289,0.14519080172812554,0.14749922628956993,0.0430730492253948,0.16480441082434807,0.18318269012840055,0.13789005066533844,0.07329991618892374,0.08382594846159086,0.09417632186960223,0.1134261745631201,0.15793451382644763,0.13218175922576259,0.0865981222196073,0.04264014327112209,0.11683327287213026,0.23685323746880918,0.06437393994470235,0.17727200782610347,0.025125945381480302,0.16262312563634834,0.06998185081086372,0.014982219165849825,0.058639932951139,0.08726171906745601,0.12406456138646277
interface,0.12925469147547064,0.2014083157821853,0.22073734087480648,0.1110349815296408,0.20242199385340356,0.15233873786926397,0.12199630386347686,0.09465539908575175,0.14287010218432125,0.15675309846380178,0.19971777024544674,0.21287390561940497,0.33030914888086915,0.11476828720122215,0.13569637978391558,0.15702717677706413,0.09792364931869323,0.24687288265987323,0.06423467455163846,0.155515811704558,0.16858446294447238,0.12269245987824173,0.12423280546754911,0.19112739302699863,0.12810632366949065,0.1095890410958904,0.1295216531936628,0.04227029505402979,0.04346799081843114,0.07708160946196616,0.013793431476706133,0.14131628401360463,0.14958084510974087,0.12663893812007065,0.040276621015579106,0.1807229186670408,0.06902710277284298,0.1042685411816424,0.19783564706223267,0.19282633659877915,0.1533889876522814,0.14804664203952106,0.19870653453128084,0.1820490239073311,0.20106631878715567,0.0883461003674942,0.07572522888642359,0.10032098331096906,0.05405899027195888,0.19112739302699863,0.12087957704309989,0.06669038301984188,0.08194519371526619,0.05945696223262628,0.1564028117724636,0.129393856760774,1.0,0.05138773964131078,0.027586862953412266,0.17556172079419585,0.14334554477024897,0.046507435970786264,0.18103671634282237,0.1655211777204736,0.1986254132645683,0.01638903874305324,0.08684435753098751,0.10533703247651752,0.08515994337054894,0.0684931506849315,0.1342262142549295,0.08454059010805957,0.08644061588581957,0.08991349986455624,0.08194519371526619,0.1143908153582064,0.10403657528544939,0.17072205940667412,0.1681143566570188,0.016893434459987148,0.10851735059850129,0.1409009835134326,0.1472309518538901,0.1504814749664536,0.08723732043170229,0.18284951392092655,0.14050673803314756,0.08536102970333706,0.048809532456338005,0.10967253752026672,0.10807351499379779,0.10032098331096906,0.05772433821630337,0.12966092382872935,0.0,0.02721151399483592,0.05806867051395413,0.1499326625579667,0.13271218656114264,0.0731507169975816,0.0789091253421713,0.14261973987987742,0.06978985634536183,0.18779426534734153,0.08710300577093119,0.16253856986192322
dynamic,0.14673811448603807,0.18237269467338033,0.21310189794179407,0.1995854136689292,0.11682255944621553,0.09524484468675813,0.2692031434765392,0.14526052006990797,0.13398733194775042,0.2205107553987531,0.2667614139177839,0.14972905222558555,0.092931776977486,0.12915925467288528,0.25451925356305627,0.09817613873476319,0.11807404543988678,0.07468511915803681,0.060240963855421686,0.1640776615494211,0.2579574193345181,0.24163483965850893,0.13443321448446624,0.13443321448446624,0.17475123335299234,0.12846934910327693,0.12146880610816266,0.07928438446312222,0.040765422757078784,0.10843373493975904,0.06467921047552774,0.08433734939759036,0.170341023411943,0.10886821022488967,0.17627153780805765,0.21571034141128698,0.032367714417549306,0.09778577480814292,0.10204450448215527,0.14276652620174696,0.06713103546057252,0.01735525336251558,0.09317610191137536,0.18211237666742466,0.11142493312280817,0.1301980300864268,0.11836184553311528,0.04704182570986729,0.16476830513636426,0.11202767873705521,0.14170505031628391,0.2626847652049044,0.061480282880654366,0.055760299835090406,0.06845004236570004,0.08825378564286603,0.05138773964131078,1.0,0.06467921047552774,0.12348479248840163,0.10455916682125153,0.07269315700282242,0.15916967298769297,0.15523010514126656,0.1086610735988866,0.030740141440327183,0.17452482433430802,0.07683498199278324,0.11979784531462546,0.02569386982065539,0.16021201249311087,0.1057125126174963,0.09457732492861871,0.15459260714945477,0.07685035360081796,0.12068854787809345,0.12196028887743371,0.08005381425084435,0.1126157545820689,0.11090174384178364,0.04361589420169345,0.22463908931217963,0.10355778842507526,0.015680608569955762,0.081813448945636,0.057160357890695214,0.018824415287446387,0.11207533995118209,0.022887430356158697,0.08571148701754475,0.07883102820744824,0.04704182570986729,0.10827079910776224,0.06755523209187052,0.1086610735988866,0.140358196464906,0.13614580855202113,0.05272904491779212,0.09680297825858594,0.04116159749613388,0.10360426858380029,0.019107505086717085,0.081813448945636,0.11207533995118209,0.04084374256560634,0.13549594418015387
microwave,0.23289856534925615,0.24476122950320098,0.24187656667042698,0.18633899812498247,0.20382285481644608,0.10226199851298273,0.27458482368263804,0.20795009796401454,0.143858834412109,0.2446487573020288,0.2193817272381392,0.19138133840609386,0.2549895403411334,0.10400628679223045,0.19289712886816485,0.03513641844631533,0.09860132971832693,0.20848759720736484,0.16816594723637213,0.13701805122009747,0.14294833797837264,0.03706246583305506,0.31754264805429416,0.17641258225238565,0.10553963170954378,0.11034745181364906,0.1404501619333974,0.11350087076783316,0.10942202738310212,0.09055089466573883,0.06944444444444445,0.07761505257063328,0.11834115780078219,0.11688906406161201,0.1892583246525563,0.19024513901109497,0.3649002245998808,0.26247532847863003,0.1693240529890391,0.11240887890557708,0.15445051580380387,0.14907119849998599,0.12862393885688164,0.09776474334756886,0.14724203476646205,0.08895749936068606,0.07624928516630233,0.05050762722761054,0.10886621079036346,0.12028130608117203,0.2738612787525831,0.08058229640253803,0.11551721334727867,0.10476975951561868,0.1469861839480328,0.09475587393582685,0.027586862953412266,0.06467921047552774,1.0,0.029462782549439483,0.048112522432468816,0.10926834468453098,0.05696549391872194,0.027777777777777776,0.03333333333333333,0.09901475429766744,0.09993755853278152,0.21213203435596426,0.1143323900950059,0.15172774624376745,0.14744195615489714,0.19862652384370802,0.17407765595569785,0.07544645503543211,0.04950737714883372,0.10078464965115869,0.05237828008789241,0.017190354104313223,0.07254762501100116,0.2041241452319315,0.2029269258427004,0.1276884796138123,0.1358957080545352,0.16835875742536846,0.05270462766947299,0.10740037208813771,0.0,0.17190354104313224,0.12286829679574762,0.018405254345807757,0.12091270835166862,0.10101525445522108,0.13562224520112248,0.17407765595569785,0.2,0.06849957804389888,0.07308816827558576,0.05661385170722979,0.0445435403187374,0.11785113019775793,0.09534625892455922,0.14360673947588817,0.1405456737852613,0.034380708208626445,0.07308816827558576,0.07273929674533079
metal,0.1671059806942402,0.16318247800165483,0.23574758339572238,0.09882117688026185,0.20787190788679352,0.1355815361366601,0.20693452707617596,0.11028219331407116,0.20344711469278987,0.17578300167288657,0.21976226824788314,0.21111018580003005,0.047036043419179864,0.14708710135363803,0.15344872638085655,0.11180339887498948,0.10458250331675945,0.24665000882191723,0.09604372749097904,0.13494890476232746,0.16109583426051696,0.1965534068853597,0.11226827987756233,0.3146913905658944,0.11194168389862379,0.014630143399516321,0.1808920127862341,0.0300964632714423,0.046423834544262965,0.13720532498711294,0.014731391274719742,0.04116159749613388,0.1711632992203644,0.21414653823351515,0.028676966733820218,0.14914576134801424,0.055290733558086426,0.14476650603589652,0.1690308509457033,0.1842608685238755,0.13105560849915568,0.0,0.1364262890829373,0.246276027498476,0.20497806247879546,0.0404372899512894,0.10783277320343841,0.23214285714285715,0.043301270189221926,0.14033534984695292,0.01613743060919757,0.08547043234472845,0.1575315094531511,0.1270001270001905,0.11135885079684349,0.15075567228888181,0.17556172079419585,0.12348479248840163,0.029462782549439483,1.0,0.11907241805196005,0.033113308926626096,0.18126309169606192,0.1473139127471974,0.10606601717798213,0.0875175052517506,0.105999788000636,0.0625,0.06063390625908324,0.1463014339951632,0.10425720702853739,0.1504823163572115,0.01538643637241659,0.09602765994967198,0.10502100630210073,0.16798298598991968,0.25,0.05469937181171046,0.12824729401064427,0.036084391824351615,0.06622661785325219,0.04514469490716345,0.11793204413121582,0.10714285714285714,0.09316949906249124,0.09764168323561791,0.08574929257125441,0.0911656196861841,0.05212860351426869,0.0976086011803788,0.10259783520851541,0.08928571428571429,0.04109974682633932,0.09231861823449955,0.0,0.11624763874381928,0.10853039276555741,0.06004805767690767,0.1889822365046136,0.125,0.11798497593106737,0.02175970699446223,0.07453559924999299,0.12763186756065775,0.062017367294604234,0.057863756235784464
phonon,0.10282544953985406,0.09690031662230184,0.1660672983412074,0.1613743060919757,0.1357813616483921,0.08856148855400954,0.18356293058464493,0.07003502627189416,0.09966832412776432,0.3189471552247214,0.25332019855244947,0.15911145683514602,0.19202384316064214,0.2401922307076307,0.13921151159742612,0.04057204129667897,0.17891501337389776,0.12962962962962962,0.0,0.07910740875576121,0.2166445612065605,0.32810304425836656,0.1111111111111111,0.12037037037037036,0.1354074106170646,0.04778184825674966,0.18534614582851092,0.0,0.0,0.029874047663214724,0.032075014954979206,0.25392940513732515,0.12422599874998831,0.17178237389420573,0.031219527052723135,0.18147161410273005,0.040128617695256406,0.19397145798754878,0.16101529717988267,0.2123976976214366,0.09511685000085623,0.15061601901917732,0.11551721334727867,0.254000254000381,0.12751534261266764,0.17609018126512477,0.08804509063256238,0.11664236870396086,0.015713484026367724,0.1111111111111111,0.07027283689263066,0.2326210525996177,0.09527699174583824,0.10369516947304253,0.048492864496887195,0.08206099398622183,0.14334554477024897,0.10455916682125153,0.048112522432468816,0.11907241805196005,1.0,0.12617221643503754,0.1315561729939764,0.11226255234242723,0.11547005383792515,0.019055398349167647,0.04327423224079155,0.1224744871391589,0.04950737714883372,0.0,0.1276884796138123,0.04914731871829905,0.0502518907629606,0.01742361244964389,0.019055398349167647,0.09975093361076329,0.10584214937952005,0.03969942227836091,0.11169437554445213,0.019641855032959652,0.018024602347862503,0.11467707700936444,0.09985744825254635,0.019440394783993478,0.18257418583505536,0.08858233390878899,0.18670401120373464,0.05954913341754137,0.05675043538391658,0.06375767130633382,0.06980898471528259,0.19440394783993478,0.04474373701426829,0.0670025210172808,0.03849001794597505,0.06327719971683327,0.05063696835418333,0.06537204504606134,0.1543033499620919,0.017010345435994292,0.1651445647689541,0.023688968483956713,0.06085806194501846,0.05954913341754137,0.15191090506255,0.0419960525565808
mode,0.20016588663317567,0.18863168484588788,0.1983739567600742,0.11518482478021626,0.15859184723763975,0.028733141061374375,0.09745474734447909,0.18502495570661334,0.1401255889083041,0.20400366824260613,0.18492283174637375,0.18067900652188357,0.17444213207965614,0.09091675835657295,0.15356500689385347,0.09872481295984872,0.04749356901459777,0.16222142113076254,0.1599249454062093,0.13199571020912618,0.13053630051123521,0.0971941029961179,0.21629522817435004,0.10814761408717502,0.09225712684413506,0.1395223079123588,0.11275168191528971,0.14350946197048195,0.02459594839716409,0.05815452560225793,0.046829290579084706,0.11630905120451586,0.14509525002200233,0.14331487278000374,0.1215474250925528,0.16733510413373293,0.17576247754451407,0.1061988488107183,0.11194341570991126,0.1148515211768381,0.15044240816104956,0.18848425873126295,0.06424925662032356,0.0686738036191941,0.1448000406622212,0.07141399863000529,0.08569679835600635,0.05676567244564474,0.10706067580626216,0.08111071056538127,0.03419927840283847,0.060377788380230155,0.055641488407465724,0.08410788878156111,0.15339833717103754,0.09318435744693503,0.046507435970786264,0.07269315700282242,0.10926834468453098,0.033113308926626096,0.12617221643503754,1.0,0.08963316323475064,0.046829290579084706,0.056195148694901643,0.09273581401244288,0.14040014904887735,0.11920791213585395,0.12849851324064712,0.10851735059850129,0.12428283974987418,0.17540045351947794,0.04891159880445185,0.05087669711063181,0.0741886512099543,0.14563564388512532,0.07358513094805798,0.05796087030059366,0.06794707624925293,0.17206180040292132,0.12280701754385964,0.06378198309799198,0.16661846227905927,0.09460945407607456,0.09872481295984872,0.06897577005006472,0.04543108504242546,0.11592174060118732,0.11047363533322149,0.041371440189206056,0.0951259067489541,0.13245323570650439,0.04355035563093422,0.16303866268150616,0.14985372985307105,0.12317900715887733,0.09857281161802883,0.04241898419838518,0.06675015657623451,0.06622661785325219,0.05357997197768198,0.02305714879553582,0.11846977555181847,0.019320290100197885,0.11500161355436699,0.08175191193132877
order,0.2697140019337164,0.21798797536616216,0.29493690609444523,0.2674953052256376,0.25079478328532456,0.2621432364483451,0.308226969621726,0.17768970061450054,0.23601569923749374,0.23305486885186888,0.2449448935977135,0.21350736227542638,0.1091315027367776,0.09479631196434646,0.25713043718259376,0.10087879693899394,0.09243768875158902,0.23680111138915752,0.12733573839015438,0.15253788168734222,0.19054907066048243,0.2026830405144708,0.18944088911132603,0.1973342594909646,0.2597234651280361,0.06788876862855839,0.15635874246635187,0.06982883816574215,0.07180738370457213,0.11672442685764152,0.14811028418867703,0.05305655766256433,0.13237584555341397,0.12203477116564715,0.08871382443754448,0.14248835968536733,0.08552251141872595,0.22392170204248077,0.1470674622452851,0.17603603798639042,0.1604819025182746,0.06114178405157431,0.10551061737725403,0.16039344650778273,0.20382148023648008,0.06254752594244962,0.166793402513199,0.08286312763248545,0.0669774686623137,0.1381339816436752,0.14976617288979535,0.14322080184907338,0.0812221111268283,0.07366539413071052,0.21530932888700074,0.15545707662109037,0.18103671634282237,0.15916967298769297,0.05696549391872194,0.18126309169606192,0.1315561729939764,0.08963316323475064,1.0,0.14811028418867703,0.1503889039454259,0.0812221111268283,0.17420556691524317,0.13534310846639291,0.09378721544644802,0.11314794771426398,0.15118386942071266,0.06982883816574215,0.13089673940283172,0.06188896188734452,0.14890720373251853,0.11810565970567408,0.07519061581466273,0.18331691268195519,0.09918507099316576,0.04186091791394607,0.12804737604964378,0.08146697786003251,0.060804912154341244,0.12429469144872816,0.10087879693899394,0.1258583707142801,0.19895272809236136,0.0987091068287451,0.06047354776828506,0.0603915496996978,0.059511042595899455,0.11048417017664726,0.09535829987414624,0.1070973322386805,0.10937374832394611,0.10114275072514366,0.14389068460377855,0.030960345841378793,0.08525814444488479,0.12084206113070795,0.07821283295433407,0.06731488877596412,0.14411256705570563,0.11281040780428012,0.17986335575472318,0.07458533939516852
density,0.09589940926145842,0.07692495784386316,0.17650452162436564,0.11180339887498948,0.15678681139726622,0.10226199851298273,0.20955157596832902,0.08664587415167273,0.143858834412109,0.13416222174627387,0.2193817272381392,0.11482880304365632,0.05543250876981161,0.1617875572323585,0.22504665034619234,0.05270462766947299,0.15494494670022804,0.17641258225238565,0.03880752628531664,0.11744404390294069,0.13401406685472436,0.21002063972064536,0.057735026918962574,0.16037507477489604,0.09381300596403892,0.0413802944301184,0.2207073973239102,0.07093804422989572,0.06565321642986127,0.10348673676084438,0.08333333333333333,0.12935842095105549,0.19364916731037085,0.15939417826583457,0.0675922588044844,0.19024513901109497,0.017376201171422898,0.06299407883487121,0.12948309934455932,0.25547472478540245,0.07207690737510848,0.018633899812498248,0.12862393885688164,0.1710883008582455,0.14724203476646205,0.15249857033260467,0.038124642583151166,0.11785113019775793,0.0408248290463863,0.19245008972987526,0.045643546458763846,0.1074430618700507,0.11551721334727867,0.0748355425111562,0.11548914453059721,0.26057865332352387,0.1655211777204736,0.15523010514126656,0.027777777777777776,0.1473139127471974,0.11226255234242723,0.046829290579084706,0.14811028418867703,1.0,0.18333333333333332,0.04950737714883372,0.1249219481659769,0.15320646925708528,0.08574929257125442,0.0827605888602368,0.0982946374365981,0.07093804422989572,0.058025885318565944,0.10562503704960495,0.14852213144650114,0.05759122837209068,0.22260769037354272,0.12033247873019257,0.12091270835166862,0.10206207261596575,0.031219527052723135,0.09931326192185401,0.11118739749916519,0.08417937871268423,0.08784104611578832,0.07671455149152694,0.1212678125181665,0.10314212462587935,0.04914731871829905,0.07362101738323103,0.12091270835166862,0.10101525445522108,0.03874921291460643,0.07253235664820744,0.016666666666666666,0.12329924047901797,0.11694106924093722,0.05661385170722979,0.1336306209562122,0.05892556509887897,0.07945521577046602,0.041030496993110906,0.10540925533894598,0.10314212462587935,0.10232343558582006,0.10910894511799618
surface,0.09863939238321437,0.07552632224670201,0.1804268443271293,0.05590169943749474,0.11288650420603168,0.09203579866168446,0.1040531963428944,0.0415900195928029,0.0575435337648436,0.1420541171431135,0.16087993330796874,0.1469808678958801,0.06651901052377393,0.1386750490563073,0.12538313376430715,0.0,0.06761234037828133,0.1539600717839002,0.04656903154237997,0.12918844829323475,0.10721125348377948,0.08894991799933213,0.0808290376865476,0.10584754935143138,0.056287803578423355,0.04965635331614208,0.14446302370292305,0.05107539184552492,0.07878385971583353,0.06209204205650663,0.08333333333333333,0.09313806308475994,0.07745966692414834,0.14026687687393444,0.11355499479153378,0.09925833339709303,0.10425720702853739,0.16378460497066513,0.10757057484009543,0.12262786789699316,0.11120437137873877,0.044721359549995794,0.017149858514250885,0.058658846008541314,0.1214746786823312,0.1372487132993442,0.030499714066520935,0.1414213562373095,0.04898979485566356,0.12990381056766578,0.03651483716701107,0.08058229640253803,0.11881770515720091,0.0,0.11338934190276817,0.12792042981336627,0.1986254132645683,0.1086610735988866,0.03333333333333333,0.10606601717798213,0.11547005383792515,0.056195148694901643,0.1503889039454259,0.18333333333333332,1.0,0.0,0.029981267559834456,0.07071067811865475,0.05144957554275265,0.0827605888602368,0.10320936930842799,0.06810052246069989,0.1044465935734187,0.05432144762551112,0.09901475429766743,0.03455473702325441,0.20427529234278038,0.10314212462587934,0.11607620001760185,0.020412414523193152,0.07492686492653552,0.05107539184552492,0.04447495899966607,0.1414213562373095,0.0632455532033676,0.036822984715932934,0.12126781251816648,0.04125684985035174,0.029488391230979426,0.11043152607484653,0.0435285750066007,0.18182745801939793,0.13949716649258312,0.12185435916898849,0.02,0.016439898730535727,0.08770580193070292,0.04529108136578383,0.07126966450997983,0.035355339059327376,0.05720775535473554,0.04923659639173309,0.04216370213557839,0.04125684985035174,0.07016464154456234,0.06546536707079773
