DOI,quantum dot,gate,field,entanglement,electron,noise,state,interaction,couple,valley,exchange,decoherence,control,donor,charge,silicon,hole,dot,coherence,relaxation,photon,device,temperature,dynamic,measurement,resonance,frequency,phase,semiconductor,information,singlet,fidelity,scheme,bath,pulse,triplet,diamond,transition,orbit,order
10.1021/nl2025079,2.36,0.0,0.0,0.0,2.66,0.0,0.54,0.0,0.0,0.0,0.0,0.0,1.41,9.58,4.79,1.76,0.0,0.0,0.0,2.47,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,1.68
10.1103/PhysRevLett.106.156804,0.79,1.0,0.0,0.0,1.06,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0.0,1.61,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
10.1038/ncomms1581,0.0,2.0,0.0,0.0,0.53,3.72,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,1.84,10.68,1.82,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.106.110504,0.0,0.0,0.0,0.0,3.19,0.0,1.07,2.25,1.17,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,1.86,1.88,0.0,2.08,0.0,0.0,0.0,0.0,1.68
10.1140/epjb/e2011-20072-7,0.79,0.0,0.0,1.86,0.0,0.0,2.69,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.83.235322,0.79,1.0,0.96,0.0,2.13,0.0,1.07,1.13,2.34,0.0,2.08,0.0,0.0,0.0,3.19,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,8.32,0.0,0.0,0.0,0.0,4.39,0.0,2.16,0.0,0.0
10.1038/nnano.2010.252,3.93,1.0,0.0,0.0,1.06,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,1.82,0.0,1.63,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.84.032337,0.0,0.0,0.0,1.86,0.0,0.0,3.76,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.107.117203,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0
10.1103/PhysRevLett.106.240501,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0
10.1088/0957-4484/22/33/335704,2.36,0.0,0.96,0.0,1.06,0.0,1.61,0.0,0.0,8.24,0.0,0.0,0.0,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0
10.1103/PhysRevA.84.032308,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.106.187601,0.0,0.0,0.0,0.0,2.13,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0
10.1103/PhysRevB.84.195314,0.79,0.0,1.93,0.0,0.0,0.0,1.61,2.25,1.17,0.0,0.0,0.0,1.41,0.0,0.0,0.0,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,1.68
10.1103/PhysRevLett.107.026602,2.36,0.0,0.96,0.0,1.06,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/1.3666232,1.57,1.0,0.96,0.0,1.06,0.0,1.61,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,4.39,0.0,0.0,2.22,0.0
10.1103/PhysRevLett.106.027402,1.57,0.0,0.0,0.0,1.06,0.0,1.07,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0,0.0,3.44,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1002/pssb.201100145,0.0,0.0,4.81,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,3.52,0.0,0.0,1.6,0.0,0.0,0.0,2.14,0.0,0.0,1.63,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.83.161301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,1.6,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,3.44,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
10.1063/1.3577962,0.0,0.0,0.0,0.0,3.72,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,4.72,0.0,0.0,1.82,1.63,0.0,0.0,0.0,5.16,4.55,0.0,0.0,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/NPHYS1856,0.79,1.0,2.89,0.0,2.13,0.0,0.0,1.13,0.0,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,0.0,1.84,0.0,1.82,1.63,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,2.47,4.16,0.0,0.0,0.0,0.0,1.68
10.1038/nature10416,1.57,0.0,0.0,0.0,9.03,1.86,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/nature11449,0.79,0.0,0.0,0.0,2.13,0.0,0.54,0.0,0.0,0.0,0.0,0.0,2.83,2.39,0.0,5.28,0.0,0.0,3.19,0.0,0.0,3.68,0.0,0.0,1.63,1.63,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0
10.1038/nature11559,2.36,2.0,0.0,1.86,0.53,0.0,0.0,3.38,4.67,0.0,2.08,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0
10.1103/PhysRevB.85.205425,1.57,2.0,1.93,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,1.41,0.0,0.0,0.0,8.08,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.108.190506,0.79,3.0,0.0,1.86,0.0,1.86,0.0,1.13,1.17,0.0,0.0,1.41,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1209/0295-5075/100/57006,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0
10.1038/nature11577,2.36,0.0,0.0,7.45,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,14.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,1.52,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.86.104511,2.36,5.0,0.0,0.0,0.53,0.0,0.54,0.0,1.17,0.0,0.0,0.0,1.41,0.0,3.19,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.85.052125,0.0,0.0,0.0,0.0,0.0,3.72,0.0,1.13,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,3.86,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/science.1217692,0.0,3.0,0.0,3.72,0.0,0.0,1.61,1.13,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,1.86,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0
10.1103/PhysRevA.85.014302,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.52,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/nphys2149,3.14,0.0,0.0,0.0,0.0,0.0,1.07,0.0,2.34,0.0,4.16,1.41,2.83,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/1.4730602,3.93,0.0,0.96,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.85.014408,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.physleta.2011.11.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/0953-4075/45/23/235501,0.0,0.0,4.81,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,1.63,5.79,14.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05
10.1088/1674-1056/21/4/040306,0.0,3.0,0.0,0.0,0.53,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1674-1056/21/10/100304,0.0,0.0,0.0,3.72,0.0,0.0,1.07,4.5,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0
10.1103/PhysRevA.85.062312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1007/s10773-012-1292-6,0.79,5.99,0.0,0.0,1.06,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.sse.2012.05.039,3.14,1.0,0.96,0.0,1.59,0.0,1.07,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,9.43,0.0,0.0,0.0,0.0,3.77,0.0,4.16,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.86.125317,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,4.16,4.39,0.0,0.0,0.0,0.0
10.1063/1.4752863,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,2.14,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
10.1038/ncomms1856,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,0.0,2.14,7.28,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,7.41,0.0,0.0,4.27,0.0,0.0,0.0
10.1103/PhysRevA.86.012317,0.0,1.0,0.0,0.0,0.0,14.89,0.0,0.0,0.0,0.0,0.0,1.41,5.65,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,1.86,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0
10.1038/NPHYS2326,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,4.84,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms2003,0.79,0.0,0.96,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,4.16,0.0,0.0,0.0,4.16,4.39,0.0,0.0,0.0,3.37
10.1063/1.3681195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,1.63,0.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1209/0295-5075/99/40004,0.0,0.0,0.0,0.0,0.53,0.0,1.07,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0
10.1103/PhysRevB.86.121301,0.79,0.0,0.0,0.0,1.59,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/1.4704561,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,1.76,0.0,0.0,1.6,0.0,0.0,0.0,2.14,0.0,3.26,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1142/S0219749912500396,0.0,0.0,0.0,3.72,0.0,0.0,2.69,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.108.206811,1.57,0.0,0.96,0.0,1.06,0.0,0.0,0.0,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0
10.1103/PhysRevA.86.042329,0.0,4.0,0.96,0.0,0.0,3.72,0.0,0.0,0.0,0.0,0.0,1.41,8.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,2.08,3.72,0.0,2.47,0.0,2.19,0.0,0.0,0.0,1.68
10.1103/PhysRevLett.108.187401,1.57,1.0,0.0,0.0,1.06,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,2.69,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/1.4712595,0.0,1.0,0.0,0.0,0.53,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0
10.1103/PhysRevB.86.125204,0.0,0.0,0.0,0.0,0.53,0.0,3.76,1.13,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,4.39,4.27,2.16,0.0,0.0
10.1063/1.4705287,7.07,0.0,3.85,0.0,0.0,0.0,0.54,0.0,1.17,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
10.1103/PhysRevLett.108.086802,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,6.24,2.19,0.0,0.0,0.0,1.68
10.1103/PhysRevLett.109.140403,0.79,0.0,0.0,0.0,0.53,0.0,1.07,0.0,3.51,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,0.0,0.0,0.0,0.0,0.0,1.68
10.1103/PhysRevA.86.062309,0.0,2.0,1.93,0.0,0.0,1.86,0.0,0.0,2.34,0.0,0.0,1.41,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
10.1038/nnano.2012.160,1.57,0.0,0.0,0.0,0.53,0.0,0.0,1.13,0.0,16.48,0.0,1.41,0.0,0.0,0.0,3.52,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,3.26,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,2.19,0.0,2.16,0.0,0.0
10.1103/PhysRevB.86.245301,0.0,0.0,1.93,0.0,3.19,0.0,0.0,0.0,1.17,0.0,0.0,2.83,0.0,11.97,0.0,3.52,0.0,0.0,7.98,0.0,0.0,0.0,0.0,0.0,0.0,3.26,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.49,0.0,0.0
10.1103/PhysRevB.86.085301,1.57,0.0,1.93,0.0,1.59,0.0,1.07,6.76,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.82,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,2.22,0.0
10.1103/PhysRevB.86.115318,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0
10.1103/PhysRevB.86.104428,0.0,0.0,0.0,0.0,0.53,0.0,0.0,1.13,1.17,0.0,0.0,2.83,0.0,2.39,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,2.14,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.109.237601,1.57,0.0,1.93,0.0,0.53,0.0,0.0,1.13,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,10.78,0.0,0.0,0.0,0.0,0.0,0.0,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.109.107201,0.0,2.0,0.0,0.0,0.0,0.0,0.54,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.17,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0
10.1103/PhysRevLett.108.247213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,4.94,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.85.115319,3.93,4.0,0.0,0.0,0.53,0.0,0.54,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39,1.61,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,1.93,4.72,0.0,0.0,0.0,1.86,1.88,0.0,2.08,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.86.062328,0.0,7.99,0.0,1.86,0.0,0.0,1.07,2.25,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.108.136803,0.79,0.0,0.0,0.0,0.53,0.0,3.22,3.38,0.0,0.0,2.08,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1021/ic302068c,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
10.1021/nl3012903,2.36,0.0,0.96,0.0,0.0,0.0,0.0,1.13,2.34,0.0,2.08,0.0,8.48,9.58,0.0,3.52,0.0,1.61,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1039/c2cp40778g,0.0,0.0,0.0,0.0,3.72,0.0,0.54,3.38,2.34,0.0,16.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,1.63,9.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,2.16,0.0,0.0
10.1038/NPHOTON.2013.41,1.57,0.0,0.0,0.0,1.06,0.0,1.07,1.13,1.17,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,1.61,0.0,0.0,4.72,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,2.16,0.0,0.0
10.1038/nature12016,0.0,0.0,0.0,13.03,0.53,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0,3.26,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0
10.1038/NNANO.2013.117,0.0,1.0,0.96,0.0,1.59,1.86,1.07,0.0,0.0,0.0,0.0,2.83,0.0,4.79,0.0,3.52,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.82,0.0,0.0
