DOI,nouns
10.1021/nl2025079,quantum computing|quantum computing|quantum dot|quantum dot|quantum dot|charge|sense|donor|sense|spin|electron|tunneling|readout|qubit|state|spin|feasibility|electron|tunneling|event|planar|charge|sense|layout|architecture|phosphorus|donor|spin|qubit|silicon|tunneling|microscopy|stm|lithography|surface|electron|transistor|set|coplanar|donor|charge|transition|shoot|response|set|electron|tunneling|island|scale|order|magnitude|spin|lattice|relaxation|donor|device|geometry|readout|spin|qubit|scalability|ability|electron|tunnel|rate|sensitivity|set|scale|control|stm|lithography|parameter
10.1103/PhysRevLett.106.156804,quantum dot|spin|load|silicon|spin|qubit|shoot|readout|shoot|readout|silicon|spin|qubit|spin|relaxation|rate|spin|load|order|magnitude|amplitude|gate|voltage|fraction|spin|electron|tunability|electron|spin|state|theory|state|dot|energy|tunneling|fit|load|rate|spin|fraction|agreement|datum
10.1038/ncomms1581,resonance|force|microscopy|electron|spin|millikelvin|temperature|resonance|force|microscopy|mrfm|number|spin|force|detection|cantilever|resonance|manipulation|spin|mrfm|temperature|gate|noise|spin|polarization|mrfm|gate|temperature|thank|quantum|interference|device|cantilever|detection|cantilever|experiment|bond|centre|silicon|surface|millikelvin|temperature|fluctuation|defect|magnetic|noise|decoherence|squids|spin|qubit|evidence|spin|diffusion|role|temperature|spin|dynamic
10.1103/PhysRevLett.106.110504,state|transfer|electron|spin|electron|spin|qubit|reproducibility|ability|self|assemble|architecture|interaction|neighbor|qubit|electron|spin|coherence|microsecond|spin|electron|scheme|transfer|electron|spin|degree|freedom|order|interqubit|couple|interaction|benefit|spin|decoherence|qubit|state|electron|spin|way|fidelity|series|microwave|radio|frequency|pulse|spin|coherence|lifetime
10.1140/epjb/e2011-20072-7,quantum dot|quantum state|couple|quantum|correlation|dynamic|transmission|line|resonator|scheme|couple|quantum|dot|spin|qubit|transmission|line|resonator|tlr|bus|behavior|quantum|correlation|entanglement|correlation|discord|correlation|spin|qubit|spin|qubit|tlr|state|death|region|state|amplification|degradation|evolution|state|state|parameter|couple|qubit|tlr|synchronization|phenomena|evolution|synchronization|synchronization|state|parameter|spin|qubit|quantum|correlation|evolution|infinity|presence|dissipation|light|dynamic|correlation
10.1103/PhysRevB.83.235322,quantum dot|quantum bit|impurity|semiconductor|impurity|gaas|quantum|dot|dot|electron|impurity|configuration|interaction|impurity|electron|energy|spectrum|dot|spectrum|dot|electron|singlet|triplet|exchange|split|energy|state|dot|dot|location|impurity|couple|strength|charge|electron|impurity|couple|equality|singlet|leave|dot|mix|spin|singlet|qubit|state|field|impurity|triplet|singlet|transition|impurity|charge|increase|impurity|position|change|impurity|spin|qubit|gate|dot
10.1038/nnano.2010.252,quantum dot|quantum dot|quantum dot|quantum dot|quantum dot|oscillation|colloidal|nanocrystal|synthesis|colloidal|access|form|usefulness|spin|qubit|rabi|frequency|gate|coherence|error|correction|spin|dynamic|impurity|ion|colloidal|electron|resonance|spin|coherence|colloidal|zno|dopant|rabi|oscillation|frequency|mhz|microwave|power|electron|spin|echo|envelope|modulation|signal|couple|proton|situation|form|date
10.1103/PhysRevA.84.032337,quantum entanglement|state|spin|state|spin|decrease|spin|value|scheme|class|state|spin|pump|raise|operator|pump|scenario|entanglement|state|spin|qubit|resource|quantum|teleclone|scheme|spin|qubit|lattice|error|fidelity|state|engineering|spin|presence|decoherence|scheme|resource|state|share|protocol|construction|scale|affleck|lieb|tasaki|state
10.1103/PhysRevLett.107.117203,quantum gate|quantum gate|prototype|spin|cnot|asymmetry|cluster|spin|qubit|energy|level|spectrum|molecule|condition|cnot|proposal|swap|gate|molecule|resonance|experiment|cnot|swap|transition
10.1103/PhysRevLett.106.240501,quantum computing|quantum computing|quantum memory|quantum memory|decouple|decouple|qubit|environment|care|error|control|pulse|information|sequence|type|error|efficiency|fluctuate|environment|datum|state|spin|qubit|sequence
10.1088/0957-4484/22/33/335704,quantum dot|quantum dot|quantum dot|spin|fill|valley|orbit|state|silicon|demonstration|disorder|silicon|metal|oxide|semiconductor|mos|number|electron|evolution|addition|energy|field|spin|fill|electron|valley|orbit|state|split|mev|ground|state|theory|valley|split|optimism|realisation|future|spin|qubit|silicon
10.1103/PhysRevA.84.032308,quantum state|quantum state|cluster state|knitting|cluster|state|ladder|spin|chain|spin|chain|transfer|communication|utilization|spin|chain|transfer|knitting|cluster|state|structure|spin|qubit|end|chain|emerge|evolution|excitation|number|sector|error|injection|extraction|fabrication|error
10.1103/PhysRevLett.106.187601,detection|spin|oscillation|phosphorus|silicon|endor|detection|electron|resonance|endor|phosphorus|silicon|sequence|davy|endor|electron|spin|resonance|spin|transition|frequency|spin|electron|spin|spin|transition|interface|state|polarization|electron|spin|addition|detection|spin|oscillation|feasibility|spin|state|spin|qubit
10.1103/PhysRevB.84.195314,quantum dot|spin|orbit|interaction|hole|state|nanowire|energy|hole|state|core|shell|nanowire|energy|valence|band|doublet|momenta|shell|thickness|field|couple|field|spin|orbit|interaction|rashba|type|order|rise|state|spin|control|qubit|energy|level|mev|shell|thickness
10.1103/PhysRevLett.107.026602,quantum dot|quantum dot|quantum dot|quantum state|voltage|polarization|rotation|spin|spin|host|lattice|direction|field|direction|voltage|polarization|electron|nuclear|spin|scatter|pauli|spin|blockade|state|nucleus|mean|resonance|letter|spin|coherence|resource|quantum|information|process|quantum|memory|electron|spin|qubit
10.1063/1.3666232,quantum dot|quantum dot|singlet|triplet|split|electron|sige|state|spectrum|sige|function|plane|field|spin|eigenstate|electron|regime|singlet|triplet|split|parameter|spin|qubit|datum|displacement|dot|gate|voltage|side|device|calculation|datum|spectrum|state|dot|valley|orbit|state|american|institute|physics
10.1103/PhysRevLett.106.027402,quantum dot|quantum dot|measurement|hole|spin|interaction|inp|photoluminescence|spectroscopy|interaction|valence|band|hole|spin|inp|gainp|semiconductor|detection|photoluminescence|exciton|measurement|overhauser|shift|state|electron|hole|spin|projection|hole|electron|sign|degree|polarization|limit|contribution|light|hole|value|hole|constant|environment|hole|spin|semiconductor|state|quantum|information|process|hole|spin|qubit
10.1002/pssb.201100145,rabi|oscillation|phosphorus|qubit|silicon|resonance|electron|spin|phosphorus|atom|silicon|field|sensitivity|mechanism|spin|charge|conversion|field|field|regime|benefit|spin|coherence|phosphorus|dangle|bond|field|spin|qubit|equilibrium|polarization|temperature|wedemonstrate|rabi|oscillation|electron|spin|field|regime|rabi|frequency|root|excitation|power|wiley|vch|verlag|gmbh|kgaa|weinheim
10.1103/PhysRevB.83.161301,generic|hubbard|description|semiconductor|quantum|dot|spin|qubit|hubbard|generalization|capacitance|circuit|semiconductor|quantum|dot|spin|qubit|capacitance|circuit|absence|quantum|fluctuation|hop|spin|exchange|parameter|hubbard|plot|stability|diagram|theory|connection|topology|charge|stability|diagram|ratio|intersite|site|coulomb|repulsion|detail|stability|diagram|information|information|experiment|hubbard|measurement|resolution|order|magnitude
10.1063/1.3577962,quantum state|photon|electron|quantum|information|transfer|spin|property|electron|role|information|storage|spin|quantum|information|technology|preparation|read|electron|spin|state|spin|preparation|read|spin|state|spin|state|spin|coherence|polarization|coherence|light|spin|coherence|electron|semiconductor|scheme|tomographic|kerr|rotation|tkr|spin|coherence|electron|need|spin|dynamic|spin|projection|measurement|set|basis|state|demonstration|factor|semiconductor|quantum|well|precess|electron|scheme|tool|basis|preparation|read|spin|quantum|medium|converter|photon|qubit|electron|spin|qubit|semiconductor|american|institute|physics
10.1038/NPHYS1856,quantum computing|quantum dot|quantum state|electron|spin|qubit|bath|ϼs|qubit|bit|information|type|electron|spin|qubit|source|information|loss|decoherence|interaction|spin|host|lattice|electron|gate|gaas|spin|echo|measurement|coherence|field|coherence|device|understand|spin|decoherence|field|millitesla|coherence|pulse|spin|echo|field|echo|collapse|precession|specie|behaviour|dynamic|electron|spin|pulse|carr|purcell|meiboom|gill|echo|sequence|decoherence|improvement|order|magnitude
10.1038/nature10416,quantum dot|quantum dot|electron|wave|platform|optic|electron|electron|metal|particle|electron|environment|electron|propagation|manner|optic|experiment|task|experiment|mobility|electron|gas|electron|electron|mean|ensemble|electron|electron|correlation|noise|realization|efficiency|electron|source|detector|electron|electron|channel|potential|surface|wave|electron|channel|speed|quantum|channel|micrometre|electron|efficiency|emission|detection|transfer|electron|timescale|coherence|spin|avenue|teleportation|electron|spin|interaction|qubit|matter
10.1038/nature11449,quantum computer|quantum computer|quantum dot|quantum bit|quantum system|quantum processor|atom|electron|spin|qubit|silicon|atom|candidate|qubit|unit|atom|information|diamond|nitrogen|vacancy|centre|point|state|device|potential|demonstration|qubit|control|scale|coherence|control|spin|qubit|gaas|challenge|measurement|capability|nanostructure|benefit|spin|qubit|manipulation|electron|spin|qubit|phosphorus|donor|atom|silicon|shoot|read|electron|spin|resonance|rabi|oscillation|hahn|echo|sequence|spin|coherence|device|circuit|technology|electron|spin|phosphorus|atom|silicon|platform
10.1038/nature11559,quantum computing|quantum dot|quantum dot|quantum dot|superconducting qubit|quantum algorithm|quantum processor|circuit|quantum|electrodynamic|spin|qubit|electron|spin|build|block|picosecond|quantum|bit|qubit|gate|neighbour|exchange|spin|architecture|range|qubit|interaction|circuit|quantum|electrodynamic|cqed|microwave|cavity|quantum|bus|qubit|entanglement|cqed|architecture|spin|qubit|indium|arsenide|architecture|charge|cavity|couple|rate|megahertz|couple|rate|gallium|arsenide|spin|orbit|interaction|indium|arsenide|spin|rotation|gate|electrode|charge|cavity|interaction|measurement|spin|dynamic|cqed|architecture|probe|spin|physics|spin|cavity|couple|rate|megahertz|possibility|range|spin|couple|microwave|cavity
10.1103/PhysRevB.85.205425,quantum dot|quantum dot|qubit|control|hole|phase|phase|spin|qubit|hole|absence|field|quadrupole|field|qubit|gate|virtue|holonomy|gate|degeneracy|level|qubit|reversal|symmetry|couple|spin|qubit|hole|coherence|setup
10.1103/PhysRevLett.108.190506,quantum dot|couple|spin|qubit|transmission|line|resonator|mechanism|spin|qubit|transmission|line|resonator|resonator|gate|interdot|tunneling|spin|qubit|resonator|interaction|strength|ten|mhz|mechanism|symmetry|point|decoherence|charge|noise|transmission|line|shuttle|qubit|gate|generation|qubit|qubit|entanglement|phase|gate
10.1209/0295-5075/100/57006,spin|blockade|qubit|junction|experiment|zgirski|phy|rev|lett|quasiparticle|manipulation|break|junction|term|spin|blockade|analogy|spin|qubit|qubit|spin|state|quasiparticle|control|spin|state|manipulation|rabi|frequency|spin|blockade|quasiparticle|recombination|triplet|state|estimation|parameter
10.1038/nature11577,quantum dot|quantum dot|quantum dot|quantum bit|quantum teleportation|quantum communication|quantum communication|quantum repeater|quantum|dot|spin|photon|entanglement|downconversion|telecom|distance|technology|entanglement|matter|qubit|telecommunication|electron|spin|semiconductor|matter|qubit|spin|photon|entanglement|quantum|dot|spin|qubit|qubit|emit|photon|wavelength|silica|fibre|loss|distance|protocol|entanglement|quantum|dot|electron|spin|qubit|qubit|downconversion|photon|wavelength|nanometre|picosecond|pulse|wavelength|micrometre|downconversion|erasure|path|information|photon|energy|photon|emission|repetition|semiconductor|quantum|dot|spin|platform|distance
10.1103/PhysRevB.86.104511,quantum dot|quantum dot|quantum dot|quantum system|majorana fermion|braid|spin|qubit|qubit|spin|gate|hybrid|spin|qubit|spin|electron|qubit|control|charge|transfer|information|spin|qubit|transfer|spin|qubit|spin|qubit|pair|couple|qubit|gate|spin|qubit|qubit|gate|combination|gate|gate|charge|transfer|dot|majorana|mode|measurement|state|qubit
10.1103/PhysRevA.85.052125,quantum system|model|frequency|noise|fluctuator|dynamic|level|frequency|noise|telegraph|spin|fluctuator|environment|number|fluctuator|limit|erp|distribution|function|fluctuator|erp|ensemble|fluctuator|decoherence|flux|qubit|datum|agreement|prediction|experiment|complex|semiconductor|superconducte|spin|qubit|interaction|environment
10.1126/science.1217692,quantum computer|quantum processor|demonstration|entanglement|singlet|triplet|qubit|potential|computer|power|interqubit|gate|state|spin|qubit|candidate|potential|scalability|miniaturization|interaction|environment|coherence|interqubit|gate|qubit|gate|singlet|triplet|qubit|sequence|qubit|couple|qubit|environment|state|tomography|density|matrix|concurrence|fidelity|state|proof|entanglement
10.1103/PhysRevA.85.014302,quantum state|quantum state|transfer|qubit|circuit|qed|report|scheme|charge|qubit|semiconductor|spin|qubit|circuit|qed|device|condition|resonator|state|transfer|qubit|flux|bias|charge|qubit|infidelity|advantage|proposal|route|quantum|information|transfer|state|qubit
10.1038/nphys2149,quantum dot|quantum dot|quantum dot|quantum dot|quantum circuit|quantum error correction|quantum state|quantum state|control|spin|state|spin|qubit|spin|spin|build|block|quantum|information|process|tool|functionality|information|protection|decoherence|spin|spin|greenberger|horn|zeilinger|goal|manipulation|spin|state|landau|superposition|coherence|exchange|couple|spin|couple|control|pairwise|exchange|requirement|spin|qubit
10.1063/1.4730602,quantum computing|quantum dot|quantum dot|quantum dot|quantum dot|quantum dot|exciton|creation|color|excitation|initialization|electron|spin|qubit|pump|exciton|semiconductor|micro|photoluminescence|color|excitation|laser|source|energy|barrier|excitation|condition|laser|exciton|electron|color|excitation|energy|band|structure|conduction|valence|band|exciton|spectra|exciton|exciton|excitation|condition|excitation|initialization|electron|spin|qubit|field|density|matrix|initialization|electron|spin|computation|way|spin|qubit|american|institute|physics
10.1103/PhysRevB.85.014408,quantum simulation|experiment|rabi|oscillation|spin|qubit|electron|resonance|experiment|decay|rabi|oscillation|ensemble|spin|qubit|microwave|power|rabi|frequency|decoherence|equation|body|mechanism|type|decoherence|dissipation|infinity|spin|inhomogeneity|salient|feature|observation|potential|numerical|simulation
10.1016/j.physleta.2011.11.022,quantum state|quantum system|couple|spin|qubit|transmission|line|resonator|resonator|hybrid|spin|qubit|transmission|line|resonator|tlr|resonator|namr|possibility|couple|tlr|couple|tlr|couple|proposal|fidelity|transfer|spin|qubit|tlr|namr|tlr|right
10.1088/0953-4075/45/23/235501,order|phase|qubit|field|phase|dynamic|spin|qubit|transverse|microwave|radio|frequency|field|phase|qubit|period|field|shift|rabi|frequency|spin|qubit|field|field|shift|order|adiabaticity|parameter|frequency|berry|phase|counter|component|order|phase|phase|shift|rabi|oscillation|electron|resonance
10.1088/1674-1056/21/4/040306,quantum computer|fermionic|quantum|swap|fredkin|gate|spin|qubit|charge|detection|scheme|quantum|swap|fredkin|gate|spin|qubit|aid|charge|detection|scheme|need|qubit|qubit|interaction|setup|beam|splitter|spin|rotation|charge|detector|optic|quantum|computation|charge|measurement|qubit|scheme|success|probability|swap|fredkin|gate|realization|noninteracte|electron
10.1088/1674-1056/21/10/100304,quantum decoherence|decoherence|spin|chain|moriya|interaction|dynamic|quantum|discord|entanglement|spin|qubit|spin|chain|moriya|interaction|qubit|state|correlation|point|environment|qubit|state|quantum|discord|behavior|environment|entanglement|condition|transition|qubit|environment|moriya|interaction|correlation|decay|quantum|correlation|moriya|interaction
10.1103/PhysRevA.85.062312,quantum computing|quantum circuit|quantum coherence|quantum error correction|codeword|code|qubit|codeword|code|qubit|resonance|experiment|quantum|code|space|stabilizer|code|length|kind|error|error|success|code|decoherence|experiment|ability|control|spin|qubit
10.1007/s10773-012-1292-6,quantum dot|quantum network|realization|cloner|electron|spin|qubit|neighbor|quantum|gate|scheme|quantum|iswap|gate|electron|spin|qubit|vacuum|mode|microcavity|transverse|spin|spin|interaction|build|block|qubit|gate|help|qubit|gate|gate|quantum|clone|machine|gate|fidelity|presence|error|feasibility|quantum|cloner|condition|scheme|fidelity
10.1016/j.sse.2012.05.039,quantum dot|quantum dot|quantum dot|quantum dot|control|electron|spin|phase|scheme|gate|electron|spin|qubit|phase|qubit|state|acquire|evolution|parameter|space|scheme|pulse|excitation|qubit|state|phase|phase|pulse|expression|evolution|operator|electron|spin|interpretation|qubit|dynamic|parameter|gan|gan|aln|estimate|scale|qubit|rotation|parameter|field|ltd|right
10.1103/PhysRevB.86.125317,decouple|singlet|triplet|qubit|charge|fluctuator|efficiency|sequence|noise|charge|fluctuator|singlet|triplet|spin|qubit|equation|component|bloch|vector|protocol|pulse|rotation|axis|qubit|dynamic|work|position|limit|fluctuator|light|dynamic|parameter|regime|qubit|decay|number|control|pulse|power|law|range|parameter|qubit|bias|point
10.1063/1.4752863,chip|crosstalk|spin|qubit|device|chip|interconnect|crosstalk|spin|qubit|device|number|gate|electrode|gate|device|interconnect|contact|ground|guard|temperature|measurement|numerical|simulation|control|readout|signal|crosstalk|level|order|ghz|american|institute|physics
10.1038/ncomms1856,suppression|spin|bath|dynamic|coherence|qubit|advancement|science|coherence|number|qubit|manipulation|state|spin|qubit|coherence|question|body|spin|dynamic|dynamic|state|spin|environment|nitrogen|vacancy|colour|centre|room|temperature|diamond|mechanism|diamond|suppression|spin|bath|dynamic|presence|spin|bath|concentration|suppression|efficacy|decouple|coherence|qubit|way|information|sense|metrology
10.1103/PhysRevA.86.012317,quantum gate|noise|control|mitigation|noise|qubit|extension|kuopanportti|phy|rev|noise|representation|noise|qubit|control|pulse|amplitude|control|function|qubit|variety|noise|density|qubit|quantum|gate|control|sequence|decoherence|combination|omega|noise|source|comparison|decouple|protocol|sequence|respect|frequency|noise|mitigation|noise|spin|qubit|silicon|fidelity|principle|qubit|assistance|generation|technology
10.1038/NPHYS2326,interference|phonon|action|quantum|dot|circuit|qubit|electron|quantum|dot|readout|spin|information|conversion|charge|measurement|quantum|point|qpc|action|disturbance|measurement|qpc|detector|phonon|observation|action|dot|circuit|absorption|detector|phonon|interference|phenomenon|theory|qpc|phonon|absorption|back|action|qubit|readout|procedure
10.1038/ncomms2003,quantum computing|quantum dot|pulse|control|singlet|triplet|qubit|qubit|manipulation|couple|qubit|environment|precision|control|progress|class|error|fluctuation|field|gradient|context|singlet|triplet|spin|qubit|semiconductor|error|correction|control|context|experimenter|control|rotation|rate|axis|bloch|sphere|rate|constraint|pulse|sequence|gradient|axis|rotation|error|order|fluctuation|gradient|rotation|order|error
10.1063/1.3681195,frequency|readout|platform|spin|qubit|platform|control|readout|spin|qubit|density|radio|frequency|sample|interconnect|set|circuit|board|setup|line|control|line|ghz|microwave|connection|excitation|ghz|platform|signal|integrity|crosstalk|measurement|criterion|sample|interconnect|technology|device|american|institute|physics
10.1209/0295-5075/99/40004,quantum state|decouple|center|diamond|decouple|coherence|qubit|electron|spin|qubit|nitrogen|vacancy|center|type|diamond|crystal|abundance|spin|decoherence|value|center|decouple|condition|dependence|state|sequence|respect|state|dependence|robustness|imperfection|copyright|epla
10.1103/PhysRevB.86.121301,quantum computer|quantum dot|junction|split|spin|state|work|electron|spin|state|qubit|goal|theorist|experimentalist|information|technology|transportation|information|part|propagation|electron|surface|wave|transfer|electron|junction|singlet|state|junction|potential|state|spin|qubit
10.1063/1.4704561,activation|electron|spin|resonance|measurement|bismuth|wave|electron|spin|resonance|measurement|bismuth|donor|donor|anneal|diffusion|damage|bismuth|ion|implantation|anneal|spin|resonance|linewidth|spin|coherence|temperature|ion|bismuth|candidate|spin|qubit|integration|silicon|american|institute|physics
10.1142/S0219749912500396,quantum simulator|bell state|entanglement|spin|chain|neighbor|interaction|nmr|evolution|entanglement|spin|chain|neighbor|interaction|state|nmr|multipartite|state|pseudo|state|near|neighbor|interaction|spin|chain|spin|qubit|interaction|phy|rev|end|qubit|evolution|hamiltonian|state|ghz|state|qubit|rotation|qubit|evolution|hamiltonian
10.1103/PhysRevLett.108.206811,quantum dot|quantum dot|spin|orbit|couple|spin|resonator|deflection|couple|electron|spin|motion|spin|orbit|couple|carbon|nanotube|estimate|capability|number|electron|realization|cumme|electrodynamic|couple|regime|mode|tube|role|mode|level|subspace|field|qubit|setup|spin|couple|detection|manipulation|spin|qubit|nanotube
10.1103/PhysRevA.86.042329,quantum gate|quantum system|synthesis|gate|limitation|control|presence|control|noise|framework|synthesis|gate|sensitivity|decoherence|control|error|search|gate|sequence|fidelity|control|singlet|triplet|spin|qubit|control|constraint|order|dephase|bath|dynamic|voltage|noise|control|field|gate|fidelity|laboratory|device
10.1103/PhysRevLett.108.187401,quantum dot|quantum dot|narrow|spin|fluctuation|laser|excitation|suppression|spin|fluctuation|timescale|spin|ten|millisecond|wave|diode|laser|fluctuation|spin|hole|polarization|feedback|mechanism|fluctuation|state|illumination|presence|electron|charge|spin|polarization|enhancement|electron|spin|coherence|state|spectroscopy|calm|spin|spin|qubit|gate|spin|echo|coherence|recovery|decouple|scheme
10.1063/1.4712595,spin|polarization|vgaon|center|gan|spin|qubit|vgaon|center|gallium|nitride|compose|oxygen|atom|nitrogen|site|gallium|vacancy|principle|calculation|vgaon|center|nitrogen|vacancy|center|diamond|excitation|energy|electron|spin|polarization|center|charge|state|onvga|center|arrow|arrow|state|bulk|band|space|spin|qubit|gate|excitation|energy|american|institute|physics
10.1103/PhysRevB.86.125204,control|spin|state|center|diamond|scheme|spin|manipulation|ground|state|triplet|nitrogen|vacancy|center|diamond|excitation|ground|state|state|spin|rotation|virtue|spin|spin|interaction|state|hamiltonian|spin|flip|transition|ground|state|spin|triplet|resonant|pump|spin|qubit|zeeman|sublevel|spin|projection|axis|ground|state|level|regard|control|electron|spin
10.1063/1.4705287,quantum dot|quantum dot|quantum dot|quantum dot|quantum dot|quantum dot|quantum dot|quantum dot|quantum dot|field|tune|spin|split|spin|split|factor|field|split|factor|state|order|magnitude|evaluation|cdte|field|control|repulsion|spin|sublevel|dot|tunnel|couple|electric|field|control|spin|split|interest|connection|spin|qubit|rotation|computation|american|institute|physics
10.1103/PhysRevLett.108.086802,scale|decouple|spin|qubit|scale|coherence|number|pulse|singlet|triplet|spin|qubit|carr|purcell|meiboom|gill|cpmg|decouple|pulse|sequence|number|cpmg|pulse|power|law|proportional|envelope|function|value|power|law|noise|spectrum|environment|beta|value|beta|cpmg|order|compare|experiment
10.1103/PhysRevLett.109.140403,quantum dot|master|equation|spin|dynamic|spin|set|bath|couple|class|bath|state|evolution|coherence|spin|spin|bath|order|convolutionless|master|equation|need|couple|bath|bath|limit|scale|couple|constant|decoherence|electron|spin|qubit|spin|bath|gaas|parameter|addition|prediction|decoherence|state|preparation|protocol
10.1103/PhysRevA.86.062309,quantum gate|quantum gate|tradeoff|fidelity|control|transformation|transformation|importance|information|process|decoherence|robustness|control|field|noise|variety|spin|qubit|front|tradeoff|objective|gate|fidelity|control|order|target|transformation|pareto|front|front|track|pft|multiqubit|interqubit|couple|strength|qubit|field|unit|fidelity|numerical|accuracy|optimization|search|effort|decrease|control|penalty|fidelity|dependence|couple|strength|qubit|target|gate|transformation|consequence|find|laboratory|doi
10.1038/nnano.2012.160,quantum dot|quantum dot|valley|spin|blockade|spin|resonance|carbon|manipulation|readout|spin|qubit|pauli|blockade|transition|spin|triplet|spin|singlet|spin|qubit|group|material|silicon|carbon|decoherence|rate|nucleus|valley|degeneracy|band|structure|material|coulomb|interaction|energy|difference|selection|rule|pauli|blockade|demonstration|spin|qubit|silicon|device|strain|confinement|valley|carbon|nanotube|pauli|blockade|valley|degeneracy|potential|pauli|blockade|disorder|nanotube|fabrication|bandgap|disorder|nanotube|pauli|blockade|valley|selection|rule|stamp|nanotube|electron|spin|resonance|blockade|feasibility|valley|spin|qubit|carbon|nanotube
10.1103/PhysRevB.86.245301,decoherence|mechanism|donor|electron|spin|bismuth|group|donor|silicon|characteristic|spin|ghz|hyperfine|couple|advantage|donor|electron|spin|qubit|phosphorus|donor|silicon|linewidth|electron|spin|coherence|presence|impurity|electron|spin|resonance|esr|electron|resonance|endor|esr|endor|linewidth|transition|probability|coherence|term|spin|parameter|dependence|field|spin|decoherence|mechanism|donor|electron|spin|coherence|band|coherence|field|gradient|transition|frequency|motivation|clock|transition|coherence|lifetime
10.1103/PhysRevB.86.085301,quantum dot|quantum dot|spin|decoherence|graphene|interaction|carbon|candidate|state|spin|qubit|spin|orbit|interaction|combination|abundance|spin|isotope|interaction|coherence|electron|spin|graphene|interaction|physic|dynamic|electron|spin|bath|spin|master|equation|form|interaction|range|validity|graphene|field|approximation|electron|spin|state|correction|frequency|interaction|amplitude|oscillation|decay|power|law|value|form|anisotropy|detail|class|anisotropy|graphene|orientation|field|respect|carbon|layer
10.1103/PhysRevB.86.115318,quantum system|phase|property|nonequilibrium|field|tunnel|spin|qubit|field|extension|berry|addition|degree|freedom|berry|phase|influence|field|parameter|property|property|drive|regime|parameter|phase|transition|regime
10.1103/PhysRevB.86.104428,spin|interaction|spin|bath|endor|suppression|spin|diffusion|decoherence|electron|resonance|endor|experiment|couple|bismuth|donor|spin|qubit|spin|bath|impurity|decoherence|mechanism|spin|diffusion|temperature|spin|bath|cluster|correlation|expansion|simulation|suppression|spin|diffusion|work|point|suppression|form|divergence|spin|diffusion|coherence|contrast|region|insensitivity|fluctuation|endor|datum|contribution|form|divergence|crystal|orientation
10.1103/PhysRevLett.109.237601,quantum dot|quantum dot|spin|echo|dynamic|hole|theory|spin|echo|dynamic|hole|field|fluctuation|field|regime|interaction|decoherence|source|decay|spin|echo|envelope|geometry|choice|initialization|pulse|axis|hyperfine|hole|spin|dynamic|electric|dephase|way|hole|spin|qubit|alternative|electron|spin|doi
10.1103/PhysRevLett.109.107201,quantum gate|spin|orbit|manipulation|hole|spin|qubit|semiconductor|nanodevice|hole|spin|state|manner|logic|gate|hole|spin|transformation|hole|loop|metal|gate|top|nanodevice|device|spin|orbit|interaction|motion|hole|rotation|spin|subnanosecond|scale|voltage|hole|spin|qubit|calculation|band|luttinger|kohn
10.1103/PhysRevLett.108.247213,ion|magnet|anisotropy|spin|qubit|susceptibility|wave|experiment|polyoxometalate|cluster|ion|polyoxometalate|moiety|character|gadolinium|ion|molecule|relaxation|temperature|molecule|magnet|spin|lattice|relaxation|tunneling|event|rate|stamp|phy|rev|lett|sign|anisotropy|energy|level|split|tunneling|rate|structure|molecule|spin|qubit|coherence|figure|merit
10.1103/PhysRevB.85.115319,quantum dot|quantum dot|quantum dot|quantum dot|quantum dot|phase|gate|spin|qubit|scheme|phase|gate|conduction|electron|spin|qubit|self|interaction|dot|tunneling|valence|hole|state|laser|pulse|polarization|frequency|hole|pauli|dynamic|essence|gate|relevance|generation|self|dynamic|gate|theory|range|fidelity|proposal|path|demonstration|logic
10.1103/PhysRevA.86.062328,quantum gate|quantum gate|quantum circuit|quantum state|cluster state|gate|spin|qubit|qubit|interaction|range|exchange|interaction|spin|swap|gate|circuit|depth|class|gate|spin|qubit|spin|ancilla|qubit|end|gate|ancillae|return|state|gate|circuit|state|entanglement|greenberger|zeilinger|ghz|gate|root|swap|swap|cnot|toffoli|gate|depth|circuit|swap|circuit|proposal|gate|quantum|dot
10.1103/PhysRevLett.108.136803,quantum dot|end|state|density|wire|ring|quantum|wire|ring|presence|charge|density|wave|gap|modulation|potential|tamm|shockley|state|end|wire|disorder|interaction|chain|continuum|energy|physics|equation|fermion|end|state|interaction|continuum|charge|gap|end|state|electron|state|end|wire|exchange|interaction|setup|spin|qubit|existence|state|presence|bohm|periodicity|spectrum|current|function|flux
10.1021/ic302068c,ion|magnet|spin|qubit|mononuclear|lanthanoid|complex|energy|spectrum|wave|function|level|lanthanoid|ion|crystal|field|ligand|criterion|mononuclear|lanthanoid|complex|molecule|magnet|spin|qubit|environment|metal|complex|antiprism|triangular|dodecahedron|prism|property|geometry|question|area|chemical|tailor|energy|barrier|tunneling|gap|relaxation|order|account|delocalization|covalent|ligand|point|charge|initio|calculation|information|charge|distribution|metal|explanation|behavior|sandwich|type|compound
10.1021/nl3012903,quantum computing|quantum dot|quantum dot|quantum dot|control|scale|silicon|architecture|spin|qubit|array|phosphorus|donor|silicon|field|control|qubit|task|scale|accuracy|donor|position|interqubit|exchange|interaction|precision|alignment|control|electrode|device|length|scale|cross|couple|control|donor|device|tunneling|microscope|lithography|scale|dimension|control|electrode|couple|behavior|device|match|capacitance|calculation|calculation|importance|angle|control|length|scale|combination|model|scale|fabrication|accuracy|stm|lithography|tool|multidonor|dot|donor|limit
