,gate,noise,silicon,electron,state,field,quantum dot,donor,charge,control,hole,couple,photon,fidelity,interaction,exchange,dot,valley,relaxation,orbit,center,readout,entanglement,decoherence,coherence,resonator,measurement,phase,device,semiconductor,sequence,bath,frequency,error,diamond,information,resonance,scheme,temperature,transition,ion,energy,cavity,dynamic,order,environment,singlet,phonon,architecture,structure,parameter,triplet,interface,metal,distance,complex,molecule,regime,level,vacancy,computation,microwave,function
coherence,0.34341479757995447,0.30586810221099514,0.2857738033247041,0.4266600929914307,0.40000951282447783,0.29487922979179393,0.32493790519706517,0.2760262237369417,0.225924028528766,0.3128893238787319,0.11907241805196005,0.2684624220856097,0.2000816826662603,0.24494897427831783,0.34513545272200535,0.1965892748731962,0.17309692896316617,0.03857583749052298,0.20623947784607638,0.1091089451179962,0.2182178902359924,0.15214515486254615,0.12451456127293807,0.35892848432904445,1.0,0.22754551365455158,0.2488268353845514,0.23328473740792172,0.1964563194964353,0.26601766586210895,0.18212319909644353,0.22017621148199482,0.20412414523193154,0.13847792735174932,0.21437323142813605,0.324611778926064,0.23145502494313785,0.11760938403509626,0.17722938923964168,0.22981367993524693,0.07856742013183861,0.08861469461982084,0.09820927516479827,0.24295632895188754,0.3136775004637546,0.27695585470349865,0.1504823163572115,0.14907119849998599,0.16778901380350608,0.22047927592204922,0.0804084401128346,0.15214515486254615,0.10502100630210073,0.1417366773784602,0.147087101353638,0.10008009612817946,0.20016019225635892,0.10421098348069739,0.11785113019775793,0.21300321680756462,0.1786474002526241,0.20701966780270628,0.08111071056538127
resonator,0.209837193430569,0.1657939400769678,0.13719886811400708,0.1314375987903966,0.27813121037620786,0.21426863360223206,0.19854723368431934,0.057977103565244846,0.14462030521243746,0.10824454662799923,0.08574929257125442,0.2960390340781655,0.2401460532140371,0.17149858514250885,0.19802950859533486,0.10323001737691674,0.12725169567260472,0.0,0.09901475429766744,0.045834924851410566,0.18333969940564226,0.1278274981412284,0.05230657809659415,0.04159451654038515,0.22754551365455158,1.0,0.0908940683375748,0.17149858514250885,0.15534712747612348,0.1430397079704303,0.055641488407465724,0.03363363969981562,0.23581055457094965,0.0,0.12007302660701855,0.2287399865002807,0.12964074471043288,0.17566515003642352,0.0425435629811517,0.22715542521212734,0.03300491809922248,0.0850871259623034,0.1650245904961124,0.024014605321403707,0.16941973758701748,0.10341753799900383,0.10114434748483472,0.18786728732554486,0.1691651623303803,0.026462806201248155,0.18015093964441797,0.1278274981412284,0.11764705882352941,0.026462806201248155,0.13730875909527243,0.0,0.06726727939963124,0.20012511730970398,0.04950737714883372,0.10226199851298273,0.150093837982278,0.3188740696088466,0.13629325512727639
measurement,0.2593922043124253,0.21519511207177097,0.2013995972012084,0.3471116934973911,0.3151632829595847,0.24831578477181074,0.37582389834183877,0.14333787492649322,0.1787737395077309,0.2102689382669892,0.12366641933407534,0.19168883582075832,0.1484293920484818,0.2543994912015264,0.1223980122724209,0.08932612433757071,0.2247191011235955,0.10016038502687549,0.18359701840863138,0.07082408745875919,0.1558129924092702,0.3002287933219856,0.16164816125656173,0.16710671143694478,0.2488268353845514,0.0908940683375748,1.0,0.19685674914403828,0.3120549265010217,0.22102483685126761,0.06878174499609088,0.08315307499260635,0.185499629001113,0.19176083163017793,0.17811527045817815,0.2066316268471096,0.1736113340465842,0.2307219961955476,0.21036248913874,0.07020007452443867,0.12239801227242092,0.19721483356756875,0.06119900613621046,0.1484293920484818,0.2094297892011696,0.19176083163017793,0.2188034253274543,0.09676412496452295,0.12198380461320985,0.16356122383769686,0.13918454046250336,0.1896181852559909,0.12725169567260472,0.1308489790701575,0.13578840285017976,0.041576537496303176,0.062364806244454764,0.17007823993040533,0.16829726687457877,0.12641212350399392,0.15461658175491394,0.10750340619486992,0.09828010433421415
phase,0.2621894101377849,0.1795367765370518,0.11428571428571428,0.19906657551189078,0.29925512471977234,0.18963956800759307,0.18606204136090843,0.04829452884162952,0.1355261854357877,0.1932149217144498,0.09523809523809523,0.2818268353806125,0.1000200060020007,0.21428571428571427,0.18852253687824513,0.1203858530857692,0.16657109542957085,0.10798984943120776,0.18557687223952257,0.1336306209562122,0.20999097578833345,0.170367083999984,0.13071306028508972,0.12126781251816648,0.23328473740792172,0.17149858514250885,0.19685674914403828,1.0,0.09705231721239392,0.11915109374689986,0.09269795493186431,0.05603318146805258,0.17857142857142858,0.1292191476761844,0.18003601080360127,0.14656833601216487,0.12598815766974242,0.09145491423778285,0.1417539823876668,0.17029701733693423,0.109971479845643,0.1417539823876668,0.08247860988423225,0.12002400720240083,0.1724866942695134,0.0861460984507896,0.14744195615489714,0.13041013273932528,0.1174278480752552,0.022043335708870276,0.20633868020813545,0.12777531299998798,0.024499797877501263,0.11021667854435137,0.11437725271791938,0.14008295367013143,0.11206636293610515,0.04167571185654131,0.08247860988423225,0.191662969499982,0.14586499149789456,0.1207363221040738,0.05676567244564474
device,0.36366703342629175,0.16419202869239752,0.4076197322920545,0.3313358122253496,0.30604876586992574,0.291772740472018,0.39325771587016783,0.15311180047019055,0.3103164454170876,0.2960725477186496,0.2453266907313291,0.30713957630810024,0.12684039844119843,0.260423717853257,0.14008295367013146,0.16357216402190614,0.2760485888278269,0.17118419700436516,0.1797731238766687,0.15130688316720062,0.030261376633440123,0.25318484177091666,0.03453412578549853,0.06865437954763622,0.1964563194964353,0.15534712747612348,0.3120549265010217,0.09705231721239392,1.0,0.2833152987899314,0.146943671674129,0.02220577958421638,0.19814848097530424,0.15362746694975674,0.04756514941544941,0.13940300707146458,0.24251094575618398,0.11597857493723775,0.12639751327042295,0.11997900551089268,0.0871627267280818,0.16853001769389728,0.06537204504606134,0.04756514941544941,0.17399697105868406,0.13655774839978377,0.15025062674119002,0.10336227882434039,0.2047597175387335,0.12229989761755714,0.11894020669001051,0.18566888396533887,0.07767356373806174,0.26207120918047955,0.0725237724293895,0.02220577958421638,0.11102889792108189,0.16515957995876274,0.1797731238766687,0.033757978902788886,0.181675537954639,0.13397282541141672,0.19496588395520062
semiconductor,0.3747191507007029,0.32252558809752035,0.36490022459988086,0.3922529658189376,0.3311173112565667,0.27679808383598037,0.5054337117445803,0.12335879094879224,0.39562828403747224,0.27261611754131765,0.20851441405707474,0.2913762473312009,0.17518714874213515,0.28149445897705094,0.25796968518379115,0.21336857774399212,0.25417856237895775,0.1379193210918426,0.1805787796286538,0.22291128503014113,0.04179586594315146,0.20204270845206798,0.11129352513105634,0.15171652122725207,0.26601766586210895,0.1430397079704303,0.22102483685126761,0.11915109374689986,0.2833152987899314,1.0,0.10147651372376075,0.14312564351916787,0.22154656493564195,0.2671952107213209,0.0,0.2781106573963628,0.19702760155977517,0.14683644248297112,0.1551781800335615,0.15190124858317955,0.060192926542884606,0.1551781800335615,0.12038585308576921,0.14598929061844595,0.3089803098081424,0.1257389226923863,0.24595018476053826,0.09517337345336012,0.20567735105731827,0.19304683562633607,0.13689641954834839,0.20204270845206798,0.1966795984593417,0.2895702534395041,0.08347257041177222,0.040893041005476534,0.020446520502738267,0.18248971940174205,0.1203858530857692,0.01554174680400523,0.16728224278493023,0.14098147537004826,0.2071380662497903
sequence,0.2605130246476754,0.2666031240903174,0.11355499479153378,0.16953752959065915,0.15346670896919662,0.17734310717834897,0.19954481129993426,0.05484084971070817,0.10259783520851541,0.23403220724193016,0.08111071056538127,0.12001066808909962,0.06814662756363819,0.19466570535691505,0.1873171623163388,0.17576247754451407,0.10317261749413632,0.0,0.0468292905790847,0.0,0.10838874619051499,0.07254762501100116,0.07421560439929402,0.15737789507292674,0.18212319909644353,0.055641488407465724,0.06878174499609088,0.09269795493186431,0.146943671674129,0.10147651372376075,1.0,0.12725695259515554,0.12166606584807191,0.17119059581558146,0.11357771260606367,0.09986139979479093,0.10218988991416098,0.12462194771917919,0.020121090914638342,0.06446025638903101,0.031219527052723135,0.06036327274391503,0.031219527052723135,0.09086217008485092,0.12464279971425847,0.1956463952178074,0.14350946197048195,0.0,0.10667614941253299,0.07509392614826384,0.12780429685269148,0.16927779169233606,0.0,0.025031308716087945,0.025976216673306556,0.031814238148788886,0.031814238148788886,0.023662426214015053,0.0,0.12091270835166862,0.1419745572840903,0.08226127456606226,0.150407264907739
bath,0.04499212706658476,0.18959262392869292,0.09805806756909202,0.21862493757767873,0.1325230030201158,0.19908326484529887,0.14190465507408673,0.09944903161976938,0.062017367294604234,0.15914876753019166,0.09805806756909201,0.1289651760438322,0.0,0.019611613513818404,0.29115695163718175,0.0,0.062364806244454764,0.03706246583305506,0.05661385170722978,0.0,0.07862136275414387,0.0,0.02990743022772896,0.38052119532359524,0.22017621148199482,0.03363363969981562,0.08315307499260635,0.05603318146805258,0.02220577958421638,0.14312564351916787,0.12725695259515554,1.0,0.14708710135363803,0.02956561979945413,0.10984700727621795,0.16096872731710674,0.12354155277685021,0.07533029414277381,0.12162606385262997,0.05195243334661311,0.11322770341445958,0.09730085108210398,0.0,0.2196940145524359,0.1937388820093279,0.2956561979945413,0.05783149319662402,0.0716114874039433,0.0,0.060522753266880246,0.1287565506561512,0.05847053462046861,0.0,0.0,0.06280742930213278,0.15384615384615385,0.0,0.11442591353812462,0.11322770341445956,0.08770580193070292,0.0,0.0,0.07792865001991968
frequency,0.258092700604382,0.3141893589398406,0.2375,0.3222390191098732,0.24495479966981365,0.3611518243674015,0.2984745246831239,0.08451542547285165,0.2239946675952602,0.25923001996688677,0.14583333333333334,0.24659848095803594,0.14002800840280097,0.2125,0.1649572197684645,0.1203858530857692,0.185499629001113,0.0944911182523068,0.07216878364870323,0.15033444857573872,0.1336306209562122,0.11180339887498948,0.09531160645787792,0.09095085938862486,0.20412414523193154,0.23581055457094965,0.185499629001113,0.17857142857142858,0.19814848097530424,0.22154656493564195,0.12166606584807191,0.14708710135363803,1.0,0.13191121325277158,0.14002800840280097,0.10259783520851541,0.2677248350482026,0.14404148992450796,0.1395390764128595,0.14900989016981742,0.024056261216234408,0.12403473458920847,0.12028130608117203,0.1575315094531511,0.2744106499742259,0.18844459036110225,0.07372097807744857,0.04564354645876384,0.061649620239508984,0.07715167498104596,0.1805463451821185,0.11180339887498948,0.042874646285627205,0.09643959372630743,0.10008009612817946,0.0,0.07354355067681902,0.20056436330960503,0.12629537138523064,0.1304372986874877,0.0911656196861841,0.1690308509457033,0.18212319909644353
error,0.380442955126341,0.3497784223974534,0.27136021011998723,0.21007290795078384,0.19355536126554793,0.08240428163590194,0.20725765453684053,0.15289415743128767,0.15891043154093204,0.23108408032649067,0.0,0.13631243920156766,0.021110016546037454,0.4522670168666454,0.11190706454294862,0.19963735237617264,0.12784055442011863,0.05698028822981897,0.08703882797784893,0.08058229640253803,0.020145574100634507,0.20225995873897262,0.045980048987170286,0.1645362954286044,0.13847792735174932,0.0,0.19176083163017793,0.1292191476761844,0.15362746694975674,0.2671952107213209,0.17119059581558146,0.02956561979945413,0.13191121325277158,1.0,0.06333004963811237,0.13920485060019283,0.05698028822981897,0.135116001384382,0.03739787960033829,0.01996807659577179,0.0,0.03739787960033829,0.029012942659282972,0.12666009927622474,0.2647613569285981,0.13636363636363635,0.2667325346846322,0.0,0.2974089582579658,0.09304842103984709,0.09897594780811197,0.22473328748774737,0.025854384499750957,0.11631052629980886,0.02414022747926338,0.0,0.0,0.04397994971335425,0.10879853497231115,0.022473328748774737,0.32984962285015684,0.050964719143762556,0.11980845957463075
diamond,0.19274776986097067,0.1624442222536566,0.1260252075625209,0.17561184548352388,0.3027909097619518,0.24055570926238246,0.0,0.04733810683311509,0.04428074427700477,0.22726620572357106,0.0,0.126612545266936,0.2549019607843137,0.18203641092364128,0.16169041669088866,0.016857391247472455,0.0,0.0,0.06063390625908325,0.018712029714127994,0.6736330697086078,0.10437071518085823,0.25624885305538925,0.152828012432548,0.21437323142813605,0.12007302660701855,0.17811527045817815,0.18003601080360127,0.04756514941544941,0.0,0.11357771260606367,0.10984700727621795,0.14002800840280097,0.06333004963811237,1.0,0.24423169902168218,0.08820935400416052,0.16135874369200778,0.22578837914485933,0.18547162802488576,0.08084520834544433,0.03473667371459374,0.21558722225451818,0.13725490196078433,0.15370070720163592,0.16888013236829963,0.0,0.20452399702596546,0.06906138832741962,0.06482037235521644,0.16547920455440748,0.06262242910851494,0.09605842128561483,0.021606790785072147,0.06726727939963124,0.027461751819054487,0.0,0.04085036851028334,0.10105651043180541,0.8140915784106942,0.10212592127570835,0.14201432049934526,0.055641488407465724
information,0.3059882495526028,0.17853312778769836,0.18467610337532772,0.36456482482158037,0.40210931472093514,0.2563694381782581,0.27467759602497627,0.1387375951238592,0.17303618253948003,0.3145317988064471,0.051298917604257706,0.2698716833280298,0.27296484008305655,0.2770141550629916,0.31309869252980593,0.14821593499596356,0.18488092928425595,0.1163350101494222,0.13327849749579576,0.13710212427677043,0.2879144609812179,0.07647191129018725,0.17210625507370647,0.2737199309863917,0.324611778926064,0.2287399865002807,0.2066316268471096,0.14656833601216487,0.13940300707146458,0.2781106573963628,0.09986139979479093,0.16096872731710674,0.10259783520851541,0.13920485060019283,0.24423169902168218,1.0,0.27144835701531844,0.2233172140354515,0.15270834311418666,0.1902518134979082,0.07897985036787898,0.1399826478546711,0.11846977555181847,0.18676541689893342,0.1351389054984827,0.12373764497794919,0.12101780416321033,0.1873171623163388,0.15180282187201677,0.17414308638685846,0.16166106912431769,0.0917662935482247,0.1759538357694467,0.1424807070437933,0.23000322710873397,0.08048436365855337,0.1408476364024684,0.14965432360392486,0.2073221072156823,0.22941573387056177,0.17958518832470982,0.1560797945143416,0.14948356774835644
resonance,0.260132990857236,0.08525814444488479,0.2141798680385621,0.4125665116339499,0.21283726843283207,0.3935208907339702,0.24613694493498878,0.12777531299998798,0.1460834966964259,0.28399924024624873,0.1469861839480328,0.27961639470054006,0.12349309560582473,0.12598815766974242,0.23900054644894403,0.13650472655798704,0.1736113340465842,0.11904761904761904,0.1272937693043289,0.20203050891044216,0.15152288168283162,0.0563436169819011,0.05763904177042349,0.13750477455423168,0.23145502494313785,0.12964074471043288,0.1736113340465842,0.12598815766974242,0.24251094575618398,0.19702760155977517,0.10218988991416098,0.12354155277685021,0.2677248350482026,0.05698028822981897,0.08820935400416052,0.27144835701531844,1.0,0.08065565308263788,0.21877670777129785,0.1668753914405863,0.12123216124221799,0.15626907697949846,0.048492864496887195,0.10585122480499264,0.19360595651717188,0.11396057645963795,0.07430376167671371,0.13801311186847084,0.04142465106674667,0.13608276348795434,0.1158013889632752,0.0939060283031685,0.10803395392536073,0.09720197391996739,0.16139400871168064,0.14824986333222023,0.09883324222148017,0.147018092378659,0.10910894511799618,0.0939060283031685,0.055131784641997125,0.191662969499982,0.1668753914405863
scheme,0.24478062310251944,0.22280026279444026,0.07682212795973759,0.2140980511107373,0.2682098473113451,0.1999600119960014,0.27793270458095515,0.086568731069961,0.1079701773571888,0.2308939335061044,0.08535791995526398,0.2104913339870572,0.25100249018756765,0.23046638387921276,0.20064577354481264,0.16955211918878074,0.2307219961955476,0.048393391849582724,0.0924026588693216,0.05132894331218662,0.23953506879020423,0.20995272258175168,0.15620352911691196,0.15526752351113424,0.11760938403509626,0.17566515003642352,0.2307219961955476,0.09145491423778285,0.11597857493723775,0.14683644248297112,0.12462194771917919,0.07533029414277381,0.14404148992450796,0.135116001384382,0.16135874369200778,0.2233172140354515,0.08065565308263788,1.0,0.07940510210053552,0.13567119229501817,0.049281418063638185,0.11116714294074971,0.24640709031819094,0.1434299943928958,0.09837711364056212,0.07720914364821829,0.09439004018637939,0.0,0.1262948003922343,0.07902607796935995,0.20174479174172597,0.13360627800656924,0.06587443126365881,0.03951303898467998,0.08200923681047297,0.02511009804759127,0.10044039219036507,0.1120565904169729,0.0924026588693216,0.09543305571897803,0.16808488562545934,0.0432843655349805,0.13567119229501817
temperature,0.14227759830611805,0.14389068460377855,0.17364862842489184,0.3197506496766399,0.29335217233625716,0.28087908103194664,0.13462257618440518,0.0628970902033151,0.18304172612897177,0.16775753073468527,0.10336227882434039,0.17332507043581444,0.08684168428648435,0.11163126113028762,0.1636833997804418,0.02986405467157765,0.09203358899819876,0.11720180773462385,0.304348821466759,0.08287419301647449,0.16574838603294897,0.1294300457858868,0.05674535908931508,0.13537278845914205,0.17722938923964168,0.0425435629811517,0.21036248913874,0.1417539823876668,0.12639751327042295,0.1551781800335615,0.020121090914638342,0.12162606385262997,0.1395390764128595,0.03739787960033829,0.22578837914485933,0.15270834311418666,0.21877670777129785,0.07940510210053552,1.0,0.09857281161802883,0.26257545381445874,0.27692307692307694,0.07161148740394328,0.15631503171567185,0.16337497026242537,0.14959151840135315,0.03657584779797275,0.271746488194703,0.04078236951430928,0.210528725646512,0.13029246839689126,0.036980013081681945,0.10635890745287925,0.15311180047019055,0.11916871834484359,0.21892691493473396,0.12162606385262997,0.072369302025194,0.25064020591380154,0.22188007849009164,0.036184651012597,0.14675987714106856,0.23000322710873397
transition,0.14180532927464493,0.1536568512595725,0.18543452998910614,0.2307113554161773,0.4117165703814753,0.29994294137174393,0.18209561571747218,0.17910946513585801,0.1535797663736217,0.2149723091700056,0.06622661785325219,0.25041454487787174,0.16692446522239718,0.06622661785325219,0.21849117511482075,0.07972747887248997,0.11232011923910187,0.25031308716087947,0.11470786693528089,0.15929827321607745,0.23009750575655633,0.09872481295984872,0.08079571632467769,0.12849851324064712,0.22981367993524693,0.22715542521212734,0.07020007452443867,0.17029701733693423,0.11997900551089268,0.15190124858317955,0.06446025638903101,0.05195243334661311,0.14900989016981742,0.01996807659577179,0.18547162802488576,0.1902518134979082,0.1668753914405863,0.13567119229501817,0.09857281161802883,1.0,0.20392509677383266,0.19714562323605767,0.12745318548364543,0.16692446522239718,0.1744635768067738,0.15974461276617433,0.07811665668645071,0.16927779169233606,0.02177517781546711,0.22481775781115415,0.12174373330944387,0.15795970073575796,0.13629325512727639,0.28613169175965075,0.02120949209919259,0.10390486669322622,0.12988108336653278,0.13524203070138519,0.1338258447578277,0.1777046633277277,0.019320290100197885,0.22388683141982252,0.07017543859649122
ion,0.07358513094805798,0.055814557218594754,0.0769800358919501,0.20112949667728242,0.16905943483885524,0.1953617541779437,0.02785039954295712,0.03253000243161777,0.10143010324169742,0.0867632010492256,0.0,0.1740122992212915,0.08084520834544433,0.019245008972987525,0.12698412698412698,0.04633653645712773,0.020399668712070152,0.0,0.1388888888888889,0.07715167498104596,0.12858612496840993,0.02868876552746235,0.02934836354418746,0.18670401120373464,0.07856742013183861,0.03300491809922248,0.12239801227242092,0.109971479845643,0.0871627267280818,0.060192926542884606,0.031219527052723135,0.11322770341445958,0.024056261216234408,0.0,0.08084520834544433,0.07897985036787898,0.12123216124221799,0.049281418063638185,0.26257545381445874,0.20392509677383266,1.0,0.26257545381445874,0.07407407407407407,0.08084520834544433,0.06337242505244779,0.08703882797784893,0.0,0.1405456737852613,0.0,0.1781741612749496,0.15161960871578067,0.0,0.09901475429766744,0.2672612419124244,0.0,0.3396831102433787,0.1887128390240993,0.056143461404434596,0.19444444444444445,0.0573775310549247,0.0,0.06506000486323554,0.12745318548364543
energy,0.1612479447469338,0.17986335575472318,0.17364862842489184,0.24197346462015992,0.33525962552715105,0.27119359547912086,0.2602703139565167,0.04193139346887673,0.2484137711750331,0.17894136611699762,0.1860521018838127,0.2650854018430103,0.1215783580010781,0.07442084075352508,0.22506467469810748,0.1941163553652547,0.13147655571171252,0.21096325392232293,0.17902871850985821,0.19889806323953876,0.08287419301647449,0.11094003924504582,0.07566047878575344,0.13537278845914205,0.08861469461982084,0.0850871259623034,0.19721483356756875,0.1417539823876668,0.16853001769389728,0.1551781800335615,0.06036327274391503,0.09730085108210398,0.12403473458920847,0.03739787960033829,0.03473667371459374,0.1399826478546711,0.15626907697949846,0.11116714294074971,0.27692307692307694,0.19714562323605767,0.26257545381445874,1.0,0.07161148740394328,0.08684168428648435,0.14976038940722325,0.056096819400507425,0.12801546729290464,0.1358732440973515,0.06117355427146392,0.210528725646512,0.19543870259533688,0.11094003924504582,0.14890247043403096,0.24880667576405963,0.19861453057473932,0.26757734047578596,0.19460170216420797,0.1628309295566865,0.37596030887070225,0.05547001962252291,0.036184651012597,0.10482848367219183,0.2464320290450721
cavity,0.22075539284417395,0.13023396684338776,0.11547005383792515,0.1609035973418259,0.18206400674953643,0.15027827244457206,0.19495279680069985,0.0,0.1420021445383764,0.06941056083938048,0.032075014954979206,0.2689280987965414,0.5389680556362955,0.21169509870286277,0.23809523809523808,0.09267307291425546,0.12239801227242092,0.0,0.027777777777777776,0.05143444998736397,0.1800205749557739,0.1147550621098494,0.1467418177209373,0.11669000700233416,0.09820927516479827,0.1650245904961124,0.06119900613621046,0.08247860988423225,0.06537204504606134,0.12038585308576921,0.031219527052723135,0.0,0.12028130608117203,0.029012942659282972,0.21558722225451818,0.11846977555181847,0.048492864496887195,0.24640709031819094,0.07161148740394328,0.12745318548364543,0.07407407407407407,0.07161148740394328,1.0,0.026948402781814772,0.12674485010489558,0.058025885318565944,0.05675043538391658,0.1405456737852613,0.0949157995752499,0.029695693545824933,0.07580980435789034,0.0573775310549247,0.26403934479377983,0.029695693545824933,0.06163335513613657,0.0,0.0,0.1403586535110865,0.027777777777777776,0.20082135869223644,0.1403586535110865,0.2602400194529422,0.025490637096729083
dynamic,0.12849851324064712,0.1353701852113805,0.140028008402801,0.26341776822528584,0.2838664779018298,0.2296213588413651,0.15198106636491093,0.1656833739159028,0.10332173664634446,0.20201440508761873,0.0700140042014005,0.253225090533872,0.058823529411764705,0.0980196058819607,0.23098630955841237,0.08428695623736226,0.1335864528436336,0.0,0.2223243229499719,0.09356014857063996,0.13098420799889596,0.041748286072343294,0.19218663979154194,0.28867513459481287,0.24295632895188754,0.024014605321403707,0.1484293920484818,0.12002400720240083,0.04756514941544941,0.14598929061844595,0.09086217008485092,0.2196940145524359,0.1575315094531511,0.12666009927622474,0.13725490196078433,0.18676541689893342,0.10585122480499264,0.1434299943928958,0.15631503171567185,0.16692446522239718,0.08084520834544433,0.08684168428648435,0.026948402781814772,1.0,0.1690707779217995,0.33776026473659926,0.1238760208523001,0.1278274981412284,0.06906138832741962,0.12964074471043288,0.14709262627058442,0.10437071518085823,0.024014605321403707,0.08642716314028859,0.15695698526580623,0.08238525545716346,0.10984700727621795,0.08170073702056668,0.08084520834544433,0.14611900125320154,0.08170073702056668,0.09467621366623018,0.12983013961742002
order,0.2769981308412335,0.3607845921054374,0.26343422397525684,0.36708664187570766,0.31152161580705034,0.35141709677193345,0.2779792088403923,0.2226425552337933,0.25454371598356185,0.2573248605315574,0.10976425998969035,0.2796995643617191,0.1383306364814723,0.2853870759731949,0.2625429037887123,0.19821096115780554,0.16288983604535415,0.08297398136450224,0.1901172751573434,0.2200179933183216,0.19068226087587872,0.14726420810214477,0.050216678166132296,0.23959569062925093,0.3136775004637546,0.16941973758701748,0.2094297892011696,0.1724866942695134,0.17399697105868406,0.3089803098081424,0.12464279971425847,0.1937388820093279,0.2744106499742259,0.2647613569285981,0.15370070720163592,0.1351389054984827,0.19360595651717188,0.09837711364056212,0.16337497026242537,0.1744635768067738,0.06337242505244779,0.14976038940722325,0.12674485010489558,0.1690707779217995,1.0,0.21511860250448592,0.22657400092284516,0.10020060200702528,0.19849646503089743,0.18630692324771156,0.21619130152100108,0.21271496725865358,0.07529766114978555,0.1524329372026731,0.10545808983558425,0.10763271222740439,0.0,0.25617220560270193,0.1901172751573434,0.1799895876803992,0.14409686565151983,0.20408900896431054,0.1599249454062093
environment,0.18445719036428657,0.2914820186645445,0.16583123951776998,0.22057655334832302,0.26486523120548666,0.23544080467400555,0.15271616650082986,0.15289415743128767,0.07945521577046602,0.17671135554378697,0.025125945381480302,0.12392039927415241,0.021110016546037454,0.0753778361444409,0.1865117742382477,0.07259540086406277,0.07990034651257413,0.028490144114909487,0.17407765595569785,0.0,0.18131016690571056,0.0,0.11495012246792571,0.29250896965085227,0.27695585470349865,0.10341753799900383,0.19176083163017793,0.0861460984507896,0.13655774839978377,0.1257389226923863,0.1956463952178074,0.2956561979945413,0.18844459036110225,0.13636363636363635,0.16888013236829963,0.12373764497794919,0.11396057645963795,0.07720914364821829,0.14959151840135315,0.15974461276617433,0.08703882797784893,0.056096819400507425,0.058025885318565944,0.33776026473659926,0.21511860250448592,1.0,0.1333662673423161,0.13762047064079508,0.04956815970966096,0.13957263155977062,0.13856632693135676,0.13483997249264842,0.025854384499750957,0.09304842103984709,0.04828045495852676,0.08869685939836239,0.08869685939836239,0.10994987428338561,0.13055824196677338,0.13483997249264842,0.0879598994267085,0.10192943828752511,0.15974461276617433
singlet,0.32697987755434016,0.24231378235305687,0.1326977605394074,0.20545535708970802,0.22915369411186493,0.2072390845763268,0.35206134225346336,0.12461119656980671,0.18650096164806276,0.18612150863717272,0.04914731871829905,0.21815377450367382,0.0825840139015334,0.2359071298478354,0.21889453648082105,0.26624888508512806,0.28131868970672697,0.08359173188630292,0.10640706634484358,0.1379193210918426,0.03940552031195503,0.1318760946791574,0.06745406256199318,0.1609196714667341,0.1504823163572115,0.10114434748483472,0.2188034253274543,0.14744195615489714,0.15025062674119002,0.24595018476053826,0.14350946197048195,0.05783149319662402,0.07372097807744857,0.2667325346846322,0.0,0.12101780416321033,0.07430376167671371,0.09439004018637939,0.03657584779797275,0.07811665668645071,0.0,0.12801546729290464,0.05675043538391658,0.1238760208523001,0.22657400092284516,0.1333662673423161,1.0,0.05383819020581655,0.16967515794730187,0.045501575519329006,0.15488061853247326,0.8571946154145231,0.1264304343560434,0.11375393879832252,0.1416576493949657,0.0,0.05783149319662402,0.12903971808580209,0.06384423980690615,0.0,0.1505463377667691,0.12461119656980671,0.25387913423096475
phonon,0.13961796943056518,0.10590067644273117,0.2008316044185609,0.1526465553944353,0.23440718322924167,0.18533643326646534,0.11889544000696689,0.09258200997725516,0.13471506281091267,0.09877295966495896,0.06085806194501846,0.24012009007506566,0.1278274981412284,0.09128709291752768,0.22587697572631282,0.0219793491131929,0.07741129997161836,0.06900655593423542,0.31622776601683794,0.14638501094227999,0.17078251276599332,0.027216552697590865,0.08352690695845569,0.11070186069251192,0.14907119849998599,0.18786728732554486,0.09676412496452295,0.13041013273932528,0.10336227882434039,0.09517337345336012,0.0,0.0716114874039433,0.04564354645876384,0.0,0.20452399702596546,0.1873171623163388,0.13801311186847084,0.0,0.271746488194703,0.16927779169233606,0.1405456737852613,0.1358732440973515,0.1405456737852613,0.1278274981412284,0.10020060200702528,0.13762047064079508,0.05383819020581655,1.0,0.030015011259383207,0.14085904245475275,0.07191949522280762,0.0816496580927726,0.09393364366277243,0.0563436169819011,0.05847053462046861,0.0716114874039433,0.03580574370197165,0.13315591032282686,0.15811388300841897,0.21773242158072692,0.026631182064565374,0.09258200997725516,0.16927779169233606
